"FIPS","Region","State","1969.1","1969.2","1969.3","1969.4","1970.1","1970.2","1970.3","1970.4","1971.1","1971.2","1971.3","1971.4","1972.1","1972.2","1972.3","1972.4","1973.1","1973.2","1973.3","1973.4","1974.1","1974.2","1974.3","1974.4","1975.1","1975.2","1975.3","1975.4","1976.1","1976.2","1976.3","1976.4","1977.1","1977.2","1977.3","1977.4","1978.1","1978.2","1978.3","1978.4","1979.1","1979.2","1979.3","1979.4","1980.1","1980.2","1980.3","1980.4","1981.1","1981.2","1981.3","1981.4","1982.1","1982.2","1982.3","1982.4","1983.1","1983.2","1983.3","1983.4","1984.1","1984.2","1984.3","1984.4","1985.1","1985.2","1985.3","1985.4","1986.1","1986.2","1986.3","1986.4","1987.1","1987.2","1987.3","1987.4","1988.1","1988.2","1988.3","1988.4","1989.1","1989.2","1989.3","1989.4","1990.1","1990.2","1990.3","1990.4","1991.1","1991.2","1991.3","1991.4","1992.1","1992.2","1992.3","1992.4","1993.1","1993.2","1993.3","1993.4","1994.1","1994.2","1994.3","1994.4","1995.1","1995.2","1995.3","1995.4","1996.1","1996.2","1996.3","1996.4","1997.1","1997.2","1997.3","1997.4","1998.1","1998.2","1998.3","1998.4","1999.1","1999.2","1999.3","1999.4","2000.1","2000.2","2000.3","2000.4","2001.1","2001.2","2001.3","2001.4","2002.1","2002.2","2002.3","2002.4","2003.1","2003.2","2003.3","2003.4","2004.1","2004.2","2004.3","2004.4","2005.1"
"22","5","Louisiana",10121,10321,10617,10754,10904,11223,11399,11597,11964,12228,12385,12616,12852,13193,13620,14182,14314,14657,15414,15920,16306,16840,17519,18085,18449,18985,19510,20242,21019,21693,22154,22938,23515,24217,24810,25701,26558,27677,28829,29575,30557,31223,32616,33911,35310,35724,37613,39621,40722,42048,43867,44911,45509,45862,46105,46371,47201,47245,48035,49093,49778,51021,52060,52533,53121,53449,53477,53544,53420,52887,52861,52450,52365,52486,53249,54110,54324,55491,56480,57337,58318,59089,59669,60672,62460,63557,64620,65572,66230,67075,67811,69396,70402,71743,72176,73679,73582,75074,75484,76503,78478,79122,80744,81826,82350,82945,84324,84522,85287,86795,87601,88463,89798,90627,91767,93535,95012,96467,97323,97906,96675,97677,98290,100157,101637,103033,103717,104215,108782,109983,110570,111690,113239,114476,114613,115503,116120,117593,118860,120373,122418,123719,124606,127928,129241
"23","1","Maine",3000,3082,3144,3196,3289,3387,3436,3489,3534,3621,3701,3733,3967,3926,3969,4111,4237,4435,4582,4781,4904,4986,5083,5162,5138,5290,5472,5689,5921,6103,6347,6488,6520,6692,6819,7031,7180,7394,7575,7781,8043,8186,8445,8723,9077,9158,9472,9917,9980,10216,10620,10845,10920,11129,11467,11610,11681,11991,12202,12557,13027,13407,13671,13920,14440,14500,14552,14916,15289,15625,15933,16311,16542,16941,17440,18001,18182,18579,19167,19720,20264,20438,20473,20822,21189,21450,21572,21397,21544,21545,21678,21957,22165,22525,22762,22972,22795,23015,23292,23521,23537,23994,24233,24603,24783,25057,25050,25287,25919,26341,26637,27038,27439,27649,27832,28399,28872,29511,30019,30437,30092,30731,31633,31609,32565,33078,33404,33646,34790,35055,35107,35476,36191,36566,36702,36807,37567,37837,38260,39061,39366,40005,40359,41510,41643
"24","2","Maryland",15597,15980,16480,16862,17292,17939,18171,18402,18948,19533,19891,20190,20802,21154,21752,22514,23167,23560,24020,24695,25149,25994,26663,27512,27858,28154,28889,29726,30410,31026,31871,32470,32987,33863,34640,35734,36424,37573,38523,39588,40493,41351,42605,44091,45615,46309,47561,49700,50746,51865,53846,54721,55524,56759,57847,59191,59846,61038,62636,63845,66082,68094,70264,71494,73712,74776,75556,77257,79017,80382,81706,83170,84826,86434,88448,91074,92746,94318,97106,99301,101561,102854,103882,105816,107750,109365,110729,110901,112277,113239,113601,114625,116583,118107,119317,121382,120354,122591,123094,125586,125190,127820,129714,131368,132564,133628,134058,135008,137553,139157,140745,142686,144698,146374,148493,151805,153534,156960,159267,161375,163440,165381,167921,171557,177703,180247,183663,186217,189279,191472,192199,193677,197155,199208,199047,200294,202491,205509,207467,210181,214162,217101,218542,226465,229151
"25","1","Massachusetts",22915,23468,24053,24501,24825,25465,25827,26155,26539,27101,27617,27827,28663,29130,29510,30442,31145,31847,32335,32997,33697,34420,35169,35731,36048,36813,37560,38446,39030,39747,40776,41379,42155,43150,44360,45418,46410,47733,49277,50232,51867,52920,54509,56409,58576,59561,61445,64098,65136,66843,69511,70757,72313,73881,75941,76601,78144,80178,81745,84918,87756,90627,93427,95532,97180,98733,99736,102131,104152,106056,107985,110284,112192,114231,117455,120848,123988,126250,128512,131736,133132,133934,134773,135759,137453,138889,139851,138934,139689,140697,141024,142687,144828,146945,147956,151993,148477,151771,153949,156115,155285,160333,161268,164401,165687,167568,169702,171535,174289,177767,180118,183013,186496,188103,190646,194294,197784,203161,206472,208530,210536,213311,217678,223359,235617,236885,243618,244714,250407,249371,248009,248592,248414,251876,249854,249531,250195,251653,254658,258023,261775,267036,268759,274892,277866
"26","3","Michigan",35497,36068,36945,37583,36682,37745,37849,37108,39101,40186,40559,41641,43100,44090,45048,47058,48701,49874,50707,52099,52241,53050,55266,55268,54825,56162,58357,60394,62219,63754,65149,67519,69136,71637,74372,76129,77536,79471,82112,84822,87368,88372,89615,91086,93842,92865,95265,99867,99362,101645,103583,104233,102995,105128,106075,106558,107534,110064,112490,115783,119207,122364,125186,127368,131335,132379,134180,138436,140411,142379,142764,144280,145506,146477,147616,150346,153455,155737,157837,160814,167120,167290,169158,170982,172948,175585,178128,178094,177119,180151,182778,186571,186602,192080,193089,199382,194590,201321,203016,207371,211250,215304,219725,224970,226481,226076,227243,230064,231480,236632,239060,241600,244862,246656,250173,253594,260638,264006,264875,270872,274395,276055,278348,283449,293909,293554,295026,294418,298956,299579,299561,300073,295551,303212,303956,304320,308651,311789,315427,321514,315787,320519,324339,329899,331271
"27","4","Minnesota",13599,13934,14355,14741,15074,15300,15604,15664,15964,16331,16592,16782,17184,17343,17786,19068,19600,20558,21459,22512,22417,22423,22828,23017,23455,23950,24826,25495,25696,26041,26888,27695,28968,29574,30067,31304,32380,33140,33927,35364,35938,36937,38063,39473,40596,40450,42386,44160,44857,45579,47437,47969,48712,49393,49997,51126,50842,52052,52880,54571,57290,58989,60515,61863,62369,63196,63697,64568,65823,66585,67741,68260,70254,70610,71869,73332,74495,74744,75709,75974,80445,81421,82503,83983,85435,87343,88229,88264,88258,89578,90649,91716,94228,95255,96838,99281,97187,99033,97483,100582,102022,105092,107444,109326,110581,111534,112317,114403,117927,120614,122390,123849,125010,127143,129547,131851,136064,138828,140435,142886,143712,145892,146553,150729,154116,157041,159675,161023,162333,162614,162013,163351,164780,166828,167312,168000,169327,171561,173960,174498,179186,181692,183527,190535,190041
"28","5","Mississippi",5165,5244,5353,5450,5541,5797,5910,6004,6225,6377,6539,6660,6988,7143,7431,7846,8066,8305,8519,8866,8975,9175,9527,9555,9629,9872,10206,10639,11125,11332,11627,12032,12304,12626,13020,13529,13639,14201,14644,14896,15624,15951,16504,16973,17169,16971,17937,18704,19161,19667,20325,20561,20820,20997,21075,21364,21497,21787,22087,22713,23601,24167,24496,24849,25130,25411,25719,26148,26140,26307,26605,26709,27378,27611,28155,28705,28833,29539,30226,30731,31684,32014,32252,32707,32905,33543,34082,34487,34882,35342,35722,36481,37341,37981,38424,39049,39517,40227,40916,41723,42635,43518,44251,44816,45342,45624,46152,46776,47704,48722,48922,49237,50727,51024,51627,52677,53738,54389,55200,55952,55618,56224,57032,58001,58951,59804,60214,60379,62221,62831,62569,63335,63893,64664,64722,64931,66609,67082,67917,68963,70027,71085,71868,73559,73978
"29","4","Missouri",16061,16278,16791,17074,17584,17865,18258,18442,18922,19394,19577,19829,20394,20855,21178,22134,22696,23209,23779,24484,24690,24794,25461,25994,26478,27133,28027,28768,29517,29898,30686,31629,32328,33203,34270,35553,36115,37278,38259,39318,40600,41542,42812,43843,44873,44228,46233,48239,49604,50441,52458,52930,53383,54585,55072,56316,56766,57750,58952,60669,62982,64584,66019,67062,68438,69458,70112,71241,72214,72804,73686,74534,75828,76425,77284,78692,79381,80954,81933,83090,85273,86046,87069,87892,88789,90183,91146,91507,93372,94140,95284,96804,98752,100202,101437,103388,102576,104634,104103,107481,107652,110408,112022,113939,114549,115580,116424,117241,119852,121910,123127,124989,128061,128724,130514,132670,134504,136902,138936,140135,140867,142005,142924,145904,149979,152435,154257,154219,155843,156782,156917,158206,161962,163087,163328,164098,166513,167726,169229,170581,172486,174890,176644,181566,183540
"30","7","Montana",2186,2235,2329,2353,2413,2511,2580,2567,2606,2651,2690,2788,2896,3041,3162,3363,3332,3646,3622,3911,3882,3821,4001,4085,4132,4250,4449,4557,4594,4656,4705,4828,4881,4993,5200,5342,5699,5919,6009,6364,6502,6133,6298,6930,7142,6792,6914,7729,7827,7986,8340,8342,8033,8332,8277,9621,8884,8984,8971,9198,9329,9549,9723,9836,9786,9720,9800,9867,10063,10123,10194,10210,10317,10409,10452,10615,10468,10612,10704,10775,11486,11687,11741,11915,12131,12284,12464,12566,12926,13046,13306,13573,13676,13871,14009,14157,14697,15005,14951,15393,14930,15288,15555,15760,15953,15983,16117,16282,16503,16777,17003,17237,17351,17503,17798,18101,18446,18802,18944,19234,19116,19324,19191,19859,20460,20614,20753,21037,22013,22294,22516,22613,22058,22411,22488,22496,22741,23283,23460,23823,24358,24681,24887,25699,25929
"31","4","Nebraska",5002,5187,5359,5498,5519,5564,5697,5787,5980,6159,6265,6384,6576,6662,6909,7349,7514,7839,8109,8707,8285,8123,8428,8681,9131,9418,9772,9772,9870,9902,9949,10161,10446,10554,10815,11452,11841,12448,12508,13337,12888,13368,13752,14100,14242,13909,14291,15168,16157,16375,17122,17232,17463,18126,17878,18470,18146,18479,18689,19207,19995,20638,21208,21462,21896,21969,21878,22170,22139,22418,22772,22931,23086,23416,23657,24035,24709,24879,25442,25351,26175,26387,26504,26922,27924,28409,28570,28872,29074,29455,29712,30011,30500,31108,31247,31881,31241,32163,32184,32832,33092,33808,34250,34897,35401,35582,36186,36856,38613,39548,39162,40206,40171,40150,40771,41214,42281,43041,43744,44190,43988,44762,45154,46560,46692,47190,47723,47710,48990,49356,49294,49574,49098,49450,49643,49809,51371,52196,52674,53502,53573,54266,54808,56514,56971
"32","8","Nevada",2030,2124,2214,2289,2353,2413,2440,2532,2597,2684,2756,2838,2824,2947,3099,3304,3282,3405,3528,3682,3731,3831,3914,4018,4144,4296,4429,4592,4755,4928,5089,5266,5441,5654,5879,6171,6510,6834,7189,7451,7724,7959,8297,8648,9084,9175,9573,10088,10341,10661,11043,11193,11404,11518,11677,11778,11914,12190,12374,12791,13026,13379,13714,13965,14446,14608,14786,15053,15425,15720,15990,16290,16644,16949,17421,18025,18432,19253,19897,20542,21136,21732,22208,23001,23877,24574,25327,25569,26230,26729,27110,27571,28823,29368,30047,31136,31152,31847,32346,33229,34025,35259,36098,37181,38158,38766,39684,40392,41874,42960,44051,44978,46130,46896,47698,48830,50484,51692,52965,54342,55114,55888,56446,58402,60013,61384,61904,62411,63502,64592,64947,64429,66058,66719,67038,67801,69655,70545,72096,73902,75502,77262,78662,82257,83639
"33","1","New Hampshire",2613,2676,2738,2790,2814,2876,2901,2941,2997,3097,3190,3208,3381,3382,3473,3582,3739,3849,3952,4078,4174,4265,4354,4422,4451,4576,4724,4868,5064,5201,5416,5514,5693,5875,6069,6332,6572,6803,7042,7257,7590,7789,8044,8310,8755,8878,9131,9650,9818,10088,10552,10833,11003,11233,11618,11675,11937,12287,12686,13159,13720,13976,14363,14784,15297,15596,15839,16322,16908,17283,17516,17921,18362,18853,19513,20282,20563,20929,21305,21915,22431,22578,22658,22794,22630,22905,22989,22744,23273,23433,23503,23863,23979,24362,24624,25411,24632,25158,25552,25751,26144,26865,27149,27731,28014,28704,28734,29138,30287,30844,31311,31736,31511,32094,32706,33369,33914,34735,35648,36301,36056,36660,37416,38366,40957,40928,41639,42191,42608,42613,42524,42751,43650,44307,44103,44192,44520,44905,45505,46212,46774,47637,48493,49585,50063
"34","2","New Jersey",30779,31639,32388,33244,33437,34550,35143,35523,36286,37010,37738,38105,38900,39780,40847,42440,43111,43774,44467,45661,46436,47850,48697,49659,50133,51164,52294,53650,54887,55818,57322,58289,59685,61188,62708,64455,65896,68039,69856,71637,73512,75229,77413,79948,83227,84668,86879,90646,92532,94945,98496,99967,101410,103330,105510,107002,109365,111023,113375,116875,119732,123462,126536,129246,130591,133140,134509,137418,139455,141992,144455,146165,149763,151985,155577,160436,164954,167471,170620,175264,178504,180668,182566,184105,187164,190499,192769,192582,191507,193523,195244,196421,203419,205694,208473,214029,207145,212585,214365,218791,213614,220149,223153,226520,230624,232957,235009,237158,242554,247305,249980,253439,258681,260691,264658,269648,276379,281291,286034,287182,290897,291261,294465,300918,314364,322693,326381,330775,330609,332269,332968,335959,334206,334665,334536,333916,335751,340410,344746,347255,351239,355890,361249,371367,373308
"35","6","New Mexico",2857,2910,2974,3027,3134,3253,3303,3357,3452,3585,3636,3731,3856,3929,4081,4309,4342,4463,4614,4787,4900,5053,5252,5369,5589,5761,5974,6182,6328,6489,6682,6907,7065,7294,7514,7844,8058,8375,8704,8922,9228,9484,9791,10163,10511,10618,11055,11531,11799,12175,12681,13006,13330,13480,13575,13852,14047,14409,14782,15140,15390,15858,16341,16531,17132,17309,17408,17653,17923,17920,18031,18096,18377,18572,18870,19257,19311,19709,19916,20328,20770,21063,21245,21613,22149,22445,22937,23300,23851,24185,24359,24813,25337,25899,26170,26447,27070,27540,27837,28563,28736,29302,29991,30621,31315,31517,31870,32101,32867,33282,33464,33767,34437,34730,35145,35531,36557,36772,37146,37708,37368,37842,38106,38867,39436,40230,40591,41016,43268,43940,44399,44946,44476,45198,44930,45178,45871,46570,47037,48344,49054,49767,49878,51798,52426
"36","2","New York",80613,82198,83887,85588,86552,88979,90192,90466,93156,94595,95378,96588,97574,99861,102255,106171,106591,107658,108765,111025,112761,115869,118574,120857,121867,124807,127112,129075,131092,132574,136116,137465,140733,143325,146701,150377,152279,156410,160036,164085,166422,170082,175756,180767,185932,189783,195160,203093,207955,212914,220957,224541,229119,233214,238409,242732,244352,249479,254048,262203,270570,278396,284961,291021,294391,298022,301624,307062,313682,317570,322802,326837,331885,337562,344131,352664,370108,367022,372704,381249,392919,399702,404298,406155,416450,423187,428888,427062,427335,432786,436395,440698,443876,447411,454544,469116,445141,460772,465799,476320,460417,476618,478451,488429,495651,498816,504335,507866,518710,525944,529868,538929,545289,550537,560591,571679,579473,591663,598170,598082,617060,613398,624389,623788,647317,658442,667461,678801,681675,673248,690528,674092,674689,679431,677014,675259,680126,690276,697284,707480,718985,724370,738669,757283,765175
"37","5","North Carolina",14650,15125,15585,15729,16236,16568,16805,17034,17432,17975,18543,18774,19822,20132,20667,21657,22226,23018,23610,24774,25194,25520,26212,26392,26408,27498,28332,29489,30169,30694,31718,32244,32655,33676,34635,35990,36897,38140,39308,40517,41394,42167,43242,44982,46321,47007,48775,51275,52219,53598,55880,56516,56885,58233,59327,59586,61396,62893,64781,66820,69529,72123,74319,76015,77592,78796,79740,81541,83241,84410,86016,87225,88719,90363,92426,94935,96070,98496,100968,103611,106695,107843,107946,110753,113362,115020,115906,115416,116282,118709,121140,123577,126074,128962,131108,133685,133627,136892,138871,142069,141645,145207,148113,151515,153738,155335,156696,159860,162553,167079,168527,171506,176927,177977,180910,184839,188177,191468,194974,198272,199343,201322,204274,207809,214235,217708,221044,221685,224549,225783,224438,226810,228042,230698,230253,229956,232616,233840,237395,241714,244208,247655,251691,259026,261989
"38","4","North Dakota",1782,1898,1972,1988,1973,1932,2009,2082,2189,2292,2327,2448,2510,2376,2891,3299,3292,3804,3874,4686,4344,3869,3523,3774,3788,3997,4262,4204,4033,3997,3930,4000,3848,3834,4051,4909,4965,5027,5064,5977,5136,5159,5398,5877,5320,5202,4882,5292,6420,6618,7043,7196,6908,7093,7120,8412,7544,7685,7745,7964,8291,8334,8472,8541,8644,8697,8687,8813,8617,8743,8891,8931,8906,9047,9101,9175,9103,8696,8184,7388,9264,9306,9335,9446,10008,10116,10229,10312,10224,10295,10405,10480,11077,11200,11352,11478,11291,11424,11149,11541,12104,12180,12265,12472,12091,12227,12211,12356,13421,13764,13822,13801,13177,13297,13531,13755,14499,14689,14901,15153,14671,14814,14879,15371,15900,16036,16269,16181,16388,16491,16442,16540,16746,16973,16973,17104,17916,18210,18482,18668,19514,19742,19799,20705,20377
"39","3","Ohio",40096,40933,41914,42685,42857,43347,44051,44132,45019,46456,46696,47352,48950,49523,50475,52453,53942,55164,56760,58417,59356,60681,62610,63724,63685,64629,66289,68236,70165,71668,73263,75244,76403,79527,82392,84508,85070,88271,90779,93547,96212,97362,100040,102721,105720,106292,108638,113350,114305,116503,120513,121446,121259,123274,124382,125922,126701,129430,132113,135787,140081,143539,146808,148906,151577,153218,153739,156499,158357,159482,161265,162772,165148,165747,168883,172156,174300,177830,181712,184670,190201,190921,193220,195090,199250,203704,205259,206308,205643,206792,210360,213468,216296,220385,221620,226807,223174,228252,229801,235032,235160,240808,243817,248796,249801,251181,252397,254634,256669,261077,264719,266338,273288,275619,279201,284089,288777,292174,295683,300532,299674,302555,304563,311062,318443,319379,322294,322038,324197,325621,325689,326984,328979,333792,335341,336005,340141,342811,344704,350758,350332,356912,360147,372185,375072
"40","6","Oklahoma",7785,7997,8256,8405,8576,8880,9057,9163,9448,9698,9775,9995,10300,10435,10750,11212,11433,11913,12417,12924,13079,13317,13853,14152,14564,14925,15536,15922,16367,16552,17042,17553,17550,17884,18925,21051,19810,21022,22004,22785,23622,24323,25329,26551,27554,27618,29459,30992,31887,33075,34871,35973,37631,37894,38050,38178,38221,38571,38541,39654,40568,41513,42301,42950,43385,43529,43699,43844,43897,43342,43045,42880,42660,42936,43413,43675,43944,44739,45418,45991,47243,47779,48353,49070,49949,50640,51434,51859,51786,52248,52695,53531,54835,55721,56312,56966,57045,57703,58023,58978,58751,60117,60614,61648,61697,62167,62542,63175,64497,65677,66472,67128,68674,69049,69914,71244,73038,73862,74518,75052,76115,76958,77651,79536,81791,83770,85274,86406,89423,90151,90289,90781,90222,90647,90626,90692,91855,93161,94079,95668,96711,98420,99234,102373,103560
"41","8","Oregon",7260,7500,7685,7773,7995,8167,8345,8461,8681,8949,9115,9364,9657,9864,10210,10709,10968,11254,11487,12058,12345,12790,13296,13607,13595,14115,14719,15127,15659,16106,16633,17097,17484,17973,18555,19473,20189,20807,21391,22100,22839,23546,24367,25251,26007,26047,26819,27967,28246,28560,29358,29364,29244,29514,29786,30145,30641,31219,31598,32500,33310,34033,34789,35267,35734,36059,36248,36747,37339,37735,38226,38561,38912,39466,40416,41203,41830,42894,44056,45004,46342,47199,47829,48951,50018,51331,52083,52629,53264,53940,54525,55295,56204,57077,58038,58870,60066,61064,61459,62808,63304,65112,66540,67984,69601,70375,71307,72677,73683,75356,76738,78124,79365,80021,81439,82592,84085,85140,85970,87320,87736,89081,90225,92450,94933,95985,97416,97273,98796,99137,99001,99146,99466,100718,100308,100652,100832,101530,103003,104309,105324,107198,108020,110052,111637
"42","2","Pennsylvania",43338,44316,45268,45993,46777,47982,48609,48985,49640,50823,51426,52139,54150,54776,56017,57931,59279,60555,61799,63579,64754,66650,68641,70142,71099,72456,74378,76392,78422,79740,81872,83269,85361,87733,90066,92229,93682,96941,99583,101935,104573,106702,109957,113200,116493,117264,120156,124854,127630,130129,134831,136195,138538,140486,142425,143514,144507,145908,149326,151919,155194,158999,162232,164231,167680,169385,170378,172759,175439,177874,180419,182024,184195,187402,190973,195770,197932,201130,205539,210041,216875,219029,221960,225127,229612,233890,236469,237366,239321,241806,243296,246864,250540,254358,256778,261822,257150,262928,264958,268814,265444,271440,275065,278833,280882,283019,284595,286562,291655,296658,299333,302328,305791,308879,312537,318828,323038,328708,332080,336815,337080,340633,343134,349596,358341,362712,367430,370869,370256,372373,372947,373780,380387,382950,383612,383463,388930,392384,396065,401664,404208,409770,415171,428538,431740
"44","1","Rhode Island",3480,3567,3620,3698,3793,3860,3981,3972,4017,4055,4206,4273,4426,4462,4476,4674,4762,4869,4877,4903,4987,5087,5210,5285,5322,5490,5613,5747,5903,5992,6195,6269,6436,6567,6745,6933,6965,7257,7425,7623,7858,7973,8266,8468,8880,9001,9227,9615,9915,10053,10493,10591,10703,10905,11258,11279,11525,11767,11963,12303,12665,13037,13373,13659,13897,14061,14185,14501,14813,15064,15274,15547,15780,16012,16494,16956,17365,17769,18133,18654,19272,19499,19614,19850,19969,20177,20235,20124,20174,20150,20262,20464,20566,20997,21263,21691,21467,21807,22124,22253,21904,22374,22562,22961,23276,23600,23771,23835,24091,24524,24744,25079,25540,25847,25991,26556,26927,27306,27693,28076,28072,28237,28721,29243,30137,30455,30978,31217,32307,32484,32475,32647,32808,33223,33311,33380,34067,34140,34582,35114,35514,36072,36598,37092,37596
"45","5","South Carolina",6919,7142,7366,7487,7691,7903,7964,8155,8348,8653,8818,8941,9376,9500,9877,10310,10598,10935,11275,11785,12208,12431,12878,13091,12988,13478,13897,14523,14915,15211,15757,15955,16172,16660,17143,17806,18331,18832,19459,20048,20582,21141,21861,22726,23383,23703,24445,25548,26405,27037,27841,28325,28446,28922,29373,29880,30487,31291,32015,33067,34404,35438,36392,37005,37809,38262,38656,39408,40189,40638,41098,41675,42496,43267,44192,45398,45599,47033,48250,49157,50593,50926,51196,52807,54205,55533,56260,56590,57294,57656,58035,58964,59948,61016,61789,62754,62897,64053,64637,65293,66106,67561,68677,69856,70664,71400,71884,72803,74232,75931,76811,77602,79700,80256,81306,82757,84290,85981,87821,89326,89591,90972,92181,94119,96335,98166,99053,99527,100893,101161,101465,102353,103466,104836,104877,105365,107107,107556,108719,110472,111487,113543,114841,117750,118567
"46","4","South Dakota",1929,1971,2039,2101,2108,2174,2205,2221,2272,2323,2418,2510,2523,2620,2780,3106,3131,3425,3491,3962,3754,3441,3440,3424,3724,3813,3955,4017,3926,3846,3662,3913,4263,4156,4319,4732,4814,4895,4973,5409,5306,5431,5626,5816,5821,5015,5414,6059,6266,6407,6678,6678,6672,6843,6862,7170,6903,7063,7192,7410,7911,8087,8255,8382,8369,8418,8392,8427,8516,8670,8878,8955,9040,9131,9253,9470,9641,9601,9646,9420,10099,10191,10288,10490,11008,11203,11382,11499,11549,11774,11792,12098,12424,12658,12753,12912,12939,13227,13157,13507,13918,14131,14172,14466,14255,14243,14405,14657,15587,16080,15902,16225,16061,16134,16561,16585,17264,17347,17449,18032,17844,18228,18368,19027,19176,19337,19654,19584,20407,20474,20434,20404,20119,20471,20572,20557,21628,21964,22135,22562,23182,23645,23689,24578,24966
"47","5","Tennessee",11120,11368,11654,11808,12015,12357,12628,12921,13229,13689,13909,14279,14865,15166,15610,16430,16873,17398,17977,18607,18901,19375,20019,20359,20481,21002,21683,22452,23313,23720,24366,25018,25486,26292,27167,28236,28872,30221,31225,32054,33144,33552,34561,35686,36802,36741,38405,40026,40901,41802,43346,43566,44261,44964,45607,46165,46683,47515,48412,49909,51856,53558,54759,55692,56730,57815,58086,59304,60459,61274,62293,63057,64828,65544,66630,68645,69389,70946,72356,73869,75351,76346,77359,78379,80155,81188,82593,82866,84151,85310,86233,87961,91028,93222,94390,96587,96488,98374,99617,101817,102012,104985,106924,109463,111418,112200,113060,114496,115564,117864,119387,120681,122704,123482,124858,127752,129986,133014,134671,136808,137138,139497,141097,143849,146677,147911,150001,150745,153129,154299,154566,155670,158485,160758,160639,161385,164448,166126,168182,170904,172908,175790,178404,182833,184924
"48","6","Texas",35722,36569,37771,38424,39238,40709,41312,42021,43134,44037,44490,45467,47230,47972,49488,51974,52937,55155,57049,59146,60576,62230,64728,66460,68820,70778,73235,76086,78726,80541,83066,85644,87164,90010,92951,96815,99645,104269,108477,111994,116443,119759,124386,130515,134932,136751,143387,151564,157966,163191,171258,176730,181598,183083,183934,186515,189030,192305,195973,202180,206209,213324,219375,223625,228134,231393,233086,236354,236826,235660,235419,233760,236766,238118,241897,245864,248016,253576,257831,262264,268653,271968,275746,280213,288912,295501,301448,302725,305073,309873,313556,319201,326645,332884,337812,346423,344486,353002,355815,363547,361619,372166,377981,387396,390488,395701,400206,406372,415003,424430,431865,439944,452190,460843,471416,480280,495043,503235,512833,519615,526459,533540,541582,557062,578925,588794,600452,604386,618746,619955,619125,620743,619351,625378,624821,626107,630305,639212,646109,654894,665863,675971,681928,704009,712325
"49","7","Utah",3128,3198,3283,3345,3479,3569,3662,3736,3858,3986,4063,4187,4360,4393,4542,4767,4814,4953,5131,5311,5388,5598,5804,5962,6124,6257,6500,6685,6958,7197,7443,7715,7909,8193,8448,8875,9104,9487,9789,10114,10463,10771,11236,11670,12073,12173,12540,13290,13592,13830,14568,14834,15159,15440,15700,15864,16134,16563,16959,17557,17815,18325,18876,19166,19499,19709,19857,20111,20578,20611,20677,20786,20943,21278,21425,21796,21578,22049,22554,22968,23275,23737,24028,24525,25016,25587,26171,26495,26910,27444,27761,28176,28820,29267,29867,30449,30955,31571,31946,32770,32990,34158,34873,35730,36389,36768,37284,38432,39176,40093,40857,41420,42670,43194,44168,44636,45767,46708,47455,48146,48241,48943,49660,50525,52621,53374,53956,54294,56020,56499,56710,57145,57844,58070,58068,58376,58775,59430,60031,60807,61771,63184,63873,65808,67213
"50","1","Vermont",1415,1455,1493,1529,1569,1602,1629,1657,1693,1737,1763,1787,1873,1884,1932,2006,2040,2097,2140,2197,2206,2272,2326,2369,2388,2451,2523,2615,2686,2741,2844,2872,2883,2972,3057,3199,3306,3436,3540,3629,3784,3850,3964,4099,4245,4302,4454,4656,4796,4883,5094,5159,5226,5306,5461,5444,5565,5700,5765,5911,6107,6272,6417,6566,6710,6808,6915,7060,7227,7322,7413,7591,7714,7905,8117,8411,8425,8635,8936,9172,9566,9657,9654,9863,10021,10118,10133,10112,10083,10189,10254,10381,10645,10892,11008,11132,11007,11188,11363,11472,11482,11750,11884,12119,12267,12282,12406,12526,12772,12984,13168,13235,13500,13583,13754,14115,14457,14683,14916,15095,15255,15490,15757,16096,16488,16884,16955,17204,17602,17774,17736,17855,18211,18383,18458,18570,18745,18964,19196,19617,19703,20240,20536,20810,21003
"51","5","Virginia",15815,16195,16742,16833,16820,17741,17864,18206,18669,19315,19688,20101,20987,21227,21698,22708,23393,23981,24668,25531,26085,26861,27735,28521,29125,29685,30449,31303,32540,33020,33952,34966,35632,36806,38119,39263,40295,41945,42914,44388,45567,46706,48182,50167,52323,53119,54774,57614,59860,59717,62741,63471,64289,66018,67562,69162,70203,71728,73152,75120,77774,80046,82689,84233,85919,87192,88041,90130,92670,94097,95519,97281,99798,101396,103652,106229,107841,110453,113161,115618,118542,120160,121319,123244,125314,126487,128054,128662,130685,131578,132073,133314,136755,138829,140615,143403,143130,145745,146863,149353,149066,153530,155098,156921,158616,159893,160900,162469,165388,167960,170335,172320,176268,177694,180796,183856,186305,190243,193678,196617,201598,201460,204943,210342,215110,219212,223259,225800,231264,235263,233246,235309,237228,240508,240690,240641,243982,246771,249478,253495,258687,262655,266079,275591,279055
