SUMLEV,STATE,COUNTY,STNAME,CTYNAME,SEX,ORIGIN,RACE,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007
050,04,012,Arizona,La Paz County,1,0,4,47,47,41,46,46,52,52,55,51,51
050,04,012,Arizona,La Paz County,1,0,5,22,22,13,13,13,13,13,13,13,13
050,04,012,Arizona,La Paz County,1,1,1,6585,6585,6558,6552,6457,6424,6476,6518,6580,6628
050,04,012,Arizona,La Paz County,1,1,2,106,106,97,104,120,123,122,123,122,127
050,04,012,Arizona,La Paz County,1,1,3,1133,1133,1143,1100,1094,1106,1104,1113,1121,1142
050,04,012,Arizona,La Paz County,1,1,4,44,44,39,43,43,48,47,50,46,47
050,04,012,Arizona,La Paz County,1,1,5,12,12,5,5,5,5,5,5,5,5
050,04,012,Arizona,La Paz County,1,2,1,2116,2116,2118,2103,2039,2101,2100,2130,2084,2067
050,04,012,Arizona,La Paz County,1,2,2,20,20,16,16,16,17,17,17,18,18
050,04,012,Arizona,La Paz County,1,2,3,239,239,237,242,245,256,261,271,274,277
050,04,012,Arizona,La Paz County,1,2,4,3,3,2,3,3,4,5,5,5,4
050,04,012,Arizona,La Paz County,1,2,5,10,10,8,8,8,8,8,8,8,8
050,04,012,Arizona,La Paz County,2,0,1,8090,8090,8057,8064,8002,8083,8176,8342,8385,8455
050,04,012,Arizona,La Paz County,2,0,2,94,94,81,90,99,107,108,108,108,110
050,04,012,Arizona,La Paz County,2,0,3,1494,1494,1500,1447,1455,1474,1484,1502,1504,1526
050,04,012,Arizona,La Paz County,2,0,4,60,60,57,63,62,67,72,80,82,85
050,04,012,Arizona,La Paz County,2,0,5,18,18,11,10,11,11,11,11,11,11
050,04,012,Arizona,La Paz County,2,1,1,6263,6263,6227,6242,6203,6197,6287,6414,6498,6570
050,04,012,Arizona,La Paz County,2,1,2,80,80,69,77,86,92,92,91,91,93
050,04,012,Arizona,La Paz County,2,1,3,1259,1259,1267,1214,1215,1228,1228,1245,1245,1264
050,04,012,Arizona,La Paz County,2,1,4,58,58,49,52,51,55,58,64,66,68
050,04,012,Arizona,La Paz County,2,1,5,11,11,5,4,5,5,5,5,5,5
050,04,012,Arizona,La Paz County,2,2,1,1827,1827,1830,1822,1799,1886,1889,1928,1887,1885
050,04,012,Arizona,La Paz County,2,2,2,14,14,12,13,13,15,16,17,17,17
050,04,012,Arizona,La Paz County,2,2,3,235,235,233,233,240,246,256,257,259,262
050,04,012,Arizona,La Paz County,2,2,4,2,2,8,11,11,12,14,16,16,17
050,04,012,Arizona,La Paz County,2,2,5,7,7,6,6,6,6,6,6,6,6
050,04,013,Arizona,Maricopa County,0,0,1,2807400,2807410,2830488,2918001,3003510,3082618,3177486,3296882,3403791,3485863
050,04,013,Arizona,Maricopa County,0,0,2,136152,136152,137978,145751,153829,161591,171561,184436,198775,210938
050,04,013,Arizona,Maricopa County,0,0,3,79278,79281,79317,82692,84838,86898,89848,94164,97917,100244
050,04,013,Arizona,Maricopa County,0,0,4,85076,85076,86903,93180,99504,105299,112216,121683,132436,140628
050,04,013,Arizona,Maricopa County,0,0,5,9508,9508,9965,10426,10998,11636,12262,13159,14037,14770
050,04,013,Arizona,Maricopa County,0,1,1,2077022,2077023,2088661,2124241,2158805,2190929,2234933,2290794,2332305,2357227
050,04,013,Arizona,Maricopa County,0,1,2,122669,122669,124134,130191,136403,142316,150214,160639,172078,181374
050,04,013,Arizona,Maricopa County,0,1,3,60194,60195,60276,63072,64567,66079,68268,71665,74531,76221
050,04,013,Arizona,Maricopa County,0,1,4,78922,78922,80549,86344,92157,97401,103642,112286,122179,129499
050,04,013,Arizona,Maricopa County,0,1,5,7170,7170,7446,7660,7987,8384,8717,9286,9819,10188
050,04,013,Arizona,Maricopa County,0,2,1,730378,730387,741827,793760,844705,891689,942553,1006088,1071486,1128636
050,04,013,Arizona,Maricopa County,0,2,2,13483,13483,13844,15560,17426,19275,21347,23797,26697,29564
050,04,013,Arizona,Maricopa County,0,2,3,19084,19086,19041,19620,20271,20819,21580,22499,23386,24023
050,04,013,Arizona,Maricopa County,0,2,4,6154,6154,6354,6836,7347,7898,8574,9397,10257,11129
050,04,013,Arizona,Maricopa County,0,2,5,2338,2338,2519,2766,3011,3252,3545,3873,4218,4582
050,04,013,Arizona,Maricopa County,1,0,1,1404958,1404963,1416935,1462958,1507685,1548736,1598649,1660280,1716032,1758788
050,04,013,Arizona,Maricopa County,1,0,2,69426,69426,70405,74398,78514,82305,87481,93934,101213,107252
050,04,013,Arizona,Maricopa County,1,0,3,38694,38695,38777,40448,41472,42411,43872,45989,47768,48917
050,04,013,Arizona,Maricopa County,1,0,4,40988,40988,41825,44826,47842,50700,54067,58675,63913,67930
050,04,013,Arizona,Maricopa County,1,0,5,4887,4887,5118,5367,5670,5959,6285,6728,7174,7528
050,04,013,Arizona,Maricopa County,1,1,1,1020414,1020414,1026204,1044190,1061523,1077600,1100250,1128236,1149478,1162031
050,04,013,Arizona,Maricopa County,1,1,2,62681,62681,63494,66613,69792,72652,76771,81992,87822,92435
050,04,013,Arizona,Maricopa County,1,1,3,28868,28868,28952,30330,31042,31711,32788,34443,35757,36597
050,04,013,Arizona,Maricopa County,1,1,4,37947,37947,38649,41390,44154,46718,49752,53945,58759,62328
050,04,013,Arizona,Maricopa County,1,1,5,3690,3690,3824,3944,4126,4303,4493,4768,5035,5218
050,04,013,Arizona,Maricopa County,1,2,1,384544,384549,390731,418768,446162,471136,498399,532044,566554,596757
050,04,013,Arizona,Maricopa County,1,2,2,6745,6745,6911,7785,8722,9653,10710,11942,13391,14817
050,04,013,Arizona,Maricopa County,1,2,3,9826,9827,9825,10118,10430,10700,11084,11546,12011,12320
050,04,013,Arizona,Maricopa County,1,2,4,3041,3041,3176,3436,3688,3982,4315,4730,5154,5602
050,04,013,Arizona,Maricopa County,1,2,5,1197,1197,1294,1423,1544,1656,1792,1960,2139,2310
050,04,013,Arizona,Maricopa County,2,0,1,1402442,1402447,1413553,1455043,1495825,1533882,1578837,1636602,1687759,1727075
050,04,013,Arizona,Maricopa County,2,0,2,66726,66726,67573,71353,75315,79286,84080,90502,97562,103686
050,04,013,Arizona,Maricopa County,2,0,3,40584,40586,40540,42244,43366,44487,45976,48175,50149,51327
050,04,013,Arizona,Maricopa County,2,0,4,44088,44088,45078,48354,51662,54599,58149,63008,68523,72698
050,04,013,Arizona,Maricopa County,2,0,5,4621,4621,4847,5059,5328,5677,5977,6431,6863,7242
050,04,013,Arizona,Maricopa County,2,1,1,1056608,1056609,1062457,1080051,1097282,1113329,1134683,1162558,1182827,1195196
050,04,013,Arizona,Maricopa County,2,1,2,59988,59988,60640,63578,66611,69664,73443,78647,84256,88939
050,04,013,Arizona,Maricopa County,2,1,3,31326,31327,31324,32742,33525,34368,35480,37222,38774,39624
050,04,013,Arizona,Maricopa County,2,1,4,40975,40975,41900,44954,48003,50683,53890,58341,63420,67171
050,04,013,Arizona,Maricopa County,2,1,5,3480,3480,3622,3716,3861,4081,4224,4518,4784,4970
050,04,013,Arizona,Maricopa County,2,2,1,345834,345838,351096,374992,398543,420553,444154,474044,504932,531879
050,04,013,Arizona,Maricopa County,2,2,2,6738,6738,6933,7775,8704,9622,10637,11855,13306,14747
050,04,013,Arizona,Maricopa County,2,2,3,9258,9259,9216,9502,9841,10119,10496,10953,11375,11703
050,04,013,Arizona,Maricopa County,2,2,4,3113,3113,3178,3400,3659,3916,4259,4667,5103,5527
050,04,013,Arizona,Maricopa County,2,2,5,1141,1141,1225,1343,1467,1596,1753,1913,2079,2272
050,04,015,Arizona,Mohave County,0,0,1,148705,148705,149818,153044,158049,163661,170453,176611,182409,185224
050,04,015,Arizona,Mohave County,0,0,2,1147,1147,1077,1357,1601,1764,2075,2419,2740,3085
050,04,015,Arizona,Mohave County,0,0,3,5181,5181,5269,5404,5431,5460,5624,5863,5978,6048
050,04,015,Arizona,Mohave County,0,0,4,1699,1699,1657,1815,2027,2164,2403,2689,2921,3072
050,04,015,Arizona,Mohave County,0,0,5,395,395,347,395,416,412,443,490,502,509
050,04,015,Arizona,Mohave County,0,1,1,132402,132402,133194,135515,139525,144065,149431,153857,157810,159493
050,04,015,Arizona,Mohave County,0,1,2,1016,1016,963,1162,1333,1430,1647,1888,2095,2338
050,04,015,Arizona,Mohave County,0,1,3,4382,4382,4443,4550,4558,4562,4699,4905,4992,5047
050,04,015,Arizona,Mohave County,0,1,4,1553,1553,1515,1665,1872,2007,2234,2503,2712,2857
050,04,015,Arizona,Mohave County,0,1,5,313,313,294,334,356,350,378,415,423,429
050,04,015,Arizona,Mohave County,0,2,1,16303,16303,16624,17529,18524,19596,21022,22754,24599,25731
050,04,015,Arizona,Mohave County,0,2,2,131,131,114,195,268,334,428,531,645,747
050,04,015,Arizona,Mohave County,0,2,3,799,799,826,854,873,898,925,958,986,1001
050,04,015,Arizona,Mohave County,0,2,4,146,146,142,150,155,157,169,186,209,215
050,04,015,Arizona,Mohave County,0,2,5,82,82,53,61,60,62,65,75,79,80
050,04,015,Arizona,Mohave County,1,0,1,74017,74017,74568,76037,78377,80988,84287,87218,90056,91350
050,04,015,Arizona,Mohave County,1,0,2,633,633,578,712,828,905,1057,1233,1394,1560
050,04,015,Arizona,Mohave County,1,0,3,2552,2552,2593,2650,2659,2657,2735,2845,2893,2930
050,04,015,Arizona,Mohave County,1,0,4,716,716,690,764,858,916,1021,1149,1252,1321
050,04,015,Arizona,Mohave County,1,0,5,196,196,158,184,197,199,214,238,243,252
050,04,015,Arizona,Mohave County,1,1,1,65639,65639,66029,67044,68895,70987,73540,75570,77490,78225
050,04,015,Arizona,Mohave County,1,1,2,571,571,524,617,698,745,849,973,1077,1194
050,04,015,Arizona,Mohave County,1,1,3,2138,2138,2162,2212,2215,2202,2263,2352,2387,2415
050,04,015,Arizona,Mohave County,1,1,4,635,635,625,694,785,841,939,1059,1151,1217
050,04,015,Arizona,Mohave County,1,1,5,150,150,129,150,162,162,174,192,194,202
050,04,015,Arizona,Mohave County,1,2,1,8378,8378,8539,8993,9482,10001,10747,11648,12566,13125
050,04,015,Arizona,Mohave County,1,2,2,62,62,54,95,130,160,208,260,317,366
050,04,015,Arizona,Mohave County,1,2,3,414,414,431,438,444,455,472,493,506,515
050,04,015,Arizona,Mohave County,1,2,4,81,81,65,70,73,75,82,90,101,104
050,04,015,Arizona,Mohave County,1,2,5,46,46,29,34,35,37,40,46,49,50
050,04,015,Arizona,Mohave County,2,0,1,74688,74688,75250,77007,79672,82673,86166,89393,92353,93874
050,04,015,Arizona,Mohave County,2,0,2,514,514,499,645,773,859,1018,1186,1346,1525
050,04,015,Arizona,Mohave County,2,0,3,2629,2629,2676,2754,2772,2803,2889,3018,3085,3118
050,04,015,Arizona,Mohave County,2,0,4,983,983,967,1051,1169,1248,1382,1540,1669,1751
050,04,015,Arizona,Mohave County,2,0,5,199,199,189,211,219,213,229,252,259,257
050,04,015,Arizona,Mohave County,2,1,1,66763,66763,67165,68471,70630,73078,75891,78287,80320,81268
050,04,015,Arizona,Mohave County,2,1,2,445,445,439,545,635,685,798,915,1018,1144
050,04,015,Arizona,Mohave County,2,1,3,2244,2244,2281,2338,2343,2360,2436,2553,2605,2632
050,04,015,Arizona,Mohave County,2,1,4,918,918,890,971,1087,1166,1295,1444,1561,1640
050,04,015,Arizona,Mohave County,2,1,5,163,163,165,184,194,188,204,223,229,227
050,04,015,Arizona,Mohave County,2,2,1,7925,7925,8085,8536,9042,9595,10275,11106,12033,12606
050,04,015,Arizona,Mohave County,2,2,2,69,69,60,100,138,174,220,271,328,381
050,04,015,Arizona,Mohave County,2,2,3,385,385,395,416,429,443,453,465,480,486
050,04,015,Arizona,Mohave County,2,2,4,65,65,77,80,82,82,87,96,108,111
050,04,015,Arizona,Mohave County,2,2,5,36,36,24,27,25,25,25,29,30,30
050,04,017,Arizona,Navajo County,0,0,1,49334,49334,49399,50024,51431,52515,53863,54851,56635,58159
050,04,017,Arizona,Navajo County,0,0,2,1096,1096,1139,1202,1315,1358,1463,1553,1586,1641
050,04,017,Arizona,Navajo County,0,0,3,47661,47661,47922,47882,49126,49870,50233,51019,51363,51917
050,04,017,Arizona,Navajo County,0,0,4,487,487,452,517,528,570,595,611,644,683
050,04,017,Arizona,Navajo County,0,0,5,103,103,72,95,101,106,114,130,144,162
050,04,017,Arizona,Navajo County,0,1,1,42275,42275,42270,42867,43734,44437,45411,46237,47756,49053
050,04,017,Arizona,Navajo County,0,1,2,979,979,1030,1078,1180,1221,1315,1400,1425,1469
050,04,017,Arizona,Navajo County,0,1,3,46734,46734,46959,46894,48114,48831,49154,49919,50244,50798
050,04,017,Arizona,Navajo County,0,1,4,443,443,430,491,502,537,558,575,604,637
050,04,017,Arizona,Navajo County,0,1,5,87,87,58,81,84,88,95,108,116,134
050,04,017,Arizona,Navajo County,0,2,1,7059,7059,7129,7157,7697,8078,8452,8614,8879,9106
050,04,017,Arizona,Navajo County,0,2,2,117,117,109,124,135,137,148,153,161,172
050,04,017,Arizona,Navajo County,0,2,3,927,927,963,988,1012,1039,1079,1100,1119,1119
050,04,017,Arizona,Navajo County,0,2,4,44,44,22,26,26,33,37,36,40,46
050,04,017,Arizona,Navajo County,0,2,5,16,16,14,14,17,18,19,22,28,28
050,04,017,Arizona,Navajo County,1,0,1,25002,25002,25038,25321,26018,26541,27231,27712,28594,29310
050,04,017,Arizona,Navajo County,1,0,2,702,702,720,736,797,819,874,921,942,967
050,04,017,Arizona,Navajo County,1,0,3,23093,23093,23202,23153,23702,24058,24193,24571,24720,24991
050,04,017,Arizona,Navajo County,1,0,4,217,217,202,236,240,258,267,275,290,305
050,04,017,Arizona,Navajo County,1,0,5,53,53,32,42,44,43,47,48,58,64
050,04,017,Arizona,Navajo County,1,1,1,21270,21270,21275,21551,21961,22297,22794,23198,23945,24548
050,04,017,Arizona,Navajo County,1,1,2,640,640,661,671,724,743,792,836,855,874
050,04,017,Arizona,Navajo County,1,1,3,22620,22620,22710,22649,23190,23537,23659,24028,24168,24439
050,04,017,Arizona,Navajo County,1,1,4,192,192,189,221,224,238,245,252,268,280
050,04,017,Arizona,Navajo County,1,1,5,46,46,26,36,36,35,38,38,43,50
050,04,017,Arizona,Navajo County,1,2,1,3732,3732,3763,3770,4057,4244,4437,4514,4649,4762
050,04,017,Arizona,Navajo County,1,2,2,62,62,59,65,73,76,82,85,87,93
050,04,017,Arizona,Navajo County,1,2,3,473,473,492,504,512,521,534,543,552,552
050,04,017,Arizona,Navajo County,1,2,4,25,25,13,15,16,20,22,23,22,25
050,04,017,Arizona,Navajo County,1,2,5,7,7,6,6,8,8,9,10,15,14
050,04,017,Arizona,Navajo County,2,0,1,24332,24332,24361,24703,25413,25974,26632,27139,28041,28849
050,04,017,Arizona,Navajo County,2,0,2,394,394,419,466,518,539,589,632,644,674
050,04,017,Arizona,Navajo County,2,0,3,24568,24568,24720,24729,25424,25812,26040,26448,26643,26926
050,04,017,Arizona,Navajo County,2,0,4,270,270,250,281,288,312,328,336,354,378
050,04,017,Arizona,Navajo County,2,0,5,50,50,40,53,57,63,67,82,86,98
050,04,017,Arizona,Navajo County,2,1,1,21005,21005,20995,21316,21773,22140,22617,23039,23811,24505
050,04,017,Arizona,Navajo County,2,1,2,339,339,369,407,456,478,523,564,570,595
050,04,017,Arizona,Navajo County,2,1,3,24114,24114,24249,24245,24924,25294,25495,25891,26076,26359
050,04,017,Arizona,Navajo County,2,1,4,251,251,241,270,278,299,313,323,336,357
050,04,017,Arizona,Navajo County,2,1,5,41,41,32,45,48,53,57,70,73,84
050,04,017,Arizona,Navajo County,2,2,1,3327,3327,3366,3387,3640,3834,4015,4100,4230,4344
050,04,017,Arizona,Navajo County,2,2,2,55,55,50,59,62,61,66,68,74,79
050,04,017,Arizona,Navajo County,2,2,3,454,454,471,484,500,518,545,557,567,567
050,04,017,Arizona,Navajo County,2,2,4,19,19,9,11,10,13,15,13,18,21
050,04,017,Arizona,Navajo County,2,2,5,9,9,8,8,9,10,10,12,13,14
050,04,019,Arizona,Pima County,0,0,1,765879,765879,770301,780977,794865,805870,819920,836999,855486,871106
050,04,019,Arizona,Pima County,0,0,2,32072,32072,32151,33294,34499,35507,36978,38267,40264,41952
050,04,019,Arizona,Pima County,0,0,3,35031,35031,35163,35661,36039,36412,37005,37689,38332,38801
050,04,019,Arizona,Pima County,0,0,4,22767,22767,22974,23957,25221,26294,27427,28707,29899,31148
050,04,019,Arizona,Pima County,0,0,5,2255,2255,2101,2187,2231,2261,2341,2419,2473,2563
050,04,019,Arizona,Pima County,0,1,1,530699,530699,532208,535029,539835,542641,548593,556564,564641,570884
050,04,019,Arizona,Pima County,0,1,2,27975,27975,28005,28826,29674,30326,31413,32326,33799,35007
050,04,019,Arizona,Pima County,0,1,3,26188,26188,26385,26733,26971,27217,27660,28228,28722,29045
050,04,019,Arizona,Pima County,0,1,4,20736,20736,20828,21683,22845,23834,24830,25968,27022,28123
050,04,019,Arizona,Pima County,0,1,5,1643,1643,1525,1570,1598,1606,1655,1698,1720,1785
050,04,019,Arizona,Pima County,0,2,1,235180,235180,238093,245948,255030,263229,271327,280435,290845,300222
050,04,019,Arizona,Pima County,0,2,2,4097,4097,4146,4468,4825,5181,5565,5941,6465,6945
050,04,019,Arizona,Pima County,0,2,3,8843,8843,8778,8928,9068,9195,9345,9461,9610,9756
050,04,019,Arizona,Pima County,0,2,4,2031,2031,2146,2274,2376,2460,2597,2739,2877,3025
050,04,019,Arizona,Pima County,0,2,5,612,612,576,617,633,655,686,721,753,778
050,04,019,Arizona,Pima County,1,0,1,374035,374035,376334,381623,388461,393582,400797,409201,418442,426158
050,04,019,Arizona,Pima County,1,0,2,16602,16602,16611,17179,17778,18206,18999,19636,20660,21482
050,04,019,Arizona,Pima County,1,0,3,17105,17105,17175,17408,17597,17751,18090,18407,18714,18952
050,04,019,Arizona,Pima County,1,0,4,10695,10695,10783,11306,11948,12482,13061,13686,14282,14910
050,04,019,Arizona,Pima County,1,0,5,1116,1116,1039,1076,1093,1109,1154,1194,1220,1261
050,04,019,Arizona,Pima County,1,1,1,258283,258283,259119,260425,262727,263727,266801,270606,274630,277667
050,04,019,Arizona,Pima County,1,1,2,14681,14681,14667,15068,15499,15745,16336,16777,17539,18131
050,04,019,Arizona,Pima County,1,1,3,12542,12542,12646,12796,12910,13004,13253,13511,13744,13908
050,04,019,Arizona,Pima County,1,1,4,9699,9699,9744,10207,10800,11307,11806,12353,12873,13429
050,04,019,Arizona,Pima County,1,1,5,826,826,767,789,801,804,835,857,871,900
050,04,019,Arizona,Pima County,1,2,1,115752,115752,117215,121198,125734,129855,133996,138595,143812,148491
050,04,019,Arizona,Pima County,1,2,2,1921,1921,1944,2111,2279,2461,2663,2859,3121,3351
050,04,019,Arizona,Pima County,1,2,3,4563,4563,4529,4612,4687,4747,4837,4896,4970,5044
050,04,019,Arizona,Pima County,1,2,4,996,996,1039,1099,1148,1175,1255,1333,1409,1481
050,04,019,Arizona,Pima County,1,2,5,290,290,272,287,292,305,319,337,349,361
050,04,019,Arizona,Pima County,2,0,1,391844,391844,393967,399354,406404,412288,419123,427798,437044,444948
050,04,019,Arizona,Pima County,2,0,2,15470,15470,15540,16115,16721,17301,17979,18631,19604,20470
050,04,019,Arizona,Pima County,2,0,3,17926,17926,17988,18253,18442,18661,18915,19282,19618,19849
050,04,019,Arizona,Pima County,2,0,4,12072,12072,12191,12651,13273,13812,14366,15021,15617,16238
050,04,019,Arizona,Pima County,2,0,5,1139,1139,1062,1111,1138,1152,1187,1225,1253,1302
050,04,019,Arizona,Pima County,2,1,1,272416,272416,273089,274604,277108,278914,281792,285958,290011,293217
050,04,019,Arizona,Pima County,2,1,2,13294,13294,13338,13758,14175,14581,15077,15549,16260,16876
050,04,019,Arizona,Pima County,2,1,3,13646,13646,13739,13937,14061,14213,14407,14717,14978,15137
050,04,019,Arizona,Pima County,2,1,4,11037,11037,11084,11476,12045,12527,13024,13615,14149,14694
050,04,019,Arizona,Pima County,2,1,5,817,817,758,781,797,802,820,841,849,885
050,04,019,Arizona,Pima County,2,2,1,119428,119428,120878,124750,129296,133374,137331,141840,147033,151731
050,04,019,Arizona,Pima County,2,2,2,2176,2176,2202,2357,2546,2720,2902,3082,3344,3594
050,04,019,Arizona,Pima County,2,2,3,4280,4280,4249,4316,4381,4448,4508,4565,4640,4712
050,04,019,Arizona,Pima County,2,2,4,1035,1035,1107,1175,1228,1285,1342,1406,1468,1544
050,04,019,Arizona,Pima County,2,2,5,322,322,304,330,341,350,367,384,404,417
050,04,021,Arizona,Pinal County,0,0,1,158075,158065,159512,165785,173892,183350,194138,209992,236938,263482
050,04,021,Arizona,Pinal County,0,0,2,5817,5817,5880,6149,6671,7186,7729,8484,10578,13079
050,04,021,Arizona,Pinal County,0,0,3,15940,15937,16180,16479,16871,17369,17884,18665,19651,20669
050,04,021,Arizona,Pinal County,0,0,4,1642,1642,1553,1667,1878,2090,2355,2690,4262,5692
050,04,021,Arizona,Pinal County,0,0,5,393,393,346,391,428,433,469,520,611,733
050,04,021,Arizona,Pinal County,0,1,1,107508,107507,108204,112239,117869,124392,131979,143257,162151,179734
050,04,021,Arizona,Pinal County,0,1,2,5072,5072,5156,5347,5792,6242,6685,7287,9092,11268
050,04,021,Arizona,Pinal County,0,1,3,13578,13577,13746,13973,14279,14694,15114,15732,16497,17286
050,04,021,Arizona,Pinal County,0,1,4,1340,1340,1284,1387,1594,1799,2054,2370,3880,5262
050,04,021,Arizona,Pinal County,0,1,5,237,237,234,266,304,311,346,389,464,570
050,04,021,Arizona,Pinal County,0,2,1,50567,50558,51308,53546,56023,58958,62159,66735,74787,83748
050,04,021,Arizona,Pinal County,0,2,2,745,745,724,802,879,944,1044,1197,1486,1811
050,04,021,Arizona,Pinal County,0,2,3,2362,2360,2434,2506,2592,2675,2770,2933,3154,3383
050,04,021,Arizona,Pinal County,0,2,4,302,302,269,280,284,291,301,320,382,430
050,04,021,Arizona,Pinal County,0,2,5,156,156,112,125,124,122,123,131,147,163
050,04,021,Arizona,Pinal County,1,0,1,84159,84154,84927,88044,92085,96853,102232,110133,123781,137272
050,04,021,Arizona,Pinal County,1,0,2,3627,3627,3690,3801,4078,4348,4630,5013,6063,7316
050,04,021,Arizona,Pinal County,1,0,3,8007,8006,8137,8275,8466,8702,8953,9331,9827,10333
050,04,021,Arizona,Pinal County,1,0,4,917,917,865,926,1021,1130,1254,1414,2177,2899
050,04,021,Arizona,Pinal County,1,0,5,250,250,218,243,263,263,282,307,355,417
050,04,021,Arizona,Pinal County,1,1,1,55441,55441,55825,57744,60470,63662,67389,72903,82326,91084
050,04,021,Arizona,Pinal County,1,1,2,3215,3215,3280,3353,3592,3830,4066,4370,5284,6370
050,04,021,Arizona,Pinal County,1,1,3,6741,6741,6838,6946,7094,7291,7493,7787,8175,8561
050,04,021,Arizona,Pinal County,1,1,4,761,761,723,780,873,978,1097,1243,1976,2677
050,04,021,Arizona,Pinal County,1,1,5,150,150,140,158,179,181,199,221,262,312
050,04,021,Arizona,Pinal County,1,2,1,28718,28713,29102,30300,31615,33191,34843,37230,41455,46188
050,04,021,Arizona,Pinal County,1,2,2,412,412,410,448,486,518,564,643,779,946
050,04,021,Arizona,Pinal County,1,2,3,1266,1265,1299,1329,1372,1411,1460,1544,1652,1772
050,04,021,Arizona,Pinal County,1,2,4,156,156,142,146,148,152,157,171,201,222
050,04,021,Arizona,Pinal County,1,2,5,100,100,78,85,84,82,83,86,93,105
050,04,021,Arizona,Pinal County,2,0,1,73916,73911,74585,77741,81807,86497,91906,99859,113157,126210
050,04,021,Arizona,Pinal County,2,0,2,2190,2190,2190,2348,2593,2838,3099,3471,4515,5763
050,04,021,Arizona,Pinal County,2,0,3,7933,7931,8043,8204,8405,8667,8931,9334,9824,10336
050,04,021,Arizona,Pinal County,2,0,4,725,725,688,741,857,960,1101,1276,2085,2793
050,04,021,Arizona,Pinal County,2,0,5,143,143,128,148,165,170,187,213,256,316
050,04,021,Arizona,Pinal County,2,1,1,52067,52066,52379,54495,57399,60730,64590,70354,79825,88650
050,04,021,Arizona,Pinal County,2,1,2,1857,1857,1876,1994,2200,2412,2619,2917,3808,4898
050,04,021,Arizona,Pinal County,2,1,3,6837,6836,6908,7027,7185,7403,7621,7945,8322,8725
050,04,021,Arizona,Pinal County,2,1,4,579,579,561,607,721,821,957,1127,1904,2585
050,04,021,Arizona,Pinal County,2,1,5,87,87,94,108,125,130,147,168,202,258
050,04,021,Arizona,Pinal County,2,2,1,21849,21845,22206,23246,24408,25767,27316,29505,33332,37560
050,04,021,Arizona,Pinal County,2,2,2,333,333,314,354,393,426,480,554,707,865
050,04,021,Arizona,Pinal County,2,2,3,1096,1095,1135,1177,1220,1264,1310,1389,1502,1611
050,04,021,Arizona,Pinal County,2,2,4,146,146,127,134,136,139,144,149,181,208
050,04,021,Arizona,Pinal County,2,2,5,56,56,34,40,40,40,40,45,54,58
050,04,023,Arizona,Santa Cruz County,0,0,1,37607,37607,37747,38079,38433,38664,39279,40185,41067,41801
050,04,023,Arizona,Santa Cruz County,0,0,2,192,192,174,197,205,225,240,252,264,288
050,04,023,Arizona,Santa Cruz County,0,0,3,410,410,438,471,485,500,525,547,567,588
050,04,023,Arizona,Santa Cruz County,0,0,4,278,278,269,290,302,312,318,326,340,353
050,04,023,Arizona,Santa Cruz County,0,0,5,54,54,47,48,48,48,49,49,49,49
050,04,023,Arizona,Santa Cruz County,0,1,1,6985,6985,6953,7112,7213,7357,7390,7707,7858,7998
050,04,023,Arizona,Santa Cruz County,0,1,2,93,93,84,92,94,113,118,119,124,140
050,04,023,Arizona,Santa Cruz County,0,1,3,159,159,160,172,174,176,191,199,202,207
050,04,023,Arizona,Santa Cruz County,0,1,4,209,209,197,212,221,229,232,237,244,251
050,04,023,Arizona,Santa Cruz County,0,1,5,22,22,17,17,17,17,17,17,17,17
050,04,023,Arizona,Santa Cruz County,0,2,1,30622,30622,30794,30967,31220,31307,31889,32478,33209,33803
050,04,023,Arizona,Santa Cruz County,0,2,2,99,99,90,105,111,112,122,133,140,148
050,04,023,Arizona,Santa Cruz County,0,2,3,251,251,278,299,311,324,334,348,365,381
050,04,023,Arizona,Santa Cruz County,0,2,4,69,69,72,78,81,83,86,89,96,102
050,04,023,Arizona,Santa Cruz County,0,2,5,32,32,30,31,31,31,32,32,32,32
050,04,023,Arizona,Santa Cruz County,1,0,1,17983,17983,18047,18203,18315,18356,18615,18991,19387,19716
050,04,023,Arizona,Santa Cruz County,1,0,2,99,99,90,101,107,114,122,128,133,146
050,04,023,Arizona,Santa Cruz County,1,0,3,207,207,212,227,237,245,264,278,289,304
050,04,023,Arizona,Santa Cruz County,1,0,4,123,123,123,132,137,143,143,147,151,159
050,04,023,Arizona,Santa Cruz County,1,0,5,29,29,24,24,24,24,24,24,24,24
050,04,023,Arizona,Santa Cruz County,1,1,1,3586,3586,3573,3647,3688,3749,3750,3897,3961,4030
050,04,023,Arizona,Santa Cruz County,1,1,2,53,53,48,53,55,62,64,64,66,75
050,04,023,Arizona,Santa Cruz County,1,1,3,81,81,80,82,84,86,97,102,103,107
050,04,023,Arizona,Santa Cruz County,1,1,4,97,97,97,103,106,112,111,112,114,118
050,04,023,Arizona,Santa Cruz County,1,1,5,15,15,11,11,11,11,11,11,11,11
050,04,023,Arizona,Santa Cruz County,1,2,1,14397,14397,14474,14556,14627,14607,14865,15094,15426,15686
050,04,023,Arizona,Santa Cruz County,1,2,2,46,46,42,48,52,52,58,64,67,71
