SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,24,019,Maryland,Dorchester County,9,31417,14880,16537,1771,924,847,3241,1627,1614,1824,917,907,2452,1187,1265,25515,11901,13614,24581,11412,13169,11937,5796,6141,8523,4043,4480,5535,2290,3245,762,232,530,41.5,40.0,42.8
050,24,019,Maryland,Dorchester County,10,31846,15072,16774,1889,976,913,3203,1628,1575,1780,879,901,2563,1229,1334,25937,12071,13866,24974,11589,13385,12140,5882,6258,8577,4089,4488,5635,2304,3331,831,251,580,41.4,39.7,42.8
050,24,021,Maryland,Frederick County,1,195277,96079,99198,14056,7174,6882,28129,14421,13708,11702,6008,5694,14503,7102,7401,147093,71450,75643,141390,68476,72914,87013,43081,43932,44211,22270,21941,18836,7639,11197,2088,585,1503,35.6,35.1,36.1
050,24,021,Maryland,Frederick County,2,195276,96079,99197,14056,7174,6882,28129,14421,13708,11702,6008,5694,14503,7102,7401,147092,71450,75642,141389,68476,72913,87013,43081,43932,44211,22270,21941,18835,7639,11196,2088,585,1503,35.6,35.1,36.1
050,24,021,Maryland,Frederick County,3,196512,96704,99808,14156,7226,6930,28273,14499,13774,11788,6050,5738,14655,7178,7477,148030,71920,76110,142295,68929,73366,87345,43237,44108,44724,22533,22191,18975,7715,11260,2118,597,1521,35.6,35.1,36.1
050,24,021,Maryland,Frederick County,4,201993,99425,102568,14431,7330,7101,28721,14716,14005,12136,6268,5868,15888,7813,8075,152663,74258,78405,146705,71111,75594,89468,44300,45168,46764,23514,23250,19516,7976,11540,2235,646,1589,35.8,35.2,36.4
050,24,021,Maryland,Frederick County,5,208617,102711,105906,14966,7618,7348,29120,14915,14205,12604,6467,6137,17036,8432,8604,158145,76893,81252,151927,73711,78216,92059,45661,46398,49181,24636,24545,20053,8227,11826,2333,698,1635,35.8,35.2,36.5
050,24,021,Maryland,Frederick County,6,212901,104908,107993,15317,7821,7496,29124,14971,14153,12909,6579,6330,17880,8871,9009,161858,78766,83092,155551,75537,80014,93168,46233,46935,51274,25687,25587,20684,8530,12154,2472,743,1729,36.0,35.3,36.7
050,24,021,Maryland,Frederick County,7,216458,106634,109824,15575,7968,7607,29021,14896,14125,13301,6826,6475,18481,9046,9435,165015,80303,84712,158561,76944,81617,93884,46577,47307,53439,26733,26706,21057,8689,12368,2540,740,1800,36.1,35.4,36.8
050,24,021,Maryland,Frederick County,8,219443,108208,111235,15764,8047,7717,28739,14738,14001,13672,7015,6657,18975,9314,9661,167914,81817,86097,161268,78408,82860,94794,47200,47594,55149,27476,27673,21473,8936,12537,2685,790,1895,36.2,35.5,37.0
050,24,021,Maryland,Frederick County,9,221953,109522,112431,15745,8070,7675,28677,14697,13980,13781,7064,6717,19271,9383,9888,170611,83207,87404,163750,79691,84059,95312,47479,47833,56860,28390,28470,21977,9173,12804,2800,813,1987,36.4,35.6,37.1
050,24,021,Maryland,Frederick County,10,224705,110992,113713,15786,8102,7684,28764,14742,14022,13830,7133,6697,19906,9635,10271,173373,84673,88700,166325,81015,85310,95724,47758,47966,58519,29208,29311,22530,9446,13084,2931,865,2066,36.5,35.6,37.2
050,24,023,Maryland,Garrett County,1,29846,14708,15138,1810,934,876,3827,1974,1853,1847,974,873,2339,1213,1126,23309,11338,11971,22362,10826,11536,11955,6021,5934,7329,3648,3681,4461,1895,2566,558,161,397,38.3,37.2,39.4
050,24,023,Maryland,Garrett County,2,29846,14708,15138,1810,934,876,3827,1974,1853,1847,974,873,2339,1213,1126,23309,11338,11971,22362,10826,11536,11955,6021,5934,7329,3648,3681,4461,1895,2566,558,161,397,38.3,37.2,39.4
050,24,023,Maryland,Garrett County,3,29826,14702,15124,1798,928,870,3804,1960,1844,1844,971,873,2349,1217,1132,23326,11354,11972,22380,10843,11537,11918,6005,5913,7370,3672,3698,4478,1905,2573,565,164,401,38.5,37.4,39.5
050,24,023,Maryland,Garrett County,4,29729,14677,15052,1740,903,837,3763,1941,1822,1792,932,860,2458,1281,1177,23355,11383,11972,22434,10901,11533,11928,6023,5905,7349,3653,3696,4547,1952,2595,576,167,409,38.8,37.6,39.9
050,24,023,Maryland,Garrett County,5,29831,14726,15105,1719,902,817,3699,1904,1795,1769,916,853,2572,1328,1244,23587,11492,12095,22644,11004,11640,11934,6024,5910,7495,3709,3786,4574,1977,2597,595,186,409,39.0,37.8,40.1
050,24,023,Maryland,Garrett County,6,29932,14786,15146,1694,895,799,3626,1853,1773,1759,927,832,2629,1375,1254,23771,11589,12182,22853,11111,11742,11942,6048,5894,7566,3731,3835,4685,2032,2653,608,197,411,39.2,37.9,40.3
050,24,023,Maryland,Garrett County,7,29829,14731,15098,1672,872,800,3535,1823,1712,1728,911,817,2629,1354,1275,23764,11578,12186,22894,11125,11769,11849,5973,5876,7666,3811,3855,4680,2033,2647,621,207,414,39.4,38.0,40.6
050,24,023,Maryland,Garrett County,8,29681,14647,15034,1625,842,783,3436,1748,1688,1756,948,808,2516,1290,1226,23745,11582,12163,22864,11109,11755,11727,5922,5805,7711,3820,3891,4745,2071,2674,633,206,427,39.6,38.1,40.9
050,24,023,Maryland,Garrett County,9,29639,14633,15006,1570,823,747,3356,1742,1614,1750,916,834,2428,1283,1145,23863,11636,12227,22963,11152,11811,11714,5940,5774,7776,3857,3919,4823,2096,2727,654,226,428,39.7,38.3,41.2
050,24,023,Maryland,Garrett County,10,29627,14626,15001,1559,810,749,3243,1689,1554,1734,900,834,2493,1350,1143,24008,11727,12281,23091,11227,11864,11670,5892,5778,7830,3877,3953,4920,2146,2774,695,232,463,39.8,38.4,41.4
050,24,025,Maryland,Harford County,1,218590,107081,111509,15776,8054,7722,31919,16457,15462,13270,6809,6461,14767,7440,7327,164103,79100,85003,157625,75761,81864,93607,45946,47661,51710,25545,26165,22160,9336,12824,1888,533,1355,36.2,35.5,36.8
050,24,025,Maryland,Harford County,2,218590,107081,111509,15776,8054,7722,31919,16457,15462,13270,6809,6461,14767,7440,7327,164103,79100,85003,157625,75761,81864,93607,45946,47661,51710,25545,26165,22160,9336,12824,1888,533,1355,36.2,35.5,36.8
050,24,025,Maryland,Harford County,3,219470,107521,111949,15801,8071,7730,31950,16478,15472,13315,6831,6484,14887,7500,7387,164894,79487,85407,158404,76141,82263,93763,46034,47729,52167,25771,26396,22377,9428,12949,1924,546,1378,36.3,35.6,36.9
050,24,025,Maryland,Harford County,4,222293,109003,113290,15519,7962,7557,31892,16453,15439,13605,6908,6697,16091,8154,7937,167936,81058,86878,161277,77680,83597,94344,46310,48034,53872,26641,27231,23135,9841,13294,1960,571,1389,36.7,36.0,37.3
050,24,025,Maryland,Harford County,5,226827,111156,115671,15461,7940,7521,32126,16521,15605,13989,7124,6865,17326,8786,8540,172129,83063,89066,165251,79571,85680,95667,46957,48710,56209,27756,28453,23809,10153,13656,2078,627,1451,37.0,36.1,37.6
050,24,025,Maryland,Harford County,6,230781,113084,117697,15501,7957,7544,31971,16426,15545,14359,7328,7031,18492,9467,9025,175976,84926,91050,168950,81373,87577,96604,47394,49210,58458,28891,29567,24489,10476,14013,2218,692,1526,37.1,36.2,37.9
050,24,025,Maryland,Harford County,7,233964,114581,119383,15390,7886,7504,31664,16263,15401,14856,7606,7250,19298,9788,9510,179220,86471,92749,172054,82826,89228,97371,47750,49621,60485,29866,30619,25132,10795,14337,2321,757,1564,37.3,36.4,38.1
050,24,025,Maryland,Harford County,8,237317,116252,121065,15287,7869,7418,31401,16098,15303,15190,7820,7370,19951,10109,9842,182821,88247,94574,175439,84465,90974,98497,48313,50184,62529,30872,31657,25737,11087,14650,2511,834,1677,37.4,36.4,38.3
050,24,025,Maryland,Harford County,9,239569,117402,122167,15320,7857,7463,30879,15877,15002,15363,7897,7466,20384,10254,10130,185727,89729,95998,178007,85771,92236,98966,48646,50320,64207,31695,32512,26419,11393,15026,2637,894,1743,37.5,36.5,38.5
050,24,025,Maryland,Harford County,10,239993,117635,122358,15165,7811,7354,30361,15611,14750,15094,7722,7372,20955,10623,10332,187129,90482,96647,179373,86491,92882,98147,48304,49843,65563,32264,33299,27176,11832,15344,2735,943,1792,37.8,36.8,38.8
050,24,027,Maryland,Howard County,1,247842,121774,126068,18248,9432,8816,36816,19004,17812,14479,7464,7015,15575,7927,7648,185346,89534,95812,178299,85874,92425,111482,54643,56839,59077,29030,30047,18468,7755,10713,2143,585,1558,35.5,34.8,36.1
050,24,027,Maryland,Howard County,2,247842,121774,126068,18248,9432,8816,36816,19004,17812,14479,7464,7015,15575,7927,7648,185346,89534,95812,178299,85874,92425,111482,54643,56839,59077,29030,30047,18468,7755,10713,2143,585,1558,35.5,34.8,36.1
050,24,027,Maryland,Howard County,3,249537,122619,126918,18385,9511,8874,37021,19110,17911,14573,7515,7058,15727,8008,7719,186636,90164,96472,179558,86483,93075,111930,54864,57066,59748,29366,30382,18694,7857,10837,2183,599,1584,35.5,34.8,36.1
050,24,027,Maryland,Howard County,4,255149,125323,129826,18265,9373,8892,37439,19309,18130,15202,7832,7370,16835,8664,8171,191662,92637,99025,184243,88809,95434,113332,55579,57753,62574,30716,31858,19555,8267,11288,2265,628,1637,35.8,35.1,36.5
050,24,027,Maryland,Howard County,5,259438,127362,132076,18155,9291,8864,37643,19441,18202,15669,8024,7645,17662,9012,8650,195606,94496,101110,187971,90606,97365,113941,55856,58085,65400,32088,33312,20279,8637,11642,2286,639,1647,36.2,35.4,36.9
050,24,027,Maryland,Howard County,6,262923,129079,133844,18109,9253,8856,37385,19362,18023,16155,8228,7927,18564,9413,9151,199141,96268,102873,191274,92236,99038,113814,55857,57957,68190,33367,34823,21171,9095,12076,2374,654,1720,36.6,35.7,37.4
050,24,027,Maryland,Howard County,7,265461,130280,135181,18047,9237,8810,36849,19035,17814,16628,8543,8085,19674,9954,9720,202005,97602,104403,193937,93465,100472,113323,55526,57797,70806,34634,36172,22133,9584,12549,2433,674,1759,37.0,36.1,37.8
050,24,027,Maryland,Howard County,8,267779,131411,136368,17714,9028,8686,36251,18736,17515,17001,8712,8289,21084,10702,10382,205114,99123,105991,196813,94935,101878,112883,55398,57485,73481,35924,37557,23050,10055,12995,2517,688,1829,37.4,36.4,38.2
050,24,027,Maryland,Howard County,9,270505,132823,137682,17526,8983,8543,35704,18422,17282,17243,8863,8380,22234,11315,10919,208599,100947,107652,200032,96555,103477,112889,55563,57326,76047,37117,38930,24068,10534,13534,2612,723,1889,37.7,36.7,38.6
050,24,027,Maryland,Howard County,10,273669,134446,139223,17456,8970,8486,35178,18132,17046,17357,8955,8402,23381,11834,11547,212407,102909,109498,203678,98389,105289,113222,55881,57341,78338,38193,40145,25128,11037,14091,2725,758,1967,37.9,36.9,38.9
050,24,029,Maryland,Kent County,1,19197,9192,10005,888,483,405,2130,1067,1063,967,485,482,2098,989,1109,15684,7376,8308,15212,7157,8055,7349,3510,3839,4855,2388,2467,3708,1601,2107,466,150,316,41.3,40.2,42.3
050,24,029,Maryland,Kent County,2,19197,9192,10005,888,483,405,2130,1067,1063,967,485,482,2098,989,1109,15684,7376,8308,15212,7157,8055,7349,3510,3839,4855,2388,2467,3708,1601,2107,466,150,316,41.3,40.2,42.3
050,24,029,Maryland,Kent County,3,19266,9228,10038,889,483,406,2131,1066,1065,969,487,482,2124,1004,1120,15748,7411,8337,15277,7192,8085,7369,3525,3844,4889,2404,2485,3723,1608,2115,472,152,320,41.4,40.3,42.4
050,24,029,Maryland,Kent County,4,19367,9292,10075,899,501,398,2055,1035,1020,1010,521,489,2258,1042,1216,15889,7482,8407,15403,7235,8168,7491,3600,3891,4940,2419,2521,3729,1610,2119,491,157,334,41.3,40.2,42.5
050,24,029,Maryland,Kent County,5,19502,9344,10158,906,499,407,1990,1018,972,1004,509,495,2440,1142,1298,16102,7587,8515,15602,7318,8284,7609,3692,3917,4984,2406,2578,3768,1621,2147,531,173,358,41.3,40.1,42.6
050,24,029,Maryland,Kent County,6,19562,9380,10182,900,488,412,1919,1004,915,1026,504,522,2522,1172,1350,16244,7659,8585,15717,7384,8333,7699,3735,3964,5007,2412,2595,3790,1627,2163,531,170,361,41.4,40.1,42.6
050,24,029,Maryland,Kent County,7,19603,9400,10203,906,488,418,1862,982,880,1018,491,527,2617,1186,1431,16317,7677,8640,15817,7439,8378,7730,3740,3990,5041,2416,2625,3798,1640,2158,553,181,372,41.3,40.2,42.7
050,24,029,Maryland,Kent County,8,19778,9476,10302,904,484,420,1839,974,865,1025,506,519,2718,1243,1475,16512,7744,8768,16010,7512,8498,7925,3848,4077,5043,2406,2637,3816,1629,2187,579,194,385,41.2,39.8,42.7
050,24,029,Maryland,Kent County,9,19829,9505,10324,904,461,443,1794,965,829,1031,528,503,2643,1204,1439,16627,7810,8817,16100,7551,8549,7954,3884,4070,5091,2441,2650,3840,1627,2213,582,196,386,41.3,39.5,42.8
050,24,029,Maryland,Kent County,10,19987,9583,10404,957,494,463,1745,927,818,1035,550,485,2652,1193,1459,16781,7892,8889,16250,7612,8638,8056,3961,4095,5099,2442,2657,3879,1622,2257,611,212,399,41.0,38.9,42.8
050,24,031,Maryland,Montgomery County,1,873341,418622,454719,60173,30679,29494,114327,58566,55761,47258,24220,23038,60139,30388,29751,674658,316995,357663,651583,305157,346426,377494,183382,194112,211012,99899,111113,98157,39957,58200,12983,3828,9155,36.8,35.6,37.9
050,24,031,Maryland,Montgomery County,2,873341,418622,454719,60173,30679,29494,114327,58566,55761,47258,24220,23038,60139,30388,29751,674658,316995,357663,651583,305157,346426,377494,183382,194112,211012,99899,111113,98157,39957,58200,12983,3828,9155,36.8,35.6,37.9
050,24,031,Maryland,Montgomery County,3,877710,420861,456849,60260,30682,29578,114672,58734,55938,47437,24309,23128,60596,30692,29904,678453,318991,359462,655341,307136,348205,378857,184200,194657,212957,100853,112104,98775,40246,58529,13160,3902,9258,36.9,35.7,37.9
050,24,031,Maryland,Montgomery County,4,892818,428258,464560,60980,30964,30016,115816,59287,56529,48392,24843,23549,63178,32283,30895,691448,325519,365929,667630,313164,354466,381316,185518,195798,221639,104951,116688,100783,41228,59555,13717,4145,9572,37.2,36.0,38.3
050,24,031,Maryland,Montgomery County,5,904813,434051,470762,61856,31434,30422,115462,59053,56409,49980,25476,24504,64705,33427,31278,702161,330681,371480,677515,318088,359427,381540,185944,195596,230358,109034,121324,102642,42038,60604,14062,4283,9779,37.5,36.2,38.6
050,24,031,Maryland,Montgomery County,6,911968,437638,474330,62975,31973,31002,114047,58169,55878,50897,25920,24977,66321,34591,31730,708777,334139,374638,684049,321576,362473,379110,184948,194162,238003,112665,125338,104636,43064,61572,14485,4476,10009,37.9,36.5,39.0
050,24,031,Maryland,Montgomery County,7,915967,439766,476201,64053,32638,31415,111795,56948,54847,52173,26655,25518,68684,35606,33078,713253,336376,376877,687946,323525,364421,375026,183240,191786,245018,115995,129023,106389,43935,62454,14910,4662,10248,38.2,36.8,39.4
050,24,031,Maryland,Montgomery County,8,921016,442543,478473,65105,33237,31868,110106,55959,54147,52877,27023,25854,72144,37368,34776,718974,339588,379386,692928,326324,366604,372562,182503,190059,251754,119173,132581,108310,44878,63432,15494,4919,10575,38.5,37.1,39.8
050,24,031,Maryland,Montgomery County,9,925327,444993,480334,65463,33414,32049,108995,55400,53595,52788,27095,25693,75573,39123,36450,724774,342784,381990,698081,329084,368997,369682,181587,188095,257606,122021,135585,110620,45928,64692,16404,5243,11161,38.8,37.3,40.1
050,24,031,Maryland,Montgomery County,10,930813,448132,482681,65868,33707,32161,108101,54857,53244,52277,26799,25478,78026,40409,37617,731215,346418,384797,704567,332769,371798,367178,180877,186301,263790,125005,138785,113190,47150,66040,17084,5520,11564,39.1,37.6,40.5
050,24,033,Maryland,Prince George's County,1,801515,383050,418465,57940,29477,28463,112366,57488,54878,44296,22725,21571,83346,42178,41168,608802,284626,324176,586913,273360,313553,380677,183403,197274,177119,81275,95844,61951,25497,36454,5686,1489,4197,33.3,31.8,34.5
050,24,033,Maryland,Prince George's County,2,801515,383050,418465,57940,29477,28463,112366,57488,54878,44296,22725,21571,83346,42178,41168,608802,284626,324176,586913,273360,313553,380677,183403,197274,177119,81275,95844,61951,25497,36454,5686,1489,4197,33.3,31.8,34.5
050,24,033,Maryland,Prince George's County,3,803291,383901,419390,57864,29420,28444,112296,57446,54850,44348,22732,21616,83791,42519,41272,610635,285546,325089,588783,274303,314480,380893,183618,197275,178308,81803,96505,62490,25722,36768,5772,1517,4255,33.3,31.8,34.6
050,24,033,Maryland,Prince George's County,4,815203,389385,425818,58000,29500,28500,113086,57817,55269,44895,22869,22026,86077,43780,42297,621146,290364,330782,599222,279199,320023,383594,185094,198500,184460,84491,99969,64555,26666,37889,6080,1639,4441,33.5,32.0,34.9
050,24,033,Maryland,Prince George's County,5,824365,393411,430954,58157,29528,28629,113034,57649,55385,45822,23263,22559,87219,44552,42667,629796,294335,335461,607352,282971,324381,384655,185678,198977,190414,87054,103360,66253,27408,38845,6241,1699,4542,33.8,32.3,35.1
050,24,033,Maryland,Prince George's County,6,830513,396535,433978,58480,29577,28903,111787,57039,54748,46933,23940,22993,87685,44919,42766,636112,297527,338585,613313,285979,327334,384515,186109,198406,195687,89375,106312,67728,28113,39615,6447,1772,4675,34.0,32.5,35.4
050,24,033,Maryland,Prince George's County,7,835021,398955,436066,59045,29884,29161,109291,55593,53698,48325,24633,23692,88594,45656,42938,641384,300487,340897,618360,288845,329515,383285,186066,197219,200970,91888,109082,69349,28786,40563,6644,1865,4779,34.3,32.8,35.7
050,24,033,Maryland,Prince George's County,8,838156,400958,437198,59858,30293,29565,106141,53932,52209,49255,25198,24057,91304,46863,44441,646488,303560,342928,622902,291535,331367,383229,186746,196483,205214,94012,111202,70977,29453,41524,6909,1974,4935,34.5,32.8,35.9
050,24,033,Maryland,Prince George's County,9,834660,399870,434790,59999,30424,29575,102605,52131,50474,49594,25351,24243,90720,46636,44084,646910,304444,342466,622462,291964,330498,378120,184964,193156,208501,95817,112684,72776,30047,42729,7260,2109,5151,34.8,33.0,36.3
050,24,033,Maryland,Prince George's County,10,828770,397333,431437,60252,30579,29673,98946,50302,48644,49270,25083,24187,91167,46654,44513,644864,303883,340981,620302,291369,328933,371150,182338,188812,211317,97044,114273,74818,30845,43973,7583,2227,5356,35.2,33.2,36.7
050,24,035,Maryland,Queen Anne's County,1,40563,20195,20368,2591,1330,1261,5443,2796,2647,2272,1190,1082,2348,1227,1121,31361,15455,15906,30257,14879,15378,16208,8112,8096,10487,5229,5258,5227,2402,2825,517,178,339,38.8,38.3,39.4
050,24,035,Maryland,Queen Anne's County,2,40563,20195,20368,2591,1330,1261,5443,2796,2647,2272,1190,1082,2348,1227,1121,31361,15455,15906,30257,14879,15378,16208,8112,8096,10487,5229,5258,5227,2402,2825,517,178,339,38.8,38.3,39.4
050,24,035,Maryland,Queen Anne's County,3,40771,20278,20493,2592,1330,1262,5444,2795,2649,2286,1198,1088,2376,1233,1143,31560,15536,16024,30449,14955,15494,16268,8129,8139,10607,5284,5323,5254,2416,2838,526,182,344,38.9,38.4,39.4
050,24,035,Maryland,Queen Anne's County,4,41298,20506,20792,2595,1305,1290,5459,2794,2665,2288,1198,1090,2625,1353,1272,32081,15786,16295,30956,15209,15747,16365,8187,8178,10975,5464,5511,5354,2462,2892,530,184,346,39.2,38.8,39.7
050,24,035,Maryland,Queen Anne's County,5,42599,21129,21470,2669,1314,1355,5518,2825,2693,2417,1272,1145,2910,1480,1430,33192,16346,16846,31995,15718,16277,16799,8418,8381,11500,5725,5775,5458,2504,2954,562,198,364,39.3,38.8,39.7
050,24,035,Maryland,Queen Anne's County,6,43794,21721,22073,2753,1355,1398,5515,2814,2701,2526,1329,1197,3201,1632,1569,34198,16862,17336,33000,16223,16777,17394,8722,8672,11876,5928,5948,5594,2560,3034,584,219,365,39.4,39.0,39.9
050,24,035,Maryland,Queen Anne's County,7,44559,22082,22477,2767,1377,1390,5413,2739,2674,2657,1395,1262,3385,1718,1667,34964,17227,17737,33722,16571,17151,17559,8785,8774,12324,6159,6165,5751,2629,3122,602,231,371,39.7,39.3,40.2
050,24,035,Maryland,Queen Anne's County,8,45050,22315,22735,2715,1346,1369,5390,2728,2662,2779,1450,1329,3436,1758,1678,35507,17488,18019,34166,16791,17375,17809,8914,8895,12602,6251,6351,5849,2720,3129,600,236,364,39.9,39.5,40.3
050,24,035,Maryland,Queen Anne's County,9,45856,22724,23132,2743,1379,1364,5412,2733,2679,2762,1422,1340,3599,1841,1758,36370,17938,18432,34939,17190,17749,18177,9123,9054,12925,6395,6530,5960,2779,3181,646,250,396,39.9,39.3,40.4
050,24,035,Maryland,Queen Anne's County,10,46571,23061,23510,2741,1400,1341,5444,2730,2714,2744,1404,1340,3760,1912,1848,37095,18287,18808,35642,17527,18115,18454,9235,9219,13196,6535,6661,6092,2836,3256,669,268,401,39.8,39.1,40.4
050,24,037,Maryland,St. Mary's County,1,86211,43495,42716,6237,3189,3048,12656,6495,6161,5187,2623,2564,7704,3887,3817,64702,32485,32217,62131,31188,30943,39668,20180,19488,18527,9437,9090,7825,3541,4284,775,266,509,34.2,34.0,34.5
050,24,037,Maryland,St. Mary's County,2,86232,43504,42728,6240,3190,3050,12659,6495,6164,5189,2625,2564,7704,3887,3817,64716,32492,32224,62144,31194,30950,39677,20185,19492,18531,9438,9093,7826,3542,4284,775,266,509,34.2,34.0,34.5
050,24,037,Maryland,St. Mary's County,3,86523,43671,42852,6244,3193,3051,12640,6487,6153,5199,2629,2570,7769,3924,3845,65016,32662,32354,62440,31362,31078,39770,20256,19514,18704,9523,9181,7871,3562,4309,786,271,515,34.3,34.0,34.5
050,24,037,Maryland,St. Mary's County,4,87471,44053,43418,6191,3104,3087,12552,6434,6118,5247,2680,2567,8300,4190,4110,66070,33141,32929,63481,31835,31646,40051,20325,19726,19257,9842,9415,8050,3620,4430,821,289,532,34.5,34.3,34.7
050,24,037,Maryland,St. Mary's County,5,89898,45140,44758,6459,3275,3184,12624,6397,6227,5451,2827,2624,8793,4390,4403,68020,33980,34040,65364,32641,32723,41089,20797,20292,20064,10187,9877,8247,3728,4519,861,295,566,34.6,34.4,34.8
050,24,037,Maryland,St. Mary's County,6,92659,46374,46285,6693,3406,3287,12742,6467,6275,5651,2915,2736,9361,4698,4663,70298,34991,35307,67573,33586,33987,42276,21328,20948,20960,10583,10377,8488,3841,4647,900,297,603,34.6,34.4,34.7
050,24,037,Maryland,St. Mary's County,7,94949,47464,47485,6894,3485,3409,12700,6443,6257,5866,3030,2836,9616,4776,4840,72328,36012,36316,69489,34506,34983,43272,21753,21519,21786,11043,10743,8774,3967,4807,939,313,626,34.6,34.4,34.7
050,24,037,Maryland,St. Mary's County,8,96967,48544,48423,7102,3548,3554,12556,6400,6156,6011,3061,2950,9881,4995,4886,74247,37053,37194,71298,35535,35763,44313,22388,21925,22413,11330,11083,9042,4106,4936,965,310,655,34.5,34.2,34.7
050,24,037,Maryland,St. Mary's County,9,98605,49185,49420,7278,3670,3608,12613,6400,6213,6020,3036,2984,9813,4870,4943,75734,37606,38128,72694,36079,36615,44864,22471,22393,23090,11648,11442,9323,4259,5064,1039,343,696,34.5,34.2,34.7
050,24,037,Maryland,St. Mary's County,10,100378,50007,50371,7427,3753,3674,12748,6472,6276,5984,3025,2959,10004,4962,5042,77304,38306,38998,74219,36757,37462,45380,22665,22715,23712,11965,11747,9649,4413,5236,1091,363,728,34.3,34.0,34.6
050,24,039,Maryland,Somerset County,1,24747,13213,11534,1198,576,622,2330,1157,1173,1051,516,535,3884,2026,1858,20711,11232,9479,20168,10964,9204,11972,7040,4932,5493,2848,2645,3503,1474,2029,388,112,276,36.5,35.6,38.1
050,24,039,Maryland,Somerset County,2,24747,13213,11534,1198,576,622,2330,1157,1173,1051,516,535,3884,2026,1858,20711,11232,9479,20168,10964,9204,11972,7040,4932,5493,2848,2645,3503,1474,2029,388,112,276,36.5,35.6,38.1
050,24,039,Maryland,Somerset County,3,24723,13221,11502,1189,573,616,2308,1146,1162,1053,513,540,3904,2045,1859,20719,11255,9464,20173,10989,9184,11980,7064,4916,5496,2848,2648,3502,1474,2028,391,112,279,36.5,35.6,38.2
050,24,039,Maryland,Somerset County,4,25169,13366,11803,1195,579,616,2316,1133,1183,1049,530,519,4375,2225,2150,21154,11400,9754,20609,11124,9485,12348,7186,5162,5552,2861,2691,3503,1471,2032,400,110,290,36.0,35.2,37.2
050,24,039,Maryland,Somerset County,5,25387,13529,11858,1217,599,618,2324,1149,1175,1035,520,515,4420,2255,2165,21336,11517,9819,20811,11261,9550,12505,7293,5212,5615,2885,2730,3475,1479,1996,395,109,286,35.8,34.9,37.2
050,24,039,Maryland,Somerset County,6,25429,13582,11847,1234,607,627,2270,1137,1133,1042,518,524,4484,2307,2177,21404,11583,9821,20883,11320,9563,12545,7335,5210,5627,2906,2721,3483,1468,2015,395,103,292,35.6,34.7,37.0
050,24,039,Maryland,Somerset County,7,25642,13674,11968,1306,645,661,2252,1127,1125,1062,532,530,4439,2284,2155,21550,11642,9908,21022,11370,9652,12616,7365,5251,5712,2933,2779,3497,1477,2020,394,109,285,35.3,34.5,36.8
050,24,039,Maryland,Somerset County,8,25564,13600,11964,1299,675,624,2261,1118,1143,1035,504,531,4371,2250,2121,21508,11566,9942,20969,11303,9666,12485,7265,5220,5807,2973,2834,3477,1458,2019,420,123,297,35.2,34.4,36.6
050,24,039,Maryland,Somerset County,9,25814,13800,12014,1306,681,625,2275,1120,1155,1051,516,535,4346,2228,2118,21731,11751,9980,21182,11483,9699,12623,7393,5230,5882,3014,2868,3463,1458,2005,440,132,308,35.0,34.2,36.3
050,24,039,Maryland,Somerset County,10,26016,13898,12118,1378,701,677,2249,1117,1132,1070,538,532,4434,2272,2162,21837,11794,10043,21319,11542,9777,12760,7459,5301,5882,3005,2877,3463,1467,1996,454,137,317,34.7,33.9,36.0
050,24,041,Maryland,Talbot County,1,33812,16125,17687,1752,882,870,3848,1944,1904,1724,927,797,1886,965,921,27332,12836,14496,26488,12372,14116,11679,5739,5940,9185,4372,4813,6897,2946,3951,821,268,553,43.3,41.8,44.7
050,24,041,Maryland,Talbot County,2,33812,16125,17687,1752,882,870,3848,1944,1904,1724,927,797,1886,965,921,27332,12836,14496,26488,12372,14116,11679,5739,5940,9185,4372,4813,6897,2946,3951,821,268,553,43.3,41.8,44.7
050,24,041,Maryland,Talbot County,3,33892,16164,17728,1753,883,870,3846,1944,1902,1725,928,797,1899,974,925,27410,12873,14537,26568,12409,14159,11674,5743,5931,9247,4396,4851,6923,2958,3965,833,274,559,43.4,41.9,44.8
050,24,041,Maryland,Talbot County,4,34103,16276,17827,1730,886,844,3816,1904,1912,1738,917,821,2056,1075,981,27677,13007,14670,26819,12569,14250,11747,5814,5933,9314,4435,4879,7068,3001,4067,873,288,585,43.7,42.0,45.1
