SUMLEV,STATE,COUNTY,STNAME,CTYNAME,SEX,ORIGIN,RACE,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004
050,25,011,Massachussets,Franklin County,2,0,03,117,117,108,106,112,115,117
050,25,011,Massachussets,Franklin County,2,0,04,417,417,422,415,440,451,472
050,25,011,Massachussets,Franklin County,2,0,05,10,10,2,2,1,1,1
050,25,011,Massachussets,Franklin County,2,0,06,462,462,408,400,420,414,429
050,25,013,Massachussets,Hampden County,1,0,01,191788,191788,191643,191807,192793,193575,193478
050,25,013,Massachussets,Hampden County,1,0,02,20131,20131,20136,20267,20499,20625,20711
050,25,013,Massachussets,Hampden County,1,0,03,681,681,704,718,737,755,753
050,25,013,Massachussets,Hampden County,1,0,04,3001,3001,2830,2987,3145,3284,3455
050,25,013,Massachussets,Hampden County,1,0,05,468,468,861,868,899,912,927
050,25,013,Massachussets,Hampden County,1,0,06,2424,2424,2540,2621,2741,2797,2894
050,25,013,Massachussets,Hampden County,2,0,01,208028,208028,207880,207432,207959,208410,208036
050,25,013,Massachussets,Hampden County,2,0,02,22450,22450,22442,22504,22676,22790,22856
050,25,013,Massachussets,Hampden County,2,0,03,734,734,772,786,804,823,830
050,25,013,Massachussets,Hampden County,2,0,04,3207,3207,3034,3187,3372,3526,3719
050,25,013,Massachussets,Hampden County,2,0,05,487,487,958,956,986,987,1006
050,25,013,Massachussets,Hampden County,2,0,06,2829,2829,2818,2898,3016,3095,3179
050,25,015,Massachussets,Hampshire County,1,0,01,66011,66011,66112,65834,66214,66539,66589
050,25,015,Massachussets,Hampshire County,1,0,02,1631,1631,1651,1654,1693,1776,1774
050,25,015,Massachussets,Hampshire County,1,0,03,146,146,147,146,139,140,141
050,25,015,Massachussets,Hampshire County,1,0,04,2275,2275,2305,2285,2325,2386,2410
050,25,015,Massachussets,Hampshire County,1,0,05,42,42,13,12,12,13,13
050,25,015,Massachussets,Hampshire County,1,0,06,890,890,826,823,844,872,886
050,25,015,Massachussets,Hampshire County,2,0,01,75137,75137,75276,74718,75195,75563,75586
050,25,015,Massachussets,Hampshire County,2,0,02,1704,1704,1771,1747,1788,1844,1822
050,25,015,Massachussets,Hampshire County,2,0,03,173,173,170,164,169,174,166
050,25,015,Massachussets,Hampshire County,2,0,04,3027,3027,3047,3025,3156,3285,3362
050,25,015,Massachussets,Hampshire County,2,0,05,37,37,19,18,19,21,25
050,25,015,Massachussets,Hampshire County,2,0,06,1178,1178,1044,1028,1064,1090,1120
050,25,017,Massachussets,Middlesex County,1,0,01,625462,626105,626619,626137,622411,619151,615067
050,25,017,Massachussets,Middlesex County,1,0,02,27265,27577,27739,27943,28125,28875,29859
050,25,017,Massachussets,Middlesex County,1,0,03,1327,1337,1341,1355,1330,1316,1315
050,25,017,Massachussets,Middlesex County,1,0,04,46975,46991,47746,51274,53505,55659,58412
050,25,017,Massachussets,Middlesex County,1,0,05,335,336,213,231,233,240,253
050,25,017,Massachussets,Middlesex County,1,0,06,7684,7695,7702,7980,8175,8418,8705
050,25,017,Massachussets,Middlesex County,2,0,01,671698,671701,671958,669490,663356,658371,652636
050,25,017,Massachussets,Middlesex County,2,0,02,28010,28012,28197,28378,28507,29132,29955
050,25,017,Massachussets,Middlesex County,2,0,03,1261,1261,1267,1265,1232,1208,1222
050,25,017,Massachussets,Middlesex County,2,0,04,47050,47050,47794,51063,53195,55365,58089
050,25,017,Massachussets,Middlesex County,2,0,05,320,320,209,217,224,228,237
050,25,017,Massachussets,Middlesex County,2,0,06,8009,8009,7992,8237,8389,8598,8878
050,25,019,Massachussets,Nantucket County,1,0,01,4351,4351,4396,4443,4526,4595,4632
050,25,019,Massachussets,Nantucket County,1,0,02,453,453,462,465,496,494,508
050,25,019,Massachussets,Nantucket County,1,0,03,2,2,0,0,0,0,0
050,25,019,Massachussets,Nantucket County,1,0,04,40,40,41,40,47,48,52
050,25,019,Massachussets,Nantucket County,1,0,05,2,2,2,3,3,2,3
050,25,019,Massachussets,Nantucket County,1,0,06,36,36,5,6,6,8,7
050,25,019,Massachussets,Nantucket County,2,0,01,4193,4193,4237,4256,4334,4396,4447
050,25,019,Massachussets,Nantucket County,2,0,02,376,376,383,389,415,411,420
050,25,019,Massachussets,Nantucket County,2,0,03,0,0,0,0,0,0,0
050,25,019,Massachussets,Nantucket County,2,0,04,27,27,30,33,39,38,43
050,25,019,Massachussets,Nantucket County,2,0,05,7,7,6,4,5,6,4
050,25,019,Massachussets,Nantucket County,2,0,06,33,33,3,3,8,5,8
050,25,021,Massachussets,Norfolk County,1,0,01,278802,278802,279083,278172,276979,275363,273837
050,25,021,Massachussets,Norfolk County,1,0,02,11139,11139,11240,11710,12377,13235,14327
050,25,021,Massachussets,Norfolk County,1,0,03,428,428,430,457,457,464,462
050,25,021,Massachussets,Norfolk County,1,0,04,17429,17429,17811,19029,20270,21072,22064
050,25,021,Massachussets,Norfolk County,1,0,05,115,115,54,53,61,65,68
050,25,021,Massachussets,Norfolk County,1,0,06,2624,2624,2465,2574,2704,2821,2934
050,25,021,Massachussets,Norfolk County,2,0,01,306449,306449,306586,305252,302973,300459,297832
050,25,021,Massachussets,Norfolk County,2,0,02,11185,11185,11259,12007,12626,13424,14473
050,25,021,Massachussets,Norfolk County,2,0,03,454,454,421,453,451,468,466
050,25,021,Massachussets,Norfolk County,2,0,04,18849,18849,19195,20491,21821,22777,23910
050,25,021,Massachussets,Norfolk County,2,0,05,98,98,53,64,68,71,72
050,25,021,Massachussets,Norfolk County,2,0,06,2736,2736,2653,2811,2923,3037,3172
050,25,023,Massachussets,Plymouth County,1,0,01,210141,210141,210997,212291,213673,214278,214692
050,25,023,Massachussets,Plymouth County,1,0,02,14902,14902,14999,16095,17012,17982,18861
050,25,023,Massachussets,Plymouth County,1,0,03,635,635,593,618,638,640,645
050,25,023,Massachussets,Plymouth County,1,0,04,2251,2251,2305,2471,2615,2776,2821
050,25,023,Massachussets,Plymouth County,1,0,05,145,145,104,115,115,119,117
050,25,023,Massachussets,Plymouth County,1,0,06,2325,2325,2273,2424,2555,2693,2796
050,25,023,Massachussets,Plymouth County,2,0,01,222142,222142,222939,223899,225095,225462,225577
050,25,023,Massachussets,Plymouth County,2,0,02,14685,14685,14787,15825,16712,17623,18458
050,25,023,Massachussets,Plymouth County,2,0,03,543,543,525,541,559,573,575
050,25,023,Massachussets,Plymouth County,2,0,04,2510,2510,2507,2688,2850,3027,3075
050,25,023,Massachussets,Plymouth County,2,0,05,118,118,90,92,96,103,105
050,25,023,Massachussets,Plymouth County,2,0,06,2425,2425,2411,2541,2694,2838,2933
050,25,025,Massachussets,Suffolk County,1,0,01,219485,219485,219115,220268,218312,215506,212647
050,25,025,Massachussets,Suffolk County,1,0,02,81691,81691,81881,81259,80159,78963,77351
050,25,025,Massachussets,Suffolk County,1,0,03,1577,1577,1667,1659,1617,1585,1560
050,25,025,Massachussets,Suffolk County,1,0,04,24580,24580,24789,25225,25173,25155,25067
050,25,025,Massachussets,Suffolk County,1,0,05,442,442,378,381,376,383,370
050,25,025,Massachussets,Suffolk County,1,0,06,4900,4900,5043,5090,5139,5180,5215
050,25,025,Massachussets,Suffolk County,2,0,01,228670,228670,228118,228411,225864,222165,218328
050,25,025,Massachussets,Suffolk County,2,0,02,95269,95269,95329,94924,94308,93093,91273
050,25,025,Massachussets,Suffolk County,2,0,03,1667,1667,1728,1734,1700,1667,1665
050,25,025,Massachussets,Suffolk County,2,0,04,25612,25612,25815,26282,26335,26401,26363
050,25,025,Massachussets,Suffolk County,2,0,05,486,486,386,386,383,385,380
050,25,025,Massachussets,Suffolk County,2,0,06,5428,5428,5678,5737,5817,5816,5803
050,25,027,Massachussets,Worcester County,1,0,01,339247,338608,339947,343036,345229,347022,348047
050,25,027,Massachussets,Worcester County,1,0,02,12569,12257,12302,13037,13760,14252,14662
050,25,027,Massachussets,Worcester County,1,0,03,1036,1026,1026,1072,1096,1121,1118
050,25,027,Massachussets,Worcester County,1,0,04,10249,10233,10281,11132,12008,12855,13528
050,25,027,Massachussets,Worcester County,1,0,05,257,256,230,246,254,269,280
050,25,027,Massachussets,Worcester County,1,0,06,3563,3552,3636,3827,4049,4224,4411
050,25,027,Massachussets,Worcester County,2,0,01,357993,357994,359116,361766,363486,364839,365077
050,25,027,Massachussets,Worcester County,2,0,02,10894,10892,10977,11668,12323,12751,13112
050,25,027,Massachussets,Worcester County,2,0,03,1074,1074,1053,1094,1112,1140,1148
050,25,027,Massachussets,Worcester County,2,0,04,10096,10096,10188,10967,11848,12715,13349
050,25,027,Massachussets,Worcester County,2,0,05,292,292,228,247,259,273,285
050,25,027,Massachussets,Worcester County,2,0,06,3693,3693,3748,3946,4128,4311,4471
050,25,001,Massachussets,Barnstable County,1,1,01,99246,99246,99938,100855,101856,102362,102020
050,25,001,Massachussets,Barnstable County,1,1,02,2167,2167,2203,2201,2243,2298,2284
050,25,001,Massachussets,Barnstable County,1,1,03,620,620,573,564,562,555,569
050,25,001,Massachussets,Barnstable County,1,1,04,637,637,668,735,807,814,845
050,25,001,Massachussets,Barnstable County,1,1,05,26,26,9,8,14,17,15
050,25,001,Massachussets,Barnstable County,1,1,06,993,993,807,835,876,887,912
050,25,001,Massachussets,Barnstable County,1,2,01,1313,1313,1333,1423,1489,1606,1667
050,25,001,Massachussets,Barnstable County,1,2,02,85,85,88,88,82,84,75
050,25,001,Massachussets,Barnstable County,1,2,03,43,43,48,52,51,51,53
050,25,001,Massachussets,Barnstable County,1,2,04,19,19,8,7,7,10,8
050,25,001,Massachussets,Barnstable County,1,2,05,4,4,7,10,12,15,15
050,25,001,Massachussets,Barnstable County,1,2,06,46,46,12,17,16,13,13
050,25,001,Massachussets,Barnstable County,2,1,01,110934,110934,111591,112451,113306,113870,113590
050,25,001,Massachussets,Barnstable County,2,1,02,2161,2161,2193,2192,2221,2276,2281
050,25,001,Massachussets,Barnstable County,2,1,03,625,625,572,579,560,548,556
050,25,001,Massachussets,Barnstable County,2,1,04,778,778,783,858,925,941,976
050,25,001,Massachussets,Barnstable County,2,1,05,41,41,12,13,20,16,20
050,25,001,Massachussets,Barnstable County,2,1,06,1002,1002,904,933,959,981,1008
050,25,001,Massachussets,Barnstable County,2,2,01,1296,1296,1317,1395,1434,1537,1592
050,25,001,Massachussets,Barnstable County,2,2,02,73,73,76,79,78,85,78
050,25,001,Massachussets,Barnstable County,2,2,03,55,55,57,62,62,61,63
050,25,001,Massachussets,Barnstable County,2,2,04,20,20,11,12,8,11,12
050,25,001,Massachussets,Barnstable County,2,2,05,5,5,11,12,13,12,12
050,25,001,Massachussets,Barnstable County,2,2,06,41,41,13,12,12,15,19
050,25,003,Massachussets,Berkshire County,1,1,01,60669,60669,60708,60266,59871,59600,59202
050,25,003,Massachussets,Berkshire County,1,1,02,1367,1367,1364,1392,1423,1478,1529
050,25,003,Massachussets,Berkshire County,1,1,03,96,96,85,82,99,94,98
050,25,003,Massachussets,Berkshire County,1,1,04,641,641,651,667,691,712,722
050,25,003,Massachussets,Berkshire County,1,1,05,17,17,3,3,3,3,4
050,25,003,Massachussets,Berkshire County,1,1,06,621,621,549,551,594,612,648
050,25,003,Massachussets,Berkshire County,1,2,01,969,969,987,1061,1147,1232,1290
050,25,003,Massachussets,Berkshire County,1,2,02,84,84,90,90,92,93,92
050,25,003,Massachussets,Berkshire County,1,2,03,7,7,10,11,11,12,9
050,25,003,Massachussets,Berkshire County,1,2,04,17,17,11,11,11,10,10
050,25,003,Massachussets,Berkshire County,1,2,05,6,6,8,7,7,9,8
050,25,003,Massachussets,Berkshire County,1,2,06,53,53,28,30,27,31,27
050,25,003,Massachussets,Berkshire County,2,1,01,66522,66522,66543,65877,65287,64987,64486
050,25,003,Massachussets,Berkshire County,2,1,02,1251,1251,1259,1279,1288,1331,1378
050,25,003,Massachussets,Berkshire County,2,1,03,91,91,84,82,91,94,96
050,25,003,Massachussets,Berkshire County,2,1,04,700,700,711,724,756,783,803
050,25,003,Massachussets,Berkshire County,2,1,05,23,23,3,3,3,3,3
050,25,003,Massachussets,Berkshire County,2,1,06,669,669,568,565,616,614,662
050,25,003,Massachussets,Berkshire County,2,2,01,970,970,990,1058,1134,1205,1262
050,25,003,Massachussets,Berkshire County,2,2,02,96,96,100,104,105,103,103
050,25,003,Massachussets,Berkshire County,2,2,03,12,12,12,11,12,12,10
050,25,003,Massachussets,Berkshire County,2,2,04,14,14,11,9,9,9,8
050,25,003,Massachussets,Berkshire County,2,2,05,3,3,5,6,7,6,5
050,25,003,Massachussets,Berkshire County,2,2,06,55,55,30,33,30,32,31
050,25,005,Massachussets,Bristol County,1,1,01,234382,234382,235038,235396,236331,236479,236076
050,25,005,Massachussets,Bristol County,1,1,02,6222,6222,6284,6550,7168,7674,8020
050,25,005,Massachussets,Bristol County,1,1,03,633,633,609,613,623,629,649
050,25,005,Massachussets,Bristol County,1,1,04,3464,3464,3488,3683,3983,4207,4413
050,25,005,Massachussets,Bristol County,1,1,05,89,89,64,71,75,74,81
050,25,005,Massachussets,Bristol County,1,1,06,2424,2424,2408,2494,2657,2798,2930
050,25,005,Massachussets,Bristol County,1,2,01,7825,7825,7928,8374,9074,9705,10187
050,25,005,Massachussets,Bristol County,1,2,02,1134,1134,1116,1113,1170,1205,1204
050,25,005,Massachussets,Bristol County,1,2,03,234,234,222,240,265,286,314
050,25,005,Massachussets,Bristol County,1,2,04,43,43,40,47,47,51,51
050,25,005,Massachussets,Bristol County,1,2,05,33,33,34,35,33,36,42
050,25,005,Massachussets,Bristol County,1,2,06,264,264,313,321,352,368,383
050,25,005,Massachussets,Bristol County,2,1,01,254841,254841,255414,255715,256101,256026,255204
050,25,005,Massachussets,Bristol County,2,1,02,6469,6469,6509,6857,7393,7886,8176
050,25,005,Massachussets,Bristol County,2,1,03,561,561,583,588,596,586,615
050,25,005,Massachussets,Bristol County,2,1,04,3610,3610,3643,3829,4121,4364,4603
050,25,005,Massachussets,Bristol County,2,1,05,94,94,67,68,70,79,81
050,25,005,Massachussets,Bristol County,2,1,06,2647,2647,2553,2647,2797,2948,3070
050,25,005,Massachussets,Bristol County,2,2,01,8079,8079,8167,8602,9236,9792,10190
050,25,005,Massachussets,Bristol County,2,2,02,1128,1128,1114,1134,1168,1201,1202
050,25,005,Massachussets,Bristol County,2,2,03,165,165,157,173,189,210,229
050,25,005,Massachussets,Bristol County,2,2,04,42,42,46,50,55,57,58
050,25,005,Massachussets,Bristol County,2,2,05,43,43,33,39,37,38,42
050,25,005,Massachussets,Bristol County,2,2,06,252,252,288,302,322,351,356
050,25,007,Massachussets,Dukes County,1,1,01,6756,6756,6866,6952,7044,7119,7112
050,25,007,Massachussets,Dukes County,1,1,02,183,183,197,207,206,208,214
050,25,007,Massachussets,Dukes County,1,1,03,139,139,127,117,118,124,143
050,25,007,Massachussets,Dukes County,1,1,04,33,33,36,36,40,40,46
050,25,007,Massachussets,Dukes County,1,1,05,8,8,1,0,0,0,1
050,25,007,Massachussets,Dukes County,1,1,06,122,122,68,62,65,66,75
050,25,007,Massachussets,Dukes County,1,2,01,64,64,66,66,68,69,84
050,25,007,Massachussets,Dukes County,1,2,02,9,9,9,5,5,5,5
050,25,007,Massachussets,Dukes County,1,2,03,2,2,4,4,5,3,4
050,25,007,Massachussets,Dukes County,1,2,04,2,2,0,1,0,0,0
050,25,007,Massachussets,Dukes County,1,2,05,1,1,5,5,6,8,10
050,25,007,Massachussets,Dukes County,1,2,06,4,4,0,0,0,0,0
050,25,007,Massachussets,Dukes County,2,1,01,7102,7102,7201,7263,7340,7420,7407
050,25,007,Massachussets,Dukes County,2,1,02,188,188,199,209,213,222,225
050,25,007,Massachussets,Dukes County,2,1,03,129,129,116,104,110,113,125
050,25,007,Massachussets,Dukes County,2,1,04,43,43,44,49,54,52,52
050,25,007,Massachussets,Dukes County,2,1,05,8,8,0,0,0,1,0
050,25,007,Massachussets,Dukes County,2,1,06,121,121,66,74,67,72,82
050,25,007,Massachussets,Dukes County,2,2,01,59,59,60,59,63,63,71
050,25,007,Massachussets,Dukes County,2,2,02,5,5,5,6,5,5,5
050,25,007,Massachussets,Dukes County,2,2,03,5,5,6,6,6,5,6
050,25,007,Massachussets,Dukes County,2,2,04,1,1,0,0,0,0,0
050,25,007,Massachussets,Dukes County,2,2,05,0,0,1,1,2,1,2
050,25,007,Massachussets,Dukes County,2,2,06,3,3,0,0,0,0,0
050,25,009,Massachussets,Essex County,1,1,01,288315,288315,288009,287781,286825,285020,283215
050,25,009,Massachussets,Essex County,1,1,02,7552,7552,7354,7732,7952,8179,8356
050,25,009,Massachussets,Essex County,1,1,03,520,520,580,576,598,632,634
050,25,009,Massachussets,Essex County,1,1,04,8611,8611,8559,9208,9663,9962,10313
050,25,009,Massachussets,Essex County,1,1,05,87,87,140,155,163,170,174
050,25,009,Massachussets,Essex County,1,1,06,2437,2437,3042,3203,3347,3515,3647
050,25,009,Massachussets,Essex County,1,2,01,29319,29319,30127,31951,33446,34708,35667
050,25,009,Massachussets,Essex County,1,2,02,6588,6588,6709,7509,8294,9067,9821
050,25,009,Massachussets,Essex County,1,2,03,542,542,559,586,613,636,647
050,25,009,Massachussets,Essex County,1,2,04,248,248,231,239,259,265,283
050,25,009,Massachussets,Essex County,1,2,05,204,204,166,189,192,206,200
050,25,009,Massachussets,Essex County,1,2,06,1998,1998,2082,2372,2717,3028,3323
050,25,009,Massachussets,Essex County,2,1,01,316310,316310,315887,315050,313245,310903,308365
050,25,009,Massachussets,Essex County,2,1,02,7487,7487,7330,7687,7884,8097,8252
050,25,009,Massachussets,Essex County,2,1,03,493,493,570,566,576,608,629
050,25,009,Massachussets,Essex County,2,1,04,8972,8972,8913,9548,10000,10290,10610
050,25,009,Massachussets,Essex County,2,1,05,91,91,143,157,166,167,169
050,25,009,Massachussets,Essex County,2,1,06,2673,2673,3257,3395,3548,3710,3845
050,25,009,Massachussets,Essex County,2,2,01,30946,30946,31737,33360,34668,35666,36394
050,25,009,Massachussets,Essex County,2,2,02,6948,6948,7047,7811,8577,9314,10021
050,25,009,Massachussets,Essex County,2,2,03,586,586,583,614,639,651,663
050,25,009,Massachussets,Essex County,2,2,04,248,248,246,261,267,269,270
050,25,009,Massachussets,Essex County,2,2,05,215,215,165,178,187,190,189
050,25,009,Massachussets,Essex County,2,2,06,2029,2029,2160,2448,2709,3025,3297
050,25,011,Massachussets,Franklin County,1,1,01,32677,32677,32708,32769,32928,32962,33047
050,25,011,Massachussets,Franklin County,1,1,02,372,372,374,374,385,395,402
050,25,011,Massachussets,Franklin County,1,1,03,87,87,85,85,88,93,92
050,25,011,Massachussets,Franklin County,1,1,04,362,362,372,367,391,397,423
050,25,011,Massachussets,Franklin County,1,1,05,7,7,0,0,0,0,0
050,25,011,Massachussets,Franklin County,1,1,06,410,410,366,370,374,384,390
050,25,011,Massachussets,Franklin County,1,2,01,597,597,612,636,669,699,730
050,25,011,Massachussets,Franklin County,1,2,02,43,43,50,53,53,55,53
050,25,011,Massachussets,Franklin County,1,2,03,16,16,16,16,16,15,17
050,25,011,Massachussets,Franklin County,1,2,04,9,9,6,2,3,2,4
050,25,011,Massachussets,Franklin County,1,2,05,2,2,4,4,3,4,4
050,25,011,Massachussets,Franklin County,1,2,06,45,45,20,19,21,24,20
050,25,011,Massachussets,Franklin County,2,1,01,35009,35009,35031,35028,35038,34970,34952
050,25,011,Massachussets,Franklin County,2,1,02,241,241,268,257,283,288,307
050,25,011,Massachussets,Franklin County,2,1,03,100,100,93,90,96,101,101
050,25,011,Massachussets,Franklin County,2,1,04,408,408,414,409,431,445,463
050,25,011,Massachussets,Franklin County,2,1,05,8,8,0,0,0,0,0
050,25,011,Massachussets,Franklin County,2,1,06,429,429,390,386,402,396,412
050,25,011,Massachussets,Franklin County,2,2,01,612,612,619,649,680,707,735
050,25,011,Massachussets,Franklin County,2,2,02,40,40,41,40,42,40,40
050,25,011,Massachussets,Franklin County,2,2,03,17,17,15,16,16,14,16
050,25,011,Massachussets,Franklin County,2,2,04,9,9,8,6,9,6,9
050,25,011,Massachussets,Franklin County,2,2,05,2,2,2,2,1,1,1
050,25,011,Massachussets,Franklin County,2,2,06,33,33,18,14,18,18,17
050,25,013,Massachussets,Hampden County,1,1,01,163534,163534,163365,162631,162392,162111,161064
050,25,013,Massachussets,Hampden County,1,1,02,16463,16463,16481,16625,16837,16963,17051
050,25,013,Massachussets,Hampden County,1,1,03,405,405,436,444,456,461,457
050,25,013,Massachussets,Hampden County,1,1,04,2909,2909,2629,2777,2930,3065,3236
050,25,013,Massachussets,Hampden County,1,1,05,73,73,211,223,232,237,251
050,25,013,Massachussets,Hampden County,1,1,06,1908,1908,1878,1937,2033,2071,2138
050,25,013,Massachussets,Hampden County,1,2,01,28254,28254,28278,29176,30401,31464,32414
050,25,013,Massachussets,Hampden County,1,2,02,3668,3668,3655,3642,3662,3662,3660
050,25,013,Massachussets,Hampden County,1,2,03,276,276,268,274,281,294,296
050,25,013,Massachussets,Hampden County,1,2,04,92,92,201,210,215,219,219
050,25,013,Massachussets,Hampden County,1,2,05,395,395,650,645,667,675,676
050,25,013,Massachussets,Hampden County,1,2,06,516,516,662,684,708,726,756
050,25,013,Massachussets,Hampden County,2,1,01,177825,177825,177631,176357,175750,175215,173894
050,25,013,Massachussets,Hampden County,2,1,02,18158,18158,18155,18238,18388,18492,18564
050,25,013,Massachussets,Hampden County,2,1,03,402,402,444,456,466,472,474
050,25,013,Massachussets,Hampden County,2,1,04,3057,3057,2788,2941,3123,3279,3463
050,25,013,Massachussets,Hampden County,2,1,05,73,73,215,227,237,241,255
050,25,013,Massachussets,Hampden County,2,1,06,2224,2224,2056,2121,2197,2271,2328
050,25,013,Massachussets,Hampden County,2,2,01,30203,30203,30249,31075,32209,33195,34142
050,25,013,Massachussets,Hampden County,2,2,02,4292,4292,4287,4266,4288,4298,4292
050,25,013,Massachussets,Hampden County,2,2,03,332,332,328,330,338,351,356
050,25,013,Massachussets,Hampden County,2,2,04,150,150,246,246,249,247,256
050,25,013,Massachussets,Hampden County,2,2,05,414,414,743,729,749,746,751
050,25,013,Massachussets,Hampden County,2,2,06,605,605,762,777,819,824,851
050,25,015,Massachussets,Hampshire County,1,1,01,63988,63988,64064,63743,64077,64345,64343
050,25,015,Massachussets,Hampshire County,1,1,02,1375,1375,1398,1408,1451,1542,1544
050,25,015,Massachussets,Hampshire County,1,1,03,116,116,118,118,112,112,114
050,25,015,Massachussets,Hampshire County,1,1,04,2263,2263,2292,2274,2314,2376,2397
050,25,015,Massachussets,Hampshire County,1,1,05,37,37,11,10,10,11,11
050,25,015,Massachussets,Hampshire County,1,1,06,803,803,755,753,774,805,819
050,25,015,Massachussets,Hampshire County,1,2,01,2023,2023,2048,2091,2137,2194,2246
050,25,015,Massachussets,Hampshire County,1,2,02,256,256,253,246,242,234,230
050,25,015,Massachussets,Hampshire County,1,2,03,30,30,29,28,27,28,27
050,25,015,Massachussets,Hampshire County,1,2,04,12,12,13,11,11,10,13
050,25,015,Massachussets,Hampshire County,1,2,05,5,5,2,2,2,2,2
050,25,015,Massachussets,Hampshire County,1,2,06,87,87,71,70,70,67,67
050,25,015,Massachussets,Hampshire County,2,1,01,72787,72787,72896,72289,72694,72999,72952
050,25,015,Massachussets,Hampshire County,2,1,02,1441,1441,1506,1489,1531,1592,1574
050,25,015,Massachussets,Hampshire County,2,1,03,133,133,132,126,129,133,127
050,25,015,Massachussets,Hampshire County,2,1,04,3004,3004,3027,3006,3136,3262,3343
050,25,015,Massachussets,Hampshire County,2,1,05,30,30,15,14,15,17,17
050,25,015,Massachussets,Hampshire County,2,1,06,1062,1062,961,952,986,1010,1034
050,25,015,Massachussets,Hampshire County,2,2,01,2350,2350,2380,2429,2501,2564,2634
050,25,015,Massachussets,Hampshire County,2,2,02,263,263,265,258,257,252,248
050,25,015,Massachussets,Hampshire County,2,2,03,40,40,38,38,40,41,39
050,25,015,Massachussets,Hampshire County,2,2,04,23,23,20,19,20,23,19
050,25,015,Massachussets,Hampshire County,2,2,05,7,7,4,4,4,4,8
050,25,015,Massachussets,Hampshire County,2,2,06,116,116,83,76,78,80,86
050,25,017,Massachussets,Middlesex County,1,1,01,595812,596226,596525,594980,590602,586407,581278
050,25,017,Massachussets,Middlesex County,1,1,02,24708,25012,25134,25392,25684,26523,27578
050,25,017,Massachussets,Middlesex County,1,1,03,923,932,960,962,928,910,904
050,25,017,Massachussets,Middlesex County,1,1,04,46697,46713,47525,51045,53280,55431,58181
050,25,017,Massachussets,Middlesex County,1,1,05,234,235,176,189,196,201,211
050,25,017,Massachussets,Middlesex County,1,1,06,6964,6971,7046,7312,7496,7740,8019
050,25,017,Massachussets,Middlesex County,1,2,01,29650,29879,30094,31157,31809,32744,33789
050,25,017,Massachussets,Middlesex County,1,2,02,2557,2565,2605,2551,2441,2352,2281
050,25,017,Massachussets,Middlesex County,1,2,03,404,405,381,393,402,406,411
050,25,017,Massachussets,Middlesex County,1,2,04,278,278,221,229,225,228,231
050,25,017,Massachussets,Middlesex County,1,2,05,101,101,37,42,37,39,42
050,25,017,Massachussets,Middlesex County,1,2,06,720,724,656,668,679,678,686
050,25,017,Massachussets,Middlesex County,2,1,01,642896,642898,642948,639505,632759,627099,620544
050,25,017,Massachussets,Middlesex County,2,1,02,25382,25384,25515,25776,26032,26751,27632
050,25,017,Massachussets,Middlesex County,2,1,03,871,871,891,883,856,833,841
050,25,017,Massachussets,Middlesex County,2,1,04,46755,46755,47552,50809,52948,55111,57845
050,25,017,Massachussets,Middlesex County,2,1,05,209,209,172,177,182,192,199
050,25,017,Massachussets,Middlesex County,2,1,06,7238,7238,7323,7562,7739,7950,8218
050,25,017,Massachussets,Middlesex County,2,2,01,28802,28803,29010,29985,30597,31272,32092
050,25,017,Massachussets,Middlesex County,2,2,02,2628,2628,2682,2602,2475,2381,2323
050,25,017,Massachussets,Middlesex County,2,2,03,390,390,376,382,376,375,381
050,25,017,Massachussets,Middlesex County,2,2,04,295,295,242,254,247,254,244
050,25,017,Massachussets,Middlesex County,2,2,05,111,111,37,40,42,36,38
050,25,017,Massachussets,Middlesex County,2,2,06,771,771,669,675,650,648,660
050,25,019,Massachussets,Nantucket County,1,1,01,4245,4245,4290,4317,4368,4421,4426
050,25,019,Massachussets,Nantucket County,1,1,02,433,433,442,442,472,469,482
050,25,019,Massachussets,Nantucket County,1,1,03,2,2,0,0,0,0,0
050,25,019,Massachussets,Nantucket County,1,1,04,39,39,41,40,47,47,52
050,25,019,Massachussets,Nantucket County,1,1,05,1,1,0,0,0,0,0
050,25,019,Massachussets,Nantucket County,1,1,06,35,35,5,6,6,8,7
050,25,019,Massachussets,Nantucket County,1,2,01,106,106,106,126,158,174,206
050,25,019,Massachussets,Nantucket County,1,2,02,20,20,20,23,24,25,26
050,25,019,Massachussets,Nantucket County,1,2,03,0,0,0,0,0,0,0
050,25,019,Massachussets,Nantucket County,1,2,04,1,1,0,0,0,1,0
050,25,019,Massachussets,Nantucket County,1,2,05,1,1,2,3,3,2,3
050,25,019,Massachussets,Nantucket County,1,2,06,1,1,0,0,0,0,0
050,25,019,Massachussets,Nantucket County,2,1,01,4120,4120,4164,4177,4232,4284,4304
050,25,019,Massachussets,Nantucket County,2,1,02,370,370,377,383,409,405,414
050,25,019,Massachussets,Nantucket County,2,1,03,0,0,0,0,0,0,0
050,25,019,Massachussets,Nantucket County,2,1,04,27,27,29,32,38,38,41
050,25,019,Massachussets,Nantucket County,2,1,05,3,3,0,0,0,0,0
050,25,019,Massachussets,Nantucket County,2,1,06,33,33,3,3,8,5,7
050,25,019,Massachussets,Nantucket County,2,2,01,73,73,73,79,102,112,143
