stcty,reg,div,stname,ctyname,time,popestimate,popest_nonhisp,popest_hisp,whiteac_tot,whiteac_nonhisp,whiteac_hisp,blackac_tot,blackac_nonhisp,blackac_hisp,aianac_tot,aianac_nonhisp,aianac_hisp,asiaac_tot,asiaac_nonhisp,asiaac_hisp,nhpiac_tot,nhpiac_nonhisp,nhpiac_hisp
39083,2,3,Ohio,Knox County,3,54643,54270,373,53947,53599,348,487,473,14,350,334,16,237,235,2,5,3,2
39085,2,3,Ohio,Lake County,3,227630,223716,3914,220497,216803,3694,5403,5247,156,886,815,71,2526,2474,52,111,94,17
39087,2,3,Ohio,Lawrence County,3,62283,61932,351,60756,60424,332,1522,1509,13,330,320,10,138,134,4,7,2,5
39089,2,3,Ohio,Licking County,3,146056,144954,1102,141701,140683,1018,3655,3597,58,1050,1018,32,1116,1105,11,28,23,5
39091,2,3,Ohio,Logan County,3,46014,45675,339,44895,44586,309,1089,1068,21,229,220,9,255,252,3,18,8,10
39093,2,3,Ohio,Lorain County,3,285215,265141,20074,256948,238959,17989,28005,25832,2173,2764,2348,416,2346,2185,161,338,196,142
39095,2,3,Ohio,Lucas County,3,454893,433972,20921,368596,349524,19072,82589,80812,1777,3840,3213,627,7038,6858,180,289,254,35
39097,2,3,Ohio,Madison County,3,40222,39936,286,37423,37159,264,2633,2618,15,187,181,6,226,223,3,4,1,3
39099,2,3,Ohio,Mahoning County,3,257044,249372,7672,213296,206867,6429,43204,41973,1231,1622,1454,168,1620,1585,35,117,89,28
39101,2,3,Ohio,Marion County,3,66135,65417,718,61722,61060,662,4048,4004,44,348,342,6,448,441,7,1,0,1
39103,2,3,Ohio,Medina County,3,151854,150450,1404,149271,147924,1347,1706,1675,31,677,636,41,1226,1217,9,3,1,2
39105,2,3,Ohio,Meigs County,3,23035,22895,140,22786,22650,136,213,213,0,181,175,6,29,29,0,0,0,0
39107,2,3,Ohio,Mercer County,3,40915,40443,472,40635,40192,443,61,59,2,230,207,23,130,127,3,9,0,9
39109,2,3,Ohio,Miami County,3,98986,98271,715,96019,95345,674,2407,2386,21,457,444,13,934,918,16,1,0,1
39111,2,3,Ohio,Monroe County,3,15175,15112,63,15103,15047,56,46,42,4,73,70,3,17,16,1,8,6,2
39113,2,3,Ohio,Montgomery County,3,558463,551325,7138,436350,430254,6096,115965,115047,918,4064,3906,158,9514,9370,144,604,554,50
39115,2,3,Ohio,Morgan County,3,14885,14824,61,14280,14224,56,769,765,4,254,253,1,13,13,0,1,1,0
39117,2,3,Ohio,Morrow County,3,31805,31621,184,31565,31389,176,109,107,2,254,244,10,54,54,0,0,0,0
39119,2,3,Ohio,Muskingum County,3,84733,84294,439,80770,80376,394,4263,4225,38,673,658,15,302,301,1,6,3,3
39121,2,3,Ohio,Noble County,3,14098,14037,61,13099,13043,56,948,944,4,46,45,1,13,13,0,0,0,0
39123,2,3,Ohio,Ottawa County,3,40999,39462,1537,40507,39005,1502,351,322,29,176,168,8,106,105,1,20,13,7
39125,2,3,Ohio,Paulding County,3,20228,19624,604,19919,19348,571,263,236,27,137,131,6,35,34,1,6,0,6
39127,2,3,Ohio,Perry County,3,34123,33966,157,33908,33760,148,120,118,2,235,231,4,42,38,4,19,7,12
39129,2,3,Ohio,Pickaway County,3,52840,52503,337,49164,48856,308,3478,3465,13,405,393,12,155,152,3,18,9,9
39131,2,3,Ohio,Pike County,3,27751,27595,156,27233,27092,141,318,312,6,472,462,10,59,59,0,1,1,0
39133,2,3,Ohio,Portage County,3,152368,151286,1082,145816,144815,1001,5589,5545,44,1009,964,45,1553,1541,12,19,18,1
39135,2,3,Ohio,Preble County,3,42357,42173,184,41992,41824,168,181,180,1,244,234,10,131,128,3,6,0,6
39137,2,3,Ohio,Putnam County,3,34759,33228,1531,34562,33065,1497,105,69,36,87,79,8,79,77,2,1,0,1
39139,2,3,Ohio,Richland County,3,128785,127588,1197,115409,114337,1072,13051,12962,89,956,925,31,862,851,11,68,58,10
39141,2,3,Ohio,Ross County,3,73435,73012,423,68325,67941,384,4893,4876,17,612,584,28,346,345,1,5,3,2
39143,2,3,Ohio,Sandusky County,3,61808,57482,4326,59843,55628,4215,2072,1938,134,235,201,34,243,233,10,8,1,7
39145,2,3,Ohio,Scioto County,3,79074,78589,485,76177,75766,411,2344,2322,22,1129,1074,55,253,251,2,16,7,9
39147,2,3,Ohio,Seneca County,3,58624,56632,1992,57163,55277,1886,1375,1287,88,303,237,66,286,276,10,0,0,0
39149,2,3,Ohio,Shelby County,3,47982,47595,387,46668,46305,363,981,970,11,204,188,16,553,549,4,12,10,2
39151,2,3,Ohio,Stark County,3,378075,374566,3509,347051,343874,3177,30404,30097,307,2819,2717,102,2718,2696,22,152,145,7
39153,2,3,Ohio,Summit County,3,543552,538744,4808,461273,457244,4029,75940,75261,679,3650,3443,207,9156,9079,77,348,336,12
39155,2,3,Ohio,Trumbull County,3,224943,223159,1784,205438,203923,1515,18993,18776,217,1264,1206,58,1270,1244,26,47,36,11
39157,2,3,Ohio,Tuscarawas County,3,91030,90366,664,89910,89291,619,889,864,25,452,433,19,294,293,1,65,48,17
39159,2,3,Ohio,Union County,3,41202,40895,307,39729,39449,280,1242,1223,19,244,233,11,286,284,2,0,0,0
39161,2,3,Ohio,Van Wert County,3,29633,29179,454,29304,28855,449,313,310,3,56,53,3,73,72,1,0,0,0
39163,2,3,Ohio,Vinton County,3,12810,12749,61,12699,12640,59,48,48,0,146,142,4,11,11,0,0,0,0
39165,2,3,Ohio,Warren County,3,160743,159101,1642,153901,152377,1524,4649,4570,79,747,717,30,2431,2413,18,96,94,2
39167,2,3,Ohio,Washington County,3,63181,62854,327,62119,61813,306,772,759,13,427,423,4,345,344,1,34,28,6
39169,2,3,Ohio,Wayne County,3,111702,110860,842,108935,108170,765,2104,2065,39,521,476,45,926,913,13,8,6,2
39171,2,3,Ohio,Williams County,3,39201,38163,1038,38595,37596,999,341,322,19,209,187,22,229,225,4,0,0,0
39173,2,3,Ohio,Wood County,3,121208,117155,4053,117984,114100,3884,1893,1784,109,726,632,94,1516,1494,22,16,14,2
39175,2,3,Ohio,Wyandot County,3,22910,22577,333,22737,22407,330,53,53,0,40,38,2,137,134,3,0,0,0
39001,2,3,Ohio,Adams County,4,27505,27311,194,27206,27035,171,85,80,5,416,394,22,45,45,0,6,3,3
39003,2,3,Ohio,Allen County,4,108170,106627,1543,93980,92607,1373,14142,13987,155,689,657,32,832,820,12,1,0,1
39005,2,3,Ohio,Ashland County,4,52838,52499,339,52026,51699,327,555,547,8,231,220,11,339,339,0,5,3,2
39007,2,3,Ohio,Ashtabula County,4,102906,100441,2465,98969,96687,2282,3914,3735,179,623,588,35,486,475,11,39,17,22
39009,2,3,Ohio,Athens County,4,63141,62511,630,60112,59541,571,1772,1745,27,595,559,36,1450,1442,8,19,19,0
39011,2,3,Ohio,Auglaize County,4,46707,46377,330,46282,45972,310,255,243,12,271,250,21,247,246,1,4,2,2
39013,2,3,Ohio,Belmont County,4,69582,69319,263,66556,66316,240,2859,2848,11,275,267,8,290,290,0,6,1,5
39015,2,3,Ohio,Brown County,4,42829,42652,177,42249,42096,153,479,469,10,228,214,14,79,77,2,3,0,3
39017,2,3,Ohio,Butler County,4,336931,331731,5200,311865,307074,4791,19764,19486,278,2046,1920,126,6594,6514,80,320,295,25
39019,2,3,Ohio,Carroll County,4,29021,28852,169,28715,28561,154,199,190,9,203,195,8,53,51,2,2,0,2
39021,2,3,Ohio,Champaign County,4,39021,38748,273,37864,37606,258,1106,1103,3,263,254,9,134,133,1,4,0,4
39023,2,3,Ohio,Clark County,4,144041,142309,1732,129779,128243,1536,14003,13860,143,1392,1307,85,1073,1061,12,59,45,14
39025,2,3,Ohio,Clermont County,4,180862,179278,1584,177369,175865,1504,2048,2022,26,1013,956,57,1776,1750,26,44,39,5
39027,2,3,Ohio,Clinton County,4,40973,40694,279,39774,39515,259,1052,1047,5,246,230,16,236,235,1,0,0,0
39029,2,3,Ohio,Columbiana County,4,111644,110300,1344,108639,107417,1222,2743,2675,68,551,499,52,365,353,12,30,9,21
39031,2,3,Ohio,Coshocton County,4,36865,36631,234,36230,36008,222,563,556,7,193,179,14,147,147,0,0,0,0
39033,2,3,Ohio,Crawford County,4,46608,46214,394,46045,45666,379,353,342,11,271,263,8,174,174,0,0,0,0
39035,2,3,Ohio,Cuyahoga County,4,1383352,1335826,47526,962695,922428,40267,396682,389719,6963,8676,7682,994,32002,31226,776,1596,1289,307
39037,2,3,Ohio,Darke County,4,53060,52603,457,52638,52194,444,330,324,6,233,221,12,171,171,0,3,1,2
39039,2,3,Ohio,Defiance County,4,39387,36576,2811,38407,35724,2683,808,714,94,231,189,42,159,151,8,18,1,17
39041,2,3,Ohio,Delaware County,4,118407,117172,1235,112240,111085,1155,3731,3666,65,704,688,16,3008,2995,13,112,112,0
39043,2,3,Ohio,Erie County,4,79382,77657,1725,71892,70317,1575,7566,7439,127,517,454,63,442,434,8,0,0,0
39045,2,3,Ohio,Fairfield County,4,126197,125112,1085,120667,119675,992,4705,4655,50,801,754,47,1205,1195,10,20,11,9
39047,2,3,Ohio,Fayette County,4,28203,27837,366,27392,27074,318,715,668,47,132,121,11,178,177,1,1,1,0
39049,2,3,Ohio,Franklin County,4,1080107,1053894,26213,836026,813222,22804,211962,208884,3078,9815,8862,953,42063,41520,543,1580,1434,146
39051,2,3,Ohio,Fulton County,4,42139,39746,2393,41623,39334,2289,232,173,59,272,223,49,237,227,10,41,7,34
39053,2,3,Ohio,Gallia County,4,31174,30982,192,30085,29904,181,914,905,9,281,278,3,141,141,0,0,0,0
39055,2,3,Ohio,Geauga County,4,91736,91224,512,90099,89611,488,1294,1282,12,253,232,21,566,565,1,24,23,1
39057,2,3,Ohio,Greene County,4,148834,147018,1816,135393,133767,1626,10456,10302,154,1337,1279,58,3956,3936,20,131,130,1
39059,2,3,Ohio,Guernsey County,4,40912,40642,270,40017,39765,252,859,847,12,349,337,12,159,158,1,0,0,0
39061,2,3,Ohio,Hamilton County,4,839431,829780,9651,621602,613576,8026,205097,203728,1369,5246,4788,458,17276,17105,171,683,637,46
39063,2,3,Ohio,Hancock County,4,72052,69822,2230,70080,67925,2155,1097,1024,73,315,295,20,1076,1067,9,0,0,0
39065,2,3,Ohio,Hardin County,4,31707,31466,241,31215,30992,223,327,317,10,208,196,12,177,173,4,0,0,0
39067,2,3,Ohio,Harrison County,4,15790,15733,57,15428,15375,53,418,415,3,18,17,1,21,20,1,1,0,1
39069,2,3,Ohio,Henry County,4,29100,27552,1548,28721,27231,1490,172,161,11,128,81,47,154,147,7,3,0,3
39071,2,3,Ohio,Highland County,4,41295,41070,225,40392,40195,197,742,729,13,268,250,18,175,173,2,5,3,2
39073,2,3,Ohio,Hocking County,4,28367,28244,123,27987,27868,119,299,297,2,268,263,5,69,69,0,0,0,0
39075,2,3,Ohio,Holmes County,4,39789,39486,303,39591,39301,290,197,189,8,98,92,6,42,40,2,6,0,6
39077,2,3,Ohio,Huron County,4,59540,57347,2193,58690,56554,2136,747,705,42,296,272,24,230,223,7,15,1,14
39079,2,3,Ohio,Jackson County,4,32703,32482,221,32324,32127,197,253,252,1,258,233,25,80,79,1,3,1,2
39081,2,3,Ohio,Jefferson County,4,72965,72503,462,68342,67918,424,4428,4416,12,409,391,18,343,337,6,9,3,6
39083,2,3,Ohio,Knox County,4,55432,55051,381,54672,54316,356,529,514,15,364,350,14,265,262,3,5,4,1
39085,2,3,Ohio,Lake County,4,228211,224073,4138,220785,216864,3921,5496,5335,161,909,835,74,2785,2729,56,122,105,17
39087,2,3,Ohio,Lawrence County,4,62108,61741,367,60608,60267,341,1476,1457,19,324,313,11,152,149,3,4,2,2
39089,2,3,Ohio,Licking County,4,147397,146318,1079,142980,141987,993,3685,3630,55,1034,996,38,1203,1191,12,28,25,3
39091,2,3,Ohio,Logan County,4,46019,45681,338,44931,44623,308,1068,1047,21,236,227,9,253,250,3,19,13,6
39093,2,3,Ohio,Lorain County,4,286050,266060,19990,257909,239944,17965,27861,25730,2131,2740,2324,416,2514,2356,158,325,200,125
39095,2,3,Ohio,Lucas County,4,455138,434076,21062,368308,349064,19244,82978,81235,1743,3815,3203,612,7437,7262,175,303,267,36
39097,2,3,Ohio,Madison County,4,40224,39926,298,37321,37054,267,2673,2657,16,211,200,11,303,299,4,8,2,6
39099,2,3,Ohio,Mahoning County,4,255088,247509,7579,211709,205352,6357,42768,41567,1201,1587,1423,164,1767,1731,36,124,94,30
39101,2,3,Ohio,Marion County,4,66155,65373,782,61700,60976,724,4107,4065,42,329,321,8,461,452,9,1,0,1
39103,2,3,Ohio,Medina County,4,154737,153225,1512,151977,150527,1450,1804,1770,34,694,647,47,1351,1339,12,7,3,4
39105,2,3,Ohio,Meigs County,4,23018,22909,109,22753,22648,105,221,221,0,196,191,5,34,34,0,0,0,0
39107,2,3,Ohio,Mercer County,4,40815,40332,483,40511,40057,454,76,75,1,238,213,25,141,137,4,6,0,6
39109,2,3,Ohio,Miami County,4,99269,98532,737,96229,95534,695,2426,2403,23,473,459,14,997,982,15,2,1,1
39111,2,3,Ohio,Monroe County,4,15132,15065,67,15056,14999,57,45,42,3,73,69,4,18,16,2,9,4,5
39113,2,3,Ohio,Montgomery County,4,555485,548471,7014,433363,427340,6023,115780,114904,876,4008,3852,156,9931,9804,127,614,564,50
39115,2,3,Ohio,Morgan County,4,14886,14824,62,14264,14207,57,785,780,5,272,271,1,13,13,0,0,0,0
39117,2,3,Ohio,Morrow County,4,32537,32353,184,32235,32060,175,129,127,2,259,251,8,92,92,0,0,0,0
39119,2,3,Ohio,Muskingum County,4,84796,84358,438,80805,80408,397,4315,4278,37,673,661,12,305,304,1,5,4,1
39121,2,3,Ohio,Noble County,4,13945,13884,61,12962,12903,59,932,930,2,41,41,0,15,15,0,0,0,0
39123,2,3,Ohio,Ottawa County,4,40946,39412,1534,40465,38965,1500,358,328,30,151,143,8,113,111,2,20,12,8
39125,2,3,Ohio,Paulding County,4,20111,19491,620,19792,19210,582,277,245,32,138,129,9,35,34,1,7,0,7
39127,2,3,Ohio,Perry County,4,34313,34154,159,34089,33936,153,134,133,1,238,235,3,45,41,4,17,7,10
39129,2,3,Ohio,Pickaway County,4,52402,52059,343,48887,48573,314,3295,3282,13,433,421,12,171,167,4,14,7,7
39131,2,3,Ohio,Pike County,4,27809,27652,157,27307,27165,142,291,285,6,468,458,10,60,60,0,2,2,0
39133,2,3,Ohio,Portage County,4,153146,152041,1105,146351,145330,1021,5738,5687,51,1027,983,44,1683,1670,13,20,20,0
39135,2,3,Ohio,Preble County,4,42402,42213,189,41992,41824,168,213,212,1,247,235,12,153,145,8,10,0,10
39137,2,3,Ohio,Putnam County,4,34781,33304,1477,34573,33127,1446,110,79,31,82,74,8,86,83,3,0,0,0
39139,2,3,Ohio,Richland County,4,127992,126837,1155,114891,113864,1027,12761,12669,92,910,883,27,915,904,11,69,59,10
39141,2,3,Ohio,Ross County,4,73854,73434,420,68770,68393,377,4890,4869,21,614,585,29,344,340,4,7,2,5
39143,2,3,Ohio,Sandusky County,4,61782,57334,4448,59790,55456,4334,2119,1979,140,239,203,36,250,239,11,6,0,6
39145,2,3,Ohio,Scioto County,4,78500,78002,498,75574,75147,427,2340,2315,25,1117,1066,51,320,317,3,17,8,9
39147,2,3,Ohio,Seneca County,4,58352,56426,1926,56906,55085,1821,1335,1255,80,293,228,65,311,302,9,1,0,1
39149,2,3,Ohio,Shelby County,4,48289,47874,415,46941,46551,390,1034,1023,11,197,182,15,555,551,4,13,10,3
39151,2,3,Ohio,Stark County,4,377538,374080,3458,346562,343436,3126,30390,30093,297,2801,2703,98,2854,2830,24,150,142,8
39153,2,3,Ohio,Summit County,4,545383,540472,4911,462383,458235,4148,76233,75563,670,3602,3404,198,9823,9749,74,365,351,14
39155,2,3,Ohio,Trumbull County,4,224212,222287,1925,204843,203196,1647,18902,18681,221,1249,1192,57,1278,1242,36,45,32,13
39157,2,3,Ohio,Tuscarawas County,4,91211,90526,685,90055,89413,642,914,890,24,467,447,20,302,301,1,68,52,16
39159,2,3,Ohio,Union County,4,42457,42131,326,40877,40578,299,1299,1280,19,242,234,8,358,354,4,1,0,1
39161,2,3,Ohio,Van Wert County,4,29438,28962,476,29090,28621,469,332,325,7,62,57,5,76,76,0,0,0,0
39163,2,3,Ohio,Vinton County,4,13006,12946,60,12897,12839,58,43,43,0,144,141,3,12,12,0,0,0,0
39165,2,3,Ohio,Warren County,4,167175,165365,1810,159387,157705,1682,4900,4815,85,783,751,32,3187,3167,20,136,133,3
39167,2,3,Ohio,Washington County,4,62811,62485,326,61736,61433,303,746,733,13,432,427,5,372,371,1,36,30,6
39169,2,3,Ohio,Wayne County,4,112273,111397,876,109453,108659,794,2095,2058,37,549,498,51,983,972,11,11,9,2
39171,2,3,Ohio,Williams County,4,39106,38047,1059,38476,37462,1014,350,330,20,217,190,27,244,239,5,0,0,0
39173,2,3,Ohio,Wood County,4,122090,118017,4073,118751,114847,3904,1925,1816,109,730,636,94,1615,1592,23,21,17,4
39175,2,3,Ohio,Wyandot County,4,22740,22403,337,22544,22209,335,72,72,0,45,43,2,141,139,2,0,0,0
39001,2,3,Ohio,Adams County,5,27749,27551,198,27436,27264,172,95,86,9,420,395,25,52,52,0,7,4,3
39003,2,3,Ohio,Allen County,5,108113,106546,1567,93847,92456,1391,14207,14049,158,677,644,33,928,910,18,2,0,2
39005,2,3,Ohio,Ashland County,5,53173,52830,343,52367,52038,329,542,533,9,239,228,11,343,342,1,3,3,0
39007,2,3,Ohio,Ashtabula County,5,102985,100409,2576,99092,96697,2395,3916,3740,176,600,567,33,486,473,13,38,15,23
39009,2,3,Ohio,Athens County,5,63708,63077,631,60731,60162,569,1743,1713,30,592,555,37,1452,1443,9,13,13,0
39011,2,3,Ohio,Auglaize County,5,46695,46343,352,46267,45938,329,232,219,13,271,250,21,260,255,5,4,2,2
39013,2,3,Ohio,Belmont County,5,69791,69521,270,66731,66487,244,2909,2896,13,284,273,11,283,280,3,7,0,7
39015,2,3,Ohio,Brown County,5,43403,43255,148,42820,42697,123,470,458,12,237,225,12,97,96,1,4,0,4
39017,2,3,Ohio,Butler County,5,339828,334369,5459,313773,308701,5072,20558,20297,261,2012,1883,129,6961,6883,78,336,313,23
39019,2,3,Ohio,Carroll County,5,29262,29087,175,28950,28791,159,203,195,8,195,188,7,67,64,3,4,0,4
39021,2,3,Ohio,Champaign County,5,39261,38952,309,38083,37794,289,1098,1093,5,251,239,12,180,179,1,7,1,6
39023,2,3,Ohio,Clark County,5,143796,141942,1854,129655,128007,1648,13885,13740,145,1413,1318,95,1111,1098,13,62,47,15
39025,2,3,Ohio,Clermont County,5,183256,181663,1593,179561,178042,1519,2162,2136,26,987,936,51,1909,1891,18,49,45,4
39027,2,3,Ohio,Clinton County,5,41296,40990,306,40107,39821,286,1027,1022,5,263,245,18,256,255,1,0,0,0
39029,2,3,Ohio,Columbiana County,5,111571,110202,1369,108538,107298,1240,2756,2689,67,578,516,62,385,368,17,29,9,20
39031,2,3,Ohio,Coshocton County,5,36963,36722,241,36343,36115,228,540,534,6,199,185,14,146,146,0,0,0,0
39033,2,3,Ohio,Crawford County,5,46357,45969,388,45818,45445,373,334,323,11,251,244,7,180,180,0,0,0,0
39035,2,3,Ohio,Cuyahoga County,5,1373997,1326026,47971,951821,911047,40774,397145,390222,6923,8553,7569,984,33507,32744,763,1601,1305,296
39037,2,3,Ohio,Darke County,5,52939,52472,467,52509,52058,451,318,310,8,227,215,12,187,187,0,4,2,2
39039,2,3,Ohio,Defiance County,5,39208,36381,2827,38217,35514,2703,800,709,91,240,200,40,173,167,6,15,1,14
39041,2,3,Ohio,Delaware County,5,125782,124425,1357,118467,117194,1273,4127,4055,72,776,764,12,3876,3866,10,161,160,1
39043,2,3,Ohio,Erie County,5,78868,77141,1727,71488,69909,1579,7489,7367,122,496,432,64,448,441,7,0,0,0
39045,2,3,Ohio,Fairfield County,5,129098,127891,1207,122498,121388,1110,5759,5704,55,842,791,51,1311,1297,14,21,18,3
39047,2,3,Ohio,Fayette County,5,28130,27773,357,27310,27002,308,738,691,47,138,130,8,166,165,1,1,0,1
39049,2,3,Ohio,Franklin County,5,1084416,1056739,27677,834013,809774,24239,216621,213483,3138,9849,8879,970,44511,43952,559,1624,1459,165
39051,2,3,Ohio,Fulton County,5,42331,39873,2458,41825,39466,2359,217,166,51,264,216,48,241,229,12,39,9,30
39053,2,3,Ohio,Gallia County,5,31324,31130,194,30191,30009,182,928,919,9,286,282,4,176,176,0,0,0,0
39055,2,3,Ohio,Geauga County,5,92617,92111,506,90967,90483,484,1283,1271,12,246,225,21,610,609,1,18,17,1
39057,2,3,Ohio,Greene County,5,150230,148341,1889,136639,134942,1697,10567,10415,152,1335,1281,54,4082,4056,26,135,133,2
39059,2,3,Ohio,Guernsey County,5,41135,40832,303,40218,39932,286,887,872,15,356,347,9,175,175,0,0,0,0
39061,2,3,Ohio,Hamilton County,5,831739,821989,9750,613876,605693,8183,204751,203424,1327,5230,4794,436,17910,17758,152,704,651,53
39063,2,3,Ohio,Hancock County,5,72740,70544,2196,70729,68612,2117,1146,1072,74,345,322,23,1066,1056,10,1,0,1
39065,2,3,Ohio,Hardin County,5,31730,31491,239,31242,31022,220,342,333,9,193,180,13,170,166,4,0,0,0
39067,2,3,Ohio,Harrison County,5,15866,15807,59,15509,15455,54,414,410,4,22,20,2,23,23,0,1,0,1
39069,2,3,Ohio,Henry County,5,29311,27783,1528,28941,27471,1470,149,138,11,137,87,50,168,164,4,4,0,4
39071,2,3,Ohio,Highland County,5,41781,41543,238,40864,40654,210,761,746,15,261,243,18,192,190,2,6,3,3
39073,2,3,Ohio,Hocking County,5,28517,28391,126,28142,28021,121,290,287,3,269,264,5,97,97,0,0,0,0
39075,2,3,Ohio,Holmes County,5,40319,40013,306,40100,39807,293,217,209,8,103,97,6,44,41,3,4,0,4
39077,2,3,Ohio,Huron County,5,59922,57620,2302,59045,56802,2243,743,701,42,323,296,27,251,242,9,14,0,14
39079,2,3,Ohio,Jackson County,5,32998,32757,241,32613,32397,216,261,260,1,251,225,26,85,85,0,4,1,3
39081,2,3,Ohio,Jefferson County,5,72270,71818,452,67678,67264,414,4407,4396,11,411,392,19,348,343,5,10,3,7
39083,2,3,Ohio,Knox County,5,56229,55787,442,55466,55051,415,537,522,15,354,337,17,274,271,3,6,5,1
39085,2,3,Ohio,Lake County,5,228746,224334,4412,221005,216812,4193,5750,5590,160,932,865,67,2901,2848,53,131,112,19
39087,2,3,Ohio,Lawrence County,5,62112,61748,364,60580,60239,341,1497,1480,17,338,329,9,174,171,3,7,2,5
39089,2,3,Ohio,Licking County,5,148680,147569,1111,144161,143134,1027,3732,3677,55,1042,1007,35,1273,1261,12,34,29,5
39091,2,3,Ohio,Logan County,5,46239,45920,319,45137,44848,289,1055,1035,20,243,233,10,293,290,3,19,13,6
39093,2,3,Ohio,Lorain County,5,288075,267773,20302,259695,241410,18285,28168,26024,2144,2768,2355,413,2640,2478,162,331,207,124
39095,2,3,Ohio,Lucas County,5,454628,433085,21543,367451,347751,19700,83291,81514,1777,3851,3222,629,7702,7507,195,309,268,41
39097,2,3,Ohio,Madison County,5,40376,40080,296,37439,37172,267,2692,2676,16,192,183,9,344,340,4,7,3,4
39099,2,3,Ohio,Mahoning County,5,252794,245227,7567,209975,203635,6340,42159,40948,1211,1569,1406,163,1890,1855,35,130,99,31
39101,2,3,Ohio,Marion County,5,66249,65456,793,61772,61036,736,4149,4106,43,321,313,8,457,450,7,2,0,2
39103,2,3,Ohio,Medina County,5,158367,156778,1589,155448,153928,1520,1837,1800,37,709,658,51,1512,1496,16,9,4,5
39105,2,3,Ohio,Meigs County,5,23174,23061,113,22888,22779,109,242,242,0,200,193,7,42,42,0,0,0,0
39107,2,3,Ohio,Mercer County,5,40860,40368,492,40544,40080,464,89,86,3,237,212,25,144,139,5,8,0,8
39109,2,3,Ohio,Miami County,5,99612,98850,762,96531,95812,719,2400,2376,24,512,499,13,1080,1065,15,2,1,1
39111,2,3,Ohio,Monroe County,5,14988,14922,66,14918,14858,60,45,41,4,78,74,4,13,13,0,4,3,1
39113,2,3,Ohio,Montgomery County,5,553081,545984,7097,430708,424585,6123,115834,114972,862,3948,3797,151,10414,10268,146,639,586,53
39115,2,3,Ohio,Morgan County,5,14829,14768,61,14199,14142,57,802,798,4,282,281,1,15,15,0,0,0,0
39117,2,3,Ohio,Morrow County,5,32961,32776,185,32649,32472,177,135,133,2,270,261,9,101,101,0,0,0,0
39119,2,3,Ohio,Muskingum County,5,85185,84754,431,81192,80804,388,4327,4292,35,672,659,13,322,321,1,9,6,3
39121,2,3,Ohio,Noble County,5,13963,13899,64,12975,12913,62,935,933,2,43,43,0,16,16,0,0,0,0
39123,2,3,Ohio,Ottawa County,5,40972,39417,1555,40501,38984,1517,361,333,28,128,118,10,112,111,1,18,10,8
39125,2,3,Ohio,Paulding County,5,19895,19297,598,19599,19035,564,264,230,34,126,119,7,36,35,1,5,0,5
39127,2,3,Ohio,Perry County,5,34580,34413,167,34355,34197,158,142,140,2,228,225,3,51,46,5,23,12,11
39129,2,3,Ohio,Pickaway County,5,51659,51316,343,48718,48405,313,2697,2683,14,432,417,15,197,193,4,13,7,6
39131,2,3,Ohio,Pike County,5,28007,27835,172,27472,27315,157,312,305,7,502,491,11,63,63,0,2,2,0
39133,2,3,Ohio,Portage County,5,153955,152840,1115,146871,145846,1025,5940,5885,55,1001,957,44,1845,1831,14,27,25,2
39135,2,3,Ohio,Preble County,5,42487,42293,194,42087,41914,173,215,214,1,245,229,16,155,148,7,4,0,4
39137,2,3,Ohio,Putnam County,5,34686,33178,1508,34474,33000,1474,112,80,32,86,77,9,85,82,3,2,0,2
39139,2,3,Ohio,Richland County,5,128380,127212,1168,114981,113946,1035,13076,12981,95,899,868,31,950,938,12,72,61,11
39141,2,3,Ohio,Ross County,5,74277,73836,441,69171,68778,393,4892,4865,27,599,571,28,387,383,4,6,1,5
39143,2,3,Ohio,Sandusky County,5,61874,57470,4404,59817,55528,4289,2164,2031,133,275,236,39,273,262,11,6,0,6
39145,2,3,Ohio,Scioto County,5,78061,77547,514,75157,74719,438,2295,2270,25,1120,1062,58,345,343,2,19,11,8
39147,2,3,Ohio,Seneca County,5,57932,55945,1987,56461,54580,1881,1373,1296,77,265,195,70,335,327,8,1,0,1
39149,2,3,Ohio,Shelby County,5,48410,47994,416,47022,46631,391,1045,1035,10,218,202,16,585,582,3,17,14,3
39151,2,3,Ohio,Stark County,5,377629,374187,3442,346485,343366,3119,30532,30251,281,2828,2719,109,3030,3001,29,170,163,7
39153,2,3,Ohio,Summit County,5,546177,541107,5070,462335,458033,4302,76758,76086,672,3574,3375,199,10376,10300,76,376,364,12
39155,2,3,Ohio,Trumbull County,5,223168,221305,1863,203792,202205,1587,18940,18724,216,1248,1193,55,1297,1264,33,45,32,13
39157,2,3,Ohio,Tuscarawas County,5,91599,90871,728,90449,89764,685,907,883,24,480,458,22,311,310,1,62,47,15
39159,2,3,Ohio,Union County,5,42970,42603,367,41351,41013,338,1308,1289,19,239,227,12,400,395,5,1,1,0
39161,2,3,Ohio,Van Wert County,5,29288,28780,508,28924,28425,499,350,340,10,54,47,7,83,83,0,0,0,0
39163,2,3,Ohio,Vinton County,5,13138,13076,62,13030,12970,60,42,42,0,144,141,3,13,13,0,0,0,0
39165,2,3,Ohio,Warren County,5,174523,172523,2000,165947,164086,1861,5115,5022,93,832,799,33,3830,3809,21,168,164,4
39167,2,3,Ohio,Washington County,5,62525,62199,326,61446,61141,305,750,736,14,431,426,5,387,386,1,37,31,6
