stcty,reg,div,stname,ctyname,time,popestimate,popest_male,popest_fem,under5_tot,under5_male,under5_fem,age513_tot,age513_male,age513_fem,age1417_tot,age1417_male,age1417_fem,age1824_tot,age1824_male,age1824_fem,age16plus_tot,age16plus_male,age16plus_fem,age18plus_tot,age18plus_male,age18plus_fem,age1544_tot,age1544_male,age1544_fem,age65plus_tot,age65plus_male,age65plus_fem,age85plus_tot,age85plus_male,age85plus_fem
30049,4,8,Montana,Lewis and Clark County,3,55874,27443,28431,3426,1757,1669,7139,3637,3502,3618,1841,1777,4801,2398,2403,43487,21122,22365,41691,20208,21483,23047,11329,11718,6555,2797,3758,788,249,539
30051,4,8,Montana,Liberty County,3,2149,1059,1090,107,59,48,265,136,129,177,91,86,124,71,53,1692,820,872,1600,773,827,794,390,404,428,187,241,76,31,45
30053,4,8,Montana,Lincoln County,3,18840,9544,9296,938,478,460,2413,1286,1127,1393,719,674,1060,548,512,14796,7399,7397,14096,7061,7035,6598,3262,3336,2877,1407,1470,253,78,175
30055,4,8,Montana,McCone County,3,1965,980,985,106,52,54,262,114,148,116,61,55,112,65,47,1537,784,753,1481,753,728,667,351,316,371,180,191,24,11,13
30057,4,8,Montana,Madison County,3,6870,3478,3392,320,160,160,762,367,395,475,241,234,340,194,146,5552,2836,2716,5313,2710,2603,2417,1240,1177,1181,580,601,142,47,95
30059,4,8,Montana,Meagher County,3,1933,974,959,96,56,40,260,132,128,121,53,68,116,59,57,1519,758,761,1456,733,723,646,322,324,352,165,187,31,11,20
30061,4,8,Montana,Mineral County,3,3884,1998,1886,194,96,98,480,251,229,263,142,121,253,138,115,3075,1574,1501,2947,1509,1438,1434,735,699,548,277,271,44,16,28
30063,4,8,Montana,Missoula County,3,96082,48019,48063,5463,2767,2696,10942,5675,5267,5424,2811,2613,14870,7478,7392,76868,38124,38744,74253,36766,37487,46785,23696,23089,9628,4090,5538,1282,401,881
30065,4,8,Montana,Musselshell County,3,4498,2198,2300,220,110,110,506,233,273,312,161,151,256,138,118,3635,1787,1848,3460,1694,1766,1587,793,794,782,356,426,118,44,74
30067,4,8,Montana,Park County,3,15729,7764,7965,898,440,458,1857,937,920,906,466,440,1036,554,482,12504,6136,6368,12068,5921,6147,6092,3079,3013,2320,969,1351,309,96,213
30069,4,8,Montana,Petroleum County,3,492,258,234,35,19,16,58,29,29,35,19,16,30,16,14,380,199,181,364,191,173,166,87,79,84,45,39,2,0,2
30071,4,8,Montana,Phillips County,3,4556,2281,2275,226,123,103,644,343,301,359,189,170,257,126,131,3525,1730,1795,3327,1626,1701,1630,812,818,807,366,441,126,37,89
30073,4,8,Montana,Pondera County,3,6377,3145,3232,394,195,199,927,476,451,541,268,273,412,227,185,4776,2335,2441,4515,2206,2309,2386,1187,1199,1039,463,576,140,50,90
30075,4,8,Montana,Powder River County,3,1857,916,941,109,55,54,262,136,126,122,59,63,93,47,46,1434,704,730,1364,666,698,622,306,316,342,158,184,45,14,31
30077,4,8,Montana,Powell County,3,7181,4233,2948,322,185,137,772,389,383,418,241,177,560,381,179,5890,3547,2343,5669,3418,2251,3089,2057,1032,1003,448,555,136,42,94
30079,4,8,Montana,Prairie County,3,1188,614,574,50,27,23,102,52,50,73,39,34,53,35,18,998,515,483,963,496,467,350,187,163,285,135,150,48,18,30
30081,4,8,Montana,Ravalli County,3,36339,18044,18295,2074,1089,985,4734,2438,2296,2404,1267,1137,2262,1245,1017,28363,13911,14452,27127,13250,13877,13018,6484,6534,5646,2644,3002,673,231,442
30083,4,8,Montana,Richland County,3,9626,4785,4841,550,299,251,1370,700,670,699,373,326,620,317,303,7360,3607,3753,7007,3413,3594,3738,1885,1853,1492,620,872,185,71,114
30085,4,8,Montana,Roosevelt County,3,10624,5267,5357,849,447,402,1871,985,886,894,440,454,851,428,423,7446,3605,3841,7010,3395,3615,4248,2082,2166,1234,534,700,176,67,109
30087,4,8,Montana,Rosebud County,3,9383,4710,4673,708,355,353,1582,807,775,812,421,391,690,348,342,6669,3331,3338,6281,3127,3154,3692,1804,1888,837,407,430,89,30,59
30089,4,8,Montana,Sanders County,3,10253,5186,5067,482,258,224,1208,639,569,731,359,372,567,294,273,8175,4100,4075,7832,3930,3902,3349,1653,1696,1735,845,890,182,54,128
30091,4,8,Montana,Sheridan County,3,4081,2024,2057,179,111,68,453,228,225,288,132,156,198,113,85,3324,1622,1702,3161,1553,1608,1341,675,666,956,419,537,158,53,105
30093,4,8,Montana,Silver Bow County,3,34526,17070,17456,1978,994,984,4184,2146,2038,1928,956,972,3359,1852,1507,27376,13442,13934,26436,12974,13462,13962,7203,6759,5541,2247,3294,782,215,567
30095,4,8,Montana,Stillwater County,3,8225,4199,4026,442,224,218,1060,559,501,548,283,265,475,254,221,6466,3279,3187,6175,3133,3042,3097,1585,1512,1188,549,639,151,57,94
30097,4,8,Montana,Sweet Grass County,3,3636,1808,1828,213,109,104,485,254,231,230,107,123,195,110,85,2819,1380,1439,2708,1338,1370,1273,633,640,631,275,356,115,42,73
30099,4,8,Montana,Teton County,3,6438,3167,3271,394,205,189,885,413,472,464,254,210,395,216,179,4922,2427,2495,4695,2295,2400,2331,1196,1135,1077,485,592,159,54,105
30101,4,8,Montana,Toole County,3,5257,2713,2544,277,149,128,687,351,336,361,175,186,358,212,146,4126,2124,2002,3932,2038,1894,2123,1129,994,829,358,471,106,25,81
30103,4,8,Montana,Treasure County,3,854,437,417,46,24,22,118,69,49,71,30,41,43,27,16,651,326,325,619,314,305,291,149,142,143,60,83,20,3,17
30105,4,8,Montana,Valley County,3,7637,3775,3862,414,210,204,956,503,453,517,265,252,462,252,210,6024,2937,3087,5750,2797,2953,2713,1346,1367,1457,654,803,183,63,120
30107,4,8,Montana,Wheatland County,3,2250,1111,1139,135,71,64,309,146,163,157,75,82,144,70,74,1726,856,870,1649,819,830,761,372,389,429,195,234,62,28,34
30109,4,8,Montana,Wibaux County,3,1073,512,561,56,26,30,139,63,76,81,44,37,63,27,36,839,408,431,797,379,418,367,186,181,232,95,137,44,12,32
30111,4,8,Montana,Yellowstone County,3,129554,63220,66334,8561,4418,4143,16600,8649,7951,7706,3873,3833,12146,5867,6279,100526,48213,52313,96687,46280,50407,54835,26982,27853,17296,7178,10118,2260,684,1576
30001,4,8,Montana,Beaverhead County,4,9082,4654,4428,466,238,228,1052,555,497,584,332,252,1173,613,560,7320,3711,3609,6980,3529,3451,3806,1975,1831,1266,601,665,213,76,137
30003,4,8,Montana,Big Horn County,4,12802,6327,6475,1150,606,544,2206,1156,1050,1021,519,502,1230,625,605,8965,4317,4648,8425,4046,4379,5359,2635,2724,1096,463,633,140,40,100
30005,4,8,Montana,Blaine County,4,6822,3377,3445,540,268,272,1043,511,532,531,273,258,608,341,267,4987,2468,2519,4708,2325,2383,2657,1360,1297,889,408,481,120,47,73
30007,4,8,Montana,Broadwater County,4,4401,2245,2156,201,103,98,536,257,279,277,155,122,289,161,128,3521,1802,1719,3387,1730,1657,1617,836,781,747,358,389,92,31,61
30009,4,8,Montana,Carbon County,4,9658,4845,4813,447,242,205,1129,592,537,595,311,284,690,362,328,7782,3851,3931,7487,3700,3787,3569,1789,1780,1590,750,840,234,84,150
30011,4,8,Montana,Carter County,4,1359,658,701,48,19,29,168,72,96,113,63,50,83,46,37,1087,538,549,1030,504,526,504,261,243,243,108,135,39,10,29
30013,4,8,Montana,Cascade County,4,79678,39396,40282,5091,2641,2450,10119,5134,4985,4731,2405,2326,7659,4026,3633,62159,30449,31710,59737,29216,30521,33088,16912,16176,11378,4853,6525,1506,460,1046
30015,4,8,Montana,Chouteau County,4,5770,2903,2867,317,168,149,827,438,389,388,192,196,423,230,193,4441,2201,2240,4238,2105,2133,2049,1027,1022,1028,461,567,137,57,80
30017,4,8,Montana,Custer County,4,11456,5617,5839,649,358,291,1342,688,654,755,421,334,1033,501,532,9113,4377,4736,8710,4150,4560,4431,2198,2233,1993,851,1142,281,98,183
30019,4,8,Montana,Daniels County,4,2022,993,1029,77,39,38,196,103,93,135,59,76,117,63,54,1686,824,862,1614,792,822,611,301,310,483,224,259,69,21,48
30021,4,8,Montana,Dawson County,4,8917,4440,4477,453,226,227,955,444,511,535,268,267,847,463,384,7251,3636,3615,6974,3502,3472,3353,1742,1611,1606,714,892,242,91,151
30023,4,8,Montana,Deer Lodge County,4,9203,4597,4606,406,213,193,986,515,471,571,289,282,802,446,356,7544,3737,3807,7240,3580,3660,3374,1728,1646,1721,710,1011,235,68,167
30025,4,8,Montana,Fallon County,4,2755,1394,1361,122,65,57,325,173,152,205,117,88,196,103,93,2216,1105,1111,2103,1039,1064,1023,537,486,516,235,281,68,23,45
30027,4,8,Montana,Fergus County,4,11750,5719,6031,563,287,276,1367,680,687,788,386,402,816,449,367,9460,4575,4885,9032,4366,4666,4065,2060,2005,2341,962,1379,380,108,272
30029,4,8,Montana,Flathead County,4,76082,37699,38383,4417,2236,2181,9474,4810,4664,4840,2533,2307,6330,3198,3132,59903,29463,30440,57351,28120,29231,30278,15149,15129,9966,4480,5486,1209,394,815
30031,4,8,Montana,Gallatin County,4,69870,36327,33543,3918,2020,1898,7315,3775,3540,3477,1818,1659,12632,6958,5674,56910,29635,27275,55160,28714,26446,36616,19626,16990,5941,2606,3335,777,227,550
30033,4,8,Montana,Garfield County,4,1260,649,611,79,45,34,139,76,63,72,38,34,103,58,45,1011,512,499,970,490,480,444,233,211,247,107,140,38,13,25
30035,4,8,Montana,Glacier County,4,13109,6497,6612,1060,558,502,2161,1079,1082,1140,597,543,1293,675,618,9317,4554,4763,8748,4263,4485,5610,2780,2830,1261,569,692,136,52,84
30037,4,8,Montana,Golden Valley County,4,1015,522,493,64,36,28,133,73,60,76,38,38,70,35,35,783,395,388,742,375,367,347,175,172,170,85,85,15,8,7
30039,4,8,Montana,Granite County,4,2873,1468,1405,135,56,79,316,179,137,207,108,99,204,110,94,2320,1178,1142,2215,1125,1090,1020,511,509,448,212,236,48,17,31
30041,4,8,Montana,Hill County,4,16521,8260,8261,1185,624,561,2184,1112,1072,1107,587,520,2029,1084,945,12606,6248,6358,12045,5937,6108,7023,3606,3417,2106,853,1253,271,77,194
30043,4,8,Montana,Jefferson County,4,10214,5112,5102,477,248,229,1389,697,692,799,389,410,698,371,327,7940,3975,3965,7549,3778,3771,3935,1939,1996,1063,521,542,122,41,81
30045,4,8,Montana,Judith Basin County,4,2256,1173,1083,99,57,42,298,146,152,157,95,62,132,72,60,1792,933,859,1702,875,827,760,401,359,377,179,198,55,23,32
30047,4,8,Montana,Lake County,4,26935,13235,13700,1756,902,854,3543,1822,1721,1922,995,927,2397,1226,1171,20707,10025,10682,19714,9516,10198,10341,5055,5286,3945,1844,2101,478,179,299
30049,4,8,Montana,Lewis and Clark County,4,56261,27634,28627,3287,1681,1606,6901,3535,3366,3495,1738,1757,5167,2583,2584,44379,21582,22797,42578,20680,21898,23017,11335,11682,6673,2878,3795,802,254,548
30051,4,8,Montana,Liberty County,4,2103,1038,1065,95,46,49,233,121,112,162,85,77,151,85,66,1700,827,873,1613,786,827,757,375,382,430,189,241,73,30,43
30053,4,8,Montana,Lincoln County,4,18709,9474,9235,888,450,438,2259,1194,1065,1333,710,623,1230,628,602,14908,7475,7433,14229,7120,7109,6561,3274,3287,2943,1450,1493,272,98,174
30055,4,8,Montana,McCone County,4,1901,952,949,92,46,46,238,107,131,122,59,63,109,62,47,1502,771,731,1449,740,709,615,320,295,366,182,184,31,15,16
30057,4,8,Montana,Madison County,4,6896,3487,3409,296,149,147,719,344,375,446,223,223,411,230,181,5685,2898,2787,5435,2771,2664,2432,1243,1189,1191,585,606,137,44,93
30059,4,8,Montana,Meagher County,4,1952,971,981,88,50,38,246,123,123,109,54,55,141,65,76,1565,770,795,1509,744,765,653,314,339,357,167,190,28,9,19
30061,4,8,Montana,Mineral County,4,3849,1983,1866,188,96,92,441,233,208,249,134,115,274,149,125,3103,1599,1504,2971,1520,1451,1406,726,680,582,296,286,43,15,28
30063,4,8,Montana,Missoula County,4,96710,48357,48353,5279,2717,2562,10616,5526,5090,5329,2730,2599,14574,7271,7303,78163,38753,39410,75486,37384,38102,46821,23707,23114,9749,4172,5577,1343,422,921
30065,4,8,Montana,Musselshell County,4,4445,2176,2269,208,100,108,478,225,253,290,152,138,293,158,135,3638,1787,1851,3469,1699,1770,1539,763,776,773,354,419,124,42,82
30067,4,8,Montana,Park County,4,15746,7767,7979,886,441,445,1742,874,868,915,473,442,1103,576,527,12657,6214,6443,12203,5979,6224,6061,3067,2994,2324,964,1360,332,108,224
30069,4,8,Montana,Petroleum County,4,479,250,229,31,18,13,63,30,33,24,13,11,37,18,19,371,195,176,361,189,172,167,88,79,79,42,37,5,1,4
30071,4,8,Montana,Phillips County,4,4446,2225,2221,200,100,100,603,321,282,331,182,149,292,149,143,3488,1714,1774,3312,1622,1690,1581,794,787,819,376,443,128,36,92
30073,4,8,Montana,Pondera County,4,6356,3132,3224,370,189,181,873,442,431,548,274,274,465,254,211,4838,2359,2479,4565,2227,2338,2395,1195,1200,1032,451,581,145,50,95
30075,4,8,Montana,Powder River County,4,1813,888,925,93,44,49,239,125,114,109,54,55,105,54,51,1428,693,735,1372,665,707,606,294,312,336,152,184,39,8,31
30077,4,8,Montana,Powell County,4,7056,4163,2893,281,158,123,715,363,352,415,247,168,586,393,193,5858,3534,2324,5645,3395,2250,3035,2026,1009,1008,454,554,140,42,98
30079,4,8,Montana,Prairie County,4,1214,616,598,49,26,23,103,52,51,60,29,31,70,43,27,1044,530,514,1002,509,493,364,189,175,285,129,156,52,18,34
30081,4,8,Montana,Ravalli County,4,36928,18332,18596,2006,1052,954,4581,2349,2232,2393,1267,1126,2677,1455,1222,29210,14333,14877,27948,13664,14284,13385,6657,6728,5759,2709,3050,696,256,440
30083,4,8,Montana,Richland County,4,9438,4699,4739,524,285,239,1233,640,593,712,373,339,647,333,314,7344,3605,3739,6969,3401,3568,3567,1802,1765,1482,614,868,205,71,134
30085,4,8,Montana,Roosevelt County,4,10573,5260,5313,856,453,403,1770,928,842,902,464,438,902,447,455,7487,3641,3846,7045,3415,3630,4197,2083,2114,1213,517,696,181,68,113
30087,4,8,Montana,Rosebud County,4,9264,4644,4620,695,328,367,1476,761,715,791,411,380,727,381,346,6696,3348,3348,6302,3144,3158,3631,1794,1837,844,414,430,89,31,58
30089,4,8,Montana,Sanders County,4,10454,5257,5197,481,252,229,1120,584,536,752,369,383,699,367,332,8466,4231,4235,8101,4052,4049,3494,1718,1776,1807,879,928,200,60,140
30091,4,8,Montana,Sheridan County,4,3944,1952,1992,144,87,57,416,215,201,270,132,138,225,118,107,3262,1585,1677,3114,1518,1596,1238,621,617,948,408,540,163,50,113
30093,4,8,Montana,Silver Bow County,4,33769,16726,17043,1847,929,918,3970,2041,1929,1845,920,925,3302,1825,1477,27043,13294,13749,26107,12836,13271,13486,6962,6524,5488,2247,3241,825,241,584
30095,4,8,Montana,Stillwater County,4,8374,4259,4115,428,222,206,1029,529,500,541,285,256,597,309,288,6649,3359,3290,6376,3223,3153,3211,1639,1572,1192,552,640,156,53,103
30097,4,8,Montana,Sweet Grass County,4,3605,1797,1808,188,96,92,470,248,222,230,116,114,200,99,101,2829,1393,1436,2717,1337,1380,1255,628,627,621,274,347,107,37,70
30099,4,8,Montana,Teton County,4,6409,3160,3249,360,179,181,832,396,436,472,250,222,456,254,202,4996,2467,2529,4745,2335,2410,2324,1193,1131,1092,490,602,172,57,115
30101,4,8,Montana,Toole County,4,5392,2827,2565,280,150,130,649,333,316,362,182,180,449,266,183,4283,2243,2040,4101,2162,1939,2228,1229,999,812,351,461,122,34,88
30103,4,8,Montana,Treasure County,4,820,423,397,38,20,18,106,62,44,67,32,35,59,32,27,639,322,317,609,309,300,292,148,144,144,63,81,20,5,15
30105,4,8,Montana,Valley County,4,7535,3733,3802,401,207,194,913,475,438,482,250,232,527,289,238,6000,2927,3073,5739,2801,2938,2682,1347,1335,1472,667,805,176,61,115
30107,4,8,Montana,Wheatland County,4,2156,1072,1084,118,60,58,285,135,150,172,92,80,137,65,72,1672,831,841,1581,785,796,717,363,354,424,188,236,70,30,40
30109,4,8,Montana,Wibaux County,4,1019,491,528,44,22,22,120,53,67,77,35,42,62,32,30,818,403,415,778,381,397,344,168,176,228,97,131,42,14,28
30111,4,8,Montana,Yellowstone County,4,130530,63648,66882,8322,4300,4022,16124,8362,7762,7627,3911,3716,12451,6031,6420,102283,49004,53279,98457,47075,51382,54892,26994,27898,17638,7316,10322,2426,753,1673
30001,4,8,Montana,Beaverhead County,5,8984,4589,4395,492,253,239,990,519,471,572,322,250,1158,599,559,7259,3679,3580,6930,3495,3435,3658,1905,1753,1289,612,677,204,71,133
30003,4,8,Montana,Big Horn County,5,12814,6331,6483,1197,640,557,2164,1125,1039,1007,514,493,1295,659,636,8933,4301,4632,8446,4052,4394,5290,2590,2700,1118,472,646,138,41,97
30005,4,8,Montana,Blaine County,5,6830,3383,3447,531,276,255,1047,508,539,517,259,258,682,373,309,4997,2478,2519,4735,2340,2395,2670,1354,1316,868,402,466,113,46,67
30007,4,8,Montana,Broadwater County,5,4399,2234,2165,186,92,94,532,263,269,280,152,128,306,167,139,3548,1817,1731,3401,1727,1674,1592,819,773,792,374,418,98,30,68
30009,4,8,Montana,Carbon County,5,9721,4872,4849,446,240,206,1103,579,524,588,314,274,744,382,362,7872,3895,3977,7584,3739,3845,3557,1791,1766,1582,743,839,239,88,151
30011,4,8,Montana,Carter County,5,1355,654,701,45,18,27,157,66,91,113,59,54,103,58,45,1099,544,555,1040,511,529,504,259,245,245,108,137,35,6,29
30013,4,8,Montana,Cascade County,5,79597,39368,40229,5115,2640,2475,9976,5119,4857,4685,2348,2337,7863,4158,3705,62181,30470,31711,59821,29261,30560,32643,16706,15937,11491,4909,6582,1575,480,1095
30015,4,8,Montana,Chouteau County,5,5639,2828,2811,282,145,137,789,413,376,399,208,191,434,234,200,4364,2157,2207,4169,2062,2107,1929,952,977,1034,468,566,138,62,76
30017,4,8,Montana,Custer County,5,11428,5613,5815,664,375,289,1325,687,638,719,401,318,1105,543,562,9111,4377,4734,8720,4150,4570,4335,2172,2163,1970,829,1141,297,103,194
30019,4,8,Montana,Daniels County,5,1949,969,980,72,35,37,190,101,89,111,47,64,128,70,58,1641,811,830,1576,786,790,566,286,280,474,224,250,78,27,51
30021,4,8,Montana,Dawson County,5,8739,4334,4405,457,221,236,896,424,472,519,256,263,867,471,396,7133,3561,3572,6867,3433,3434,3202,1673,1529,1603,707,896,252,93,159
30023,4,8,Montana,Deer Lodge County,5,9074,4526,4548,414,219,195,934,483,451,547,276,271,844,469,375,7465,3690,3775,7179,3548,3631,3272,1672,1600,1701,710,991,247,73,174
30025,4,8,Montana,Fallon County,5,2723,1374,1349,122,68,54,306,163,143,192,105,87,223,121,102,2210,1095,1115,2103,1038,1065,997,523,474,513,222,291,74,24,50
30027,4,8,Montana,Fergus County,5,11664,5691,5973,560,300,260,1313,652,661,744,363,381,910,480,430,9434,4563,4871,9047,4376,4671,4014,2036,1978,2341,970,1371,382,116,266
30029,4,8,Montana,Flathead County,5,77441,38372,39069,4564,2303,2261,9381,4765,4616,4858,2504,2354,6887,3509,3378,61141,30104,31037,58638,28800,29838,30405,15227,15178,10225,4607,5618,1266,412,854
30031,4,8,Montana,Gallatin County,5,71171,36978,34193,3992,2089,1903,7479,3799,3680,3494,1864,1630,11936,6488,5448,57947,30167,27780,56206,29226,26980,36673,19645,17028,6126,2696,3430,824,248,576
30033,4,8,Montana,Garfield County,5,1236,644,592,71,41,30,133,73,60,68,36,32,107,61,46,998,513,485,964,494,470,415,219,196,244,107,137,38,12,26
30035,4,8,Montana,Glacier County,5,13182,6524,6658,1100,574,526,2098,1062,1036,1158,593,565,1415,737,678,9433,4611,4822,8826,4295,4531,5608,2779,2829,1280,572,708,145,56,89
30037,4,8,Montana,Golden Valley County,5,1074,555,519,75,44,31,138,74,64,74,38,36,97,51,46,828,419,409,787,399,388,391,198,193,160,82,78,16,9,7
30039,4,8,Montana,Granite County,5,2873,1467,1406,119,43,76,312,173,139,218,113,105,209,114,95,2338,1189,1149,2224,1138,1086,1032,527,505,458,217,241,47,16,31
30041,4,8,Montana,Hill County,5,16343,8168,8175,1232,647,585,2114,1082,1032,1070,545,525,1999,1093,906,12459,6177,6282,11927,5894,6033,6771,3493,3278,2126,862,1264,276,79,197
30043,4,8,Montana,Jefferson County,5,10389,5188,5201,494,242,252,1316,674,642,809,391,418,839,439,400,8191,4091,4100,7770,3881,3889,3995,1979,2016,1067,531,536,122,43,79
30045,4,8,Montana,Judith Basin County,5,2245,1164,1081,83,43,40,298,152,146,142,80,62,159,92,67,1795,934,861,1722,889,833,744,389,355,387,186,201,62,25,37
30047,4,8,Montana,Lake County,5,26984,13238,13746,1764,913,851,3469,1771,1698,1908,991,917,2552,1301,1251,20865,10087,10778,19843,9563,10280,10300,5076,5224,3934,1842,2092,478,185,293
30049,4,8,Montana,Lewis and Clark County,5,56474,27760,28714,3280,1683,1597,6780,3474,3306,3483,1747,1736,5382,2686,2696,44747,21770,22977,42931,20856,22075,22688,11174,11514,6795,2973,3822,839,267,572
30051,4,8,Montana,Liberty County,5,2028,1004,1024,91,48,43,227,114,113,146,77,69,152,87,65,1645,806,839,1564,765,799,694,350,344,436,193,243,71,29,42
30053,4,8,Montana,Lincoln County,5,18722,9498,9224,906,457,449,2158,1139,1019,1283,708,575,1418,717,701,15058,7568,7490,14375,7194,7181,6478,3252,3226,3024,1501,1523,295,111,184
30055,4,8,Montana,McCone County,5,1848,928,920,94,53,41,221,97,124,117,53,64,116,69,47,1471,752,719,1416,725,691,591,303,288,359,175,184,32,13,19
30057,4,8,Montana,Madison County,5,6961,3514,3447,307,148,159,708,345,363,424,209,215,483,264,219,5762,2930,2832,5522,2812,2710,2460,1253,1207,1205,596,609,131,44,87
30059,4,8,Montana,Meagher County,5,1933,962,971,93,52,41,230,116,114,113,56,57,145,69,76,1552,764,788,1497,738,759,641,316,325,359,164,195,37,15,22
30061,4,8,Montana,Mineral County,5,3820,1969,1851,177,87,90,410,218,192,255,136,119,295,163,132,3108,1601,1507,2978,1528,1450,1388,714,674,611,313,298,46,15,31
30063,4,8,Montana,Missoula County,5,97882,48970,48912,5402,2825,2577,10632,5497,5135,5405,2775,2630,13941,6936,7005,79269,39329,39940,76443,37873,38570,46782,23709,23073,9858,4260,5598,1397,440,957
30065,4,8,Montana,Musselshell County,5,4459,2184,2275,222,112,110,456,214,242,260,126,134,350,192,158,3656,1798,1858,3521,1732,1789,1517,750,767,767,351,416,114,41,73
30067,4,8,Montana,Park County,5,15873,7848,8025,882,450,432,1768,883,885,904,478,426,1187,621,566,12786,6285,6501,12319,6037,6282,6040,3047,2993,2332,965,1367,344,110,234
30069,4,8,Montana,Petroleum County,5,488,256,232,29,14,15,61,33,28,29,15,14,40,19,21,388,205,183,369,194,175,169,91,78,79,43,36,5,1,4
30071,4,8,Montana,Phillips County,5,4362,2182,2180,197,98,99,580,316,264,295,155,140,349,180,169,3444,1691,1753,3290,1613,1677,1514,769,745,816,377,439,147,41,106
30073,4,8,Montana,Pondera County,5,6256,3081,3175,354,184,170,838,415,423,499,257,242,536,284,252,4841,2363,2478,4565,2225,2340,2341,1166,1175,1030,454,576,151,53,98
30075,4,8,Montana,Powder River County,5,1831,896,935,94,46,48,234,119,115,112,55,57,125,64,61,1443,697,746,1391,676,715,617,304,313,337,145,192,38,5,33
30077,4,8,Montana,Powell County,5,7036,4158,2878,288,151,137,676,345,331,410,245,165,645,434,211,5872,3544,2328,5662,3417,2245,3028,2024,1004,1028,466,562,146,51,95
30079,4,8,Montana,Prairie County,5,1186,603,583,48,25,23,97,47,50,60,34,26,76,46,30,1019,517,502,981,497,484,344,182,162,281,127,154,57,22,35
30081,4,8,Montana,Ravalli County,5,37730,18752,18978,2037,1077,960,4528,2318,2210,2432,1274,1158,3094,1662,1432,29996,14742,15254,28733,14083,14650,13742,6891,6851,5865,2774,3091,721,274,447
30083,4,8,Montana,Richland County,5,9263,4604,4659,508,282,226,1179,617,562,667,329,338,712,380,332,7249,3550,3699,6909,3376,3533,3434,1727,1707,1476,614,862,210,69,141
30085,4,8,Montana,Roosevelt County,5,10428,5172,5256,905,476,429,1702,880,822,882,466,416,992,489,503,7382,3575,3807,6939,3350,3589,4078,2017,2061,1191,494,697,173,62,111
30087,4,8,Montana,Rosebud County,5,9268,4622,4646,698,330,368,1427,715,712,800,413,387,809,420,389,6757,3378,3379,6343,3164,3179,3571,1759,1812,882,438,444,98,39,59
30089,4,8,Montana,Sanders County,5,10432,5241,5191,509,266,243,1071,554,517,731,380,351,783,400,383,8507,4230,4277,8121,4041,4080,3485,1734,1751,1846,897,949,199,63,136
30091,4,8,Montana,Sheridan County,5,3803,1881,1922,124,75,49,381,203,178,243,121,122,262,134,128,3178,1544,1634,3055,1482,1573,1141,576,565,942,402,540,160,47,113
30093,4,8,Montana,Silver Bow County,5,33447,16559,16888,1821,931,890,3886,1975,1911,1844,922,922,3285,1799,1486,26839,13192,13647,25896,12731,13165,13088,6764,6324,5452,2230,3222,849,251,598
30095,4,8,Montana,Stillwater County,5,8451,4297,4154,430,220,210,1019,522,497,522,283,239,682,355,327,6741,3410,3331,6480,3272,3208,3172,1625,1547,1204,562,642,164,53,111
30097,4,8,Montana,Sweet Grass County,5,3607,1805,1802,202,108,94,452,238,214,236,124,112,230,110,120,2835,1400,1435,2717,1335,1382,1245,625,620,605,270,335,106,35,71
30099,4,8,Montana,Teton County,5,6325,3117,3208,338,175,163,813,389,424,451,225,226,495,275,220,4957,2449,2508,4723,2328,2395,2273,1159,1114,1092,497,595,187,58,129
30101,4,8,Montana,Toole County,5,5424,2856,2568,296,158,138,624,328,296,342,176,166,474,269,205,4332,2284,2048,4162,2194,1968,2230,1233,997,807,349,458,128,37,91
30103,4,8,Montana,Treasure County,5,777,398,379,26,17,9,102,56,46,64,32,32,55,29,26,621,309,312,585,293,292,265,137,128,138,57,81,23,6,17
30105,4,8,Montana,Valley County,5,7416,3679,3737,414,209,205,857,447,410,459,245,214,578,311,267,5923,2900,3023,5686,2778,2908,2539,1279,1260,1480,668,812,170,55,115
30107,4,8,Montana,Wheatland County,5,2159,1074,1085,126,61,65,266,130,136,167,87,80,150,72,78,1685,841,844,1600,796,804,704,358,346,422,192,230,79,33,46
30109,4,8,Montana,Wibaux County,5,995,480,515,39,19,20,114,52,62,68,26,42,76,39,37,809,396,413,774,383,391,343,163,180,217,95,122,39,12,27
30111,4,8,Montana,Yellowstone County,5,131835,64324,67511,8408,4358,4050,16260,8409,7851,7643,3937,3706,12765,6214,6551,103393,49554,53839,99524,47620,51904,54796,27081,27715,17821,7364,10457,2538,806,1732
30001,4,8,Montana,Beaverhead County,6,8919,4549,4370,474,224,250,953,511,442,569,327,242,1141,589,552,7242,3686,3556,6923,3487,3436,3565,1861,1704,1315,630,685,217,73,144
30003,4,8,Montana,Big Horn County,6,12894,6365,6529,1220,656,564,2144,1110,1034,997,516,481,1371,701,670,9013,4330,4683,8533,4083,4450,5269,2591,2678,1112,466,646,134,27,107
30005,4,8,Montana,Blaine County,6,6729,3322,3407,515,266,249,1001,487,514,512,257,255,726,392,334,4956,2445,2511,4701,2312,2389,2634,1332,1302,843,394,449,97,42,55
30007,4,8,Montana,Broadwater County,6,4430,2252,2178,167,74,93,520,261,259,259,135,124,356,199,157,3627,1866,1761,3484,1782,1702,1586,809,777,833,394,439,109,34,75
30009,4,8,Montana,Carbon County,6,9770,4905,4865,445,241,204,1065,565,500,585,304,281,819,430,389,7986,3960,4026,7675,3795,3880,3557,1792,1765,1576,745,831,250,97,153
