Table 1: Carrier Detail by Airport,,,,,,,,,,
"Summarized information by airport, for all O&D markets with an average of ten or more passengers each day",,,,,,,,,,
Carriers with less than 1% market share are not shown.,,,,,,,,,,
Carrier '99' signifies interline traffic.  Please see accompanying documentation for definitions and assumptions.,,,,,,,,,,

Date,Origin,Carrier,Zero-Passengers,Total Passengers,Average Fare,Revenue,RPMs,Avg Nonstop Distance,Passenger Mkt Share,Apt Size
2002,LAX,99,113180,690940,$223,153753053.3,1333603931,1944.843764,0.025096773,L
2002,LAX,AA,569800,4723530,$207,976783993.6,8619232231,1783.28477,0.171571133,L
2002,LAX,AS,44160,1020230,$138,140301701.7,1014692006,970.8197759,0.037057458,L
2002,LAX,CO,129180,1288920,$218,280420038.6,2795538766,2084.792322,0.046816992,L
2002,LAX,DL,358950,2660460,$191,509277773.5,5157447523,1858.016471,0.096634961,L
2002,LAX,HA,47130,454590,$201,91207922.9,1145767872,2485.611188,0.016511914,L
2002,LAX,HP,19350,1233890,$123,151458612,1577529961,1251.288794,0.044818156,L
2002,LAX,NW,139700,1289990,$188,242000364.1,2515029686,1855.364266,0.046855857,L
2002,LAX,TZ,6320,768830,$159,122381296.8,1696728018,2177.075218,0.027925944,L
2002,LAX,UA,507080,5368840,$204,1095832328,8806136159,1601.219696,0.195010503,L
2002,LAX,US,145120,1042310,$186,194024127.6,2526851181,2297.747129,0.037859463,L
2002,LAX,WN,602740,6040100,$91,548739347.8,4334370200,710.811523,0.219392446,L
2002,LAX,Total,2714810,27531030,$169,4647227375,42987005198,1520.174266,1,L
2002,LGA,99,52860,458420,$202,92619498.7,586605251.7,1297.547402,0.024706515,L
2002,LGA,AA,304840,3689400,$185,681784224.2,4186225810,1104.279558,0.198839965,L
2002,LGA,CO,47070,619010,$251,155308585.6,812341669.6,1242.860245,0.033361502,L
2002,LGA,DL,279950,5246680,$139,728480265.2,4153984200,757.4567098,0.282769467,L
2002,LGA,FL,6510,469160,$119,55967342.9,407265239.4,790.3992455,0.025285347,L
2002,LGA,NK,0,998290,$117,117263029.9,1017631300,1018.394735,0.053802773,L
2002,LGA,NW,90680,1137870,$195,222268782.9,1212360116,1011.687214,0.061325427,L
2002,LGA,TZ,3860,546060,$138,75409683.8,675035463.6,1211.411878,0.029429867,L
2002,LGA,UA,98830,1284550,$213,272991478,1704815417,1283.639477,0.069230736,L
2002,LGA,US,139210,3530220,$138,488214881.7,1934391783,528.5899576,0.19026097,L
2002,LGA,YX,15870,253880,$184,46699546,238395326.8,931.1856783,0.013682846,L
2002,LGA,Total,1047120,18554620,$161,2985131859,17368546530,905.1145073,1,L
2002,MCI,99,9510,105610,$175,18482714.1,127265918.7,1149.131238,0.012737187,M
2002,MCI,AA,52580,1271730,$130,164861696.1,1142735724,791.192588,0.15337811,M
2002,MCI,CO,15970,348920,$175,61169538,368553241.8,926.3085521,0.042081802,M
2002,MCI,DL,49090,960710,$148,142398194.5,1010633438,955.0955751,0.115867271,M
2002,MCI,F9,2310,168520,$138,23263092.8,140884461,821.0863399,0.020324502,M
2002,MCI,HP,8160,239790,$134,32017730.1,313175324.6,1200.250803,0.028920083,M
2002,MCI,NJ,1850,478590,$109,52308868.9,413841573.5,864.213335,0.057720766,M
2002,MCI,NW,25150,681710,$176,120226839.4,628327836.5,781.6149096,0.082218232,M
2002,MCI,UA,32290,634750,$148,93640017.9,600228754.3,899.4245136,0.07655458,M
2002,MCI,US,27320,432250,$160,69231246.3,464531446.9,979.0312319,0.05213189,M
2002,MCI,WN,280520,2486590,$109,271843388.3,2165533760,852.6290583,0.299897364,M
2002,MCI,YX,11570,449550,$172,77355718.6,396532450,871.3872539,0.054218371,M
2002,MCI,Total,516690,8291470,$136,1130763775,7800549365,877.1163256,1,M
2002,MCO,99,29760,233440,$159,37116055.5,329535363.9,1393.848998,0.011121465,L
2002,MCO,AA,174640,2225700,$141,314720074.2,2937942272,1254.266186,0.106036006,L
2002,MCO,B6,1230,528250,$121,63743990.5,520954984.2,967.1980691,0.025166698,L
2002,MCO,CO,74560,1283330,$145,185981233.6,1511046982,1116.650737,0.06113995,L
2002,MCO,DL,300900,5236470,$130,678978059.4,5729236808,1040.209074,0.249474036,L
2002,MCO,FL,12670,1042300,$117,121945755.6,885139035.6,809.2523842,0.049656885,L
2002,MCO,HP,10390,347190,$133,46234170.6,614946594,1694.935972,0.016540702,L
2002,MCO,NK,0,711140,$114,81387337.9,683728580,960.8669179,0.033879878,L
2002,MCO,NW,102730,1249530,$145,180567539.1,1645293384,1188.151249,0.059529663,L
2002,MCO,TZ,11820,839880,$113,95144949.4,878644619.9,1028.90295,0.040013263,L
2002,MCO,UA,134860,1181810,$172,203607025,1922299711,1526.739163,0.056303371,L
2002,MCO,US,147580,2301370,$123,282513021.5,2160838540,880.9485002,0.109641049,L
2002,MCO,WN,452710,3404110,$103,350669845.1,3382528020,970.8353696,0.162177395,L
2002,MCO,Total,1472850,20990040,$129,2699809966,23713867325,1077.215948,1,L
2002,MDW,AA,2620,205650,$158,32422958.6,183515095.1,857.6541211,0.018752616,L
2002,MDW,CO,3810,266920,$111,29604969.3,161613592.3,582.4380339,0.024339646,L
2002,MDW,DL,7230,286350,$132,37939679.1,229055409.8,738.7599092,0.026111411,L
2002,MDW,F9,3480,142620,$149,21289781.1,175293450.7,1201.091502,0.013005096,L
2002,MDW,FL,6880,567510,$111,63256355.8,409050448.9,652.3033779,0.05174956,L
2002,MDW,N7,2910,121680,$116,14127798.6,187198824.4,1535.96688,0.01109564,L
2002,MDW,NW,10350,539830,$116,62647838.7,239279164.4,423.5234055,0.049225503,L
2002,MDW,TZ,35180,3564790,$120,426183801.8,3940945002,1104.896518,0.325062668,L
2002,MDW,WN,564960,5070380,$97,492215933.8,3970417169,772.2292747,0.462352972,L
2002,MDW,Total,646720,10966470,$110,1203599291,9681551234,869.7699168,1,L
2002,MEM,99,5090,60360,$226,13648418.9,66945874.63,1037.866799,0.019371486,M
2002,MEM,AA,17380,247300,$213,52766711.5,263678326.9,975.3620704,0.079366608,M
2002,MEM,CO,6430,122310,$221,27081543.2,136099617.3,966.6324095,0.039253254,M
2002,MEM,DL,32250,629790,$160,100899662.6,450643783.6,634.3114689,0.20212008,M
2002,MEM,FL,2280,200420,$126,25179585.3,143859111.8,597.3736154,0.064321292,M
2002,MEM,NW,95340,1558950,$201,313902971.8,1346729625,817.0831457,0.500317723,M
2002,MEM,UA,6250,67300,$199,13380199.5,98001652.3,1243.859733,0.021598757,M
2002,MEM,US,10900,223590,$160,35768990.8,185969820.8,730.2486694,0.071757298,M
2002,MEM,Total,176230,3115920,$187,583643750.6,2699754082,792.3260963,1,M
2002,MHT,99,7420,64580,$185,11979437.4,100990319.7,1557.50542,0.020905562,M
2002,MHT,CO,8580,225850,$174,39332607.2,285783477.5,1220.399734,0.0731112,M
2002,MHT,DL,27330,349550,$164,57387772.5,559493402,1422.851953,0.113154836,M
2002,MHT,NW,11010,242270,$181,43861289.3,367979611.9,1435.890577,0.078426612,M
2002,MHT,UA,25130,346580,$196,67967089.6,611257478.8,1697.825177,0.112193401,M
2002,MHT,US,40520,596840,$159,94715690.3,647548859.8,1032.928239,0.193206502,M
2002,MHT,WN,118350,1263170,$103,130467153.1,1256073018,962.6863684,0.40890801,M
2002,MHT,Total,238360,3089130,$144,445765849.7,3829671913,1179.275217,1,M
2002,MIA,99,41610,313130,$168,52585160.6,421700950.7,1351.235717,0.037999231,L
2002,MIA,AA,293490,3565860,$171,609678108.3,4424397254,1211.561926,0.432727418,L
2002,MIA,CO,42400,631280,$171,107753237.9,829889199.9,1267.286497,0.076607653,L
2002,MIA,DL,92080,1157050,$150,173930648,1202400294,937.3601314,0.140411362,L
2002,MIA,FL,3070,305800,$117,35887649.1,239941437.2,727.5429366,0.037109714,L
2002,MIA,HP,6490,147780,$172,25470980.8,343703699.8,2259.770334,0.01793353,L
2002,MIA,N7,2140,116330,$174,20270475.7,263736337.8,2252.110204,0.014116982,L
2002,MIA,NW,47550,391790,$174,68170711.3,587716668.2,1359.522244,0.047544849,L
2002,MIA,TZ,1940,245530,$126,30900025,291076070.7,1163.797784,0.029795775,L
2002,MIA,UA,104830,584890,$199,116244979.3,1020519284,1642.071022,0.070978092,L
2002,MIA,US,58250,766350,$137,104938627.2,808449044.6,968.2847915,0.092998788,L
2002,MIA,Total,695630,8240430,$164,1348318033,10462505322,1212.944715,1,L
2002,MKE,99,8240,93010,$197,18306748.8,107796225.4,1139.13934,0.022377269,M
2002,MKE,AA,25140,287330,$175,50148752.6,375530347.1,1195.723976,0.069128704,M
2002,MKE,CO,7410,176360,$194,34174639.9,173464281.1,867.9033227,0.042430439,M
2002,MKE,DL,25110,477320,$150,71566071.1,484062558.8,900.7927805,0.114838384,M
2002,MKE,FL,200,92360,$108,9958876.3,92682678.15,920.4020139,0.022220886,M
2002,MKE,HP,8490,124420,$148,18383740.5,206649714.2,1544.852114,0.029934199,M
2002,MKE,NW,55370,833630,$179,149443023.5,872155533.7,949.3432218,0.20056298,M
2002,MKE,TZ,850,106130,$149,15857274.6,120728673.1,1086.320644,0.025533809,M
2002,MKE,UA,24380,330740,$177,58439712.8,427288823.9,1239.677995,0.079572712,M
2002,MKE,US,13800,269850,$159,42822774.3,227724743.1,771.7113582,0.064923192,M
2002,MKE,YX,134790,1336220,$173,231239556.1,1212246441,903.5724432,0.321481072,M
2002,MKE,Total,305220,4156450,$170,704969881.5,4327946716,978.5115615,1,M
2002,MSP,99,31500,288030,$226,65124830.3,367435547.5,1238.937402,0.023392939,L
2002,MSP,AA,73410,761580,$201,152798247.6,851274997.6,958.1868221,0.061853259,L
2002,MSP,CO,21820,327910,$228,74811594,433042975.4,1119.771248,0.026631873,L
2002,MSP,DL,59900,774490,$172,132883948.9,927866459.3,1084.00971,0.06290177,L
2002,MSP,F9,2750,151630,$164,24901031.6,187870366.4,1185.796742,0.012314937,L
2002,MSP,FL,2520,261380,$154,40337310.5,349122741.6,1125.375277,0.021228505,L
2002,MSP,HP,10780,377890,$162,61264889.4,575433965.8,1375.936198,0.0306911,L
2002,MSP,NW,751440,7422320,$211,1566009537,7667510281,1018.835783,0.602818718,L
2002,MSP,SY,820,273380,$116,31718926.6,351551582.6,1285.806423,0.022203109,L
2002,MSP,TZ,1760,395460,$140,55545574.6,327232963.9,754.2454357,0.032118083,L
2002,MSP,UA,57500,846180,$175,148403008.2,833466274.2,908.281004,0.068724219,L
2002,MSP,US,29510,407510,$160,65343137.9,464031140.7,1023.973645,0.033096748,L
2002,MSP,Total,1045500,12312690,$197,2423932743,13354335706,1031.579072,1,L
2002,MSY,99,9550,92800,$170,15773326.1,118513505,1239.337716,0.011921937,M
2002,MSY,AA,53120,789500,$149,117493829.9,906162956.2,1037.474503,0.101426393,M
2002,MSY,B6,210,117790,$128,15131513.4,140287190,1180.949147,0.015132381,M
2002,MSY,CO,26750,820390,$159,130182044.6,882091403.3,996.6035422,0.105394805,M
2002,MSY,DL,66240,1310450,$139,182016150.9,1234588862,872.1854859,0.168352396,M
2002,MSY,F9,1410,86700,$158,13712438.4,122452534.6,1359.902422,0.011138275,M
2002,MSY,FL,2980,190220,$127,24108046.3,156131884.1,746.7040795,0.024437401,M
2002,MSY,NW,22160,447850,$161,71949888.3,532355973.7,1025.606676,0.057534908,M
2002,MSY,UA,47430,599190,$180,107638868.2,910895054.8,1424.195898,0.076977429,M
2002,MSY,US,33560,703670,$147,103753941.8,758160786.7,1020.869854,0.090399886,M
2002,MSY,WN,271600,2473540,$106,262030376,1781655087,696.923943,0.317773578,M
2002,MSY,Total,540010,7783970,$137,1064615831,7731566308,928.3703444,1,M
2002,OAK,99,25940,167010,$159,26580190.5,247285693.2,1506.212203,0.014497975,M
2002,OAK,AA,41170,543000,$182,98836429.6,1168342423,2055.330939,0.047137299,M
2002,OAK,AQ,3150,198800,$228,45241892.3,380275020.9,1891.671529,0.017257634,M
2002,OAK,AS,14310,890160,$95,84212149.6,532829038.7,581.8673048,0.077273919,M
2002,OAK,B6,980,609900,$146,88783947.9,1213863525,1968.833596,0.052944822,M
2002,OAK,CO,12300,244460,$197,48276064.6,540324982.6,2048.093676,0.021221333,M
2002,OAK,DL,26790,280900,$191,53691819.1,637587779,2145.256141,0.024384654,M
2002,OAK,HP,6470,407800,$145,59278764.8,573804399.7,1326.959956,0.035400719,M
2002,OAK,UA,60770,743500,$209,155243194.3,1402479643,1820.682488,0.064542508,M
2002,OAK,WN,637790,7340800,$89,651392646.1,4492260742,603.5855424,0.637247668,M
2002,OAK,Total,830240,11519540,$115,1324415199,11391434993,962.7668206,1,M
2002,OGG,99,28680,89790,$252,22614923,327671431.5,3522.614545,0.021307293,M
2002,OGG,AA,101540,435320,$245,106725577.1,1531767280,3409.966163,0.103302049,M
2002,OGG,AQ,48950,1248270,$67,83781627.1,385037188.7,307.5465885,0.296216229,M
2002,OGG,DL,32480,112030,$232,25966879.4,423950215.6,3621.696599,0.026584877,M
2002,OGG,HA,150170,1435000,$91,130696863.9,908872821.2,619.1429826,0.340527521,M
2002,OGG,NW,8360,50010,$307,15332212.2,185891809.3,3526.743651,0.011867443,M
2002,OGG,TZ,2600,230500,$173,39884066.5,583003741.4,2528.666377,0.054697975,M
2002,OGG,UA,117790,602530,$229,138162910.3,1609299895,2600.079133,0.142981218,M
2002,OGG,Total,490810,4214050,$135,567584871.9,5999148754,1387.156061,1,M
2002,OMA,99,4470,57690,$175,10115003.1,74233711.1,1179.785578,0.018877309,M
2002,OMA,AA,25650,501650,$153,76855597.7,545048992.6,916.419097,0.164149801,M
2002,OMA,CO,4200,116170,$166,19276429.9,142109170,988.1552897,0.038013122,M
2002,OMA,DL,16690,256280,$175,44832591.6,292710529.2,1040.084283,0.083859884,M
2002,OMA,F9,1190,112660,$146,16447525.4,96146566.6,822.486153,0.03686458,M
2002,OMA,HP,7430,231970,$128,29780669.2,292205855.9,1148.933009,0.075905172,M
2002,OMA,NW,13680,349720,$165,57577358.1,411228725.1,944.4874471,0.1144353,M
2002,OMA,UA,32750,587420,$157,92208113.2,597285453.3,964.7757482,0.192215442,M
2002,OMA,WN,79650,682110,$99,67223427.6,583203594.5,815.5527554,0.223199882,M
2002,OMA,YX,8710,137440,$187,25693514.5,130663082.7,920.332727,0.044973086,M
2002,OMA,Total,195890,3056050,$145,443566730.4,3187715059,938.526261,1,M
2002,ONT,99,11910,97550,$164,15980131.2,147015094.4,1520.963403,0.016525468,M
2002,ONT,AA,37380,442940,$186,82545862.6,845208920.9,1796.814873,0.075036295,M
2002,ONT,AS,18260,395290,$133,52668259.6,386333878.8,944.6088188,0.066964142,M
2002,ONT,B6,240,97740,$178,17402338.2,240883128.9,2415.794659,0.016557654,M
2002,ONT,CO,6820,146780,$176,25841597.9,291539476,1819.032021,0.024865281,M
2002,ONT,DL,36170,482480,$168,80925365.3,790547428.8,1528.284882,0.081734573,M
2002,ONT,HP,7510,440650,$144,63633867.8,599461752.9,1316.248451,0.074648357,M
2002,ONT,NW,10110,127950,$178,22789576.1,244737233.1,1778.858617,0.021675383,M
2002,ONT,UA,23710,336390,$187,62898091.4,511944616,1444.601356,0.056986182,M
2002,ONT,WN,269060,3267500,$85,277470638.8,1800686714,542.3653986,0.553531165,M
2002,ONT,Total,424120,5903010,$121,716598386.7,6028122610,980.8772203,1,M
2002,ORD,99,53800,472170,$213,100400334.4,603491929.9,1271.999068,0.019964474,L
2002,ORD,AA,549250,8239740,$167,1376307458,8361309203,998.8843046,0.34839587,L
2002,ORD,CO,41650,767610,$170,130641762.9,688361763.8,833.1814854,0.032456383,L
2002,ORD,DL,108160,1127040,$176,198453992,1063577402,855.7219265,0.047653941,L
2002,ORD,HP,22470,654250,$124,81301304.3,965264699.6,1399.058999,0.027663251,L
2002,ORD,NK,0,622530,$112,69473265.2,706001130,1133.6853,0.026322054,L
2002,ORD,NW,48190,757330,$160,121456869.5,511330302.8,624.0185388,0.03202172,L
2002,ORD,UA,747410,9840630,$172,1690770312,10306036028,1030.816367,0.416085319,L
2002,ORD,US,55020,901070,$148,133642934.5,658508010.3,666.5603671,0.03809939,L
2002,ORD,Total,1636740,23650510,$167,3939702381,24322352935,1003.1306,1,L
2002,ORF,99,6720,66600,$197,13150317,101262353.1,1477.693694,0.022237433,M
2002,ORF,AA,25590,413110,$178,73355656.8,618003658.7,1433.615913,0.137935525,M
2002,ORF,CO,7540,169270,$175,29607477.8,202990220.5,1066.783246,0.056518473,M
2002,ORF,DL,34810,754090,$165,124519659.4,940229720,1131.986766,0.251787175,M
2002,ORF,NW,11260,140800,$183,25726675.7,178050487.5,1155.1625,0.047012471,M
2002,ORF,UA,9950,100050,$209,20928492.9,210890372.3,2021.816792,0.033406234,M
2002,ORF,US,41690,721400,$149,107624130.2,579744786.6,734.5901996,0.240872135,M
2002,ORF,WN,55660,628120,$105,66056868,554690044,831.4495638,0.209726373,M
2002,ORF,Total,193290,2994950,$154,461190720.9,3387732783,1049.534339,1,M
2002,PBI,99,17140,126300,$146,18474035,157189574.4,1263.106255,0.025251061,M
2002,PBI,AA,34810,212550,$152,32250772.9,307781084.9,1378.48605,0.042494957,M
2002,PBI,B6,700,375990,$136,51070826.4,395040627,1041.471608,0.075171389,M
2002,PBI,CO,51060,620970,$151,93966564.7,744590567.6,1165.571928,0.124150051,M
2002,PBI,DL,161490,1881040,$147,277033777.5,2249463383,1124.997278,0.376074869,M
2002,PBI,NK,0,99650,$123,12244736,104106670,1044.723231,0.019922947,M
2002,PBI,NW,17270,179200,$148,26547636.5,232259824.9,1166.695759,0.035827317,M
2002,PBI,UA,14030,82790,$170,14064812.2,125395853,1350.644401,0.016552141,M
2002,PBI,US,83800,858810,$127,108824468.3,898614613.2,980.7091673,0.171701218,M
2002,PBI,WN,67250,555040,$106,58684423.2,510726957.7,886.3180311,0.110968717,M
2002,PBI,Total,447670,5001770,$139,694496207.5,5733567406,1089.7687,1,M
2002,PDX,99,29210,203950,$200,40871798.8,377053184.4,1793.659721,0.02138206,M
2002,PDX,AA,84530,573720,$171,98376207.8,1245092772,2013.901799,0.060148642,M
2002,PDX,AS,106670,2891280,$117,338131007.7,2044883255,698.1640208,0.303120973,M
2002,PDX,CO,16420,236130,$200,47205741.1,549116516.8,2166.627747,0.024755802,M
2002,PDX,DL,97690,1004190,$174,175229931.7,1900811769,1754.698105,0.105278994,M
2002,PDX,F9,2730,146500,$175,25679511.6,222358013.1,1470.441502,0.015359018,M
2002,PDX,HA,12610,179070,$238,42544892.2,477247832.9,2597.51935,0.018773648,M
2002,PDX,HP,10330,386070,$147,56592351.3,633294145.6,1398.105318,0.040475469,M
2002,PDX,NW,49530,514160,$191,98346969.8,1020916247,1890.125136,0.053904388,M
2002,PDX,UA,149860,1540620,$180,277872070.6,2430798098,1484.461665,0.161518163,M
2002,PDX,WN,189360,1843750,$96,176833178.4,1434842445,746.6572908,0.193298226,M
2002,PDX,Total,749220,9538370,$145,1379724053,12358808459,1225.675498,1,M
2002,PHL,99,27490,275830,$230,63572438.3,416748870.8,1547.042381,0.022347622,L
2002,PHL,AA,119840,1316390,$204,268440523,1832757634,1336.512933,0.106653325,L
2002,PHL,CO,22440,284050,$229,65118695.4,423797708.2,1378.186869,0.023013603,L
2002,PHL,DL,88570,1251600,$173,216499557.4,1378179803,1006.842386,0.101404069,L
2002,PHL,FL,4390,568910,$118,67272278.6,510827976.2,856.4165861,0.046092832,L
2002,PHL,HP,15490,442910,$181,80212348,941343890.4,2039.356754,0.035884369,L
2002,PHL,NW,47740,651090,$198,128954585.9,744831215.3,1078.927015,0.052751019,L
2002,PHL,TZ,1000,238640,$150,35715367.8,293599766.7,1195.049698,0.019334505,L
2002,PHL,UA,101240,1074960,$225,241787808.3,1880944208,1702.893987,0.087092775,L
2002,PHL,US,406370,6050620,$178,1074394330,5850098338,957.1798923,0.49021851,L
2002,PHL,Total,841030,12342700,$184,2273547152,14582477478,1146.008283,1,L
2002,PHX,99,35970,239490,$176,42126955.7,369997952.3,1559.633012,0.012601805,L
2002,PHX,AA,147520,1424240,$151,215576577.1,2175401008,1455.794768,0.074942566,L
2002,PHX,AS,59870,634210,$130,82196737.5,787217761.2,1204.782138,0.03337171,L
2002,PHX,CO,61130,712850,$179,127716423.8,1309897352,1742.456506,0.037509695,L
2002,PHX,DL,129060,1083550,$175,189302595.7,1962654187,1679.822998,0.057015684,L
2002,PHX,F9,4480,212220,$152,32245701.2,168726832.2,767.9179154,0.011166876,L
2002,PHX,HP,200560,5052510,$122,618061278.8,5106969824,1001.424247,0.265859732,L
2002,PHX,NW,107240,1046330,$156,163360177.8,1738423899,1546.911529,0.055057192,L
2002,PHX,TZ,3170,351530,$147,51790544.2,637352036.4,1777.327056,0.018497276,L
2002,PHX,UA,123130,1237490,$160,198134582.7,1670913476,1284.988808,0.065115905,L
2002,PHX,US,80600,472360,$171,80954531,979059784.3,1966.339635,0.024855271,L
2002,PHX,WN,750460,6356380,$93,591860596,4695465670,731.7572266,0.334468508,L
2002,PHX,Total,1720260,19004420,$127,2421684730,21895945626,1115.463615,1,L
2002,PIT,99,11850,121380,$223,27063037,157254622.5,1290.617235,0.021278274,L
2002,PIT,AA,34160,336970,$202,68171815.5,483738953.1,1357.003205,0.059071841,L
2002,PIT,CO,11330,168260,$218,36763440.2,198799152.8,1036.349935,0.029496477,L
2002,PIT,DL,33740,526470,$155,81759003.9,516621037.1,884.4068418,0.092291753,L
2002,PIT,FL,2100,255690,$104,26685365.2,165491615.7,602.4099495,0.044823216,L
2002,PIT,NW,15290,222600,$195,43466599.3,274909775.4,1146.017341,0.039022441,L
2002,PIT,UA,23480,270510,$190,51419352.6,373202244.6,1324.044028,0.047421206,L
2002,PIT,US,282580,3716340,$174,646470081.3,2868544601,760.7225146,0.65148543,L
2002,PIT,Total,417290,5704410,$175,998729177.1,5166204509,871.1139662,1,L
2002,PVD,99,12810,100350,$185,18568344.2,161424193.1,1634.717588,0.020328209,M
2002,PVD,AA,31400,312270,$163,50990744.6,522433061.4,1605.403753,0.063257497,M
2002,PVD,CO,11890,254530,$179,45454344.4,321947820.7,1223.762739,0.051560927,M
2002,PVD,DL,47420,700200,$153,107393279.8,1026424205,1323.633133,0.141841673,M
2002,PVD,NW,16050,306350,$193,58977187.5,483610943.3,1504.586029,0.062058264,M
2002,PVD,UA,27180,342770,$184,63117832.5,613275047.8,1726.057152,0.069435976,M
2002,PVD,US,67390,993650,$162,161265404.2,989814687,946.0090978,0.201286744,M
2002,PVD,WN,199420,1926060,$104,200117827.7,1953672589,989.2626813,0.390167913,M
2002,PVD,Total,413580,4936490,$143,705928357.8,6073157427,1175.354015,1,M
2002,RDU,99,12000,117080,$178,20830188.9,160272172.2,1334.982661,0.016602947,M
2002,RDU,AA,97780,1609920,$152,244537765.6,1774445587,1052.458327,0.228300453,M
2002,RDU,CO,15560,451360,$149,67161462.7,463428011.5,933.8276764,0.064006716,M
2002,RDU,DL,62170,1413580,$129,182619391.3,1301220921,832.8499837,0.200457758,M
2002,RDU,FL,1680,185240,$104,19282952.3,122282429.1,548.0035629,0.026268619,M
2002,RDU,HP,2060,90110,$162,14570002.3,201033103.7,2052.122295,0.01277837,M
2002,RDU,JI,2630,262420,$75,19798416.4,141781270.4,540.176168,0.037213405,M
2002,RDU,NW,24260,470820,$165,77658556.7,560744957.3,1076.796716,0.066766311,M
2002,RDU,UA,16470,113850,$202,22992425.1,222963745.3,1794.001318,0.016144906,M
2002,RDU,US,48350,1096920,$127,139005666,755006855.4,631.5005379,0.155552656,M
2002,RDU,WN,117190,1215370,$107,129847645.4,1100971207,857.3334787,0.172349881,M
2002,RDU,Total,402000,7051760,$134,942739775,6824843210,899.5232807,1,M
2002,RNO,99,8350,56710,$181,10281831.3,105962604.8,1797.516664,0.015158967,M
2002,RNO,AA,36490,445080,$148,65732390.9,694597208.1,1456.510695,0.1189729,M
2002,RNO,AS,5840,172080,$94,16189649.5,121933931.9,676.3469317,0.04599815,M
2002,RNO,CO,6780,88880,$166,14726911.2,183466836.9,1889.868699,0.023758226,M
2002,RNO,DL,15380,110260,$173,19083364.6,205514958.5,1753.446672,0.029473245,M
2002,RNO,F9,1180,82680,$148,12257111,107372478.8,1276.943154,0.022100924,M
2002,RNO,HP,7950,304650,$139,42369206.8,475207166,1395.12388,0.08143501,M
2002,RNO,NW,9770,117180,$176,20568880.4,223467638.3,1807.352108,0.031323008,M
2002,RNO,UA,21230,334850,$157,52536073.7,445631850.7,1229.512409,0.089507674,M
2002,RNO,WN,176770,2027350,$84,170647972.6,1085776839,511.5341998,0.541924395,M
2002,RNO,Total,289740,3741020,$113,424470817.2,3649258523,914.0196283,1,M
2002,RSW,99,16850,126180,$141,17800607.9,149726037.6,1210.839832,0.027255525,M
2002,RSW,AA,52420,325420,$138,44993347.1,447438235.4,1232.890173,0.070292385,M
2002,RSW,B6,340,233450,$138,32128012,260817138.5,1093.902163,0.050426394,M
2002,RSW,CO,32960,450940,$163,73621624.4,572828493.1,1209.403535,0.097405347,M
2002,RSW,DL,98750,1188270,$144,170961707.5,1391106020,1078.553872,0.256672398,M
2002,RSW,FL,3760,232280,$135,31388224.3,229472809.4,944.5642328,0.050173668,M
2002,RSW,NK,0,427050,$123,52392309.1,458995880,1074.632455,0.092244984,M
2002,RSW,NW,51950,391940,$154,60351461.7,540811223,1260.644461,0.084661045,M
2002,RSW,TZ,2980,379370,$120,45570953.2,410126798.9,1063.685979,0.08194586,M
2002,RSW,UA,29560,165400,$154,25537472.4,238148300.8,1276.29341,0.035727246,M
2002,RSW,US,62030,616750,$129,79623232.5,677957396.1,1035.409291,0.133221155,M
2002,RSW,Total,356900,4629520,$140,648025213.1,5493608297,1118.217521,1,M
2002,SAN,99,39840,285820,$191,54705453.3,489184771.7,1722.401092,0.021684407,L
2002,SAN,AA,189860,1709710,$179,306478817.9,2914756729,1635.838569,0.129711173,L
2002,SAN,AS,38440,734350,$143,105235277.6,802422684.2,1066.380554,0.055713191,L
2002,SAN,CO,51380,546120,$221,120560707.6,1138492326,1962.862246,0.041432679,L
2002,SAN,DL,125090,1219240,$178,217158579.8,2223207858,1706.729126,0.092500512,L
2002,SAN,F9,4180,183690,$169,30967316.3,241467291.2,1259.400022,0.013936074,L
2002,SAN,HA,10360,147020,$238,35058991.6,389697433.8,2603.389879,0.011154018,L
2002,SAN,HP,11940,681860,$137,93208706.7,814495489.2,1163.265465,0.051730914,L
2002,SAN,NW,43670,441170,$183,80760305.2,863041254.9,1822.253281,0.0334704,L
2002,SAN,UA,143270,1606960,$191,306964193,2389636424,1415.477336,0.121915802,L
2002,SAN,US,54700,488350,$193,94327880.3,1178251350,2294.039869,0.037049822,L
2002,SAN,WN,459810,5110630,$89,455736720.7,3436768788,665.3277169,0.387729973,L
2002,SAN,Total,1174440,13180900,$145,1904746307,16923476861,1234.487837,1,L
2002,SAT,99,10830,98260,$198,19411575.8,125995884.8,1248.418176,0.017660147,M
2002,SAT,AA,65920,1080460,$173,186667195.7,1307197382,1099.323131,0.194189729,M
2002,SAT,CO,29600,629970,$181,114178755.2,744259855.8,1086.078797,0.113223723,M
2002,SAT,DL,57610,922520,$188,173196872.8,1193203252,1184.513528,0.16580337,M
2002,SAT,HP,4110,174100,$150,26071215,216744169.5,1184.839862,0.031290776,M
2002,SAT,NW,16870,204530,$180,36792033.4,271371905.7,1155.644698,0.036759922,M
2002,SAT,UA,22520,278830,$186,51892984.6,380219702.3,1205.633935,0.050113768,M
2002,SAT,WN,245550,2114280,$112,237350588.9,1514668223,694.7934048,0.379996909,M
2002,SAT,Total,456750,5563940,$154,856380103.5,5808559578,968.4819624,1,M
2002,SDF,99,4510,53880,$179,9633566.2,64458547.2,1115.951188,0.017945106,M
