2001,12,13,"Acadia National Park","ME","Good","AQC","Ozone",0,44.350,-68.283,"No",me001
2001,12,14,"Acadia National Park","ME","Good","AQC","Ozone",0,44.350,-68.283,"No",me001
2001,12,15,"Acadia National Park","ME","Not Available","AQC","Ozone",0,44.350,-68.283,"No",me001
2001,12,16,"Acadia National Park","ME","Not Available","AQC","Ozone",0,44.350,-68.283,"No",me001
2001,12,13,"Albany","NY","Good","AQC","Ozone",0,42.681,-73.758,"No",ny001
2001,12,14,"Albany","NY","Good","AQC","Ozone",0,42.681,-73.758,"No",ny001
2001,12,15,"Albany","NY","Not Available","AQC","Ozone",0,42.681,-73.758,"No",ny001
2001,12,16,"Albany","NY","Not Available","AQC","Ozone",0,42.681,-73.758,"No",ny001
2001,12,13,"Asheville Ridge Tops (above 4000 feet)","NC","Not Available","AQC","Ozone",0,35.595,-82.551,"No",nc001
2001,12,14,"Asheville Ridge Tops (above 4000 feet)","NC","Not Available","AQC","Ozone",0,35.595,-82.551,"No",nc001
2001,12,15,"Asheville Ridge Tops (above 4000 feet)","NC","Not Available","AQC","Ozone",0,35.595,-82.551,"No",nc001
2001,12,16,"Asheville Ridge Tops (above 4000 feet)","NC","Not Available","AQC","Ozone",0,35.595,-82.551,"No",nc001
2001,12,13,"Asheville Valleys (below 4000 feet)","NC","Not Available","AQC","Ozone",0,35.595,-82.551,"No",nc002
2001,12,14,"Asheville Valleys (below 4000 feet)","NC","Not Available","AQC","Ozone",0,35.595,-82.551,"No",nc002
2001,12,15,"Asheville Valleys (below 4000 feet)","NC","Not Available","AQC","Ozone",0,35.595,-82.551,"No",nc002
2001,12,16,"Asheville Valleys (below 4000 feet)","NC","Not Available","AQC","Ozone",0,35.595,-82.551,"No",nc002
2001,12,13,"Atlanta","GA","Not Available","AQC","Ozone",0,33.650,-84.430,"No",ga001
2001,12,14,"Atlanta","GA","Not Available","AQC","Ozone",0,33.650,-84.430,"No",ga001
2001,12,15,"Atlanta","GA","Not Available","AQC","Ozone",0,33.650,-84.430,"No",ga001
2001,12,16,"Atlanta","GA","Not Available","AQC","Ozone",0,33.650,-84.430,"No",ga001
2001,12,13,"Atlantic City","NJ","Moderate","AQC","Particulate Matter",0,39.378,-74.451,"No",nj001
2001,12,14,"Atlantic City","NJ","Moderate","AQC","Particulate Matter",0,39.378,-74.451,"No",nj001
2001,12,15,"Atlantic City","NJ","Not Available","AQC","Ozone",0,39.378,-74.451,"No",nj001
2001,12,16,"Atlantic City","NJ","Not Available","AQC","Ozone",0,39.378,-74.451,"No",nj001
2001,12,13,"Austin","TX","Good","AQC","Ozone",0,30.267,-97.734,"No",tx001
2001,12,14,"Austin","TX","Good","AQC","Ozone",0,30.267,-97.734,"No",tx001
2001,12,15,"Austin","TX","Not Available","AQC","Ozone",0,30.267,-97.734,"No",tx001
2001,12,16,"Austin","TX","Not Available","AQC","Ozone",0,30.267,-97.734,"No",tx001
2001,12,13,"Bakersfield","CA","Moderate","AQC","Particulate Matter",0,35.35770,-119.00455,"No",ca006
2001,12,14,"Bakersfield","CA","Not Available","AQC","Ozone",0,35.35770,-119.00455,"No",ca006
2001,12,15,"Bakersfield","CA","Not Available","AQC","Ozone",0,35.35770,-119.00455,"No",ca006
2001,12,16,"Bakersfield","CA","Not Available","AQC","Ozone",0,35.35770,-119.00455,"No",ca006
2001,12,13,"Baltimore","MD","Good","AQC","Ozone",0,39.301,-76.611,"No",md001
2001,12,14,"Baltimore","MD","Good","AQC","Ozone",0,39.301,-76.611,"No",md001
2001,12,15,"Baltimore","MD","Not Available","AQC","Ozone",0,39.301,-76.611,"No",md001
2001,12,16,"Baltimore","MD","Not Available","AQC","Ozone",0,39.301,-76.611,"No",md001
2001,12,13,"Baton Rouge 5-Parish Area","LA","Not Available","AQC","Ozone",0,30.449,-91.126,"No",la001
2001,12,14,"Baton Rouge 5-Parish Area","LA","Not Available","AQC","Ozone",0,30.449,-91.126,"No",la001
2001,12,15,"Baton Rouge 5-Parish Area","LA","Not Available","AQC","Ozone",0,30.449,-91.126,"No",la001
2001,12,16,"Baton Rouge 5-Parish Area","LA","Not Available","AQC","Ozone",0,30.449,-91.126,"No",la001
2001,12,13,"Bayonne","NJ","Moderate","AQC","Particulate Matter",0,40.665,-74.110,"No",nj002
2001,12,14,"Bayonne","NJ","Moderate","AQC","Particulate Matter",0,40.665,-74.110,"No",nj002
2001,12,15,"Bayonne","NJ","Not Available","AQC","Ozone",0,40.665,-74.110,"No",nj002
2001,12,16,"Bayonne","NJ","Not Available","AQC","Ozone",0,40.665,-74.110,"No",nj002
2001,12,13,"Beaumont-Port Arthur","TX","Good","AQC","Ozone",0,30.083,-94.100,"No",tx002
2001,12,14,"Beaumont-Port Arthur","TX","Good","AQC","Ozone",0,30.083,-94.100,"No",tx002
2001,12,15,"Beaumont-Port Arthur","TX","Not Available","AQC","Ozone",0,30.083,-94.100,"No",tx002
2001,12,16,"Beaumont-Port Arthur","TX","Not Available","AQC","Ozone",0,30.083,-94.100,"No",tx002
2001,12,13,"Birmingham","AL","Not Available","AQC","Ozone",0,33.560,-86.750,"No",al001
2001,12,14,"Birmingham","AL","Not Available","AQC","Ozone",0,33.560,-86.750,"No",al001
2001,12,15,"Birmingham","AL","Not Available","AQC","Ozone",0,33.560,-86.750,"No",al001
2001,12,16,"Birmingham","AL","Not Available","AQC","Ozone",0,33.560,-86.750,"No",al001
2001,12,13,"Boston","MA","Good","AQC","Ozone",0,42.351,-71.051,"No",ma001
2001,12,14,"Boston","MA","Good","AQC","Ozone",0,42.351,-71.051,"No",ma001
2001,12,15,"Boston","MA","Not Available","AQC","Ozone",0,42.351,-71.051,"No",ma001
2001,12,16,"Boston","MA","Not Available","AQC","Ozone",0,42.351,-71.051,"No",ma001
2001,12,13,"Bremerton-Silverdale-Bainbridge Island","WA","Good","AQC","Particulate Matter",0,47.640,-122.647,"No",wa001
2001,12,14,"Bremerton-Silverdale-Bainbridge Island","WA","Good","AQC","Particulate Matter",0,47.640,-122.647,"No",wa001
2001,12,15,"Bremerton-Silverdale-Bainbridge Island","WA","Good","AQC","Particulate Matter",0,47.640,-122.647,"No",wa001
2001,12,16,"Bremerton-Silverdale-Bainbridge Island","WA","Not Available","AQC","Ozone",0,47.640,-122.647,"No",wa001
2001,12,13,"Bridgeport","CT","Good","AQC","Ozone",0,41.184,-73.190,"No",ct001
2001,12,14,"Bridgeport","CT","Good","AQC","Ozone",0,41.184,-73.190,"No",ct001
2001,12,15,"Bridgeport","CT","Not Available","AQC","Ozone",0,41.184,-73.190,"No",ct001
2001,12,16,"Bridgeport","CT","Not Available","AQC","Ozone",0,41.184,-73.190,"No",ct001
2001,12,13,"Buffalo","NY","Good","AQC","Ozone",0,42.992,-78.771,"No",ny002
2001,12,14,"Buffalo","NY","Good","AQC","Ozone",0,42.992,-78.771,"No",ny002
2001,12,15,"Buffalo","NY","Not Available","AQC","Ozone",0,42.992,-78.771,"No",ny002
2001,12,16,"Buffalo","NY","Not Available","AQC","Ozone",0,42.992,-78.771,"No",ny002
2001,12,13,"Burlington","VT","Good","AQC","Ozone",0,44.467,-73.201,"No",vt001
2001,12,14,"Burlington","VT","Good","AQC","Ozone",0,44.467,-73.201,"No",vt001
2001,12,15,"Burlington","VT","Not Available","AQC","Ozone",0,44.467,-73.201,"No",vt001
2001,12,16,"Burlington","VT","Not Available","AQC","Ozone",0,44.467,-73.201,"No",vt001
2001,12,13,"Camden","NJ","Moderate","AQC","Particulate Matter",0,39.936,-75.108,"No",nj003
2001,12,14,"Camden","NJ","Moderate","AQC","Particulate Matter",0,39.936,-75.108,"No",nj003
2001,12,15,"Camden","NJ","Not Available","AQC","Ozone",0,39.936,-75.108,"No",nj003
2001,12,16,"Camden","NJ","Not Available","AQC","Ozone",0,39.936,-75.108,"No",nj003
