CRUISEINFO ,,,,,,,,,,
90,COUNTRY CODE,RUSSIA,,,,,,,,
224,PROJECT,DATA ARCHAEOLOGY AND RESCUE,,,,,,,,
1037,INSTITUTE,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
,PLATFORM,,,,,,,,,
,CRUISE,,,,,,,,,
,REFERENCE,,,,,,,,,
1037,COUNTING,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
1037,VOUCHER,ZOOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCE,,,,,,,,
,NUMBER,,,,,,,,,

STATION,8411,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,1,12,1984

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,
LONG END,33,39.4,,E,,,
BOTTOM DEPTH,65,m,,,,,
GEAR,Juday Net (Tropical or Large),,,,,,
MESH SIZE,0.168,MM,,,,,
MOUTH AREA,0.1,M2,,,,,
MOUTH DIAM,0.36,M,,,,,
PRESERVATIVE,FORMALIN,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,

DETAILS,DEPTH,TEMP,SAL,TAX CNT B0-10,TAX CNT B10-25,TAX CNT B25-65,TAX NAME
units,m,C,psu,#/M3,#/M3,#/M3,
decimal places,0,1,1,0,0,0,Name
,0,-0.6,13.7,0,0,0,ACARTIA LONGIREMIS   Female  Cop 6
,5,-1,24.9,0,0,0,ACARTIA LONGIREMIS   Male  Cop 6
,10,-1.1,26.9,0,0,0,ACARTIA LONGIREMIS   Cop 
,15,-1.1,24.9,0,0,0,ACARTIA LONGIREMIS   Juv 
,25,-1.1,25.4,0,0,0,ACARTIA LONGIREMIS   Naup 
,50,-0.9,25.6,4,0,0,AGLANTHA DIGITALE
,65,-0.9,26.9,0,0,0,ASCIDIA Larvae
,,,,2,0,0,BIVALVIA larvae
,,,,4,0,0,CALANUS GLACIALIS   Male  Cop 6
,,,,5,0,0,GASTROPODA Larvae
,,,,1,0,0,OICOPLEURA VANHOFFENIS
,,,,10,0,0,OITHONA SIMILIS   Female  Cop 6
,,,,100,0,0,OITHONA SIMILIS   Cop 
,,,,3,0,0,ONCAEA BOREALIS   Female  Cop 6
,,,,1,0,0,ONCAEA BOREALIS   Cop 
,,,,3,0,0,PSEUDOCALANUS MINUTUS   Female  Cop 6
,,,,50,0,0,PSEUDOCALANUS MINUTUS   Cop 5
,,,,50,0,0,PSEUDOCALANUS MINUTUS   Cop 4
,,,,30,0,0,PSEUDOCALANUS MINUTUS   Cop 3
,,,,2,0,0,SAGITTA ELEGANS,,,
STATION,8474,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,3,15,1984

HEADERS,,, , , ,,,,,
LAT END,66,19.5,,N,,,,,,
LONG END,33,39.4,,E,,,,,,
BOTTOM DEPTH,65,m,,,,,,,,
GEAR,Juday Net (Tropical or Large),,,,,,,,,
MESH SIZE,0.168,MM,,,,,,,,
MOUTH AREA,0.1,M2,,,,,,,,
MOUTH DIAM,0.36,M,,,,,,,,
PRESERVATIVE,FORMALIN,,,,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,,,,

DETAILS,DEPTH,TEMP,SAL,TAX CNT B0-10,TAX CNT B10-25,TAX CNT B25-65,TAX NAME
units,m,C,psu,#/M3,#/M3,#/M3,
decimal places,0,1,1,0,0,0,Name
,0,-0.6,10.2,50,0,0,ACARTIA LONGIREMIS   Female  Cop 6
,5,-1.1,26.1,0,0,0,ACARTIA LONGIREMIS   Male  Cop 6
,10,-1,26.7,100,0,0,ACARTIA LONGIREMIS   Cop 
,15,-0.5,27.1,0,0,0,ACARTIA LONGIREMIS   Juv 
,25,-0.3,28.2,0,0,0,ACARTIA LONGIREMIS   Naup 
,50,-0.7,27.8,0,0,0,AGLANTHA DIGITALE
,65,-0.8,28.4,0,0,0,ASCIDIA Larvae
,,,,4,0,0,CALANUS GLACIALIS   Male  Cop 6
,,,,3,0,0,CALANUS GLACIALIS   Cop 4
,,,,1,0,0,METRIDIA LONGA   Female  Cop 6
,,,,1,0,0,METRIDIA LONGA   Male  Cop 6
,,,,1,0,0,METRIDIA LONGA   Cop 5
,,,,2,0,0,METRIDIA LONGA   Cop 3
,,,,3,0,0,METRIDIA LONGA   Cop 2,,,
,,,,50,0,0,MICROSETELLA NORVEGICA   Cop ,,,
,,,,10,0,0,OITHONA SIMILIS   Female  Cop 6,,,
,,,,1,0,0,OITHONA SIMILIS   Male  Cop 6,,,
,,,,950,0,0,OITHONA SIMILIS   Cop ,,,
,,,,30,0,0,ONCAEA BOREALIS   Female  Cop 6,,,
,,,,1,0,0,ONCAEA BOREALIS   Male  Cop 6,,,
,,,,1,0,0,ONCAEA BOREALIS   Cop ,,,
,,,,150,0,0,PSEUDOCALANUS MINUTUS   Female  Cop 6,,,
,,,,1,0,0,PSEUDOCALANUS MINUTUS   Male  Cop 6,,,
,,,,250,0,500,PSEUDOCALANUS MINUTUS   Cop 5,,,
,,,,0,500,0,PSEUDOCALANUS MINUTUS   Cop 4,,,
,,,,1,0,0,SAGITTA ELEGANS,,,
STATION,8489,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LONG DEG,LON MIN,LON SEC,LON HEM,MONTH,DAY,YEAR
66,19.5,,N,33,39.4,,E,3,30,1984

HEADERS,,, , , ,,
LAT END,66,19.5,,N,,,
LONG END,33,39.4,,E,,,
BOTTOM DEPTH,65,m,,,,,
GEAR,Juday Net (Tropical or Large),,,,,,
MESH SIZE,0.168,MM,,,,,
MOUTH AREA,0.1,M2,,,,,
MOUTH DIAM,0.36,M,,,,,
PRESERVATIVE,FORMALIN,,,,,,
COMMENTS,UNDER ICE MESUREMENTS,,,,,,

DETAILS,DEPTH,TEMP,SAL,TAX CNT B0-10,TAX CNT B10-25,TAX CNT B25-65,TAX NAME
units,m,C,psu,#/M3,#/M3,#/M3,
decimal places,0,1,1,0,0,0,Name
,0,-0.8,16.3,1,0,0,ACARTIA LONGIREMIS   Female  Cop 6
,5,-1,25.3,0,0,0,ACARTIA LONGIREMIS   Male  Cop 6
,10,-0.8,25.8,0,0,1,ACARTIA LONGIREMIS   Cop 
,15,-0.6,26.5,0,0,0,ACARTIA LONGIREMIS   Juv 
,25,-0.6,26.7,0,0,0,ACARTIA LONGIREMIS   Naup 
,50,-0.6,28.2,0,1,0,AGLANTHA DIGITALE
,65,-0.6,27.7,0,0,1,ASCIDIA Larvae
,,,,0,0,8,CALANUS GLACIALIS   Male  Cop 6
,,,,0,0,1,CALANUS GLACIALIS   Cop 5
,,,,1,0,1,CALANUS GLACIALIS   Cop 4
,,,,0,0,8,METRIDIA LONGA   Female  Cop 6
