SUMLEV,STATE,COUNTY,STNAME,CTYNAME,SEX,ORIGIN,RACE,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004
050,04,011,Arizona,Greenlee County,2,0,06,51,51,18,15,15,15,11
050,04,012,Arizona,La Paz County,1,0,01,8575,8575,8593,8606,8487,8501,8533
050,04,012,Arizona,La Paz County,1,0,02,105,105,109,107,112,113,112
050,04,012,Arizona,La Paz County,1,0,03,1253,1253,1251,1206,1208,1221,1242
050,04,012,Arizona,La Paz County,1,0,04,36,36,37,39,44,40,43
050,04,012,Arizona,La Paz County,1,0,05,13,13,10,9,10,14,13
050,04,012,Arizona,La Paz County,1,0,06,141,141,113,108,107,108,105
050,04,012,Arizona,La Paz County,2,0,01,7946,7946,7955,8006,7985,8114,8226
050,04,012,Arizona,La Paz County,2,0,02,74,74,76,77,79,82,79
050,04,012,Arizona,La Paz County,2,0,03,1358,1358,1355,1295,1321,1342,1375
050,04,012,Arizona,La Paz County,2,0,04,46,46,41,43,44,51,50
050,04,012,Arizona,La Paz County,2,0,05,10,10,9,8,6,7,8
050,04,012,Arizona,La Paz County,2,0,06,158,158,108,105,110,103,112
050,04,013,Arizona,Maricopa County,1,0,01,1386445,1386445,1396666,1440194,1483262,1525413,1574621
050,04,013,Arizona,Maricopa County,1,0,02,62078,62078,62510,65498,68631,71514,75262
050,04,013,Arizona,Maricopa County,1,0,03,30660,30660,31061,32613,33525,34514,35846
050,04,013,Arizona,Maricopa County,1,0,04,33431,33431,33865,36011,38154,40250,42931
050,04,013,Arizona,Maricopa County,1,0,05,2971,2971,2957,3113,3284,3410,3602
050,04,013,Arizona,Maricopa County,1,0,06,20888,20888,21966,23322,24584,25811,27263
050,04,013,Arizona,Maricopa County,2,0,01,1383808,1383808,1393203,1432808,1471544,1509550,1553487
050,04,013,Arizona,Maricopa County,2,0,02,59171,59171,59511,62655,65951,68905,72764
050,04,013,Arizona,Maricopa County,2,0,03,32311,32311,32678,34236,35203,36265,37618
050,04,013,Arizona,Maricopa County,2,0,04,36585,36585,37297,39578,41883,44182,47068
050,04,013,Arizona,Maricopa County,2,0,05,2668,2668,2598,2726,2851,2988,3145
050,04,013,Arizona,Maricopa County,2,0,06,21133,21133,22164,23477,24734,25966,27394
050,04,015,Arizona,Mohave County,1,0,01,73113,73113,73736,75162,77624,80531,83930
050,04,015,Arizona,Mohave County,1,0,02,501,501,509,588,670,722,846
050,04,015,Arizona,Mohave County,1,0,03,1932,1932,1953,2051,2087,2116,2150
050,04,015,Arizona,Mohave County,1,0,04,498,498,521,550,612,638,706
050,04,015,Arizona,Mohave County,1,0,05,94,94,104,118,133,139,143
050,04,015,Arizona,Mohave County,1,0,06,961,961,919,967,1017,1049,1104
050,04,015,Arizona,Mohave County,2,0,01,73719,73719,74333,76129,78892,82107,85831
050,04,015,Arizona,Mohave County,2,0,02,386,386,403,482,575,634,770
050,04,015,Arizona,Mohave County,2,0,03,1967,1967,1996,2106,2145,2199,2249
050,04,015,Arizona,Mohave County,2,0,04,740,740,748,776,851,891,972
050,04,015,Arizona,Mohave County,2,0,05,110,110,109,113,128,129,131
050,04,015,Arizona,Mohave County,2,0,06,1011,1011,940,987,1054,1093,1149
050,04,017,Arizona,Navajo County,1,0,01,24442,24442,24579,24799,25464,25873,26471
050,04,017,Arizona,Navajo County,1,0,02,595,595,599,624,667,679,692
050,04,017,Arizona,Navajo County,1,0,03,22599,22599,22741,22960,23708,24364,24757
050,04,017,Arizona,Navajo County,1,0,04,143,143,143,176,175,172,180
050,04,017,Arizona,Navajo County,1,0,05,27,27,15,16,20,29,22
050,04,017,Arizona,Navajo County,1,0,06,621,621,562,560,581,591,603
050,04,017,Arizona,Navajo County,2,0,01,23814,23814,23921,24149,24812,25271,25929
050,04,017,Arizona,Navajo County,2,0,02,298,298,315,338,384,396,414
050,04,017,Arizona,Navajo County,2,0,03,24138,24138,24283,24565,25441,26146,26506
050,04,017,Arizona,Navajo County,2,0,04,195,195,196,215,225,227,246
050,04,017,Arizona,Navajo County,2,0,05,30,30,17,19,24,24,28
050,04,017,Arizona,Navajo County,2,0,06,568,568,566,584,605,607,607
050,04,019,Arizona,Pima County,1,0,01,368364,368364,370364,375363,382249,387798,394485
050,04,019,Arizona,Pima County,1,0,02,14339,14339,14425,14798,15122,15442,15881
050,04,019,Arizona,Pima County,1,0,03,14275,14275,14402,14771,14971,15175,15462
050,04,019,Arizona,Pima County,1,0,04,8479,8479,8516,8782,9232,9615,10032
050,04,019,Arizona,Pima County,1,0,05,675,675,717,728,759,775,804
050,04,019,Arizona,Pima County,1,0,06,6430,6430,6558,6779,7020,7263,7511
050,04,019,Arizona,Pima County,2,0,01,385878,385878,387894,393175,399827,405400,411980
050,04,019,Arizona,Pima County,2,0,02,13156,13156,13245,13704,14123,14482,14952
050,04,019,Arizona,Pima County,2,0,03,14972,14972,15110,15498,15678,15883,16121
050,04,019,Arizona,Pima County,2,0,04,9784,9784,9926,10176,10628,11000,11391
050,04,019,Arizona,Pima County,2,0,05,661,661,673,674,691,719,736
050,04,019,Arizona,Pima County,2,0,06,6733,6733,6724,6960,7229,7435,7704
050,04,021,Arizona,Pinal County,1,0,01,83221,83221,84065,86540,89964,94216,98529
050,04,021,Arizona,Pinal County,1,0,02,3363,3363,3392,3540,3818,4040,4341
050,04,021,Arizona,Pinal County,1,0,03,7315,7315,7430,7521,7717,7919,8065
050,04,021,Arizona,Pinal County,1,0,04,708,708,725,751,818,907,1018
050,04,021,Arizona,Pinal County,1,0,05,148,148,179,186,197,213,228
050,04,021,Arizona,Pinal County,1,0,06,1075,1075,941,966,1039,1097,1190
050,04,021,Arizona,Pinal County,2,0,01,73067,73067,73863,76244,79577,83672,87797
050,04,021,Arizona,Pinal County,2,0,02,1958,1958,1980,2113,2370,2577,2847
050,04,021,Arizona,Pinal County,2,0,03,7293,7293,7372,7494,7720,7985,8195
050,04,021,Arizona,Pinal County,2,0,04,553,553,541,556,628,724,860
050,04,021,Arizona,Pinal County,2,0,05,75,75,125,132,142,156,169
050,04,021,Arizona,Pinal County,2,0,06,951,951,857,884,952,1023,1120
050,04,023,Arizona,Santa Cruz County,1,0,01,17912,17912,18039,18253,18506,18696,18913
050,04,023,Arizona,Santa Cruz County,1,0,02,89,89,87,97,93,101,107
050,04,023,Arizona,Santa Cruz County,1,0,03,151,151,155,162,158,161,174
050,04,023,Arizona,Santa Cruz County,1,0,04,111,111,114,109,107,114,117
050,04,023,Arizona,Santa Cruz County,1,0,05,24,24,24,26,23,25,24
050,04,023,Arizona,Santa Cruz County,1,0,06,76,76,35,35,30,31,32
050,04,023,Arizona,Santa Cruz County,2,0,01,19552,19552,19674,19929,20281,20617,20949
050,04,023,Arizona,Santa Cruz County,2,0,02,82,82,83,91,87,95,105
050,04,023,Arizona,Santa Cruz County,2,0,03,153,153,153,150,141,146,151
050,04,023,Arizona,Santa Cruz County,2,0,04,127,127,128,123,126,126,135
050,04,023,Arizona,Santa Cruz County,2,0,05,23,23,27,30,24,32,33
050,04,023,Arizona,Santa Cruz County,2,0,06,81,81,45,40,39,41,44
050,04,025,Arizona,Yavapai County,1,0,01,78774,78774,79558,81775,84247,86712,89510
050,04,025,Arizona,Yavapai County,1,0,02,413,413,412,464,520,594,651
050,04,025,Arizona,Yavapai County,1,0,03,1344,1344,1384,1441,1481,1540,1586
050,04,025,Arizona,Yavapai County,1,0,04,401,401,427,449,490,512,546
050,04,025,Arizona,Yavapai County,1,0,05,82,82,73,76,82,84,95
050,04,025,Arizona,Yavapai County,1,0,06,1107,1107,1019,1042,1126,1171,1242
050,04,025,Arizona,Yavapai County,2,0,01,82071,82071,82803,84984,87490,90042,92865
050,04,025,Arizona,Yavapai County,2,0,02,302,302,319,369,416,476,530
050,04,025,Arizona,Yavapai County,2,0,03,1440,1440,1443,1491,1530,1591,1636
050,04,025,Arizona,Yavapai County,2,0,04,488,488,482,522,566,593,634
050,04,025,Arizona,Yavapai County,2,0,05,64,64,63,74,83,87,100
050,04,025,Arizona,Yavapai County,2,0,06,1031,1031,1000,1056,1107,1174,1233
050,04,027,Arizona,Yuma County,1,0,01,75181,75181,75625,76710,78079,79593,81940
050,04,027,Arizona,Yuma County,1,0,02,2389,2389,2379,2416,2472,2545,2620
050,04,027,Arizona,Yuma County,1,0,03,1505,1505,1512,1544,1579,1614,1657
050,04,027,Arizona,Yuma County,1,0,04,718,718,705,722,757,785,822
050,04,027,Arizona,Yuma County,1,0,05,148,148,201,212,221,234,248
050,04,027,Arizona,Yuma County,1,0,06,858,858,754,783,816,820,883
050,04,027,Arizona,Yuma County,2,0,01,74075,74075,74517,75852,77368,79397,82062
050,04,027,Arizona,Yuma County,2,0,02,1617,1617,1620,1693,1771,1881,1969
050,04,027,Arizona,Yuma County,2,0,03,1443,1443,1460,1493,1538,1558,1597
050,04,027,Arizona,Yuma County,2,0,04,1049,1049,981,1003,1031,1052,1102
050,04,027,Arizona,Yuma County,2,0,05,153,153,231,235,250,260,269
050,04,027,Arizona,Yuma County,2,0,06,890,890,765,814,833,865,914
050,04,001,Arizona,Apache County,1,1,01,6208,6208,6233,6234,6119,6326,6576
050,04,001,Arizona,Apache County,1,1,02,106,106,109,137,139,151,154
050,04,001,Arizona,Apache County,1,1,03,26104,26104,25967,25279,25090,25136,25261
050,04,001,Arizona,Apache County,1,1,04,32,32,35,45,50,47,52
050,04,001,Arizona,Apache County,1,1,05,16,16,9,10,11,12,12
050,04,001,Arizona,Apache County,1,1,06,272,272,233,226,234,240,249
050,04,001,Arizona,Apache County,1,2,01,1405,1405,1406,1337,1449,1504,1377
050,04,001,Arizona,Apache County,1,2,02,10,10,10,12,29,41,48
050,04,001,Arizona,Apache County,1,2,03,212,212,213,209,214,220,218
050,04,001,Arizona,Apache County,1,2,04,8,8,4,3,5,6,6
050,04,001,Arizona,Apache County,1,2,05,6,6,16,17,19,20,21
050,04,001,Arizona,Apache County,1,2,06,24,24,6,4,7,6,7
050,04,001,Arizona,Apache County,2,1,01,6196,6196,6204,6209,6121,6358,6588
050,04,001,Arizona,Apache County,2,1,02,57,57,63,89,92,109,124
050,04,001,Arizona,Apache County,2,1,03,26985,26985,26901,26256,26097,26297,26387
050,04,001,Arizona,Apache County,2,1,04,56,56,52,59,69,65,70
050,04,001,Arizona,Apache County,2,1,05,18,18,11,13,13,14,13
050,04,001,Arizona,Apache County,2,1,06,254,254,242,236,242,247,245
050,04,001,Arizona,Apache County,2,2,01,1179,1179,1180,1118,1223,1282,1181
050,04,001,Arizona,Apache County,2,2,02,10,10,11,12,26,42,50
050,04,001,Arizona,Apache County,2,2,03,227,227,231,231,239,242,239
050,04,001,Arizona,Apache County,2,2,04,4,4,5,4,4,5,5
050,04,001,Arizona,Apache County,2,2,05,6,6,12,13,13,13,12
050,04,001,Arizona,Apache County,2,2,06,28,28,4,4,6,5,8
050,04,003,Arizona,Cochise County,1,1,01,36176,36176,36219,36272,36796,37108,37767
050,04,003,Arizona,Cochise County,1,1,02,2923,2923,2934,2755,2656,2597,2599
050,04,003,Arizona,Cochise County,1,1,03,593,593,607,607,624,653,668
050,04,003,Arizona,Cochise County,1,1,04,597,597,693,714,692,718,731
050,04,003,Arizona,Cochise County,1,1,05,144,144,98,101,96,100,99
050,04,003,Arizona,Cochise County,1,1,06,1069,1069,964,974,969,998,1027
050,04,003,Arizona,Cochise County,1,2,01,17088,17088,17191,17478,17577,17930,18145
050,04,003,Arizona,Cochise County,1,2,02,233,233,232,258,273,301,321
050,04,003,Arizona,Cochise County,1,2,03,254,254,234,226,220,213,210
050,04,003,Arizona,Cochise County,1,2,04,78,78,76,73,77,76,80
050,04,003,Arizona,Cochise County,1,2,05,29,29,56,51,51,54,56
050,04,003,Arizona,Cochise County,1,2,06,173,173,224,232,238,248,253
050,04,003,Arizona,Cochise County,2,1,01,34998,34998,35015,35199,35791,36193,36963
050,04,003,Arizona,Cochise County,2,1,02,2194,2194,2196,2076,2016,1976,2027
050,04,003,Arizona,Cochise County,2,1,03,417,417,477,472,487,516,527
050,04,003,Arizona,Cochise County,2,1,04,1322,1322,1275,1319,1314,1367,1382
050,04,003,Arizona,Cochise County,2,1,05,130,130,127,126,129,131,137
050,04,003,Arizona,Cochise County,2,1,06,1058,1058,990,1004,995,1023,1064
050,04,003,Arizona,Cochise County,2,2,01,17459,17459,17562,17941,18143,18591,18984
050,04,003,Arizona,Cochise County,2,2,02,266,266,269,296,309,331,353
050,04,003,Arizona,Cochise County,2,2,03,261,261,231,221,219,221,218
050,04,003,Arizona,Cochise County,2,2,04,64,64,63,65,61,67,70
050,04,003,Arizona,Cochise County,2,2,05,24,24,40,48,44,46,51
050,04,003,Arizona,Cochise County,2,2,06,205,205,262,265,267,278,281
050,04,005,Arizona,Coconino County,1,1,01,33800,33800,33838,33916,34370,34617,34741
050,04,005,Arizona,Coconino County,1,1,02,605,605,610,627,635,671,686
050,04,005,Arizona,Coconino County,1,1,03,15852,15852,15917,16162,16509,16662,17051
050,04,005,Arizona,Coconino County,1,1,04,409,409,416,426,433,483,480
050,04,005,Arizona,Coconino County,1,1,05,56,56,50,50,48,51,57
050,04,005,Arizona,Coconino County,1,1,06,772,772,791,795,799,815,812
050,04,005,Arizona,Coconino County,1,2,01,5935,5935,6005,6065,6392,6406,6664
050,04,005,Arizona,Coconino County,1,2,02,58,58,60,75,88,99,118
050,04,005,Arizona,Coconino County,1,2,03,417,417,446,456,480,506,515
050,04,005,Arizona,Coconino County,1,2,04,27,27,28,34,35,36,38
050,04,005,Arizona,Coconino County,1,2,05,16,16,12,12,14,16,15
050,04,005,Arizona,Coconino County,1,2,06,114,114,61,62,61,69,74
050,04,005,Arizona,Coconino County,2,1,01,33443,33443,33489,33575,34062,34311,34387
050,04,005,Arizona,Coconino County,2,1,02,563,563,560,585,591,633,647
050,04,005,Arizona,Coconino County,2,1,03,16779,16779,16844,17113,17483,17716,18121
050,04,005,Arizona,Coconino County,2,1,04,503,503,508,528,539,598,610
050,04,005,Arizona,Coconino County,2,1,05,47,47,48,50,54,57,54
050,04,005,Arizona,Coconino County,2,1,06,764,764,795,806,825,853,843
050,04,005,Arizona,Coconino County,2,2,01,5589,5589,5652,5681,5942,5967,6213
050,04,005,Arizona,Coconino County,2,2,02,58,58,60,68,80,89,99
050,04,005,Arizona,Coconino County,2,2,03,375,375,401,414,426,427,434
050,04,005,Arizona,Coconino County,2,2,04,21,21,21,23,25,22,25
050,04,005,Arizona,Coconino County,2,2,05,9,9,7,9,10,10,10
050,04,005,Arizona,Coconino County,2,2,06,108,108,49,50,55,58,60
050,04,007,Arizona,Gila County,1,1,01,17382,17382,17427,17252,17311,17148,17119
050,04,007,Arizona,Gila County,1,1,02,112,112,117,127,131,156,153
050,04,007,Arizona,Gila County,1,1,03,3174,3174,3173,3283,3296,3334,3421
050,04,007,Arizona,Gila County,1,1,04,90,90,93,100,107,114,106
050,04,007,Arizona,Gila County,1,1,05,9,9,2,2,4,1,3
050,04,007,Arizona,Gila County,1,1,06,215,215,174,178,180,176,175
050,04,007,Arizona,Gila County,1,2,01,4074,4074,4111,4103,4091,4046,3991
050,04,007,Arizona,Gila County,1,2,02,16,16,17,18,18,19,18
050,04,007,Arizona,Gila County,1,2,03,136,136,141,145,149,150,154
050,04,007,Arizona,Gila County,1,2,04,7,7,10,8,8,6,6
050,04,007,Arizona,Gila County,1,2,05,4,4,2,3,3,3,4
050,04,007,Arizona,Gila County,1,2,06,30,30,8,9,8,6,5
050,04,007,Arizona,Gila County,2,1,01,18117,18117,18147,18017,18046,17921,17932
050,04,007,Arizona,Gila County,2,1,02,69,69,74,80,82,103,103
050,04,007,Arizona,Gila County,2,1,03,3278,3278,3274,3377,3446,3519,3591
050,04,007,Arizona,Gila County,2,1,04,126,126,129,139,149,157,157
050,04,007,Arizona,Gila County,2,1,05,16,16,2,3,4,4,3
050,04,007,Arizona,Gila County,2,1,06,201,201,185,181,186,186,189
050,04,007,Arizona,Gila County,2,2,01,4068,4068,4098,4101,4110,4092,4080
050,04,007,Arizona,Gila County,2,2,02,28,28,28,28,29,29,30
050,04,007,Arizona,Gila County,2,2,03,139,139,146,155,159,160,163
050,04,007,Arizona,Gila County,2,2,04,9,9,14,13,11,8,13
050,04,007,Arizona,Gila County,2,2,05,5,5,1,2,4,2,2
050,04,007,Arizona,Gila County,2,2,06,30,30,6,7,7,4,4
050,04,009,Arizona,Graham County,1,1,01,9472,9472,9504,9483,9360,9202,9125
050,04,009,Arizona,Graham County,1,1,02,515,515,523,524,524,530,532
050,04,009,Arizona,Graham County,1,1,03,2468,2468,2475,2474,2494,2533,2522
050,04,009,Arizona,Graham County,1,1,04,108,108,109,109,111,113,113
050,04,009,Arizona,Graham County,1,1,05,6,6,4,6,4,4,6
050,04,009,Arizona,Graham County,1,1,06,116,116,59,63,59,59,60
050,04,009,Arizona,Graham County,1,2,01,4849,4849,4880,4943,4919,4931,4952
050,04,009,Arizona,Graham County,1,2,02,28,28,31,33,31,32,32
050,04,009,Arizona,Graham County,1,2,03,119,119,123,125,123,121,120
050,04,009,Arizona,Graham County,1,2,04,13,13,16,16,14,13,17
050,04,009,Arizona,Graham County,1,2,05,9,9,5,5,7,6,8
050,04,009,Arizona,Graham County,1,2,06,25,25,0,0,0,0,0
050,04,009,Arizona,Graham County,2,1,01,9090,9090,9118,9043,8913,8754,8676
050,04,009,Arizona,Graham County,2,1,02,101,101,105,104,104,105,106
050,04,009,Arizona,Graham County,2,1,03,2369,2369,2373,2383,2395,2431,2422
050,04,009,Arizona,Graham County,2,1,04,75,75,78,79,73,78,77
050,04,009,Arizona,Graham County,2,1,05,5,5,0,1,0,2,1
050,04,009,Arizona,Graham County,2,1,06,110,110,70,63,62,61,63
050,04,009,Arizona,Graham County,2,2,01,3816,3816,3843,3885,3862,3902,3976
050,04,009,Arizona,Graham County,2,2,02,34,34,34,35,34,36,35
050,04,009,Arizona,Graham County,2,2,03,123,123,126,126,124,124,123
050,04,009,Arizona,Graham County,2,2,04,12,12,11,17,13,17,19
050,04,009,Arizona,Graham County,2,2,05,13,13,7,9,7,8,7
050,04,009,Arizona,Graham County,2,2,06,13,13,0,0,0,0,1
050,04,011,Arizona,Greenlee County,1,1,01,2443,2443,2439,2383,2182,2070,2037
050,04,011,Arizona,Greenlee County,1,1,02,17,17,17,17,17,17,17
050,04,011,Arizona,Greenlee County,1,1,03,71,71,70,73,72,68,72
050,04,011,Arizona,Greenlee County,1,1,04,4,4,5,4,4,5,7
050,04,011,Arizona,Greenlee County,1,1,05,1,1,0,0,0,0,1
050,04,011,Arizona,Greenlee County,1,1,06,27,27,23,22,22,20,20
050,04,011,Arizona,Greenlee County,1,2,01,1846,1846,1861,1845,1765,1723,1740
050,04,011,Arizona,Greenlee County,1,2,02,10,10,11,10,10,10,11
050,04,011,Arizona,Greenlee County,1,2,03,21,21,24,24,22,21,22
050,04,011,Arizona,Greenlee County,1,2,04,4,4,2,4,4,4,3
050,04,011,Arizona,Greenlee County,1,2,05,5,5,9,9,9,9,9
050,04,011,Arizona,Greenlee County,1,2,06,13,13,4,4,3,3,4
050,04,011,Arizona,Greenlee County,2,1,01,2191,2191,2200,2143,1945,1832,1789
050,04,011,Arizona,Greenlee County,2,1,02,17,17,17,17,18,17,18
050,04,011,Arizona,Greenlee County,2,1,03,50,50,55,56,56,57,56
050,04,011,Arizona,Greenlee County,2,1,04,11,11,11,11,11,11,10
050,04,011,Arizona,Greenlee County,2,1,05,0,0,0,0,0,0,0
050,04,011,Arizona,Greenlee County,2,1,06,34,34,17,15,13,14,10
050,04,011,Arizona,Greenlee County,2,2,01,1737,1737,1751,1732,1669,1633,1640
050,04,011,Arizona,Greenlee County,2,2,02,8,8,9,9,10,11,10
050,04,011,Arizona,Greenlee County,2,2,03,14,14,16,16,16,15,16
050,04,011,Arizona,Greenlee County,2,2,04,3,3,1,2,1,2,3
050,04,011,Arizona,Greenlee County,2,2,05,3,3,6,6,5,5,5
050,04,011,Arizona,Greenlee County,2,2,06,17,17,1,0,2,1,1
050,04,012,Arizona,La Paz County,1,1,01,6477,6477,6499,6496,6421,6392,6452
050,04,012,Arizona,La Paz County,1,1,02,89,89,92,90,95,96,94
050,04,012,Arizona,La Paz County,1,1,03,1037,1037,1034,992,994,1004,1024
050,04,012,Arizona,La Paz County,1,1,04,34,34,33,33,36,33,37
050,04,012,Arizona,La Paz County,1,1,05,5,5,3,3,3,6,6
050,04,012,Arizona,La Paz County,1,1,06,118,118,96,89,89,88,90
050,04,012,Arizona,La Paz County,1,2,01,2098,2098,2094,2110,2066,2109,2081
050,04,012,Arizona,La Paz County,1,2,02,16,16,17,17,17,17,18
050,04,012,Arizona,La Paz County,1,2,03,216,216,217,214,214,217,218
050,04,012,Arizona,La Paz County,1,2,04,2,2,4,6,8,7,6
050,04,012,Arizona,La Paz County,1,2,05,8,8,7,6,7,8,7
050,04,012,Arizona,La Paz County,1,2,06,23,23,17,19,18,20,15
050,04,012,Arizona,La Paz County,2,1,01,6144,6144,6153,6176,6169,6213,6307
050,04,012,Arizona,La Paz County,2,1,02,62,62,64,64,67,69,67
050,04,012,Arizona,La Paz County,2,1,03,1150,1150,1146,1086,1103,1118,1149
050,04,012,Arizona,La Paz County,2,1,04,44,44,39,39,41,46,46
050,04,012,Arizona,La Paz County,2,1,05,4,4,2,1,0,0,3
050,04,012,Arizona,La Paz County,2,1,06,131,131,96,92,94,88,95
050,04,012,Arizona,La Paz County,2,2,01,1802,1802,1802,1830,1816,1901,1919
050,04,012,Arizona,La Paz County,2,2,02,12,12,12,13,12,13,12
050,04,012,Arizona,La Paz County,2,2,03,208,208,209,209,218,224,226
050,04,012,Arizona,La Paz County,2,2,04,2,2,2,4,3,5,4
050,04,012,Arizona,La Paz County,2,2,05,6,6,7,7,6,7,5
050,04,012,Arizona,La Paz County,2,2,06,27,27,12,13,16,15,17
050,04,013,Arizona,Maricopa County,1,1,01,1005190,1005190,1009412,1024528,1040163,1056246,1077012
050,04,013,Arizona,Maricopa County,1,1,02,56528,56528,56913,59226,61666,63944,67014
050,04,013,Arizona,Maricopa County,1,1,03,22714,22714,23132,24458,25208,26042,27160
050,04,013,Arizona,Maricopa County,1,1,04,31446,31446,31809,33797,35805,37771,40318
050,04,013,Arizona,Maricopa County,1,1,05,2086,2086,2168,2272,2386,2472,2610
050,04,013,Arizona,Maricopa County,1,1,06,17197,17197,17946,19012,19979,20944,22118
050,04,013,Arizona,Maricopa County,1,2,01,381255,381255,387254,415666,443099,469167,497609
050,04,013,Arizona,Maricopa County,1,2,02,5550,5550,5597,6272,6965,7570,8248
050,04,013,Arizona,Maricopa County,1,2,03,7946,7946,7929,8155,8317,8472,8686
050,04,013,Arizona,Maricopa County,1,2,04,1985,1985,2056,2214,2349,2479,2613
050,04,013,Arizona,Maricopa County,1,2,05,885,885,789,841,898,938,992
050,04,013,Arizona,Maricopa County,1,2,06,3691,3691,4020,4310,4605,4867,5145
050,04,013,Arizona,Maricopa County,2,1,01,1041254,1041254,1045448,1060419,1075704,1091327,1110862
050,04,013,Arizona,Maricopa County,2,1,02,53667,53667,53950,56430,59043,61375,64518
050,04,013,Arizona,Maricopa County,2,1,03,24893,24893,25258,26570,27321,28222,29359
050,04,013,Arizona,Maricopa County,2,1,04,34572,34572,35196,37351,39524,41715,44475
050,04,013,Arizona,Maricopa County,2,1,05,1824,1824,1855,1948,2038,2131,2244
050,04,013,Arizona,Maricopa County,2,1,06,17437,17437,18215,19248,20232,21197,22353
050,04,013,Arizona,Maricopa County,2,2,01,342554,342554,347755,372389,395840,418223,442625
050,04,013,Arizona,Maricopa County,2,2,02,5504,5504,5561,6225,6908,7530,8246
050,04,013,Arizona,Maricopa County,2,2,03,7418,7418,7420,7666,7882,8043,8259
050,04,013,Arizona,Maricopa County,2,2,04,2013,2013,2101,2227,2359,2467,2593
050,04,013,Arizona,Maricopa County,2,2,05,844,844,743,778,813,857,901
050,04,013,Arizona,Maricopa County,2,2,06,3696,3696,3949,4229,4502,4769,5041
050,04,015,Arizona,Mohave County,1,1,01,64868,64868,65314,66314,68380,70739,73459
050,04,015,Arizona,Mohave County,1,1,02,460,460,464,519,572,604,679
050,04,015,Arizona,Mohave County,1,1,03,1616,1616,1636,1718,1745,1769,1797
050,04,015,Arizona,Mohave County,1,1,04,452,452,471,491,550,572,634
050,04,015,Arizona,Mohave County,1,1,05,65,65,70,71,82,87,87
050,04,015,Arizona,Mohave County,1,1,06,816,816,819,864,908,934,977
050,04,015,Arizona,Mohave County,1,2,01,8245,8245,8422,8848,9244,9792,10471
050,04,015,Arizona,Mohave County,1,2,02,41,41,45,69,98,118,167
050,04,015,Arizona,Mohave County,1,2,03,316,316,317,333,342,347,353
050,04,015,Arizona,Mohave County,1,2,04,46,46,50,59,62,66,72
050,04,015,Arizona,Mohave County,1,2,05,29,29,34,47,51,52,56
050,04,015,Arizona,Mohave County,1,2,06,145,145,100,103,109,115,127
050,04,015,Arizona,Mohave County,2,1,01,65892,65892,66364,67704,70044,72665,75671
050,04,015,Arizona,Mohave County,2,1,02,335,335,350,407,468,502,588
050,04,015,Arizona,Mohave County,2,1,03,1659,1659,1693,1790,1811,1840,1856
050,04,015,Arizona,Mohave County,2,1,04,693,693,702,726,801,834,907
050,04,015,Arizona,Mohave County,2,1,05,87,87,79,85,88,93,94
050,04,015,Arizona,Mohave County,2,1,06,907,907,848,888,950,970,1019
050,04,015,Arizona,Mohave County,2,2,01,7827,7827,7969,8425,8848,9442,10160
050,04,015,Arizona,Mohave County,2,2,02,51,51,53,75,107,132,182
050,04,015,Arizona,Mohave County,2,2,03,308,308,303,316,334,359,393
050,04,015,Arizona,Mohave County,2,2,04,47,47,46,50,50,57,65
050,04,015,Arizona,Mohave County,2,2,05,23,23,30,28,40,36,37
050,04,015,Arizona,Mohave County,2,2,06,104,104,92,99,104,123,130
050,04,017,Arizona,Navajo County,1,1,01,20786,20786,20876,21062,21365,21626,22142
050,04,017,Arizona,Navajo County,1,1,02,543,543,549,569,598,607,618
050,04,017,Arizona,Navajo County,1,1,03,22184,22184,22301,22514,23260,23912,24301
050,04,017,Arizona,Navajo County,1,1,04,133,133,135,162,159,154,162
050,04,017,Arizona,Navajo County,1,1,05,21,21,11,15,14,20,14
050,04,017,Arizona,Navajo County,1,1,06,542,542,536,535,552,557,564
050,04,017,Arizona,Navajo County,1,2,01,3656,3656,3703,3737,4099,4247,4329
050,04,017,Arizona,Navajo County,1,2,02,52,52,50,55,69,72,74
050,04,017,Arizona,Navajo County,1,2,03,415,415,440,446,448,452,456
050,04,017,Arizona,Navajo County,1,2,04,10,10,8,14,16,18,18
050,04,017,Arizona,Navajo County,1,2,05,6,6,4,1,6,9,8
050,04,017,Arizona,Navajo County,1,2,06,79,79,26,25,29,34,39
050,04,017,Arizona,Navajo County,2,1,01,20553,20553,20621,20806,21153,21466,22034
050,04,017,Arizona,Navajo County,2,1,02,256,256,271,287,324,332,346
050,04,017,Arizona,Navajo County,2,1,03,23734,23734,23857,24144,25012,25715,26069
050,04,017,Arizona,Navajo County,2,1,04,188,188,185,207,217,216,234
050,04,017,Arizona,Navajo County,2,1,05,22,22,12,12,16,16,21
050,04,017,Arizona,Navajo County,2,1,06,497,497,540,551,576,573,577
050,04,017,Arizona,Navajo County,2,2,01,3261,3261,3300,3343,3659,3805,3895
050,04,017,Arizona,Navajo County,2,2,02,42,42,44,51,60,64,68
050,04,017,Arizona,Navajo County,2,2,03,404,404,426,421,429,431,437
050,04,017,Arizona,Navajo County,2,2,04,7,7,11,8,8,11,12
050,04,017,Arizona,Navajo County,2,2,05,8,8,5,7,8,8,7
