SUMLEV,ST,CTY,STNAME,CTYNAME,TIME,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,35,035,New Mexico,Otero County,8,63538,31789,31749,4291,2195,2096,8239,4219,4020,4097,2102,1995,6692,3568,3124,48988,24299,24689,46911,23273,23638,26862,13852,13010,14879,7228,7651,8297,3781,4516,777,277,500,35.6,34.5,36.8
050,35,037,New Mexico,Quay County,1,10155,4920,5235,558,282,276,1305,657,648,678,342,336,676,350,326,7978,3822,4156,7614,3639,3975,3579,1742,1837,2644,1308,1336,1928,854,1074,243,77,166,41.5,40.6,42.3
050,35,037,New Mexico,Quay County,2,10155,4920,5235,558,282,276,1305,657,648,678,342,336,676,350,326,7978,3822,4156,7614,3639,3975,3579,1742,1837,2644,1308,1336,1928,854,1074,243,77,166,41.5,40.6,42.3
050,35,037,New Mexico,Quay County,3,10081,4877,5204,539,273,266,1269,639,630,664,334,330,676,348,328,7967,3811,4156,7609,3631,3978,3559,1732,1827,2644,1306,1338,1933,852,1081,247,78,169,41.8,41.0,42.7
050,35,037,New Mexico,Quay County,4,9841,4745,5096,521,261,260,1194,602,592,609,314,295,724,356,368,7846,3731,4115,7517,3568,3949,3399,1666,1733,2661,1302,1359,1923,840,1083,265,84,181,42.5,41.5,43.6
050,35,037,New Mexico,Quay County,5,9703,4665,5038,526,266,260,1156,580,576,564,290,274,760,368,392,7746,3673,4073,7457,3529,3928,3280,1611,1669,2692,1305,1387,1918,834,1084,260,82,178,42.9,42.0,44.1
050,35,037,New Mexico,Quay County,6,9627,4637,4990,505,248,257,1081,556,525,548,286,262,803,388,415,7762,3691,4071,7493,3547,3946,3251,1602,1649,2709,1307,1402,1934,853,1081,268,88,180,43.6,42.5,44.8
050,35,037,New Mexico,Quay County,7,9418,4533,4885,488,240,248,1027,531,496,554,284,270,795,386,409,7614,3618,3996,7349,3478,3871,3203,1578,1625,2676,1277,1399,1882,836,1046,254,85,169,43.9,42.9,45.0
050,35,037,New Mexico,Quay County,8,9259,4455,4804,486,250,236,933,472,461,562,289,273,821,396,425,7545,3579,3966,7278,3444,3834,3117,1533,1584,2726,1309,1417,1844,810,1034,261,79,182,44.6,43.5,45.8
050,35,039,New Mexico,Rio Arriba County,1,41190,20388,20802,2868,1369,1499,6175,3051,3124,2731,1432,1299,3659,1881,1778,30731,15204,15527,29416,14536,14880,17499,8874,8625,9420,4682,4738,4489,2001,2488,469,166,303,34.5,34.0,35.1
050,35,039,New Mexico,Rio Arriba County,2,41190,20388,20802,2868,1369,1499,6175,3051,3124,2731,1432,1299,3659,1881,1778,30731,15204,15527,29416,14536,14880,17499,8874,8625,9420,4682,4738,4489,2001,2488,469,166,303,34.5,34.0,35.1
050,35,039,New Mexico,Rio Arriba County,3,41256,20444,20812,2842,1360,1482,6113,3023,3090,2710,1418,1292,3703,1909,1794,30894,15302,15592,29591,14643,14948,17559,8912,8647,9509,4733,4776,4500,2007,2493,479,170,309,34.7,34.2,35.2
050,35,039,New Mexico,Rio Arriba County,4,41089,20272,20817,2910,1380,1530,5835,2909,2926,2722,1379,1343,3731,1915,1816,30911,15251,15660,29622,14604,15018,17305,8816,8489,9777,4827,4950,4547,2007,2540,512,179,333,35.2,34.6,35.7
050,35,039,New Mexico,Rio Arriba County,5,41010,20204,20806,3019,1446,1573,5633,2779,2854,2757,1402,1355,3789,1925,1864,30957,15305,15652,29601,14577,15024,16986,8613,8373,10057,4965,5092,4622,2054,2568,524,190,334,35.6,35.1,36.1
050,35,039,New Mexico,Rio Arriba County,6,40814,20081,20733,3034,1466,1568,5398,2653,2745,2695,1360,1335,3835,1971,1864,31072,15309,15763,29687,14602,15085,16591,8420,8171,10443,5137,5306,4709,2086,2623,548,207,341,36.3,35.7,36.9
050,35,039,New Mexico,Rio Arriba County,7,40768,20039,20729,3146,1560,1586,5107,2481,2626,2678,1302,1376,3893,2031,1862,31186,15343,15843,29837,14696,15141,16285,8243,8042,10736,5285,5451,4792,2127,2665,547,211,336,36.8,36.1,37.4
050,35,039,New Mexico,Rio Arriba County,8,40828,20086,20742,3298,1674,1624,4847,2346,2501,2581,1279,1302,3998,2056,1942,31387,15426,15961,30102,14787,15315,16035,8089,7946,11144,5480,5664,4891,2190,2701,561,215,346,37.3,36.5,38.1
050,35,041,New Mexico,Roosevelt County,1,18018,8847,9171,1344,664,680,2534,1309,1225,1182,614,568,2874,1427,1447,13593,6597,6996,12958,6260,6698,8388,4181,4207,3304,1604,1700,2180,947,1233,269,90,179,29.5,28.3,30.7
050,35,041,New Mexico,Roosevelt County,2,18018,8847,9171,1344,664,680,2534,1309,1225,1182,614,568,2874,1427,1447,13593,6597,6996,12958,6260,6698,8388,4181,4207,3304,1604,1700,2180,947,1233,269,90,179,29.5,28.3,30.7
050,35,041,New Mexico,Roosevelt County,3,17983,8853,9130,1322,652,670,2485,1286,1199,1163,603,560,2951,1479,1472,13637,6643,6994,13013,6312,6701,8422,4223,4199,3315,1611,1704,2177,943,1234,272,91,181,29.6,28.3,30.8
050,35,041,New Mexico,Roosevelt County,4,18223,8943,9280,1316,660,656,2465,1271,1194,1102,565,537,3240,1624,1616,13905,6737,7168,13340,6447,6893,8603,4297,4306,3391,1640,1751,2174,938,1236,297,106,191,29.2,27.8,30.3
050,35,041,New Mexico,Roosevelt County,5,18187,8922,9265,1380,704,676,2439,1239,1200,1073,550,523,3306,1651,1655,13819,6694,7125,13295,6429,6866,8487,4225,4262,3480,1685,1795,2126,918,1208,292,106,186,28.9,27.8,30.1
050,35,041,New Mexico,Roosevelt County,6,18221,8942,9279,1416,744,672,2411,1215,1196,1031,541,490,3304,1587,1717,13882,6708,7174,13363,6442,6921,8498,4255,4243,3571,1707,1864,2084,894,1190,286,102,184,28.9,27.9,30.2
050,35,041,New Mexico,Roosevelt County,7,18199,8940,9259,1430,759,671,2347,1186,1161,1035,534,501,3349,1655,1694,13910,6735,7175,13387,6461,6926,8409,4233,4176,3620,1709,1911,2116,915,1201,276,95,181,29.2,27.8,30.3
050,35,041,New Mexico,Roosevelt County,8,18238,8932,9306,1430,753,677,2313,1163,1150,1022,542,480,3306,1623,1683,13965,6741,7224,13473,6474,6999,8411,4201,4210,3681,1755,1926,2148,921,1227,266,85,181,29.4,28.0,30.5
050,35,043,New Mexico,Sandoval County,1,89908,43848,46060,6589,3334,3255,13853,7105,6748,6148,3123,3025,6761,3455,3306,66259,31792,34467,63318,30286,33032,38301,18837,19464,19953,9619,10334,9542,4098,5444,1033,339,694,35.1,33.9,36.1
050,35,043,New Mexico,Sandoval County,2,90584,44193,46391,6605,3344,3261,13922,7152,6770,6203,3155,3048,6794,3471,3323,66823,32061,34762,63854,30542,33312,38513,18939,19574,20237,9757,10480,9629,4141,5488,1042,342,700,35.2,34.0,36.2
050,35,043,New Mexico,Sandoval County,3,91299,44537,46762,6656,3367,3289,13973,7172,6801,6262,3184,3078,6931,3556,3375,67402,32346,35056,64408,30814,33594,38770,19073,19697,20489,9877,10612,9721,4182,5539,1062,351,711,35.2,34.0,36.3
050,35,043,New Mexico,Sandoval County,4,93420,45504,47916,6605,3353,3252,13943,7133,6810,6482,3316,3166,7542,3854,3688,69565,33322,36243,66390,31702,34688,39543,19458,20085,21653,10429,11224,10065,4301,5764,1130,362,768,35.5,34.2,36.6
050,35,043,New Mexico,Sandoval County,5,96375,46916,49459,6710,3388,3322,14052,7189,6863,6603,3360,3243,8362,4304,4058,72373,34678,37695,69010,32979,36031,40585,20025,20560,23011,11069,11942,10419,4427,5992,1211,391,820,35.7,34.4,36.9
050,35,043,New Mexico,Sandoval County,6,99435,48372,51063,6674,3366,3308,14023,7176,6847,6669,3391,3278,9260,4711,4549,75502,36198,39304,72069,34439,37630,41714,20631,21083,24611,11808,12803,10789,4582,6207,1315,424,891,36.0,34.7,37.3
050,35,043,New Mexico,Sandoval County,7,102725,49996,52729,6654,3316,3338,13880,7058,6822,6713,3454,3259,10150,5151,4999,78822,37880,40942,75478,36168,39310,43080,21352,21728,26150,12517,13633,11229,4826,6403,1395,471,924,36.3,34.9,37.5
050,35,043,New Mexico,Sandoval County,8,107460,52296,55164,6689,3310,3379,13818,7002,6816,6970,3579,3391,10897,5551,5346,83380,40115,43265,79983,38405,41578,45100,22418,22682,28343,13565,14778,11701,5071,6630,1487,525,962,36.4,35.2,37.6
050,35,045,New Mexico,San Juan County,1,113801,56405,57396,9149,4687,4462,18821,9702,9119,9163,4719,4444,11365,5761,5604,81221,39688,41533,76668,37297,39371,50284,25121,25163,22974,11166,11808,10326,4583,5743,1038,331,707,31.0,29.8,32.2
050,35,045,New Mexico,San Juan County,2,113801,56405,57396,9149,4687,4462,18821,9702,9119,9163,4719,4444,11365,5761,5604,81221,39688,41533,76668,37297,39371,50284,25121,25163,22974,11166,11808,10326,4583,5743,1038,331,707,31.0,29.8,32.2
050,35,045,New Mexico,San Juan County,3,114228,56599,57629,9106,4666,4440,18760,9668,9092,9213,4746,4467,11560,5852,5708,81722,39922,41800,77149,37519,39630,50494,25228,25266,23217,11273,11944,10400,4617,5783,1055,338,717,31.1,29.9,32.3
050,35,045,New Mexico,San Juan County,4,116180,57495,58685,9379,4775,4604,18587,9578,9009,9231,4718,4513,12397,6290,6107,83669,40801,42868,78983,38424,40559,51225,25535,25690,24082,11708,12374,10646,4724,5922,1097,362,735,31.0,29.9,32.2
050,35,045,New Mexico,San Juan County,5,119947,59380,60567,9747,4935,4812,18811,9671,9140,9304,4786,4518,13459,6879,6580,86859,42395,44464,82085,39988,42097,52747,26348,26399,25446,12402,13044,10983,4854,6129,1120,367,753,31.0,29.7,32.1
050,35,045,New Mexico,San Juan County,6,122339,60571,61768,9803,4980,4823,18629,9550,9079,9138,4728,4410,14330,7342,6988,89437,43712,45725,84769,41313,43456,53612,26866,26746,26790,13082,13708,11259,4943,6316,1149,390,759,31.2,29.8,32.4
050,35,045,New Mexico,San Juan County,7,124196,61482,62714,9773,4979,4794,18299,9370,8929,9060,4664,4396,14821,7622,7199,91616,44846,46770,87064,42469,44595,54250,27224,27026,27924,13641,14283,11686,5129,6557,1127,370,757,31.5,30.1,32.8
050,35,045,New Mexico,San Juan County,8,126208,62515,63693,9872,5048,4824,17785,9126,8659,9036,4606,4430,15153,7834,7319,93989,46048,47941,89515,43735,45780,54841,27573,27268,29248,14308,14940,12156,5306,6850,1193,391,802,31.9,30.5,33.2
050,35,047,New Mexico,San Miguel County,1,30126,14809,15317,1960,988,972,4211,2128,2083,2098,1109,989,3272,1564,1708,22938,11172,11766,21857,10584,11273,13012,6431,6581,6908,3408,3500,3530,1588,1942,454,163,291,35.1,34.7,35.3
050,35,047,New Mexico,San Miguel County,2,30126,14809,15317,1960,988,972,4211,2128,2083,2098,1109,989,3272,1564,1708,22938,11172,11766,21857,10584,11273,13012,6431,6581,6908,3408,3500,3530,1588,1942,454,163,291,35.1,34.7,35.3
050,35,047,New Mexico,San Miguel County,3,30096,14778,15318,1933,974,959,4154,2101,2053,2067,1091,976,3341,1581,1760,23004,11190,11814,21942,10612,11330,13038,6427,6611,6936,3425,3511,3536,1588,1948,460,165,295,35.2,34.9,35.4
050,35,047,New Mexico,San Miguel County,4,29749,14579,15170,1850,918,932,3997,2020,1977,2073,1087,986,3398,1670,1728,22935,11133,11802,21829,10554,11275,12787,6305,6482,7126,3510,3616,3516,1579,1937,447,150,297,35.6,35.3,35.9
050,35,047,New Mexico,San Miguel County,5,29643,14509,15134,1842,935,907,3893,1973,1920,1987,1000,987,3407,1705,1702,22972,11131,11841,21921,10601,11320,12524,6157,6367,7330,3624,3706,3591,1598,1993,462,157,305,36.1,35.6,36.6
050,35,047,New Mexico,San Miguel County,6,29469,14405,15064,1799,888,911,3660,1875,1785,1945,977,968,3483,1761,1722,23074,11190,11884,22065,10665,11400,12370,6064,6306,7534,3708,3826,3625,1638,1987,453,155,298,36.9,36.2,37.4
050,35,047,New Mexico,San Miguel County,7,29488,14429,15059,1762,876,886,3488,1774,1714,1928,965,963,3549,1795,1754,23290,11302,11988,22310,10814,11496,12350,6062,6288,7715,3784,3931,3705,1690,2015,449,152,297,37.3,36.7,37.9
050,35,047,New Mexico,San Miguel County,8,29530,14434,15096,1703,840,863,3362,1710,1652,1865,928,937,3597,1827,1770,23591,11432,12159,22600,10956,11644,12229,6015,6214,8014,3929,4085,3808,1727,2081,455,164,291,38.0,37.4,38.6
050,35,049,New Mexico,Santa Fe County,1,129292,63246,66046,7986,4053,3933,15827,8027,7800,7288,3753,3535,10524,5524,5000,101825,49310,52515,98191,47413,50778,54432,27440,26992,35319,16729,18590,13903,6092,7811,1536,454,1082,37.9,36.6,39.1
050,35,049,New Mexico,Santa Fe County,2,129288,63244,66044,7985,4052,3933,15827,8027,7800,7287,3753,3534,10524,5524,5000,101823,49309,52514,98189,47412,50777,54430,27439,26991,35318,16729,18589,13903,6092,7811,1536,454,1082,37.9,36.6,39.1
050,35,049,New Mexico,Santa Fe County,3,129813,63502,66311,7984,4047,3937,15799,8015,7784,7292,3750,3542,10623,5576,5047,102369,49582,52787,98738,47690,51048,54518,27486,27032,35637,16885,18752,14051,6165,7886,1569,467,1102,38.0,36.8,39.2
050,35,049,New Mexico,Santa Fe County,4,131800,64621,67179,7910,4080,3830,15512,7798,7714,7356,3756,3600,11263,5920,5343,104710,50901,53809,101022,48987,52035,54947,27817,27130,37106,17586,19520,14471,6392,8079,1609,491,1118,38.5,37.1,39.7
050,35,049,New Mexico,Santa Fe County,5,134844,66168,68676,7959,4072,3887,15656,7872,7784,7491,3814,3677,11888,6196,5692,107512,52324,55188,103738,50410,53328,55759,28320,27439,38632,18307,20325,15001,6651,8350,1668,509,1159,38.8,37.4,40.0
050,35,049,New Mexico,Santa Fe County,6,137212,67315,69897,7911,4012,3899,15385,7774,7611,7518,3796,3722,12219,6417,5802,110194,53633,56561,106398,51733,54665,56159,28590,27569,40293,19086,21207,15571,6895,8676,1744,555,1189,39.3,37.9,40.6
050,35,049,New Mexico,Santa Fe County,7,139166,68361,70805,7955,4022,3933,15000,7579,7421,7522,3842,3680,12674,6659,6015,112472,54853,57619,108689,52918,55771,56492,28843,27649,41709,19801,21908,16151,7156,8995,1725,570,1155,39.8,38.3,41.2
050,35,049,New Mexico,Santa Fe County,8,140855,69225,71630,7757,3910,3847,14677,7458,7219,7501,3804,3697,12932,6778,6154,114701,55982,58719,110920,54053,56867,56382,28876,27506,43378,20583,22795,16777,7466,9311,1808,608,1200,40.4,38.9,41.8
050,35,051,New Mexico,Sierra County,1,13270,6635,6635,631,324,307,1370,710,660,665,362,303,718,367,351,10924,5399,5525,10604,5239,5365,3795,1897,1898,3630,1742,1888,3671,1859,1812,413,181,232,48.9,48.4,49.3
050,35,051,New Mexico,Sierra County,2,13270,6635,6635,631,324,307,1370,710,660,665,362,303,718,367,351,10924,5399,5525,10604,5239,5365,3795,1897,1898,3630,1742,1888,3671,1859,1812,413,181,232,48.9,48.4,49.3
050,35,051,New Mexico,Sierra County,3,13248,6622,6626,621,320,301,1349,701,648,659,359,300,716,367,349,10936,5401,5535,10619,5242,5377,3780,1887,1893,3656,1754,1902,3672,1859,1813,418,183,235,49.1,48.7,49.5
050,35,051,New Mexico,Sierra County,4,13152,6556,6596,608,316,292,1340,695,645,640,348,292,774,403,371,10899,5370,5529,10564,5197,5367,3787,1907,1880,3623,1719,1904,3660,1845,1815,430,197,233,48.9,48.4,49.7
050,35,051,New Mexico,Sierra County,5,12991,6441,6550,579,310,269,1312,677,635,625,352,273,804,409,395,10814,5301,5513,10475,5102,5373,3688,1862,1826,3589,1699,1890,3670,1814,1856,464,205,259,49.2,48.4,50.0
050,35,051,New Mexico,Sierra County,6,13113,6482,6631,562,314,248,1268,649,619,650,355,295,910,482,428,10939,5342,5597,10633,5164,5469,3766,1903,1863,3650,1722,1928,3677,1796,1881,481,214,267,49.2,48.1,50.0
050,35,051,New Mexico,Sierra County,7,12948,6374,6574,552,307,245,1202,619,583,637,334,303,979,521,458,10842,5267,5575,10557,5114,5443,3758,1895,1863,3637,1729,1908,3635,1741,1894,485,217,268,49.4,48.3,50.4
050,35,051,New Mexico,Sierra County,8,12815,6274,6541,524,283,241,1156,600,556,644,337,307,951,513,438,10826,5229,5597,10491,5054,5437,3714,1868,1846,3669,1752,1917,3603,1691,1912,506,220,286,49.8,48.5,51.0
050,35,053,New Mexico,Socorro County,1,18078,9184,8894,1265,635,630,2631,1317,1314,1235,636,599,2278,1267,1011,13572,6917,6655,12947,6596,6351,7912,4100,3812,3981,2042,1939,1967,914,1053,209,77,132,32.4,31.2,33.5
050,35,053,New Mexico,Socorro County,2,18078,9184,8894,1265,635,630,2631,1317,1314,1235,636,599,2278,1267,1011,13572,6917,6655,12947,6596,6351,7912,4100,3812,3981,2042,1939,1967,914,1053,209,77,132,32.4,31.2,33.5
050,35,053,New Mexico,Socorro County,3,18059,9194,8865,1254,628,626,2609,1308,1301,1230,635,595,2319,1303,1016,13587,6943,6644,12966,6623,6343,7921,4125,3796,3991,2045,1946,1964,913,1051,216,80,136,32.3,31.2,33.6
050,35,053,New Mexico,Socorro County,4,18060,9206,8854,1262,626,636,2527,1258,1269,1191,601,590,2466,1417,1049,13675,7015,6660,13080,6721,6359,7946,4171,3775,4073,2090,1983,1965,919,1046,218,83,135,32.2,31.2,33.3
050,35,053,New Mexico,Socorro County,5,17966,9137,8829,1198,584,614,2476,1238,1238,1145,571,574,2473,1427,1046,13733,7041,6692,13147,6744,6403,7832,4120,3712,4175,2131,2044,2005,928,1077,211,70,141,32.7,31.6,33.8
050,35,053,New Mexico,Socorro County,6,18172,9267,8905,1162,589,573,2374,1170,1204,1166,590,576,2622,1492,1130,14060,7223,6837,13470,6918,6552,7985,4233,3752,4308,2173,2135,2042,952,1090,219,72,147,33.1,31.7,34.3
050,35,053,New Mexico,Socorro County,7,18123,9201,8922,1133,561,572,2261,1111,1150,1145,579,566,2606,1478,1128,14143,7224,6919,13584,6950,6634,7934,4190,3744,4410,2206,2204,2092,974,1118,213,69,144,33.8,32.0,34.9
050,35,053,New Mexico,Socorro County,8,18148,9199,8949,1090,546,544,2195,1069,1126,1102,559,543,2629,1525,1104,14325,7304,7021,13761,7025,6736,7907,4183,3724,4547,2283,2264,2153,990,1163,209,61,148,34.4,32.5,35.5
050,35,055,New Mexico,Taos County,1,29979,14698,15281,1728,901,827,3748,1896,1852,1865,953,912,2071,1097,974,23540,11392,12148,22638,10948,11690,11660,5855,5805,8638,4164,4474,3702,1624,2078,441,153,288,39.5,38.2,40.6
050,35,055,New Mexico,Taos County,2,29979,14698,15281,1728,901,827,3748,1896,1852,1865,953,912,2071,1097,974,23540,11392,12148,22638,10948,11690,11660,5855,5805,8638,4164,4474,3702,1624,2078,441,153,288,39.5,38.2,40.6
050,35,055,New Mexico,Taos County,3,30079,14749,15330,1736,905,831,3740,1893,1847,1862,952,910,2108,1116,992,23639,11442,12197,22741,10999,11742,11688,5862,5826,8692,4200,4492,3720,1631,2089,450,157,293,39.5,38.3,40.7
050,35,055,New Mexico,Taos County,4,30258,14865,15393,1729,911,818,3598,1822,1776,1867,977,890,2229,1167,1062,23977,11634,12343,23064,11155,11909,11665,5893,5772,8985,4303,4682,3830,1694,2136,471,157,314,40.2,38.7,41.4
050,35,055,New Mexico,Taos County,5,30817,15142,15675,1757,930,827,3575,1832,1743,1859,961,898,2343,1221,1122,24598,11929,12669,23626,11419,12207,11758,5978,5780,9290,4400,4890,4006,1794,2212,477,157,320,40.7,39.1,41.9
050,35,055,New Mexico,Taos County,6,31204,15325,15879,1773,945,828,3456,1787,1669,1820,913,907,2491,1318,1173,25111,12173,12938,24155,11680,12475,11742,5958,5784,9615,4541,5074,4181,1880,2301,516,179,337,41.2,39.6,42.6
050,35,055,New Mexico,Taos County,7,31501,15481,16020,1796,964,832,3277,1707,1570,1771,874,897,2684,1414,1270,25536,12380,13156,24657,11936,12721,11778,5975,5803,9838,4645,5193,4353,1969,2384,530,182,348,41.8,40.3,43.3
050,35,055,New Mexico,Taos County,8,31722,15563,16159,1794,967,827,3124,1623,1501,1743,845,898,2732,1404,1328,25913,12536,13377,25061,12128,12933,11704,5924,5780,10120,4776,5344,4538,2051,2487,551,197,354,42.6,41.0,44.1
050,35,057,New Mexico,Torrance County,1,16911,8681,8230,1172,604,568,2743,1397,1346,1220,615,605,1262,708,554,12363,6345,6018,11776,6065,5711,7072,3716,3356,3923,2000,1923,1647,783,864,137,45,92,34.8,34.2,35.4
050,35,057,New Mexico,Torrance County,2,16915,8683,8232,1173,605,568,2743,1397,1346,1221,615,606,1262,708,554,12365,6346,6019,11778,6066,5712,7074,3717,3357,3924,2000,1924,1647,783,864,137,45,92,34.8,34.2,35.4
050,35,057,New Mexico,Torrance County,3,16979,8718,8261,1174,604,570,2750,1402,1348,1228,620,608,1282,717,565,12416,6373,6043,11827,6092,5735,7093,3723,3370,3957,2018,1939,1649,788,861,139,46,93,34.8,34.3,35.4
050,35,057,New Mexico,Torrance County,4,16764,8606,8158,1093,550,543,2641,1340,1301,1240,647,593,1316,722,594,12382,6368,6014,11790,6069,5721,7024,3691,3333,4042,2051,1991,1665,804,861,145,47,98,35.4,34.7,36.1
050,35,057,New Mexico,Torrance County,5,16709,8623,8086,1030,523,507,2511,1268,1243,1242,662,580,1406,753,653,12540,6493,6047,11926,6170,5756,6936,3703,3233,4180,2122,2058,1718,835,883,152,55,97,36.1,35.3,36.8
050,35,057,New Mexico,Torrance County,6,17209,9050,8159,962,485,477,2425,1237,1188,1280,667,613,1594,903,691,13180,7001,6179,12542,6661,5881,7338,4052,3286,4426,2272,2154,1746,846,900,164,51,113,36.3,35.4,37.3
050,35,057,New Mexico,Torrance County,7,17544,9335,8209,902,457,445,2300,1181,1119,1246,644,602,1756,996,760,13717,7386,6331,13096,7053,6043,7560,4270,3290,4649,2397,2252,1817,875,942,177,47,130,36.7,35.8,38.1
050,35,057,New Mexico,Torrance County,8,17501,9319,8182,857,446,411,2133,1091,1042,1243,618,625,1757,1015,742,13893,7479,6414,13268,7164,6104,7485,4247,3238,4824,2469,2355,1891,912,979,187,51,136,37.4,36.4,39.1
050,35,059,New Mexico,Union County,1,4174,2055,2119,251,130,121,566,280,286,324,157,167,262,135,127,3197,1571,1626,3033,1488,1545,1528,766,762,1004,509,495,741,331,410,77,34,43,39.9,39.2,40.5
050,35,059,New Mexico,Union County,2,4174,2055,2119,251,130,121,566,280,286,324,157,167,262,135,127,3197,1571,1626,3033,1488,1545,1528,766,762,1004,509,495,741,331,410,77,34,43,39.9,39.2,40.5
050,35,059,New Mexico,Union County,3,4165,2052,2113,252,132,120,570,283,287,326,159,167,265,135,130,3181,1562,1619,3017,1478,1539,1523,764,759,1001,508,493,735,326,409,77,34,43,39.8,39.0,40.5
050,35,059,New Mexico,Union County,4,4030,1984,2046,215,111,104,539,272,267,302,138,164,265,143,122,3140,1538,1602,2974,1463,1511,1442,725,717,1026,521,505,752,330,422,84,35,49,41.4,40.5,42.1
050,35,059,New Mexico,Union County,5,3962,1947,2015,201,110,91,532,264,268,286,136,150,306,163,143,3100,1511,1589,2943,1437,1506,1396,699,697,1031,516,515,732,323,409,81,31,50,41.8,40.7,42.6
050,35,059,New Mexico,Union County,6,3855,1902,1953,204,106,98,494,249,245,260,125,135,306,163,143,3034,1485,1549,2897,1422,1475,1296,648,648,1074,545,529,729,325,404,90,35,55,42.8,41.8,43.6
050,35,059,New Mexico,Union County,7,3828,1887,1941,210,106,104,455,228,227,226,115,111,335,179,156,3053,1492,1561,2937,1438,1499,1273,642,631,1104,557,547,730,320,410,87,31,56,43.6,41.9,44.6
050,35,059,New Mexico,Union County,8,3850,1904,1946,213,105,108,435,220,215,235,125,110,357,188,169,3087,1514,1573,2967,1454,1513,1283,666,617,1131,564,567,729,318,411,94,37,57,44.0,42.1,45.1
050,35,061,New Mexico,Valencia County,1,66152,33186,32966,5050,2578,2472,10406,5327,5079,4480,2281,2199,5528,2855,2673,48423,24137,24286,46216,23000,23216,28468,14466,14002,14367,7178,7189,6723,3057,3666,637,209,428,33.8,33.2,34.4
050,35,061,New Mexico,Valencia County,2,66152,33186,32966,5050,2578,2472,10406,5327,5079,4480,2281,2199,5528,2855,2673,48423,24137,24286,46216,23000,23216,28468,14466,14002,14367,7178,7189,6723,3057,3666,637,209,428,33.8,33.2,34.4
050,35,061,New Mexico,Valencia County,3,66463,33359,33104,5046,2577,2469,10428,5347,5081,4490,2282,2208,5634,2911,2723,48707,24289,24418,46499,23153,23346,28571,14518,14053,14497,7252,7245,6783,3087,3696,653,214,439,33.9,33.3,34.5
050,35,061,New Mexico,Valencia County,4,67398,34044,33354,4940,2513,2427,10159,5224,4935,4545,2306,2239,6058,3128,2930,49977,25124,24853,47754,24001,23753,28989,14927,14062,15173,7612,7561,6949,3159,3790,687,240,447,34.3,33.7,34.9
050,35,061,New Mexico,Valencia County,5,68131,34412,33719,4937,2542,2395,10003,5088,4915,4687,2404,2283,6345,3276,3069,50770,25520,25250,48504,24378,24126,29210,15040,14170,15716,7894,7822,7043,3197,3846,700,244,456,34.5,33.9,35.2
050,35,061,New Mexico,Valencia County,6,68499,34508,33991,4805,2431,2374,9682,4938,4744,4666,2411,2255,6594,3388,3206,51652,25907,25745,49346,24728,24618,29273,15123,14150,16363,8158,8205,7223,3266,3957,731,271,460,35.1,34.5,35.8
050,35,061,New Mexico,Valencia County,7,68573,34471,34102,4716,2385,2331,9329,4753,4576,4692,2442,2250,6789,3471,3318,52195,26126,26069,49836,24891,24945,28937,14879,14058,17045,8495,8550,7352,3336,4016,769,299,470,35.6,34.9,36.3
050,35,061,New Mexico,Valencia County,8,69417,34875,34542,4696,2396,2300,9043,4600,4443,4649,2417,2232,7039,3599,3440,53363,26689,26674,51029,25462,25567,29138,15005,14133,17919,8889,9030,7493,3410,4083,801,321,480,36.0,35.3,36.8
