0000,16,11309
0001,16,44077
0002,16,50375
0003,16,01981
0004,16,09517
0005,16,21341
0006,16,43565
0007,16,25069
0008,16,07879
0009,16,30077
0010,16,04989
0011,16,54109
0012,16,26109
0013,16,17133
0014,16,65501
0015,16,03229
0016,16,32220
0017,16,06589
0018,16,05703
0019,16,30461
0020,16,09543
0021,16,37757
0022,16,08839
0023,16,10029
0024,16,53053
0025,16,58877
0026,16,09901
0027,16,49901
0028,16,15613
0029,16,15533
0030,16,55453
0031,16,08685
0032,16,26525
0033,16,22765
0034,16,05405
0035,16,24861
0036,16,27165
0037,16,15293
0038,16,15357
0039,16,14317
0040,16,13255
0041,16,09085
0042,16,08413
0043,16,01837
0044,16,35197
0045,16,41607
0046,16,26695
0047,16,42797
0048,16,28733
0049,16,25149
0050,16,41917
0051,16,31367
0052,16,41645
0053,16,42669
0054,16,29677
0055,16,25991
0056,16,42157
0057,16,48381
0058,16,30343
0059,16,48301
0060,16,24749
0061,16,29181
0062,16,39613
0063,16,04925
0064,16,04029
0065,16,59293
0066,16,31047
0067,16,29085
0068,16,23901
0069,16,30557
0070,16,22023
0071,16,24263
0072,16,21917
0073,16,29191
0074,16,00173
0075,16,03501
0076,16,02797
0077,16,01581
0078,16,03015
0079,16,01437
0080,16,01885
0081,16,02717
0082,16,02157
0083,16,03309
0084,16,02349
0085,16,00455
0086,16,34631
0087,16,34605
0088,16,17981
0089,16,16391
0090,16,50503
0091,16,20573
0092,16,58109
0093,16,59463
0094,16,22343
0095,16,30471
0096,16,61693
0097,16,61501
0098,16,29549
0099,16,57917
0100,16,29757
0101,16,29805
0102,16,60989
0103,16,64135
0104,16,19911
0105,16,23277
0106,16,60717
0107,16,18605
0108,16,65213
0109,16,62445
0110,16,28039
0111,16,58759
0112,16,28103
0113,16,31277
0114,16,62397
0115,16,24381
0116,16,59719
0117,16,63111
0118,16,21037
0119,16,18669
0120,16,61869
0121,16,57517
0122,16,31533
0123,16,61949
0124,16,31901
0125,16,30141
0126,16,49981
0127,16,01501
0128,16,11069
0129,16,32061
0130,16,24189
0131,16,05437
0132,16,09533
0133,16,17901
0134,16,32237
0135,16,12525
0136,16,05725
0137,16,08125
0138,16,09853
0139,16,04733
0140,16,09245
0141,16,06173
0142,16,10685
0143,16,00285
0144,16,12205
0145,16,06749
0146,16,07357
0147,16,22957
0148,16,24429
0149,16,27783
0150,16,32519
0151,16,16701
0152,16,31517
0153,16,28669
0154,16,18685
0155,16,28871
0156,16,21485
0157,16,20701
0158,16,18797
0159,16,19757
0160,16,16765
0161,16,21063
0162,16,22279
0163,16,24989
0164,16,25853
0165,16,18941
0166,16,16637
0167,16,17469
0168,16,17597
0169,16,18429
0170,16,02029
0171,16,03741
0172,16,01133
0173,16,03165
0174,16,37895
0175,16,02685
0176,16,52077
0177,16,50749
0178,16,16711
0179,16,49159
0180,16,21885
0181,16,20615
0182,16,56989
0183,16,53341
0184,16,17085
0185,16,27741
0186,16,52157
0187,16,19837
0188,16,52061
0189,16,55111
0190,16,17917
0191,16,63239
0192,16,27517
0193,16,18311
0194,16,51719
0195,16,29917
0196,16,52935
0197,16,62317
0198,16,27645
0199,16,25053
0200,16,62407
0201,16,62525
0202,16,26631
0203,16,62573
0204,16,31581
0205,16,19053
0206,16,61511
0207,16,22173
0208,16,58669
0209,16,52679
0210,16,18157
0211,16,56045
0212,16,16429
0213,16,26733
0214,16,56621
0215,16,51373
0216,16,31741
0217,16,28999
0218,16,52295
0219,16,31229
0220,16,51629
0221,16,60807
0222,16,31021
0223,16,30087
0224,16,64445
0225,16,60871
0226,16,21703
0227,16,64045
0228,16,27549
0229,16,29063
0230,16,65277
0231,16,57149
0232,16,30893
0233,16,23997
0234,16,63687
0235,16,27015
0236,16,63933
0237,16,53805
0238,16,28269
0239,16,51437
0240,16,30429
0241,16,23597
0242,16,53085
0243,16,27629
0244,16,57981
0245,16,64301
0246,16,23533
0247,16,28957
0248,16,54877
0249,16,64669
0250,16,27229
0251,16,62909
0252,16,24557
0253,16,31213
0254,16,49597
0255,16,00493
0256,16,11741
0257,16,19261
0258,16,17325
0259,16,64829
0260,16,21949
0261,16,56957
0262,16,18925
0263,16,09021
0264,16,04541
0265,16,29597
0266,16,21997
0267,16,32189
0268,16,23677
0269,16,20061
0270,16,07149
0271,16,01629
0272,16,32669
0273,16,10477
0274,16,26653
0275,16,22557
0276,16,18653
0277,16,07789
0278,16,14957
0279,16,25325
0280,16,28589
0281,16,32173
0282,16,29357
0283,16,23741
0284,16,22701
0285,16,07277
0286,16,23069
0287,16,24621
0288,16,24109
0289,16,06855
0290,16,22237
0291,16,05357
0292,16,15901
0293,16,27181
0294,16,27847
0295,16,04253
0296,16,20669
0297,16,19421
0298,16,28525
0299,16,21383
0300,16,29245
0301,16,30909
0302,16,31495
0303,16,22087
0304,16,27389
0305,16,19357
0306,16,30717
0307,16,22125
0308,16,17821
0309,16,29293
0310,16,19719
0311,16,23879
0312,16,27485
0313,16,29831
0314,16,30573
0315,16,19591
0316,16,28765
0317,16,27197
0318,16,22893
0319,16,26183
0320,16,30023
0321,16,21959
0322,16,22525
0323,16,29437
0324,16,25469
0325,16,26605
0326,16,28973
0327,16,19015
0328,16,24605
0329,16,20781
0330,16,22381
0331,16,21469
0332,16,25735
0333,16,16957
0334,16,16861
0335,16,25927
0336,16,16583
0337,16,20125
0338,16,17543
0339,16,17197
0340,16,19325
0341,16,18413
0342,16,12039
0343,16,01287
0344,16,00135
0345,16,33901
0346,16,01821
0347,16,35933
0348,16,00301
0349,16,01005
0350,16,32839
0351,16,35453
0352,16,17277
0353,16,00519
0354,16,37117
0355,16,01645
0356,16,51005
0357,16,49479
0358,16,01117
0359,16,00621
0360,16,52317
0361,16,54653
0362,16,18205
0363,16,53383
0364,16,24711
0365,16,10093
0366,16,49501
0367,16,09991
0368,16,56381
0369,16,49853
0370,16,16839
0371,16,60509
0372,16,25415
0373,16,14141
0374,16,59133
0375,16,52605
0376,16,24877
0377,16,00413
0378,16,62717
0379,16,08605
0380,16,61469
0381,16,50685
0382,16,13565
0383,16,13853
0384,16,63357
0385,16,60285
0386,16,22397
0387,16,51079
0388,16,17053
0389,16,11037
0390,16,59261
0391,16,62685
0392,16,30493
0393,16,05885
0394,16,62087
0395,16,14077
0396,16,61575
0397,16,60413
0398,16,12935
0399,16,57821
0400,16,23101
0401,16,04461
0402,16,62151
0403,16,12653
0404,16,53213
0405,16,59399
0406,16,12999
0407,16,14407
0408,16,60797
0409,16,64349
0410,16,26269
0411,16,51821
0412,16,18989
0413,16,06397
0414,16,63495
0415,16,54941
0416,16,24093
0417,16,07047
0418,16,62253
0419,16,15239
0420,16,63773
0421,16,50925
0422,16,13101
0423,16,16253
0424,16,50349
0425,16,49197
0426,16,19399
0427,16,59501
0428,16,32583
0429,16,12637
0430,16,65533
0431,16,12765
0432,16,55485
0433,16,64509
0434,16,28487
0435,16,61767
0436,16,20909
0437,16,09927
0438,16,63837
0439,16,63997
0440,16,28861
0441,16,04615
0442,16,62141
0443,16,12807
0444,16,60167
0445,16,63789
0446,16,12989
0447,16,62855
0448,16,32199
0449,16,07687
0450,16,62973
0451,16,15879
0452,16,56685
0453,16,54471
0454,16,13821
0455,16,13613
0456,16,55559
0457,16,60317
0458,16,28167
0459,16,61831
0460,16,31773
0461,16,11293
0462,16,65415
0463,16,15773
0464,16,61063
0465,16,63661
0466,16,31405
0467,16,56765
0468,16,26781
0469,16,12957
0470,16,63879
0471,16,59783
0472,16,17837
0473,16,05981
0474,16,63175
0475,16,14173
0476,16,54701
0477,16,61037
0478,16,14023
0479,16,14301
0480,15,25005
0481,15,28093
0482,14,03548
0483,14,05245
0484,13,07452
0485,13,06620
0486,13,06108
0487,13,08135
0488,12,01948
0489,12,04060
0490,12,01991
0491,11,00924
0492,11,00988
0493,11,00817
0494,10,00028
0495,10,00732
0496,10,00305
0497,10,00039
0498,09,00156
0499,09,00049
0500,09,00241
0501,09,00295
0502,08,00092
0503,08,00177
0504,08,00167
0505,07,00017
0506,07,00103
0507,06,00013
0508,05,00001
0509,04,00004
0510,04,00005
0511,03,00000
0512,03,00002
0513,03,00003
0514,03,00006
0515,04,00015
0516,04,00009
0517,05,00023
0518,05,00012
0519,06,00060
0520,07,00081
0521,08,00113
0522,09,00497
0523,10,00551
0524,10,00220
0525,11,01841
0526,11,01436
0527,12,02093
0528,12,00476
0529,13,04039
0530,13,02012
0531,13,02524
0532,13,03996
0533,13,00796
0534,13,03868
0535,13,07964
0536,13,04892
0537,13,02588
0538,13,05660
0539,13,04380
0540,13,02332
0541,13,01564
0542,13,02460
0543,13,07708
0544,13,03612
0545,13,03356
0546,13,02844
0547,13,06428
0548,13,01308
0549,13,05404
0550,13,06940
0551,13,00540
0552,13,01820
0553,13,04636
0554,13,00284
0555,13,05916
0556,13,06684
0557,13,00412
0558,13,04508
0559,14,13485
0560,14,10461
0561,14,04013
0562,14,14557
0563,14,12461
0564,14,13997
0565,14,04781
0566,14,05596
0567,14,13788
0568,14,01500
0569,14,11740
0570,14,09692
0571,14,16284
0572,14,08092
0573,14,06556
0574,14,14748
0575,14,07644
0576,15,27335
0577,15,18141
0578,15,16557
0579,15,21693
0580,15,28413
0581,15,23239
0582,15,29933
0583,15,20013
0584,15,23789
0585,15,21741
0586,15,19885
0587,15,32285
0588,15,20253
0589,15,17159
0590,15,11463
0591,15,32071
0592,16,22829
0593,16,02503
0594,16,22189
