187,"pmtc007",5/11/2002 0:00:00,4670,8,1.08,735.00,867.30,,,29.24,,
188,"pmtc007",5/11/2002 0:00:00,4685,9,0.70,815.00,961.70,,,23.12,,
189,"pmtc007",5/11/2002 0:00:00,4683,10,0.85,780.00,920.40,,,10.99,,
190,"pmtc007",5/11/2002 0:00:00,4878,11,1.27,785.00,926.30,,,18.52,,
191,"pmtc007",5/11/2002 0:00:00,4877,12,0.87,800.00,944.00,,,12.94,,
192,"pmtc008",5/15/2002 0:00:00,4762,1,0.82,855.00,1008.90,,,7.08,,
193,"pmtc008",5/15/2002 0:00:00,4750,2,0.71,810.00,955.80,,,12.32,,
194,"pmtc008",5/15/2002 0:00:00,4748,3,0.69,810.00,955.80,,,14.94,,
195,"pmtc008",5/15/2002 0:00:00,4857,4,0.71,850.00,1003.00,,,5.77,,
196,"pmtc008",5/15/2002 0:00:00,4854,5,0.65,850.00,1003.00,,,7.09,,
197,"pmtc008",5/15/2002 0:00:00,4848,6,0.90,770.00,908.60,,,14.37,,
198,"pmtc008",5/15/2002 0:00:00,4714,7,0.93,810.00,955.80,,,12.35,,
199,"pmtc008",5/15/2002 0:00:00,4717,8,0.85,835.00,985.30,,,11.34,,
200,"pmtc008",5/15/2002 0:00:00,4759,9,0.77,775.00,914.50,,,14.37,,"Q"
201,"pmtc008",5/15/2002 0:00:00,4711,10,0.76,815.00,961.70,,,17.66,,
202,"pmtc008",5/15/2002 0:00:00,4716,11,1.04,805.00,949.90,,,15.49,,
203,"pmtc008",5/15/2002 0:00:00,4713,12,0.71,815.00,961.70,,,11.17,,
204,"pmtc009",5/21/2002 0:00:00,4756,1,0.64,870.00,1026.60,,,2.98,,
205,"pmtc009",5/21/2002 0:00:00,4752,2,0.76,755.00,890.90,,,11.86,,
206,"pmtc009",5/21/2002 0:00:00,4751,3,0.70,815.00,961.70,,,10.02,,
207,"pmtc009",5/21/2002 0:00:00,4860,4,1.02,805.00,949.90,,,10.84,,
208,"pmtc009",5/21/2002 0:00:00,4514,5,0.72,855.00,1008.90,,,7.14,,
209,"pmtc009",5/21/2002 0:00:00,4530,6,0.77,810.00,955.80,,,24.64,,
