SUMLEV,STATE,COUNTY,STNAME,CTYNAME,SEX,ORIGIN,RACE,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007
050,25,013,Massachusetts,Hampden County,0,0,5,1225,1225,1151,1159,1155,1147,1125,1124,1104,1111
050,25,013,Massachusetts,Hampden County,0,1,1,344932,344930,344593,342482,341645,340523,338329,335988,333444,330725
050,25,013,Massachusetts,Hampden County,0,1,2,36968,36968,37028,37274,37583,37863,37999,38096,38064,38132
050,25,013,Massachusetts,Hampden County,0,1,3,2295,2295,2242,2302,2338,2366,2372,2366,2396,2392
050,25,013,Massachusetts,Hampden County,0,1,4,6897,6897,6862,7147,7494,7815,8153,8392,8577,8704
050,25,013,Massachusetts,Hampden County,0,1,5,362,362,360,372,387,397,407,422,419,418
050,25,013,Massachusetts,Hampden County,0,2,1,59482,59482,60087,61793,63912,65758,67557,69339,71206,73074
050,25,013,Massachusetts,Hampden County,0,2,2,8902,8902,8998,9037,9147,9218,9219,9187,9239,9401
050,25,013,Massachusetts,Hampden County,0,2,3,858,858,889,896,912,921,922,928,944,951
050,25,013,Massachusetts,Hampden County,0,2,4,334,334,287,293,303,304,304,306,318,330
050,25,013,Massachusetts,Hampden County,0,2,5,863,863,791,787,768,750,718,702,685,693
050,25,013,Massachusetts,Hampden County,1,0,1,193922,193921,194083,194104,194964,195459,195431,195231,194943,194660
050,25,013,Massachusetts,Hampden County,1,0,2,21637,21637,21694,21884,22139,22338,22399,22471,22490,22621
050,25,013,Massachusetts,Hampden County,1,0,3,1471,1471,1438,1470,1499,1521,1513,1519,1535,1524
050,25,013,Massachusetts,Hampden County,1,0,4,3476,3476,3429,3564,3725,3889,4052,4164,4257,4298
050,25,013,Massachusetts,Hampden County,1,0,5,602,602,555,558,557,551,534,536,526,528
050,25,013,Massachusetts,Hampden County,1,1,1,165196,165195,165062,164196,163956,163493,162545,161443,160240,159010
050,25,013,Massachusetts,Hampden County,1,1,2,17536,17536,17557,17722,17918,18097,18163,18251,18245,18298
050,25,013,Massachusetts,Hampden County,1,1,3,1089,1089,1036,1065,1086,1104,1104,1100,1115,1109
050,25,013,Massachusetts,Hampden County,1,1,4,3336,3336,3322,3455,3606,3775,3939,4045,4129,4167
050,25,013,Massachusetts,Hampden County,1,1,5,176,176,169,176,182,186,191,197,196,194
050,25,013,Massachusetts,Hampden County,1,2,1,28726,28726,29021,29908,31008,31966,32886,33788,34703,35650
050,25,013,Massachusetts,Hampden County,1,2,2,4101,4101,4137,4162,4221,4241,4236,4220,4245,4323
050,25,013,Massachusetts,Hampden County,1,2,3,382,382,402,405,413,417,409,419,420,415
050,25,013,Massachusetts,Hampden County,1,2,4,140,140,107,109,119,114,113,119,128,131
050,25,013,Massachusetts,Hampden County,1,2,5,426,426,386,382,375,365,343,339,330,334
050,25,013,Massachusetts,Hampden County,2,0,1,210492,210491,210597,210171,210593,210822,210455,210096,209707,209139
050,25,013,Massachusetts,Hampden County,2,0,2,24233,24233,24332,24427,24591,24743,24819,24812,24813,24912
050,25,013,Massachusetts,Hampden County,2,0,3,1682,1682,1693,1728,1751,1766,1781,1775,1805,1819
050,25,013,Massachusetts,Hampden County,2,0,4,3755,3755,3720,3876,4072,4230,4405,4534,4638,4736
050,25,013,Massachusetts,Hampden County,2,0,5,623,623,596,601,598,596,591,588,578,583
050,25,013,Massachusetts,Hampden County,2,1,1,179736,179735,179531,178286,177689,177030,175784,174545,173204,171715
050,25,013,Massachusetts,Hampden County,2,1,2,19432,19432,19471,19552,19665,19766,19836,19845,19819,19834
050,25,013,Massachusetts,Hampden County,2,1,3,1206,1206,1206,1237,1252,1262,1268,1266,1281,1283
050,25,013,Massachusetts,Hampden County,2,1,4,3561,3561,3540,3692,3888,4040,4214,4347,4448,4537
050,25,013,Massachusetts,Hampden County,2,1,5,186,186,191,196,205,211,216,225,223,224
050,25,013,Massachusetts,Hampden County,2,2,1,30756,30756,31066,31885,32904,33792,34671,35551,36503,37424
050,25,013,Massachusetts,Hampden County,2,2,2,4801,4801,4861,4875,4926,4977,4983,4967,4994,5078
050,25,013,Massachusetts,Hampden County,2,2,3,476,476,487,491,499,504,513,509,524,536
050,25,013,Massachusetts,Hampden County,2,2,4,194,194,180,184,184,190,191,187,190,199
050,25,013,Massachusetts,Hampden County,2,2,5,437,437,405,405,393,385,375,363,355,359
050,25,015,Massachusetts,Hampshire County,0,0,1,143049,143051,142973,141904,142821,143354,143244,143066,143125,143223
050,25,015,Massachusetts,Hampshire County,0,0,2,4221,4221,4281,4301,4418,4519,4536,4593,4691,4768
050,25,015,Massachusetts,Hampshire County,0,0,3,1103,1103,1132,1128,1160,1168,1165,1168,1167,1162
050,25,015,Massachusetts,Hampshire County,0,0,4,6017,6017,6120,6064,6249,6356,6359,6261,6351,6380
050,25,015,Massachusetts,Hampshire County,0,0,5,167,167,121,140,141,147,149,149,155,154
050,25,015,Massachusetts,Hampshire County,0,1,1,138484,138486,138413,137196,137992,138398,138170,137856,137708,137646
050,25,015,Massachusetts,Hampshire County,0,1,2,3545,3545,3589,3609,3717,3815,3833,3885,3973,4039
050,25,015,Massachusetts,Hampshire County,0,1,3,963,963,1022,1016,1045,1053,1053,1053,1051,1052
050,25,015,Massachusetts,Hampshire County,0,1,4,5962,5962,6064,5998,6184,6288,6286,6190,6276,6299
050,25,015,Massachusetts,Hampshire County,0,1,5,148,148,108,128,129,135,137,136,143,141
050,25,015,Massachusetts,Hampshire County,0,2,1,4565,4565,4560,4708,4829,4956,5074,5210,5417,5577
050,25,015,Massachusetts,Hampshire County,0,2,2,676,676,692,692,701,704,703,708,718,729
050,25,015,Massachusetts,Hampshire County,0,2,3,140,140,110,112,115,115,112,115,116,110
050,25,015,Massachusetts,Hampshire County,0,2,4,55,55,56,66,65,68,73,71,75,81
050,25,015,Massachusetts,Hampshire County,0,2,5,19,19,13,12,12,12,12,13,12,13
050,25,015,Massachusetts,Hampshire County,1,0,1,66824,66825,66821,66445,66860,67108,67076,67010,67080,67155
050,25,015,Massachusetts,Hampshire County,1,0,2,2010,2010,2059,2092,2140,2195,2217,2237,2289,2332
050,25,015,Massachusetts,Hampshire County,1,0,3,496,496,506,504,511,516,518,517,522,522
050,25,015,Massachusetts,Hampshire County,1,0,4,2572,2572,2662,2671,2735,2784,2781,2731,2765,2760
050,25,015,Massachusetts,Hampshire County,1,0,5,81,81,55,63,62,64,69,67,72,68
050,25,015,Massachusetts,Hampshire County,1,1,1,64720,64721,64718,64263,64630,64817,64732,64603,64566,64559
050,25,015,Massachusetts,Hampshire County,1,1,2,1683,1683,1716,1747,1790,1843,1865,1887,1933,1970
050,25,015,Massachusetts,Hampshire County,1,1,3,435,435,459,458,464,470,474,472,474,478
050,25,015,Massachusetts,Hampshire County,1,1,4,2551,2551,2641,2645,2711,2759,2753,2705,2737,2730
050,25,015,Massachusetts,Hampshire County,1,1,5,75,75,50,58,57,59,64,61,67,63
050,25,015,Massachusetts,Hampshire County,1,2,1,2104,2104,2103,2182,2230,2291,2344,2407,2514,2596
050,25,015,Massachusetts,Hampshire County,1,2,2,327,327,343,345,350,352,352,350,356,362
050,25,015,Massachusetts,Hampshire County,1,2,3,61,61,47,46,47,46,44,45,48,44
050,25,015,Massachusetts,Hampshire County,1,2,4,21,21,21,26,24,25,28,26,28,30
050,25,015,Massachusetts,Hampshire County,1,2,5,6,6,5,5,5,5,5,6,5,5
050,25,015,Massachusetts,Hampshire County,2,0,1,76225,76226,76152,75459,75961,76246,76168,76056,76045,76068
050,25,015,Massachusetts,Hampshire County,2,0,2,2211,2211,2222,2209,2278,2324,2319,2356,2402,2436
050,25,015,Massachusetts,Hampshire County,2,0,3,607,607,626,624,649,652,647,651,645,640
050,25,015,Massachusetts,Hampshire County,2,0,4,3445,3445,3458,3393,3514,3572,3578,3530,3586,3620
050,25,015,Massachusetts,Hampshire County,2,0,5,86,86,66,77,79,83,80,82,83,86
050,25,015,Massachusetts,Hampshire County,2,1,1,73764,73765,73695,72933,73362,73581,73438,73253,73142,73087
050,25,015,Massachusetts,Hampshire County,2,1,2,1862,1862,1873,1862,1927,1972,1968,1998,2040,2069
050,25,015,Massachusetts,Hampshire County,2,1,3,528,528,563,558,581,583,579,581,577,574
050,25,015,Massachusetts,Hampshire County,2,1,4,3411,3411,3423,3353,3473,3529,3533,3485,3539,3569
050,25,015,Massachusetts,Hampshire County,2,1,5,73,73,58,70,72,76,73,75,76,78
050,25,015,Massachusetts,Hampshire County,2,2,1,2461,2461,2457,2526,2599,2665,2730,2803,2903,2981
050,25,015,Massachusetts,Hampshire County,2,2,2,349,349,349,347,351,352,351,358,362,367
050,25,015,Massachusetts,Hampshire County,2,2,3,79,79,63,66,68,69,68,70,68,66
050,25,015,Massachusetts,Hampshire County,2,2,4,34,34,35,40,41,43,45,45,47,51
050,25,015,Massachusetts,Hampshire County,2,2,5,13,13,8,7,7,7,7,7,7,8
050,25,017,Massachusetts,Middlesex County,0,0,1,1311003,1311656,1313006,1313524,1306025,1298241,1289938,1282403,1278961,1280641
050,25,017,Massachusetts,Middlesex County,0,0,2,61591,61915,62047,63034,63600,65043,66581,67335,68712,70552
050,25,017,Massachusetts,Middlesex County,0,0,3,6737,6753,7180,7216,7170,7149,7144,7212,7283,7354
050,25,017,Massachusetts,Middlesex County,0,0,4,101159,101176,102751,108875,113262,117255,121664,125405,129615,133387
050,25,017,Massachusetts,Middlesex County,0,0,5,1735,1736,2074,2110,2151,2149,2178,2224,2252,2307
050,25,017,Massachusetts,Middlesex County,0,1,1,1251178,1251597,1252384,1250499,1241610,1232385,1222207,1212786,1207034,1205928
050,25,017,Massachusetts,Middlesex County,0,1,2,55412,55724,55749,56864,57688,59335,60955,61827,63256,65111
050,25,017,Massachusetts,Middlesex County,0,1,3,5502,5515,5899,5890,5861,5802,5755,5799,5831,5860
050,25,017,Massachusetts,Middlesex County,0,1,4,100334,100351,101847,107935,112321,116264,120617,124345,128494,132224
050,25,017,Massachusetts,Middlesex County,0,1,5,1449,1450,1701,1726,1761,1737,1749,1792,1803,1848
050,25,017,Massachusetts,Middlesex County,0,2,1,59825,60059,60622,63025,64415,65856,67731,69617,71927,74713
050,25,017,Massachusetts,Middlesex County,0,2,2,6179,6191,6298,6170,5912,5708,5626,5508,5456,5441
050,25,017,Massachusetts,Middlesex County,0,2,3,1235,1238,1281,1326,1309,1347,1389,1413,1452,1494
050,25,017,Massachusetts,Middlesex County,0,2,4,825,825,904,940,941,991,1047,1060,1121,1163
050,25,017,Massachusetts,Middlesex County,0,2,5,286,286,373,384,390,412,429,432,449,459
050,25,017,Massachusetts,Middlesex County,1,0,1,632257,632907,633689,634721,631954,628677,625108,622023,620967,622486
050,25,017,Massachusetts,Middlesex County,1,0,2,30251,30573,30682,31200,31491,32296,33122,33575,34305,35252
050,25,017,Massachusetts,Middlesex County,1,0,3,3365,3381,3569,3610,3566,3563,3546,3578,3648,3713
050,25,017,Massachusetts,Middlesex County,1,0,4,50550,50567,51356,54468,56686,58732,61013,62970,65155,67115
050,25,017,Massachusetts,Middlesex County,1,0,5,847,848,1051,1047,1082,1060,1078,1119,1126,1158
050,25,017,Massachusetts,Middlesex County,1,1,1,601934,602351,602845,602603,599120,595012,590410,586337,584040,584081
050,25,017,Massachusetts,Middlesex County,1,1,2,27208,27518,27583,28153,28575,29466,30317,30834,31586,32538
050,25,017,Massachusetts,Middlesex County,1,1,3,2737,2750,2924,2936,2905,2890,2843,2870,2917,2944
050,25,017,Massachusetts,Middlesex County,1,1,4,50165,50182,50924,54010,56225,58254,60488,62452,64612,66538
050,25,017,Massachusetts,Middlesex County,1,1,5,710,711,866,860,892,865,863,906,912,927
050,25,017,Massachusetts,Middlesex County,1,2,1,30323,30556,30844,32118,32834,33665,34698,35686,36927,38405
050,25,017,Massachusetts,Middlesex County,1,2,2,3043,3055,3099,3047,2916,2830,2805,2741,2719,2714
050,25,017,Massachusetts,Middlesex County,1,2,3,628,631,645,674,661,673,703,708,731,769
050,25,017,Massachusetts,Middlesex County,1,2,4,385,385,432,458,461,478,525,518,543,577
050,25,017,Massachusetts,Middlesex County,1,2,5,137,137,185,187,190,195,215,213,214,231
050,25,017,Massachusetts,Middlesex County,2,0,1,678746,678749,679317,678803,674071,669564,664830,660380,657994,658155
050,25,017,Massachusetts,Middlesex County,2,0,2,31340,31342,31365,31834,32109,32747,33459,33760,34407,35300
050,25,017,Massachusetts,Middlesex County,2,0,3,3372,3372,3611,3606,3604,3586,3598,3634,3635,3641
050,25,017,Massachusetts,Middlesex County,2,0,4,50609,50609,51395,54407,56576,58523,60651,62435,64460,66272
050,25,017,Massachusetts,Middlesex County,2,0,5,888,888,1023,1063,1069,1089,1100,1105,1126,1149
050,25,017,Massachusetts,Middlesex County,2,1,1,649244,649246,649539,647896,642490,637373,631797,626449,622994,621847
050,25,017,Massachusetts,Middlesex County,2,1,2,28204,28206,28166,28711,29113,29869,30638,30993,31670,32573
050,25,017,Massachusetts,Middlesex County,2,1,3,2765,2765,2975,2954,2956,2912,2912,2929,2914,2916
050,25,017,Massachusetts,Middlesex County,2,1,4,50169,50169,50923,53925,56096,58010,60129,61893,63882,65686
050,25,017,Massachusetts,Middlesex County,2,1,5,739,739,835,866,869,872,886,886,891,921
050,25,017,Massachusetts,Middlesex County,2,2,1,29502,29503,29778,30907,31581,32191,33033,33931,35000,36308
050,25,017,Massachusetts,Middlesex County,2,2,2,3136,3136,3199,3123,2996,2878,2821,2767,2737,2727
050,25,017,Massachusetts,Middlesex County,2,2,3,607,607,636,652,648,674,686,705,721,725
050,25,017,Massachusetts,Middlesex County,2,2,4,440,440,472,482,480,513,522,542,578,586
050,25,017,Massachusetts,Middlesex County,2,2,5,149,149,188,197,200,217,214,219,235,228
050,25,019,Massachusetts,Nantucket County,0,0,1,8602,8602,8661,8720,8906,9041,9170,9136,9244,9335
050,25,019,Massachusetts,Nantucket County,0,0,2,866,866,865,895,959,975,998,1019,1049,1112
050,25,019,Massachusetts,Nantucket County,0,0,3,25,25,25,27,28,28,29,28,28,29
050,25,019,Massachusetts,Nantucket County,0,0,4,86,86,82,90,109,119,128,142,151,159
050,25,019,Massachusetts,Nantucket County,0,0,5,15,15,9,9,9,9,9,9,9,9
050,25,019,Massachusetts,Nantucket County,0,1,1,8422,8422,8471,8490,8626,8733,8829,8757,8785,8821
050,25,019,Massachusetts,Nantucket County,0,1,2,840,840,838,866,929,944,964,979,1008,1070
050,25,019,Massachusetts,Nantucket County,0,1,3,25,25,25,27,28,28,29,28,28,29
050,25,019,Massachusetts,Nantucket County,0,1,4,84,84,81,89,108,118,127,141,150,158
050,25,019,Massachusetts,Nantucket County,0,1,5,10,10,4,4,4,4,4,4,4,4
050,25,019,Massachusetts,Nantucket County,0,2,1,180,180,190,230,280,308,341,379,459,514
050,25,019,Massachusetts,Nantucket County,0,2,2,26,26,27,29,30,31,34,40,41,42
050,25,019,Massachusetts,Nantucket County,0,2,3,0,0,0,0,0,0,0,0,0,0
050,25,019,Massachusetts,Nantucket County,0,2,4,2,2,1,1,1,1,1,1,1,1
050,25,019,Massachusetts,Nantucket County,0,2,5,5,5,5,5,5,5,5,5,5,5
050,25,019,Massachusetts,Nantucket County,1,0,1,4380,4380,4407,4450,4543,4588,4644,4629,4686,4730
050,25,019,Massachusetts,Nantucket County,1,0,2,470,470,472,486,519,529,542,548,561,594
050,25,019,Massachusetts,Nantucket County,1,0,3,16,16,17,17,17,17,18,17,17,17
050,25,019,Massachusetts,Nantucket County,1,0,4,50,50,47,50,59,64,67,74,77,80
050,25,019,Massachusetts,Nantucket County,1,0,5,8,8,2,2,2,2,2,2,2,2
050,25,019,Massachusetts,Nantucket County,1,1,1,4273,4273,4300,4319,4381,4411,4448,4410,4425,4436
050,25,019,Massachusetts,Nantucket County,1,1,2,450,450,451,463,495,504,514,518,530,562
050,25,019,Massachusetts,Nantucket County,1,1,3,16,16,17,17,17,17,18,17,17,17
050,25,019,Massachusetts,Nantucket County,1,1,4,48,48,46,49,58,63,66,73,76,79
050,25,019,Massachusetts,Nantucket County,1,1,5,7,7,1,1,1,1,1,1,1,1
050,25,019,Massachusetts,Nantucket County,1,2,1,107,107,107,131,162,177,196,219,261,294
050,25,019,Massachusetts,Nantucket County,1,2,2,20,20,21,23,24,25,28,30,31,32
050,25,019,Massachusetts,Nantucket County,1,2,3,0,0,0,0,0,0,0,0,0,0
050,25,019,Massachusetts,Nantucket County,1,2,4,2,2,1,1,1,1,1,1,1,1
050,25,019,Massachusetts,Nantucket County,1,2,5,1,1,1,1,1,1,1,1,1,1
050,25,019,Massachusetts,Nantucket County,2,0,1,4222,4222,4254,4270,4363,4453,4526,4507,4558,4605
050,25,019,Massachusetts,Nantucket County,2,0,2,396,396,393,409,440,446,456,471,488,518
050,25,019,Massachusetts,Nantucket County,2,0,3,9,9,8,10,11,11,11,11,11,12
050,25,019,Massachusetts,Nantucket County,2,0,4,36,36,35,40,50,55,61,68,74,79
050,25,019,Massachusetts,Nantucket County,2,0,5,7,7,7,7,7,7,7,7,7,7
050,25,019,Massachusetts,Nantucket County,2,1,1,4149,4149,4171,4171,4245,4322,4381,4347,4360,4385
050,25,019,Massachusetts,Nantucket County,2,1,2,390,390,387,403,434,440,450,461,478,508
050,25,019,Massachusetts,Nantucket County,2,1,3,9,9,8,10,11,11,11,11,11,12
050,25,019,Massachusetts,Nantucket County,2,1,4,36,36,35,40,50,55,61,68,74,79
050,25,019,Massachusetts,Nantucket County,2,1,5,3,3,3,3,3,3,3,3,3,3
050,25,019,Massachusetts,Nantucket County,2,2,1,73,73,83,99,118,131,145,160,198,220
050,25,019,Massachusetts,Nantucket County,2,2,2,6,6,6,6,6,6,6,10,10,10
050,25,019,Massachusetts,Nantucket County,2,2,3,0,0,0,0,0,0,0,0,0,0
050,25,019,Massachusetts,Nantucket County,2,2,4,0,0,0,0,0,0,0,0,0,0
050,25,019,Massachusetts,Nantucket County,2,2,5,4,4,4,4,4,4,4,4,4,4
050,25,021,Massachusetts,Norfolk County,0,0,1,589984,589984,590368,589238,586223,581905,577969,573031,570537,568826
050,25,021,Massachusetts,Norfolk County,0,0,2,24470,24470,24400,25787,27113,28634,30636,32156,34149,36015
050,25,021,Massachusetts,Norfolk County,0,0,3,2480,2480,2501,2574,2599,2639,2693,2734,2768,2811
050,25,021,Massachusetts,Norfolk County,0,0,4,38680,38680,39191,41625,44047,45777,47742,49836,51683,54150
050,25,021,Massachusetts,Norfolk County,0,0,5,496,496,499,517,525,541,554,573,594,610
050,25,021,Massachusetts,Norfolk County,0,1,1,579476,579476,579880,577940,574356,569530,564859,559298,555971,553389
050,25,021,Massachusetts,Norfolk County,0,1,2,23123,23123,23085,24418,25713,27201,29147,30627,32572,34391
050,25,021,Massachusetts,Norfolk County,0,1,3,2194,2194,2303,2369,2389,2420,2472,2506,2528,2575
050,25,021,Massachusetts,Norfolk County,0,1,4,38472,38472,39023,41448,43865,45591,47547,49638,51477,53944
050,25,021,Massachusetts,Norfolk County,0,1,5,425,425,450,468,476,491,504,524,544,559
050,25,021,Massachusetts,Norfolk County,0,2,1,10508,10508,10488,11298,11867,12375,13110,13733,14566,15437
050,25,021,Massachusetts,Norfolk County,0,2,2,1347,1347,1315,1369,1400,1433,1489,1529,1577,1624
050,25,021,Massachusetts,Norfolk County,0,2,3,286,286,198,205,210,219,221,228,240,236
050,25,021,Massachusetts,Norfolk County,0,2,4,208,208,168,177,182,186,195,198,206,206
050,25,021,Massachusetts,Norfolk County,0,2,5,71,71,49,49,49,50,50,49,50,51
050,25,021,Massachusetts,Norfolk County,1,0,1,281123,281123,281359,281107,280068,278357,276680,274417,273541,273041
050,25,021,Massachusetts,Norfolk County,1,0,2,12189,12189,12139,12776,13463,14236,15236,16020,17040,17968
050,25,021,Massachusetts,Norfolk County,1,0,3,1198,1198,1215,1251,1270,1294,1319,1342,1360,1381
050,25,021,Massachusetts,Norfolk County,1,0,4,18596,18596,18865,20082,21248,22095,23048,24051,24935,26143
050,25,021,Massachusetts,Norfolk County,1,0,5,264,264,256,267,277,288,302,306,322,329
050,25,021,Massachusetts,Norfolk County,1,1,1,275910,275910,276163,275533,274200,272220,270171,267577,266263,265309
050,25,021,Massachusetts,Norfolk County,1,1,2,11429,11429,11398,12026,12697,13451,14420,15179,16169,17080
050,25,021,Massachusetts,Norfolk County,1,1,3,1057,1057,1104,1137,1154,1175,1198,1216,1227,1253
050,25,021,Massachusetts,Norfolk County,1,1,4,18496,18496,18792,20003,21166,22013,22960,23963,24843,26050
050,25,021,Massachusetts,Norfolk County,1,1,5,220,220,228,239,249,260,273,278,294,300
050,25,021,Massachusetts,Norfolk County,1,2,1,5213,5213,5196,5574,5868,6137,6509,6840,7278,7732
050,25,021,Massachusetts,Norfolk County,1,2,2,760,760,741,750,766,785,816,841,871,888
050,25,021,Massachusetts,Norfolk County,1,2,3,141,141,111,114,116,119,121,126,133,128
050,25,021,Massachusetts,Norfolk County,1,2,4,100,100,73,79,82,82,88,88,92,93
050,25,021,Massachusetts,Norfolk County,1,2,5,44,44,28,28,28,28,29,28,28,29
050,25,021,Massachusetts,Norfolk County,2,0,1,308861,308861,309009,308131,306155,303548,301289,298614,296996,295785
050,25,021,Massachusetts,Norfolk County,2,0,2,12281,12281,12261,13011,13650,14398,15400,16136,17109,18047
050,25,021,Massachusetts,Norfolk County,2,0,3,1282,1282,1286,1323,1329,1345,1374,1392,1408,1430
050,25,021,Massachusetts,Norfolk County,2,0,4,20084,20084,20326,21543,22799,23682,24694,25785,26748,28007
050,25,021,Massachusetts,Norfolk County,2,0,5,232,232,243,250,248,253,252,267,272,281
050,25,021,Massachusetts,Norfolk County,2,1,1,303566,303566,303717,302407,300156,297310,294688,291721,289708,288080
050,25,021,Massachusetts,Norfolk County,2,1,2,11694,11694,11687,12392,13016,13750,14727,15448,16403,17311
050,25,021,Massachusetts,Norfolk County,2,1,3,1137,1137,1199,1232,1235,1245,1274,1290,1301,1322
050,25,021,Massachusetts,Norfolk County,2,1,4,19976,19976,20231,21445,22699,23578,24587,25675,26634,27894
050,25,021,Massachusetts,Norfolk County,2,1,5,205,205,222,229,227,231,231,246,250,259
050,25,021,Massachusetts,Norfolk County,2,2,1,5295,5295,5292,5724,5999,6238,6601,6893,7288,7705
050,25,021,Massachusetts,Norfolk County,2,2,2,587,587,574,619,634,648,673,688,706,736
050,25,021,Massachusetts,Norfolk County,2,2,3,145,145,87,91,94,100,100,102,107,108
050,25,021,Massachusetts,Norfolk County,2,2,4,108,108,95,98,100,104,107,110,114,113
050,25,021,Massachusetts,Norfolk County,2,2,5,27,27,21,21,21,22,21,21,22,22
050,25,023,Massachusetts,Plymouth County,0,0,1,436386,436386,437739,439465,441659,441970,441877,441933,440987,441713
050,25,023,Massachusetts,Plymouth County,0,0,2,32154,32154,32185,34195,35924,37703,39201,40761,42185,43241
050,25,023,Massachusetts,Plymouth County,0,0,3,2983,2983,3001,3058,3106,3125,3120,3136,3154,3158
050,25,023,Massachusetts,Plymouth County,0,0,4,5872,5872,5892,6282,6687,7065,7193,7328,7474,7632
050,25,023,Massachusetts,Plymouth County,0,0,5,510,510,481,500,508,530,534,550,569,580
050,25,023,Massachusetts,Plymouth County,0,1,1,427290,427290,428565,429968,431773,431706,431449,431319,430143,430602
050,25,023,Massachusetts,Plymouth County,0,1,2,29729,29729,29796,31761,33442,35169,36664,38223,39612,40625
050,25,023,Massachusetts,Plymouth County,0,1,3,2743,2743,2789,2843,2883,2907,2896,2919,2935,2937
050,25,023,Massachusetts,Plymouth County,0,1,4,5765,5765,5817,6201,6603,6980,7105,7242,7387,7543
050,25,023,Massachusetts,Plymouth County,0,1,5,461,461,448,466,471,493,497,511,529,541
050,25,023,Massachusetts,Plymouth County,0,2,1,9096,9096,9174,9497,9886,10264,10428,10614,10844,11111
050,25,023,Massachusetts,Plymouth County,0,2,2,2425,2425,2389,2434,2482,2534,2537,2538,2573,2616
050,25,023,Massachusetts,Plymouth County,0,2,3,240,240,212,215,223,218,224,217,219,221
050,25,023,Massachusetts,Plymouth County,0,2,4,107,107,75,81,84,85,88,86,87,89
050,25,023,Massachusetts,Plymouth County,0,2,5,49,49,33,34,37,37,37,39,40,39
050,25,023,Massachusetts,Plymouth County,1,0,1,212173,212173,212846,213837,214971,215193,215147,215138,214702,215194
050,25,023,Massachusetts,Plymouth County,1,0,2,16125,16125,16149,17184,18051,18946,19724,20547,21261,21789
050,25,023,Massachusetts,Plymouth County,1,0,3,1483,1483,1503,1525,1550,1552,1557,1560,1565,1573
050,25,023,Massachusetts,Plymouth County,1,0,4,2807,2807,2821,3006,3198,3391,3451,3508,3579,3644
050,25,023,Massachusetts,Plymouth County,1,0,5,270,270,252,263,270,278,287,290,303,306
050,25,023,Massachusetts,Plymouth County,1,1,1,207479,207479,208112,208926,209877,209900,209774,209663,209115,209457
050,25,023,Massachusetts,Plymouth County,1,1,2,14829,14829,14870,15879,16728,17597,18374,19193,19902,20413
050,25,023,Massachusetts,Plymouth County,1,1,3,1332,1332,1368,1387,1406,1412,1411,1414,1423,1426
050,25,023,Massachusetts,Plymouth County,1,1,4,2743,2743,2774,2957,3145,3336,3396,3453,3525,3589
050,25,023,Massachusetts,Plymouth County,1,1,5,243,243,230,241,246,254,263,264,277,281
050,25,023,Massachusetts,Plymouth County,1,2,1,4694,4694,4734,4911,5094,5293,5373,5475,5587,5737
050,25,023,Massachusetts,Plymouth County,1,2,2,1296,1296,1279,1305,1323,1349,1350,1354,1359,1376
050,25,023,Massachusetts,Plymouth County,1,2,3,151,151,135,138,144,140,146,146,142,147
050,25,023,Massachusetts,Plymouth County,1,2,4,64,64,47,49,53,55,55,55,54,55
050,25,023,Massachusetts,Plymouth County,1,2,5,27,27,22,22,24,24,24,26,26,25
050,25,023,Massachusetts,Plymouth County,2,0,1,224213,224213,224893,225628,226688,226777,226730,226795,226285,226519
050,25,023,Massachusetts,Plymouth County,2,0,2,16029,16029,16036,17011,17873,18757,19477,20214,20924,21452
050,25,023,Massachusetts,Plymouth County,2,0,3,1500,1500,1498,1533,1556,1573,1563,1576,1589,1585
050,25,023,Massachusetts,Plymouth County,2,0,4,3065,3065,3071,3276,3489,3674,3742,3820,3895,3988
050,25,023,Massachusetts,Plymouth County,2,0,5,240,240,229,237,238,252,247,260,266,274
050,25,023,Massachusetts,Plymouth County,2,1,1,219811,219811,220453,221042,221896,221806,221675,221656,221028,221145
050,25,023,Massachusetts,Plymouth County,2,1,2,14900,14900,14926,15882,16714,17572,18290,19030,19710,20212
050,25,023,Massachusetts,Plymouth County,2,1,3,1411,1411,1421,1456,1477,1495,1485,1505,1512,1511
050,25,023,Massachusetts,Plymouth County,2,1,4,3022,3022,3043,3244,3458,3644,3709,3789,3862,3954
050,25,023,Massachusetts,Plymouth County,2,1,5,218,218,218,225,225,239,234,247,252,260
050,25,023,Massachusetts,Plymouth County,2,2,1,4402,4402,4440,4586,4792,4971,5055,5139,5257,5374
050,25,023,Massachusetts,Plymouth County,2,2,2,1129,1129,1110,1129,1159,1185,1187,1184,1214,1240
050,25,023,Massachusetts,Plymouth County,2,2,3,89,89,77,77,79,78,78,71,77,74
050,25,023,Massachusetts,Plymouth County,2,2,4,43,43,28,32,31,30,33,31,33,34
050,25,023,Massachusetts,Plymouth County,2,2,5,22,22,11,12,13,13,13,13,14,14
050,25,025,Massachusetts,Suffolk County,0,0,1,455651,455651,456027,467691,471020,471652,471543,473472,477885,482292
050,25,025,Massachusetts,Suffolk County,0,0,2,183741,183741,183827,185059,184523,182845,180452,179583,177716,175686
