stcty,reg,div,stname,ctyname,time,popestimate,popest_nonhisp,popest_hisp,whiteac_tot,whiteac_nonhisp,whiteac_hisp,blackac_tot,blackac_nonhisp,blackac_hisp,aianac_tot,aianac_nonhisp,aianac_hisp,asiaac_tot,asiaac_nonhisp,asiaac_hisp,nhpiac_tot,nhpiac_nonhisp,nhpiac_hisp
18043,2,3,Indiana,Floyd County,3,70888,70122,766,67209,66507,702,3507,3471,36,363,340,23,448,442,6,12,7,5
18045,2,3,Indiana,Fountain County,3,17928,17738,190,17839,17651,188,27,27,0,58,56,2,52,50,2,0,0,0
18047,2,3,Indiana,Franklin County,3,22225,22123,102,22139,22044,95,14,14,0,84,83,1,57,54,3,4,0,4
18049,2,3,Indiana,Fulton County,3,20559,20086,473,20231,19762,469,198,196,2,179,177,2,84,84,0,0,0,0
18051,2,3,Indiana,Gibson County,3,32547,32319,228,31670,31453,217,756,752,4,105,100,5,175,173,2,0,0,0
18053,2,3,Indiana,Grant County,3,73271,71493,1778,67141,65482,1659,5764,5671,93,661,630,31,521,516,5,27,21,6
18055,2,3,Indiana,Greene County,3,33212,32936,276,33001,32750,251,64,55,9,239,221,18,76,68,8,2,0,2
18057,2,3,Indiana,Hamilton County,3,185380,182427,2953,177380,174567,2813,3333,3265,68,717,675,42,5296,5254,42,156,154,2
18059,2,3,Indiana,Hancock County,3,55653,55127,526,55250,54740,510,135,135,0,283,268,15,295,291,4,5,2,3
18061,2,3,Indiana,Harrison County,3,34502,34169,333,34193,33871,322,158,155,3,201,193,8,115,113,2,1,0,1
18063,2,3,Indiana,Hendricks County,3,105388,104214,1174,103167,102082,1085,1301,1267,34,675,619,56,978,963,15,33,29,4
18065,2,3,Indiana,Henry County,3,48462,48077,385,47847,47477,370,508,502,6,171,164,7,124,124,0,3,0,3
18067,2,3,Indiana,Howard County,3,84970,83254,1716,78146,76543,1603,6164,6089,75,666,624,42,1019,1007,12,23,21,2
18069,2,3,Indiana,Huntington County,3,38098,37732,366,37747,37396,351,138,128,10,269,262,7,144,140,4,0,0,0
18071,2,3,Indiana,Jackson County,3,41409,40290,1119,40705,39621,1084,324,304,20,216,208,8,370,367,3,25,20,5
18073,2,3,Indiana,Jasper County,3,30196,29461,735,29978,29254,724,128,125,3,134,119,15,91,85,6,6,2,4
18075,2,3,Indiana,Jay County,3,21805,21417,388,21631,21250,381,72,68,4,86,76,10,104,97,7,8,3,5
18077,2,3,Indiana,Jefferson County,3,31725,31397,328,30974,30667,307,563,547,16,217,207,10,248,247,1,1,0,1
18079,2,3,Indiana,Jennings County,3,27694,27504,190,27334,27153,181,269,262,7,156,155,1,106,104,2,0,0,0
18081,2,3,Indiana,Johnson County,3,115974,114381,1593,113804,112277,1527,1100,1069,31,427,406,21,1200,1183,17,40,38,2
18083,2,3,Indiana,Knox County,3,39183,38860,323,38116,37824,292,814,796,18,200,189,11,225,224,1,15,12,3
18085,2,3,Indiana,Kosciusko County,3,74230,70458,3772,73113,69426,3687,604,571,33,427,362,65,512,499,13,0,0,0
18087,2,3,Indiana,LaGrange County,3,34943,33853,1090,34735,33665,1070,119,107,12,161,143,18,133,128,5,0,0,0
18089,2,3,Indiana,Lake County,3,484591,424750,59841,353021,296898,56123,127021,124097,2924,3784,2683,1101,5384,4868,516,649,405,244
18091,2,3,Indiana,LaPorte County,3,110184,106744,3440,97838,94655,3183,11993,11789,204,933,864,69,668,644,24,34,20,14
18093,2,3,Indiana,Lawrence County,3,45945,45525,420,45483,45076,407,228,225,3,347,330,17,183,183,0,1,1,0
18095,2,3,Indiana,Madison County,3,133277,131294,1983,121739,119909,1830,11200,11103,97,934,884,50,639,623,16,28,16,12
18097,2,3,Indiana,Marion County,3,860385,826689,33696,632660,602010,30650,217450,214931,2519,6222,5415,807,15909,15467,442,1257,1073,184
18099,2,3,Indiana,Marshall County,3,45245,42551,2694,44779,42159,2620,230,194,36,277,247,30,220,211,9,23,6,17
18101,2,3,Indiana,Martin County,3,10356,10314,42,10317,10275,42,29,29,0,21,21,0,22,22,0,0,0,0
18103,2,3,Indiana,Miami County,3,36173,35697,476,34546,34126,420,1198,1166,32,649,625,24,173,167,6,4,1,3
18105,2,3,Indiana,Monroe County,3,120693,118470,2223,112304,110210,2094,4290,4207,83,894,856,38,4857,4827,30,118,116,2
18107,2,3,Indiana,Montgomery County,3,37620,37009,611,37057,36461,596,362,353,9,186,186,0,209,208,1,9,4,5
18109,2,3,Indiana,Morgan County,3,66888,66398,490,66512,66038,474,112,112,0,439,426,13,225,220,5,6,0,6
18111,2,3,Indiana,Newton County,3,14554,14118,436,14431,14017,414,35,32,3,84,80,4,44,37,7,18,4,14
18113,2,3,Indiana,Noble County,3,46435,43095,3340,45925,42639,3286,237,215,22,299,259,40,225,209,16,21,8,13
18115,2,3,Indiana,Ohio County,3,5642,5617,25,5603,5579,24,28,28,0,5,4,1,11,11,0,0,0,0
18117,2,3,Indiana,Orange County,3,19322,19220,102,19092,19000,92,153,142,11,113,112,1,41,41,0,1,0,1
18119,2,3,Indiana,Owen County,3,21897,21734,163,21715,21567,148,80,76,4,168,157,11,49,48,1,4,0,4
18121,2,3,Indiana,Parke County,3,17237,17132,105,16782,16684,98,375,372,3,117,113,4,48,47,1,2,1,1
18123,2,3,Indiana,Perry County,3,18885,18750,135,18536,18409,127,289,286,3,59,55,4,31,31,0,3,1,2
18125,2,3,Indiana,Pike County,3,12816,12741,75,12763,12690,73,23,20,3,32,32,0,22,22,0,2,2,0
18127,2,3,Indiana,Porter County,3,147230,140061,7169,144024,137046,6978,1657,1546,111,948,818,130,1710,1679,31,103,99,4
18129,2,3,Indiana,Posey County,3,27073,26955,118,26712,26603,109,295,292,3,113,107,6,58,58,0,0,0,0
18131,2,3,Indiana,Pulaski County,3,13750,13559,191,13549,13370,179,135,134,1,70,67,3,36,35,1,13,3,10
18133,2,3,Indiana,Putnam County,3,36109,35701,408,34700,34335,365,1132,1114,18,239,216,23,248,245,3,10,8,2
18135,2,3,Indiana,Randolph County,3,27396,27057,339,27232,26904,328,123,111,12,124,123,1,82,80,2,5,3,2
18137,2,3,Indiana,Ripley County,3,26647,26400,247,26442,26198,244,38,38,0,122,119,3,112,112,0,0,0,0
18139,2,3,Indiana,Rush County,3,18219,18127,92,18005,17915,90,144,143,1,85,85,0,94,93,1,0,0,0
18141,2,3,Indiana,St. Joseph County,3,265861,253151,12710,229654,217818,11836,33269,32571,698,2405,2117,288,4626,4503,123,449,402,47
18143,2,3,Indiana,Scott County,3,23049,22826,223,22952,22736,216,33,30,3,90,89,1,57,52,5,0,0,0
18145,2,3,Indiana,Shelby County,3,43600,43102,498,42874,42410,464,430,417,13,221,202,19,296,288,8,2,1,1
18147,2,3,Indiana,Spencer County,3,20409,20109,300,20197,19913,284,137,123,14,75,73,2,53,52,1,0,0,0
18149,2,3,Indiana,Starke County,3,23543,23028,515,23382,22887,495,85,77,8,158,145,13,70,68,2,4,0,4
18151,2,3,Indiana,Steuben County,3,33313,32625,688,32918,32259,659,165,157,8,224,202,22,167,163,4,3,3,0
18153,2,3,Indiana,Sullivan County,3,21745,21563,182,20685,20524,161,960,958,2,150,134,16,41,38,3,3,0,3
18155,2,3,Indiana,Switzerland County,3,9093,9010,83,9052,8974,78,23,23,0,29,22,7,9,8,1,4,1,3
18157,2,3,Indiana,Tippecanoe County,3,149341,141445,7896,138059,130400,7659,4297,4168,129,994,858,136,7360,7308,52,162,162,0
18159,2,3,Indiana,Tipton County,3,16556,16355,201,16438,16250,188,38,37,1,53,41,12,57,57,0,3,3,0
18161,2,3,Indiana,Union County,3,7350,7328,22,7297,7276,21,19,19,0,21,20,1,17,17,0,0,0,0
18163,2,3,Indiana,Vanderburgh County,3,171846,170173,1673,155761,154257,1504,15287,15177,110,933,879,54,1622,1601,21,119,108,11
18165,2,3,Indiana,Vermillion County,3,16778,16668,110,16675,16572,103,54,53,1,107,102,5,26,23,3,3,0,3
18167,2,3,Indiana,Vigo County,3,105718,104455,1263,97542,96395,1147,7059,6972,87,808,777,31,1560,1552,8,48,46,2
18169,2,3,Indiana,Wabash County,3,34977,34562,415,34443,34049,394,187,184,3,382,370,12,156,154,2,7,3,4
18171,2,3,Indiana,Warren County,3,8447,8410,37,8410,8373,37,12,12,0,25,25,0,17,17,0,0,0,0
18173,2,3,Indiana,Warrick County,3,52570,52232,338,51592,51270,322,614,603,11,170,168,2,414,413,1,10,8,2
18175,2,3,Indiana,Washington County,3,27267,27069,198,27167,26971,196,41,41,0,125,123,2,54,54,0,1,0,1
18177,2,3,Indiana,Wayne County,3,71040,70069,971,66816,65927,889,4183,4123,60,404,388,16,468,461,7,15,6,9
18179,2,3,Indiana,Wells County,3,27616,27213,403,27460,27075,385,96,90,6,133,119,14,77,75,2,3,0,3
18181,2,3,Indiana,White County,3,25238,23874,1364,25047,23716,1331,68,54,14,147,138,9,66,65,1,26,11,15
18183,2,3,Indiana,Whitley County,3,30745,30465,280,30503,30236,267,99,99,0,195,185,10,86,85,1,5,3,2
18001,2,3,Indiana,Adams County,4,33531,32452,1079,33331,32279,1052,98,89,9,142,129,13,71,71,0,14,2,12
18003,2,3,Indiana,Allen County,4,334973,320339,14634,289525,275971,13554,41367,40507,860,2781,2435,346,6271,6136,135,394,359,35
18005,2,3,Indiana,Bartholomew County,4,71968,70250,1718,69010,67372,1638,1597,1550,47,291,278,13,1580,1548,32,16,15,1
18007,2,3,Indiana,Benton County,4,9330,9092,238,9283,9049,234,50,46,4,71,62,9,9,9,0,7,5,2
18009,2,3,Indiana,Blackford County,4,13854,13762,92,13758,13678,80,56,43,13,116,110,6,24,24,0,0,0,0
18011,2,3,Indiana,Boone County,4,47102,46548,554,46516,46002,514,275,257,18,228,200,28,330,328,2,0,0,0
18013,2,3,Indiana,Brown County,4,15147,15012,135,15049,14915,134,64,64,0,70,69,1,52,52,0,5,5,0
18015,2,3,Indiana,Carroll County,4,20307,19713,594,20216,19627,589,55,51,4,69,69,0,15,15,0,4,3,1
18017,2,3,Indiana,Cass County,4,41032,38012,3020,40061,37186,2875,632,581,51,276,208,68,270,254,16,26,4,22
18019,2,3,Indiana,Clark County,4,97295,95398,1897,89834,88108,1726,7146,7039,107,676,617,59,733,712,21,68,49,19
18021,2,3,Indiana,Clay County,4,26602,26423,179,26368,26210,158,156,148,8,161,144,17,60,59,1,3,1,2
18023,2,3,Indiana,Clinton County,4,34005,31240,2765,33703,31046,2657,171,89,82,144,134,10,89,78,11,31,0,31
18025,2,3,Indiana,Crawford County,4,10938,10823,115,10822,10748,74,20,18,2,54,48,6,6,5,1,47,14,33
18027,2,3,Indiana,Daviess County,4,29691,29020,671,29361,28732,629,214,190,24,133,119,14,81,75,6,8,0,8
18029,2,3,Indiana,Dearborn County,4,46886,46619,267,46375,46119,256,369,364,5,207,202,5,211,210,1,2,0,2
18031,2,3,Indiana,Decatur County,4,24503,24366,137,24239,24107,132,37,34,3,65,60,5,239,239,0,0,0,0
18033,2,3,Indiana,DeKalb County,4,40466,39759,707,40122,39435,687,178,178,0,225,205,20,172,172,0,31,22,9
18035,2,3,Indiana,Delaware County,4,118957,117631,1326,109657,108503,1154,8601,8482,119,705,677,28,1047,1036,11,154,126,28
18037,2,3,Indiana,Dubois County,4,39917,38754,1163,39685,38562,1123,95,89,6,100,82,18,118,108,10,22,5,17
18039,2,3,Indiana,Elkhart County,4,185438,167632,17806,172986,155813,17173,11000,10588,412,1483,1224,259,2332,2188,144,233,129,104
18041,2,3,Indiana,Fayette County,4,25299,25169,130,24788,24669,119,470,467,3,74,69,5,91,89,2,4,1,3
18043,2,3,Indiana,Floyd County,4,71416,70624,792,67644,66919,725,3552,3512,40,378,353,25,530,524,6,18,12,6
18045,2,3,Indiana,Fountain County,4,17740,17547,193,17631,17442,189,44,40,4,57,55,2,56,56,0,0,0,0
18047,2,3,Indiana,Franklin County,4,22319,22195,124,22234,22115,119,12,12,0,87,85,2,54,52,2,3,0,3
18049,2,3,Indiana,Fulton County,4,20625,20122,503,20295,19796,499,193,190,3,181,180,1,87,87,0,0,0,0
18051,2,3,Indiana,Gibson County,4,32665,32425,240,31791,31564,227,747,743,4,104,98,6,187,184,3,0,0,0
18053,2,3,Indiana,Grant County,4,72759,70971,1788,66721,65062,1659,5682,5584,98,660,627,33,528,515,13,27,22,5
18055,2,3,Indiana,Greene County,4,33188,32920,268,32965,32722,243,67,59,8,242,224,18,87,79,8,2,0,2
18057,2,3,Indiana,Hamilton County,4,195607,192190,3417,185758,182495,3263,4241,4158,83,749,707,42,6402,6349,53,193,193,0
18059,2,3,Indiana,Hancock County,4,56689,56132,557,56140,55600,540,315,315,0,290,273,17,327,323,4,8,3,5
18061,2,3,Indiana,Harrison County,4,34793,34449,344,34473,34142,331,175,172,3,192,185,7,109,109,0,3,0,3
18063,2,3,Indiana,Hendricks County,4,109831,108443,1388,106974,105687,1287,1739,1702,37,702,639,63,1232,1211,21,52,48,4
18065,2,3,Indiana,Henry County,4,48349,47960,389,47713,47344,369,526,520,6,182,170,12,130,129,1,4,0,4
18067,2,3,Indiana,Howard County,4,85004,83346,1658,78086,76537,1549,6311,6236,75,656,620,36,1011,1003,8,18,17,1
18069,2,3,Indiana,Huntington County,4,37997,37633,364,37596,37248,348,164,157,7,283,277,6,163,158,5,0,0,0
18071,2,3,Indiana,Jackson County,4,41471,40246,1225,40734,39548,1186,348,322,26,216,208,8,387,380,7,28,24,4
18073,2,3,Indiana,Jasper County,4,30421,29573,848,30186,29349,837,133,130,3,144,130,14,103,98,5,7,4,3
18075,2,3,Indiana,Jay County,4,21751,21341,410,21565,21163,402,80,76,4,80,68,12,112,106,6,7,3,4
18077,2,3,Indiana,Jefferson County,4,32105,31774,331,31329,31023,306,566,548,18,220,215,5,265,262,3,1,1,0
18079,2,3,Indiana,Jennings County,4,27991,27788,203,27616,27421,195,277,269,8,166,165,1,119,117,2,0,0,0
18081,2,3,Indiana,Johnson County,4,118586,116905,1681,116264,114657,1607,1147,1112,35,452,425,27,1324,1304,20,52,47,5
18083,2,3,Indiana,Knox County,4,38825,38497,328,37719,37425,294,819,801,18,207,195,12,258,256,2,18,16,2
18085,2,3,Indiana,Kosciusko County,4,74770,70884,3886,73629,69837,3792,652,612,40,433,366,67,492,475,17,0,0,0
18087,2,3,Indiana,LaGrange County,4,35402,34316,1086,35147,34084,1063,123,112,11,163,144,19,194,192,2,2,0,2
18089,2,3,Indiana,Lake County,4,485147,425374,59773,353853,297725,56128,126623,123717,2906,3782,2697,1085,5635,5146,489,652,417,235
18091,2,3,Indiana,LaPorte County,4,110294,106680,3614,98031,94683,3348,11948,11742,206,908,837,71,670,643,27,30,16,14
18093,2,3,Indiana,Lawrence County,4,46047,45642,405,45565,45173,392,207,204,3,360,343,17,215,215,0,1,1,0
18095,2,3,Indiana,Madison County,4,132413,130316,2097,120952,119019,1933,11110,11006,104,963,908,55,687,668,19,33,17,16
18097,2,3,Indiana,Marion County,4,863368,827380,35988,631502,598646,32856,221339,218745,2594,6300,5465,835,16602,16124,478,1261,1067,194
18099,2,3,Indiana,Marshall County,4,45602,42734,2868,45066,42280,2786,285,246,39,296,263,33,226,218,8,26,9,17
18101,2,3,Indiana,Martin County,4,10332,10293,39,10279,10240,39,43,43,0,18,18,0,19,19,0,0,0,0
18103,2,3,Indiana,Miami County,4,36312,35869,443,34711,34325,386,1157,1124,33,665,642,23,187,185,2,2,1,1
18105,2,3,Indiana,Monroe County,4,121118,118874,2244,112543,110440,2103,4174,4089,85,902,857,45,5171,5139,32,133,130,3
18107,2,3,Indiana,Montgomery County,4,37819,37127,692,37246,36572,674,354,345,9,183,182,1,242,238,4,8,4,4
18109,2,3,Indiana,Morgan County,4,67181,66703,478,66742,66280,462,151,151,0,460,445,15,261,259,2,5,0,5
18111,2,3,Indiana,Newton County,4,14384,13943,441,14258,13839,419,37,34,3,79,76,3,42,37,5,17,4,13
18113,2,3,Indiana,Noble County,4,47091,43446,3645,46490,42902,3588,281,258,23,296,256,40,291,279,12,20,10,10
18115,2,3,Indiana,Ohio County,4,5681,5657,24,5635,5612,23,31,31,0,8,6,2,11,11,0,0,0,0
18117,2,3,Indiana,Orange County,4,19360,19245,115,19115,19016,99,164,154,10,112,111,1,49,43,6,3,1,2
18119,2,3,Indiana,Owen County,4,22111,21957,154,21910,21775,135,96,91,5,172,160,12,52,51,1,5,0,5
18121,2,3,Indiana,Parke County,4,17214,17112,102,16771,16675,96,370,367,3,107,103,4,52,51,1,1,1,0
18123,2,3,Indiana,Perry County,4,18901,18760,141,18540,18407,133,300,297,3,62,58,4,32,32,0,3,1,2
18125,2,3,Indiana,Pike County,4,12873,12795,78,12813,12737,76,31,28,3,31,31,0,22,22,0,2,2,0
18127,2,3,Indiana,Porter County,4,148767,141473,7294,145280,138188,7092,1850,1729,121,957,823,134,1856,1829,27,107,100,7
18129,2,3,Indiana,Posey County,4,26933,26819,114,26548,26443,105,317,314,3,121,115,6,67,67,0,0,0,0
18131,2,3,Indiana,Pulaski County,4,13790,13596,194,13598,13413,185,129,127,2,62,61,1,40,38,2,7,3,4
18133,2,3,Indiana,Putnam County,4,36302,35905,397,34877,34528,349,1141,1123,18,231,207,24,262,258,4,14,10,4
18135,2,3,Indiana,Randolph County,4,27254,26897,357,27079,26734,345,133,122,11,148,145,3,68,67,1,4,2,2
18137,2,3,Indiana,Ripley County,4,27008,26750,258,26799,26543,256,44,44,0,131,129,2,111,111,0,0,0,0
18139,2,3,Indiana,Rush County,4,18097,17998,99,17866,17769,97,159,158,1,85,85,0,100,99,1,0,0,0
18141,2,3,Indiana,St. Joseph County,4,266095,253260,12835,229725,217783,11942,33280,32578,702,2366,2081,285,4924,4786,138,461,406,55
18143,2,3,Indiana,Scott County,4,23296,23071,225,23195,22975,220,44,40,4,78,76,2,64,60,4,0,0,0
18145,2,3,Indiana,Shelby County,4,43876,43290,586,43090,42546,544,446,432,14,239,217,22,342,333,9,3,1,2
18147,2,3,Indiana,Spencer County,4,20331,20037,294,20109,19831,278,143,128,15,79,76,3,61,61,0,0,0,0
18149,2,3,Indiana,Starke County,4,22820,22339,481,22676,22218,458,59,48,11,143,131,12,79,77,2,7,0,7
18151,2,3,Indiana,Steuben County,4,33580,32876,704,33159,32485,674,166,158,8,236,213,23,191,186,5,2,2,0
18153,2,3,Indiana,Sullivan County,4,21812,21623,189,20757,20591,166,963,957,6,156,141,15,41,37,4,4,0,4
18155,2,3,Indiana,Switzerland County,4,9319,9240,79,9278,9203,75,23,23,0,26,21,5,9,8,1,1,1,0
18157,2,3,Indiana,Tippecanoe County,4,150772,142649,8123,139062,131188,7874,4291,4159,132,982,835,147,7844,7782,62,173,172,1
18159,2,3,Indiana,Tipton County,4,16512,16309,203,16389,16198,191,42,42,0,50,39,11,57,56,1,3,3,0
18161,2,3,Indiana,Union County,4,7307,7285,22,7251,7230,21,20,20,0,21,20,1,19,19,0,2,2,0
18163,2,3,Indiana,Vanderburgh County,4,171695,170077,1618,155686,154251,1435,15129,15019,110,910,853,57,1779,1752,27,136,120,16
18165,2,3,Indiana,Vermillion County,4,16654,16541,113,16543,16436,107,61,60,1,104,99,5,23,22,1,3,0,3
18167,2,3,Indiana,Vigo County,4,104890,103698,1192,96817,95750,1067,6900,6814,86,804,772,32,1633,1619,14,47,44,3
18169,2,3,Indiana,Wabash County,4,34721,34298,423,34181,33782,399,205,202,3,354,339,15,170,167,3,6,2,4
18171,2,3,Indiana,Warren County,4,8612,8576,36,8578,8543,35,11,11,0,23,22,1,18,18,0,0,0,0
18173,2,3,Indiana,Warrick County,4,52983,52531,452,51907,51474,433,672,661,11,187,183,4,463,461,2,13,10,3
18175,2,3,Indiana,Washington County,4,27455,27260,195,27325,27132,193,70,70,0,148,147,1,59,59,0,1,0,1
18177,2,3,Indiana,Wayne County,4,70688,69738,950,66467,65601,866,4190,4129,61,406,391,15,479,472,7,13,2,11
18179,2,3,Indiana,Wells County,4,27696,27280,416,27544,27144,400,101,94,7,121,108,13,79,76,3,2,0,2
18181,2,3,Indiana,White County,4,25314,23877,1437,25118,23720,1398,86,65,21,133,124,9,71,68,3,29,12,17
18183,2,3,Indiana,Whitley County,4,31098,30827,271,30829,30569,260,102,102,0,188,178,10,115,115,0,10,9,1
18001,2,3,Indiana,Adams County,5,33467,32383,1084,33274,32217,1057,102,95,7,137,125,12,65,65,0,16,4,12
18003,2,3,Indiana,Allen County,5,337310,321934,15376,291200,276941,14259,42006,41125,881,2779,2408,371,6499,6359,140,402,364,38
18005,2,3,Indiana,Bartholomew County,5,71786,69940,1846,68747,66996,1751,1607,1549,58,302,287,15,1661,1623,38,21,18,3
18007,2,3,Indiana,Benton County,5,9287,9037,250,9242,8996,246,39,35,4,73,67,6,13,13,0,11,9,2
18009,2,3,Indiana,Blackford County,5,13870,13785,85,13770,13698,72,53,38,15,121,114,7,24,24,0,0,0,0
18011,2,3,Indiana,Boone County,5,48414,47842,572,47785,47255,530,269,250,19,254,225,29,377,375,2,0,0,0
18013,2,3,Indiana,Brown County,5,15275,15127,148,15154,15008,146,67,67,0,71,70,1,68,68,0,3,2,1
18015,2,3,Indiana,Carroll County,5,20329,19681,648,20239,19596,643,59,55,4,64,63,1,13,13,0,0,0,0
18017,2,3,Indiana,Cass County,5,40560,37385,3175,39601,36584,3017,639,586,53,271,194,77,248,229,19,31,3,28
18019,2,3,Indiana,Clark County,5,97994,95994,2000,90535,88718,1817,7153,7034,119,669,609,60,765,745,20,71,51,20
18021,2,3,Indiana,Clay County,5,26513,26314,199,26296,26119,177,154,146,8,136,121,15,66,65,1,10,7,3
18023,2,3,Indiana,Clinton County,5,33967,30926,3041,33657,30728,2929,169,86,83,143,133,10,100,86,14,36,4,32
18025,2,3,Indiana,Crawford County,5,11088,10958,130,10974,10884,90,22,18,4,57,51,6,7,4,3,43,13,30
18027,2,3,Indiana,Daviess County,5,29823,29085,738,29480,28784,696,222,198,24,131,114,17,87,85,2,9,0,9
18029,2,3,Indiana,Dearborn County,5,47234,46947,287,46679,46404,275,384,379,5,230,222,8,235,234,1,2,1,1
18031,2,3,Indiana,Decatur County,5,24642,24493,149,24357,24213,144,40,36,4,70,66,4,258,257,1,0,0,0
18033,2,3,Indiana,DeKalb County,5,40690,39991,699,40315,39639,676,203,200,3,226,204,22,189,188,1,21,14,7
18035,2,3,Indiana,Delaware County,5,118182,116840,1342,108916,107749,1167,8557,8437,120,699,674,25,1096,1083,13,152,123,29
18037,2,3,Indiana,Dubois County,5,39973,38699,1274,39732,38502,1230,86,79,7,101,79,22,136,123,13,24,6,18
18039,2,3,Indiana,Elkhart County,5,185972,167216,18756,173562,155448,18114,10949,10534,415,1529,1253,276,2381,2248,133,232,136,96
18041,2,3,Indiana,Fayette County,5,25099,24966,133,24607,24484,123,454,452,2,73,69,4,93,90,3,3,0,3
18043,2,3,Indiana,Floyd County,5,71355,70445,910,67595,66759,836,3521,3477,44,379,354,25,567,559,8,24,15,9
18045,2,3,Indiana,Fountain County,5,17795,17574,221,17688,17470,218,43,42,1,59,56,3,55,55,0,0,0,0
18047,2,3,Indiana,Franklin County,5,22501,22374,127,22403,22283,120,11,11,0,93,91,2,63,60,3,4,0,4
18049,2,3,Indiana,Fulton County,5,20621,20102,519,20296,19782,514,194,189,5,176,175,1,86,86,0,0,0,0
18051,2,3,Indiana,Gibson County,5,32687,32449,238,31802,31576,226,759,755,4,112,107,5,189,186,3,0,0,0
18053,2,3,Indiana,Grant County,5,72069,70259,1810,66091,64412,1679,5630,5529,101,636,601,35,558,545,13,29,24,5
18055,2,3,Indiana,Greene County,5,33117,32857,260,32876,32644,232,73,67,6,251,232,19,98,93,5,5,0,5
18057,2,3,Indiana,Hamilton County,5,206270,202355,3915,194519,190771,3748,5107,5008,99,821,776,45,7633,7579,54,241,239,2
18059,2,3,Indiana,Hancock County,5,58249,57605,644,57479,56856,623,520,520,0,304,289,15,413,407,6,14,6,8
18061,2,3,Indiana,Harrison County,5,35239,34885,354,34905,34565,340,190,186,4,201,192,9,112,111,1,2,1,1
18063,2,3,Indiana,Hendricks County,5,114694,113062,1632,110901,109375,1526,2418,2371,47,748,683,65,1532,1517,15,95,91,4
18065,2,3,Indiana,Henry County,5,48097,47714,383,47483,47118,365,497,490,7,192,184,8,131,129,2,3,0,3
18067,2,3,Indiana,Howard County,5,84789,83183,1606,77824,76333,1491,6349,6272,77,665,624,41,1053,1043,10,14,14,0
18069,2,3,Indiana,Huntington County,5,38204,37860,344,37802,37475,327,162,154,8,288,281,7,170,166,4,4,2,2
18071,2,3,Indiana,Jackson County,5,41563,40219,1344,40856,39558,1298,363,335,28,228,216,12,335,328,7,27,19,8
18073,2,3,Indiana,Jasper County,5,30690,29787,903,30438,29546,892,153,150,3,143,128,15,104,99,5,5,2,3
18075,2,3,Indiana,Jay County,5,21684,21259,425,21492,21073,419,77,74,3,75,66,9,117,112,5,3,1,2
18077,2,3,Indiana,Jefferson County,5,32252,31915,337,31473,31162,311,563,545,18,232,226,6,274,271,3,0,0,0
18079,2,3,Indiana,Jennings County,5,28182,27971,211,27814,27611,203,263,255,8,163,162,1,127,126,1,0,0,0
18081,2,3,Indiana,Johnson County,5,121435,119604,1831,119025,117273,1752,1171,1128,43,434,411,23,1411,1390,21,58,56,2
18083,2,3,Indiana,Knox County,5,38748,38406,342,37619,37313,306,832,813,19,215,202,13,272,269,3,23,20,3
18085,2,3,Indiana,Kosciusko County,5,74954,70949,4005,73797,69890,3907,656,616,40,435,363,72,512,497,15,0,0,0
18087,2,3,Indiana,LaGrange County,5,35653,34526,1127,35355,34252,1103,132,118,14,165,144,21,250,247,3,2,0,2
18089,2,3,Indiana,Lake County,5,485851,425383,60468,354402,297637,56765,126709,123755,2954,3752,2675,1077,5844,5339,505,654,421,233
18091,2,3,Indiana,LaPorte County,5,110178,106393,3785,98021,94502,3519,11887,11677,210,909,841,68,656,630,26,25,11,14
18093,2,3,Indiana,Lawrence County,5,46069,45656,413,45602,45200,402,182,180,2,367,354,13,224,224,0,0,0,0
18095,2,3,Indiana,Madison County,5,131884,129732,2152,120370,118380,1990,11187,11081,106,949,892,57,693,675,18,31,16,15
18097,2,3,Indiana,Marion County,5,862499,823589,38910,628035,592382,35653,224049,221337,2712,6288,5410,878,16923,16414,509,1275,1070,205
18099,2,3,Indiana,Marshall County,5,45820,42756,3064,45284,42304,2980,268,226,42,279,247,32,275,263,12,24,6,18
18101,2,3,Indiana,Martin County,5,10348,10308,40,10287,10247,40,52,52,0,18,18,0,20,20,0,0,0,0
18103,2,3,Indiana,Miami County,5,36345,35900,445,34775,34389,386,1105,1071,34,684,661,23,195,193,2,1,0,1
18105,2,3,Indiana,Monroe County,5,121372,119118,2254,112609,110503,2106,4103,4018,85,918,868,50,5469,5433,36,141,139,2
18107,2,3,Indiana,Montgomery County,5,37947,37197,750,37359,36625,734,378,369,9,171,171,0,250,246,4,9,6,3
18109,2,3,Indiana,Morgan County,5,67901,67435,466,67454,67007,447,167,167,0,461,448,13,263,260,3,6,1,5
18111,2,3,Indiana,Newton County,5,14348,13867,481,14212,13759,453,43,40,3,80,76,4,45,37,8,24,4,20
18113,2,3,Indiana,Noble County,5,46989,43200,3789,46430,42698,3732,278,256,22,315,270,45,240,227,13,21,8,13
18115,2,3,Indiana,Ohio County,5,5771,5748,23,5727,5706,21,31,30,1,8,5,3,11,11,0,0,0,0
18117,2,3,Indiana,Orange County,5,19443,19316,127,19194,19090,104,159,148,11,115,114,1,57,45,12,7,1,6
18119,2,3,Indiana,Owen County,5,22468,22300,168,22266,22117,149,90,85,5,183,169,14,58,54,4,4,0,4
18121,2,3,Indiana,Parke County,5,17220,17116,104,16775,16678,97,371,368,3,101,97,4,53,52,1,1,0,1
