stcty,reg,div,stname,ctyname,time,popestimate,popest_nonhisp,popest_hisp,whiteac_tot,whiteac_nonhisp,whiteac_hisp,blackac_tot,blackac_nonhisp,blackac_hisp,aianac_tot,aianac_nonhisp,aianac_hisp,asiaac_tot,asiaac_nonhisp,asiaac_hisp,nhpiac_tot,nhpiac_nonhisp,nhpiac_hisp
18123,2,3,Indiana,Perry County,5,18844,18698,146,18478,18341,137,303,300,3,63,58,5,35,34,1,2,1,1
18125,2,3,Indiana,Pike County,5,12945,12870,75,12882,12809,73,31,28,3,33,33,0,23,23,0,2,2,0
18127,2,3,Indiana,Porter County,5,150535,142989,7546,146677,139347,7330,2186,2055,131,954,824,130,1952,1921,31,106,97,9
18129,2,3,Indiana,Posey County,5,26997,26886,111,26606,26504,102,321,318,3,111,105,6,73,73,0,0,0,0
18131,2,3,Indiana,Pulaski County,5,13716,13514,202,13525,13338,187,130,125,5,55,53,2,40,39,1,11,3,8
18133,2,3,Indiana,Putnam County,5,36408,35997,411,34980,34615,365,1135,1116,19,237,213,24,273,270,3,13,10,3
18135,2,3,Indiana,Randolph County,5,27109,26727,382,26930,26561,369,129,117,12,132,129,3,91,90,1,5,3,2
18137,2,3,Indiana,Ripley County,5,27280,27006,274,27070,26798,272,47,47,0,122,120,2,121,121,0,1,1,0
18139,2,3,Indiana,Rush County,5,17968,17860,108,17728,17622,106,175,174,1,78,78,0,103,102,1,0,0,0
18141,2,3,Indiana,St. Joseph County,5,266378,253131,13247,229762,217432,12330,33421,32698,723,2396,2094,302,5159,5015,144,483,412,71
18143,2,3,Indiana,Scott County,5,23379,23149,230,23281,23058,223,62,58,4,65,64,1,64,59,5,0,0,0
18145,2,3,Indiana,Shelby County,5,43818,43143,675,42994,42375,619,440,422,18,227,204,23,387,369,18,7,0,7
18147,2,3,Indiana,Spencer County,5,20318,20011,307,20089,19799,290,141,125,16,90,86,4,61,61,0,0,0,0
18149,2,3,Indiana,Starke County,5,22999,22517,482,22846,22389,457,68,55,13,152,137,15,79,76,3,6,0,6
18151,2,3,Indiana,Steuben County,5,33495,32825,670,33127,32488,639,164,154,10,220,199,21,146,141,5,1,0,1
18153,2,3,Indiana,Sullivan County,5,21843,21651,192,20781,20616,165,966,958,8,150,136,14,44,40,4,7,0,7
18155,2,3,Indiana,Switzerland County,5,9465,9375,90,9424,9338,86,22,22,0,29,25,4,8,8,0,2,1,1
18157,2,3,Indiana,Tippecanoe County,5,152288,144011,8277,140051,132029,8022,4340,4214,126,1011,852,159,8332,8275,57,200,199,1
18159,2,3,Indiana,Tipton County,5,16545,16332,213,16418,16215,203,45,45,0,47,37,10,60,60,0,2,2,0
18161,2,3,Indiana,Union County,5,7331,7309,22,7276,7255,21,21,21,0,21,20,1,17,17,0,0,0,0
18163,2,3,Indiana,Vanderburgh County,5,171763,170020,1743,155684,154149,1535,15136,15016,120,906,832,74,1927,1890,37,148,128,20
18165,2,3,Indiana,Vermillion County,5,16579,16464,115,16453,16347,106,62,61,1,117,109,8,34,32,2,4,0,4
18167,2,3,Indiana,Vigo County,5,104682,103523,1159,96505,95471,1034,6908,6820,88,821,790,31,1764,1748,16,53,51,2
18169,2,3,Indiana,Wabash County,5,34511,34085,426,33957,33556,401,213,210,3,360,345,15,177,173,4,5,1,4
18171,2,3,Indiana,Warren County,5,8696,8658,38,8662,8625,37,11,11,0,21,20,1,18,18,0,0,0,0
18173,2,3,Indiana,Warrick County,5,53676,53201,475,52575,52120,455,715,704,11,183,179,4,462,458,4,12,10,2
18175,2,3,Indiana,Washington County,5,27660,27458,202,27517,27316,201,74,74,0,158,157,1,67,67,0,0,0,0
18177,2,3,Indiana,Wayne County,5,70539,69532,1007,66345,65423,922,4158,4092,66,420,406,14,497,486,11,19,8,11
18179,2,3,Indiana,Wells County,5,27838,27396,442,27672,27248,424,115,107,8,123,107,16,92,89,3,4,0,4
18181,2,3,Indiana,White County,5,25139,23645,1494,24922,23479,1443,95,69,26,146,138,8,70,67,3,33,10,23
18183,2,3,Indiana,Whitley County,5,31393,31107,286,31140,30864,276,98,98,0,195,186,9,108,108,0,8,7,1
18001,2,3,Indiana,Adams County,6,33592,32538,1054,33380,32353,1027,116,106,10,142,131,11,80,78,2,11,2,9
18003,2,3,Indiana,Allen County,6,340153,324178,15975,293458,278619,14839,42434,41529,905,2834,2451,383,6875,6724,151,424,381,43
18005,2,3,Indiana,Bartholomew County,6,72341,70377,1964,69257,67399,1858,1527,1467,60,306,290,16,1793,1748,45,24,19,5
18007,2,3,Indiana,Benton County,6,9189,8949,240,9143,8910,233,42,37,5,75,67,8,15,14,1,11,7,4
18009,2,3,Indiana,Blackford County,6,13876,13784,92,13777,13698,79,51,38,13,118,112,6,23,23,0,0,0,0
18011,2,3,Indiana,Boone County,6,49370,48759,611,48581,48009,572,310,292,18,280,253,27,517,514,3,0,0,0
18013,2,3,Indiana,Brown County,6,15313,15173,140,15185,15046,139,72,72,0,70,69,1,75,75,0,3,3,0
18015,2,3,Indiana,Carroll County,6,20499,19805,694,20406,19718,688,71,67,4,62,61,1,8,8,0,2,1,1
18017,2,3,Indiana,Cass County,6,40415,37152,3263,39435,36334,3101,652,601,51,274,198,76,244,228,16,37,4,33
18019,2,3,Indiana,Clark County,6,99482,97395,2087,91905,90013,1892,7270,7143,127,691,624,67,797,778,19,76,56,20
18021,2,3,Indiana,Clay County,6,26772,26586,186,26529,26363,166,170,162,8,141,124,17,89,87,2,9,6,3
18023,2,3,Indiana,Clinton County,6,33947,30709,3238,33665,30535,3130,157,74,83,134,125,9,86,74,12,29,2,27
18025,2,3,Indiana,Crawford County,6,11146,11011,135,11020,10925,95,27,20,7,59,53,6,16,8,8,42,16,26
18027,2,3,Indiana,Daviess County,6,30047,29241,806,29698,28937,761,223,200,23,133,115,18,86,84,2,10,1,9
18029,2,3,Indiana,Dearborn County,6,47849,47578,271,47300,47039,261,355,350,5,244,238,6,252,251,1,5,4,1
18031,2,3,Indiana,Decatur County,6,24747,24600,147,24435,24294,141,44,40,4,70,66,4,283,283,0,1,0,1
18033,2,3,Indiana,DeKalb County,6,41129,40400,729,40738,40036,702,223,214,9,232,210,22,189,188,1,32,25,7
18035,2,3,Indiana,Delaware County,6,117488,116163,1325,108301,107146,1155,8461,8346,115,691,668,23,1124,1109,15,159,131,28
18037,2,3,Indiana,Dubois County,6,40200,38849,1351,39959,38654,1305,90,82,8,113,92,21,133,122,11,23,4,19
18039,2,3,Indiana,Elkhart County,6,188779,168551,20228,176124,156590,19534,11164,10711,453,1537,1234,303,2488,2338,150,230,136,94
18041,2,3,Indiana,Fayette County,6,24999,24857,142,24506,24373,133,459,456,3,78,71,7,92,91,1,3,0,3
18043,2,3,Indiana,Floyd County,6,71148,70291,857,67354,66567,787,3534,3494,40,373,349,24,615,605,10,29,21,8
18045,2,3,Indiana,Fountain County,6,17750,17514,236,17641,17410,231,40,38,2,57,54,3,59,59,0,0,0,0
18047,2,3,Indiana,Franklin County,6,22773,22658,115,22654,22546,108,14,14,0,91,89,2,96,93,3,5,0,5
18049,2,3,Indiana,Fulton County,6,20508,19975,533,20215,19686,529,167,164,3,174,172,2,84,84,0,0,0,0
18051,2,3,Indiana,Gibson County,6,32991,32754,237,32067,31841,226,785,781,4,114,109,5,215,213,2,0,0,0
18053,2,3,Indiana,Grant County,6,71572,69811,1761,65676,64058,1618,5584,5474,110,646,607,39,538,528,10,28,23,5
18055,2,3,Indiana,Greene County,6,33244,32980,264,32955,32717,238,125,117,8,250,230,20,115,110,5,3,0,3
18057,2,3,Indiana,Hamilton County,6,216826,212513,4313,203419,199294,4125,5973,5861,112,851,804,47,8586,8534,52,253,252,1
18059,2,3,Indiana,Hancock County,6,59446,58785,661,58517,57874,643,691,691,0,298,284,14,469,464,5,12,8,4
18061,2,3,Indiana,Harrison County,6,35706,35311,395,35387,35005,382,182,179,3,199,191,8,107,106,1,4,1,3
18063,2,3,Indiana,Hendricks County,6,118850,116957,1893,114262,112489,1773,3032,2973,59,771,708,63,1799,1781,18,118,115,3
18065,2,3,Indiana,Henry County,6,47699,47316,383,47110,46743,367,481,475,6,169,160,9,131,129,2,1,0,1
18067,2,3,Indiana,Howard County,6,84880,83351,1529,77746,76334,1412,6508,6430,78,685,644,41,1106,1095,11,20,18,2
18069,2,3,Indiana,Huntington County,6,38143,37779,364,37749,37404,345,156,145,11,273,267,6,176,170,6,2,0,2
18071,2,3,Indiana,Jackson County,6,41639,40209,1430,40917,39540,1377,355,325,30,225,208,17,354,345,9,27,18,9
18073,2,3,Indiana,Jasper County,6,31078,30109,969,30831,29873,958,139,136,3,137,124,13,128,121,7,6,3,3
18075,2,3,Indiana,Jay County,6,21732,21284,448,21533,21091,442,76,74,2,85,73,12,124,116,8,7,1,6
18077,2,3,Indiana,Jefferson County,6,32250,31948,302,31457,31180,277,576,557,19,237,231,6,271,269,2,1,1,0
18079,2,3,Indiana,Jennings County,6,28111,27890,221,27751,27539,212,256,247,9,161,160,1,131,129,2,0,0,0
18081,2,3,Indiana,Johnson County,6,123256,121314,1942,120665,118808,1857,1318,1269,49,454,431,23,1471,1454,17,68,62,6
18083,2,3,Indiana,Knox County,6,38745,38390,355,37613,37294,319,816,796,20,209,196,13,292,291,1,21,18,3
18085,2,3,Indiana,Kosciusko County,6,75301,71211,4090,74110,70114,3996,661,624,37,422,352,70,564,555,9,0,0,0
18087,2,3,Indiana,LaGrange County,6,36026,34916,1110,35641,34556,1085,133,121,12,158,138,20,364,361,3,4,1,3
18089,2,3,Indiana,Lake County,6,487476,426114,61362,355762,298165,57597,126913,123911,3002,3808,2713,1095,5979,5477,502,668,421,247
18091,2,3,Indiana,LaPorte County,6,109878,106021,3857,97827,94236,3591,11832,11622,210,904,835,69,644,614,30,32,16,16
18093,2,3,Indiana,Lawrence County,6,46201,45814,387,45723,45347,376,193,191,2,368,353,15,233,233,0,1,1,0
18095,2,3,Indiana,Madison County,6,131121,128947,2174,119662,117651,2011,11130,11025,105,940,887,53,709,692,17,30,15,15
18097,2,3,Indiana,Marion County,6,863251,821854,41397,626734,588669,38065,226513,223723,2790,6346,5456,890,16928,16405,523,1266,1055,211
18099,2,3,Indiana,Marshall County,6,46352,43222,3130,45808,42761,3047,289,249,40,276,242,34,267,256,11,24,8,16
18101,2,3,Indiana,Martin County,6,10347,10307,40,10293,10253,40,46,46,0,16,16,0,19,19,0,0,0,0
18103,2,3,Indiana,Miami County,6,36177,35666,511,34633,34183,450,1077,1038,39,700,677,23,183,180,3,1,1,0
18105,2,3,Indiana,Monroe County,6,122903,120674,2229,113960,111873,2087,4116,4033,83,934,884,50,5667,5634,33,148,146,2
18107,2,3,Indiana,Montgomery County,6,37911,37108,803,37304,36517,787,390,381,9,188,188,0,248,243,5,11,7,4
18109,2,3,Indiana,Morgan County,6,68656,68120,536,68180,67661,519,203,203,0,466,453,13,275,270,5,6,1,5
18111,2,3,Indiana,Newton County,6,14403,13908,495,14265,13803,462,44,41,3,79,75,4,46,37,9,22,1,21
18113,2,3,Indiana,Noble County,6,47039,43167,3872,46520,42701,3819,269,246,23,296,256,40,220,209,11,15,8,7
18115,2,3,Indiana,Ohio County,6,5732,5709,23,5690,5668,22,31,31,0,3,2,1,11,11,0,0,0,0
18117,2,3,Indiana,Orange County,6,19616,19470,146,19354,19239,115,161,150,11,111,110,1,70,52,18,13,1,12
18119,2,3,Indiana,Owen County,6,22827,22670,157,22630,22491,139,102,97,5,171,159,12,53,51,2,3,0,3
18121,2,3,Indiana,Parke County,6,17329,17222,107,16883,16783,100,369,366,3,93,90,3,56,55,1,2,1,1
18123,2,3,Indiana,Perry County,6,18717,18576,141,18347,18214,133,302,299,3,63,59,4,37,37,0,1,0,1
18125,2,3,Indiana,Pike County,6,12931,12856,75,12869,12796,73,31,28,3,32,32,0,24,24,0,2,2,0
18127,2,3,Indiana,Porter County,6,152533,144757,7776,148262,140716,7546,2562,2425,137,997,851,146,2044,2010,34,118,110,8
18129,2,3,Indiana,Posey County,6,26876,26779,97,26492,26405,87,309,306,3,108,101,7,82,82,0,0,0,0
18131,2,3,Indiana,Pulaski County,6,13835,13619,216,13636,13437,199,139,130,9,52,50,2,48,47,1,8,2,6
18133,2,3,Indiana,Putnam County,6,36692,36268,424,35273,34897,376,1114,1096,18,241,216,25,290,285,5,16,11,5
18135,2,3,Indiana,Randolph County,6,26833,26436,397,26641,26256,385,135,122,13,147,144,3,99,98,1,2,0,2
18137,2,3,Indiana,Ripley County,6,27316,27034,282,27098,26818,280,53,53,0,120,118,2,131,131,0,1,1,0
18139,2,3,Indiana,Rush County,6,18016,17911,105,17777,17674,103,170,169,1,88,87,1,106,104,2,0,0,0
18141,2,3,Indiana,St. Joseph County,6,266348,252791,13557,229719,217092,12627,33362,32627,735,2432,2117,315,5362,5213,149,487,424,63
18143,2,3,Indiana,Scott County,6,23556,23317,239,23451,23219,232,54,50,4,83,82,1,59,55,4,0,0,0
18145,2,3,Indiana,Shelby County,6,43717,42906,811,42850,42105,745,451,432,19,223,198,25,428,406,22,11,1,10
18147,2,3,Indiana,Spencer County,6,20343,20033,310,20120,19828,292,136,120,16,84,82,2,62,61,1,0,0,0
18149,2,3,Indiana,Starke County,6,23139,22686,453,22975,22548,427,64,53,11,153,138,15,87,86,1,9,1,8
18151,2,3,Indiana,Steuben County,6,33706,33011,695,33347,32680,667,170,161,9,212,191,21,142,139,3,0,0,0
18153,2,3,Indiana,Sullivan County,6,21861,21668,193,20799,20631,168,962,956,6,149,134,15,51,48,3,4,0,4
18155,2,3,Indiana,Switzerland County,6,9435,9339,96,9396,9304,92,21,21,0,26,23,3,9,8,1,1,0,1
18157,2,3,Indiana,Tippecanoe County,6,154848,146207,8641,141942,133562,8380,4506,4379,127,1059,893,166,8870,8810,60,201,200,1
18159,2,3,Indiana,Tipton County,6,16422,16202,220,16294,16085,209,42,42,0,49,38,11,61,61,0,3,2,1
18161,2,3,Indiana,Union County,6,7238,7216,22,7179,7158,21,23,23,0,21,20,1,19,19,0,2,2,0
18163,2,3,Indiana,Vanderburgh County,6,171889,170187,1702,155595,154099,1496,15295,15173,122,933,851,82,2054,2023,31,145,131,14
18165,2,3,Indiana,Vermillion County,6,16572,16454,118,16451,16341,110,67,66,1,104,99,5,37,34,3,5,0,5
18167,2,3,Indiana,Vigo County,6,104540,103446,1094,96386,95416,970,6822,6734,88,855,826,29,1844,1827,17,54,50,4
18169,2,3,Indiana,Wabash County,6,34339,33939,400,33753,33378,375,223,220,3,367,352,15,191,187,4,6,2,4
18171,2,3,Indiana,Warren County,6,8703,8669,34,8670,8637,33,11,11,0,21,20,1,18,18,0,0,0,0
18173,2,3,Indiana,Warrick County,6,54744,54225,519,53574,53075,499,721,709,12,195,191,4,532,529,3,17,15,2
18175,2,3,Indiana,Washington County,6,27618,27418,200,27480,27282,198,71,71,0,160,159,1,71,70,1,0,0,0
18177,2,3,Indiana,Wayne County,6,70235,69153,1082,66072,65079,993,4142,4075,67,409,390,19,510,501,9,20,7,13
18179,2,3,Indiana,Wells County,6,27912,27453,459,27736,27295,441,121,113,8,138,121,17,94,91,3,4,0,4
18181,2,3,Indiana,White County,6,24852,23300,1552,24645,23147,1498,87,58,29,137,128,9,68,65,3,33,7,26
18183,2,3,Indiana,Whitley County,6,31651,31355,296,31371,31085,286,97,97,0,197,188,9,134,133,1,15,13,2
