3 ","38,840 ","38,616 ","38,454 ","38,434 ","38,250 "
Gallatin,Illinois,"6,909 ","6,902 ","6,787 ","6,778 ","6,788 ","6,723 ","6,666 ","6,654 ","6,544 ","6,512 ","6,477 ","6,445 "
Greene,Illinois,"15,317 ","15,314 ","15,156 ","15,069 ","15,206 ","15,190 ","15,166 ","15,075 ","15,066 ","14,982 ","14,832 ","14,761 "
Grundy,Illinois,"32,337 ","32,494 ","33,255 ","33,755 ","34,263 ","34,685 ","35,073 ","35,651 ","36,263 ","36,732 ","37,121 ","37,535 "
Hamilton,Illinois,"8,499 ","8,487 ","8,478 ","8,473 ","8,501
