       4","      96","     35.0 percent or more","        10,783","  10.2%","        10,809","  11.0%","   0.8%","+/-3.5%","no"
"        4","      97","     Not computed","         1,652","(NA)","           670","(NA)","(NA)","(NA)","(NA)"
"        4","      98"," "," "," "," "," "," "," "," "
"        4","      98","     Specified renter-occupied units","       205,602","   100%","       213,252","   100%","         7,650","+/-16,071","no"
"        4","      99","GROSS RENT"," "," "," "," "," "," "," "
