WN GARAGE (BTV)
0120,100,15 SSW CLAYTON,UNION,NM,36.25,-103.28,ON CLAPHAM ROAD (ABQ)
0140,175,15 NNW HAYDEN,UNION,NM,36.15,-103.41,(ABQ)
0207,175,7 W NARA VISA,QUAY,NM,35.61,-103.22,(ABQ)
0220,88,6 SSW WICHITA FALLS,WICHITA,TX,33.83,-98.54,(OUN)
0304,75,3 SW BOULDER,BOULDER,CO,40,-105.29,NCAR MESA LAB (BOU)
0304,75,1 SW ERIE,BOULDER,CO,40.02,-105.06,LATE REPORT (BOU)
0430,75,11 S WARE,HARTLEY,TX,36.03,-102.71,ALONG FM 1727 (AMA)
0430,75,8 S WARE,DALLAM,TX,36.07,-102.71,ALONG FM 1727 (AMA)
0515,200,2 N NEW R
