 4.7%","       107,665","   4.6%","- 0.1%","+/-0.7%","no"
"        3","      47","Public administration","  124,621","   5.6%","       137,741","   5.9%","   0.3%","+/-0.8%","no"
"        3","      48"," "," "," "," "," "," "," "," "
"        3","      48","CLASS OF WORKER"," "," "," "," "," "," "," "
"        3","      48","Private wage and salary workers","1,728,059","  77.2%","     1,775,856","  76.6%","- 0.6%","+/-1.5%","no"
"        3","      49","Government workers","  347,460","  15.5%","       
