ar, truck, or van - drove alone",,,"75.4","+/-1.4"
"001","Total population",170,"Car, truck, or van - carpooled",,,"12.0","+/-1.0"
"001","Total population",171,"Public transportation (excluding taxicab)",,,"2.3","+/-0.5"
"001","Total population",172,"Walked",,,"2.8","+/-0.5"
"001","Total population",173,"Other means",,,"2.9","+/-0.5"
"001","Total population",174,"Worked at home",,,"4.7","+/-0.5"
"001","Total population",175,"Mean travel time to work (minutes)",,,"24.0","+/-0.5"
"001","Total population",176,
