"+/-283","0","283"
"B04002",73.000,"Subsaharan African:","4,501","+/-1,826","2,675","6,327"
"B04002",74.000,"Cape Verdean","200","+/-264","0","464"
"B04002",75.000,"Ethiopian","0","+/-283","0","283"
"B04002",76.000,"Ghanian","0","+/-283","0","283"
"B04002",77.000,"Kenyan","0","+/-283","0","283"
"B04002",78.000,"Liberian","0","+/-283","0","283"
"B04002",79.000,"Nigerian","0","+/-283","0","283"
"B04002",80.000,"Senegalese","0","+/-283","0","283"
"B04002",81.000,"Sierra Leonean","0","+/-283","0","283"
"B04002"
