 3458,          1056,          5787,
  "64",           560,           294,           680,           931,          3278,          2127,   "/24/-1516",           170,
  "65",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",
  "66",           296,           155,           178,           632,           930,           998,           215,          1222,
  "67",             0,             0,             0,             0,             0,     
