      4","      84","     20.0 to 24.9 percent","  128,384","  17.2%","       153,763","  18.2%","   1.0%","+/-1.5%","no"
"        4","      85","     25.0 to 29.9 percent","   92,653","  12.4%","       113,052","  13.4%","   1.0%","+/-1.3%","no"
"        4","      86","     30.0 to 34.9 percent","   62,659","   8.4%","        66,740","   7.9%","- 0.5%","+/-1.3%","no"
"        4","      87","     35.0 percent or more","  146,641","  19.6%","       181,575","  21.4%","   1.8%","+/-2.0%","no"
"        4",
