3"," 54","        11,862","         9,822","        13,902"
"50000US4402","3"," 55","        22,058","        19,357","        24,759"
"50000US4402","3"," 56","        20,369","        17,903","        22,835"
"50000US4402","3"," 57","        27,642","        24,915","        30,369"
"50000US4402","3"," 58","        45,702","        41,972","        49,432"
"50000US4402","3"," 59","        25,867","        23,346","        28,388"
"50000US4402","3"," 60","        22,399","        20,214","        24,5
