0,0,0,0,0,NM,68,NM,57
Large,"Atlanta, GA",R16,R28,R42,R41,R48,R67,R97,R111,R125,R138,R156,R144,166,71,29,938,19
Medium,"Austin, TX",R3,R7,R8,R10,R10,R12,R15,R17,R22,R29,R25,R30,35,133,6,"1,067",13
Small,"Bakersfield, CA",0,0,R0,R0,R0,R0,R0,R1,R2,R2,R2,R2,3,NM,68,NM,57
Large,"Baltimore, MD",R11,R18,R49,R49,R45,R50,R57,R61,R65,R69,R64,R67,75,32,51,582,28
Small,"Beaumont, TX",0,R0,R0,R0,R0,R0,R0,R0,R0,R0,R1,R1,1,NM,68,NM,57
Medium,"Birmingham, AL",2,3,5,5,6,7,10,10,12,13,15,15,17,70,31,750,24
Very large
