"
"B25122",73.000,"$100 to $199","0","+/-292","0","292"
"B25122",74.000,"$200 to $299","0","+/-292","0","292"
"B25122",75.000,"$300 to $399","65","+/-106","0","171"
"B25122",76.000,"$400 to $499","44","+/-71","0","115"
"B25122",77.000,"$500 to $599","95","+/-168","0","263"
"B25122",78.000,"$600 to $699","206","+/-159","47","365"
"B25122",79.000,"$700 to $799","447","+/-417","30","864"
"B25122",80.000,"$800 to $899","808","+/-488","320","1,296"
"B25122",81.000,"$900 to $999","1,376","+/-604","772","1,980"
"B
