,311 ","29,190 ","29,155 ","29,104 ","28,954 ","28,790 "
Perry,Arkansas,"7,969 ","7,973 ","8,102 ","8,385 ","8,522 ","8,809 ","9,116 ","9,525 ","9,761 ","10,022 ","10,097 ","10,209 "
Phillips,Arkansas,"28,830 ","28,768 ","28,166 ","28,067 ","28,048 ","28,050 ","27,833 ","27,610 ","27,537 ","27,166 ","26,817 ","26,445 "
Pike,Arkansas,"10,086 ","10,088 ","10,034 ","10,145 ","10,275 ","10,407 ","10,775 ","10,905 ","11,036 ","11,176 ","11,155 ","11,303 "
Poinsett,Arkansas,"24,664 ","24,643 ","24,401 ","24,572 "
