h,Pennsylvania,333,332,331,332,333,334,334,327
Centerville borough,Pennsylvania,241,243,246,248,250,248,247,247
Centerville borough,Pennsylvania,"3,294","3,304","3,332","3,342","3,371","3,387","3,390","3,390"
Central City borough,Pennsylvania,"1,195","1,205","1,220","1,230","1,240","1,256","1,258","1,258"
Centralia borough,Pennsylvania,20,20,20,21,21,21,21,21
Centre Hall borough,Pennsylvania,"1,080","1,081","1,083","1,089","1,086","1,080","1,079","1,079"
Chalfant borough,Pennsylvania,814,826,837,848,8
