3.000,"In nonfamily households","437","+/-401","36","838"
"C11005",.,"HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE",,,,
"C11005",.,"Universe:  Households",,,,
"C11005",1.000,"Total:","236,700","+/-3,436","233,264","240,136"
"C11005",2.000,"Households with one or more people under 18 years:","70,816","+/-3,326","67,490","74,142"
"C11005",3.000,"Family households:","69,740","+/-3,423","66,317","73,163"
"C11005",4.000,"Married-couple family","47,342","+/-2,851","44,491","50,193"
"C11005",5
