ld 6-17,941 ,630 ,28 ,37 ,6 ,132 ,15 ,63 ,3 ,26 
.Two own children 6-17,568 ,375 ,17 ,25 ,6 ,96 ,6 ,30 ,1 ,12 
.Three own children 6-17,175 ,121 ,4 ,5 ,- ,20 ,5 ,12 ,- ,8 
.Four or more own children 6-17,76 ,46 ,5 ,6 ,4 ,3 ,- ,5 ,2 ,6 
NUMBER OF OWN CHILDREN 12-17 YEARS,,,,,,,,,,
.Without own children 12-17,"3,280 ","1,558 ",90 ,93 ,13 ,542 ,35 ,328 ,13 ,609 
.One own child 12-17,783 ,549 ,16 ,26 ,3 ,90 ,4 ,70 ,3 ,21 
.Two own children 12-17,267 ,164 ,9 ,19 ,4 ,43 ,3 ,16 ,- ,7 
.Three or more own children 1
