 3","      22","Car, truck, or van -- carpooled","  328,184","  14.9%","       288,029","  12.7%","- 2.2%","+/-1.8%","yes"
"        3","      23","Public transportation (including taxicab)","   47,703","   2.2%","        39,013","   1.7%","- 0.5%","+/-0.5%","no"
"        3","      24","Walked","   46,256","   2.1%","        52,137","   2.3%","   0.2%","+/-0.5%","no"
"        3","      25","Other means","   63,375","   2.9%","        55,391","   2.4%","- 0.5%","+/-0.7%","no"
"        3","      26","Worke
