e","25,836","+/-294","6.8","+/-0.1"
"DP05",27.3,,,,,
"DP05",27.5,"RACE",,,,
"DP05",28.0,"Total population","380,180","*****","100","(X)"
"DP05",29.0,"One race","375,326","+/-1,137","100","(X)"
"DP05",30.0,"Two or more races","4,854","+/-1,137","100","(X)"
"DP05",30.3,,,,,
"DP05",31.0,"One race","375,326","+/-1,137","98.7","+/-0.3"
"DP05",32.0,"White","357,898","+/-964","95.4","+/-0.4"
"DP05",33.0,"Black or African American","3,808","+/-723","1.0","+/-0.2"
"DP05",34.0,"American Indian and Alaska Native","3,3
