3"," 54","         8,278","         5,633","        10,923"
"50000US5308","3"," 55","        15,860","        12,669","        19,051"
"50000US5308","3"," 56","        17,330","        13,775","        20,885"
"50000US5308","3"," 57","        39,145","        33,728","        44,562"
"50000US5308","3"," 58","        59,953","        53,864","        66,042"
"50000US5308","3"," 59","        42,874","        37,761","        47,987"
"50000US5308","3"," 60","        34,668","        29,768","        39,5
