        4","      46","Wood","           170","   0.1%","           236","   0.1%","   0.0%","+/-0.2%","no"
"        4","      47","Solar energy","           232","   0.1%","           818","   0.1%","   0.0%","+/-0.2%","no"
"        4","      48","Other fuel","           209","   0.1%","           721","   0.1%","   0.0%","+/-0.2%","no"
"        4","      49","No fuel used","        25,528","   3.3%","        34,696","   4.4%","   1.1%","+/-0.8%","yes"
"        4","      50"," "," "," "," "," "," "," "
