 4","      53"," "," "," "," "," "," "," "," "
"        4","      53","OCCUPANTS PER ROOM"," "," "," "," "," "," "," "
"        4","      53","1.00 or less","       702,347","  90.6%","       713,424","  91.0%","   0.4%","+/-1.7%","no"
"        4","      54","1.01 to 1.50","        49,439","   6.4%","        45,140","   5.8%","- 0.6%","+/-1.3%","no"
"        4","      55","1.51 or more","        23,284","   3.0%","        25,499","   3.3%","   0.3%","+/-0.7%","no"
"        4","      56"," "," "," "," "
