,"N","N","N"
"B23002B",19.000,"In Armed Forces","N","N","N","N"
"B23002B",20.000,"Civilian:","N","N","N","N"
"B23002B",21.000,"Employed","N","N","N","N"
"B23002B",22.000,"Unemployed","N","N","N","N"
"B23002B",23.000,"Not in labor force","N","N","N","N"
"B23002B",24.000,"55 to 64 years:","N","N","N","N"
"B23002B",25.000,"In labor force:","N","N","N","N"
"B23002B",26.000,"In Armed Forces","N","N","N","N"
"B23002B",27.000,"Civilian:","N","N","N","N"
"B23002B",28.000,"Employed","N","N","N","N"
"B23002B",29.000,
