,228,88,69,48,109
...Private,196,1,5,6,8,18,7,49,28,37,26,12
..Elementary,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         
...Public,"7,679",275,227,159,657,708,653,"1,618","1,018",761,514,"1,089"
...Private,"1,317",8,14,15,79,82,114,284,183,200,154,185
..High School,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         
...Public,"4,055",134,86,54,298,383,284,858,610
