ANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY",,,,
"B99086",.,"Universe:  Workers 16 years and over",,,,
"B99086",1.000,"Total:","2,699,357","+/-11,495","2,687,862","2,710,852"
"B99086",2.000,"Imputed","89,946","+/-4,911","85,035","94,857"
"B99086",3.000,"Not imputed","2,609,411","+/-12,317","2,597,094","2,621,728"
"B99087",.,"IMPUTATION OF TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY",,,,
"B99087",.,"Universe:  Workers 16 years and over",,,,
"B99087",1.000,"Total:","2,699,357","+/-11,495","2,687,
