  37150,        -26235,           176,         12247,        -17356,          5918,          3189,
  "35",         -5239,          3898,         -3133,         -6721,          1689,          2926,         -1259,         11081,
  "36",          1933,         11324,         34714,        -32927,         26987,        -26841,        -17983,        -24781,
  "37",         16218,         11866,           590,          3162,          7217,          5249,          6487,          1480,
  "38",        -12557,   
