","111,538","+/-4,400","107,138","115,938"
"B19121",5.000,"3 or more earners (dollars)","127,940","+/-7,198","120,742","135,138"
"B19125",.,"MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS",,,,
"B19125",.,"Universe:  Families",,,,
"B19125",0.700,"Median family income in the past 12 months (in 2007 inflation-adjusted dollars) --",,,,
"B19125",1.000,"Total:","97,137","+/-3,745","93,392","100,882"
"B19125",2.000,"With own children under
