6","+/-0.9"
"DP03",5.0,"Unemployed","23,046","+/-2,480","3.9","+/-0.4"
"DP03",6.0,"Armed Forces","107","+/-130","0.0","+/-0.1"
"DP03",7.0,"Not in labor force","234,619","+/-5,472","39.5","+/-0.9"
"DP03",7.3,,,,,
"DP03",8.0,"Civilian labor force","359,240","+/-5,324","100","(X)"
"DP03",9.0,"Unemployed","6.4","+/-0.7","(X)","(X)"
"DP03",9.3,,,,,
"DP03",10.0,"Females 16 years and over","305,530","+/-2,494","100","(X)"
"DP03",11.0,"In labor force","170,079","+/-3,855","55.7","+/-1.2"
"DP03",12.0,"Civilian labor
