       "",            "",            "",            "",            "",            "",
   "9",           676,           843,           870,           936,          1000,          1042,           528,           542,
  "10",           514,           505,           680,           682,           699,     "/24/818",          1860,          1976,
  "11",            13,            11,            23,            13,            19,            19,            40,            50,
    "",            "",            "", 
