ve",248,"With related children under 5 years only","12.2","+/-6.1","10.6","+/-6.0"
"600","Native",249,"Female householder, no husband present, family","35.2","+/-4.7","35.4","+/-4.8"
"600","Native",250,"With related children under 18 years","46.1","+/-5.7","46.6","+/-5.8"
"600","Native",251,"With related children under 5 years only","58.8","+/-13.7","58.8","+/-13.7"
"600","Native",252,"All people","17.9","+/-1.5","17.4","+/-1.4"
"600","Native",253,"Under 18 years","25.6","+/-3.2","25.4","+/-3.1"
"600","Nati
