0","540"
"C04001",14.000,"Hungarian","51","+/-86","0","137"
"C04001",15.000,"Irish","2,171","+/-774","1,397","2,945"
"C04001",16.000,"Italian","2,083","+/-873","1,210","2,956"
"C04001",17.000,"Lithuanian","50","+/-84","0","134"
"C04001",18.000,"Norwegian","441","+/-410","31","851"
"C04001",19.000,"Polish","661","+/-437","224","1,098"
"C04001",20.000,"Portuguese","1,692","+/-1,193","499","2,885"
"C04001",21.000,"Russian","394","+/-321","73","715"
"C04001",22.000,"Scotch-Irish","786","+/-454","332","1,240"
"C
