ppensburg borough,Pennsylvania,"5,605","5,608","5,624","5,623","5,602","5,590","5,586","5,586"
Shippenville borough,Pennsylvania,483,486,490,492,499,504,505,505
Shippingport borough,Pennsylvania,228,231,233,234,234,236,237,237
Shiremanstown borough,Pennsylvania,"1,480","1,488","1,498","1,505","1,508","1,518","1,521","1,521"
Shirleysburg borough,Pennsylvania,134,135,137,138,139,140,140,140
Shoemakersville borough,Pennsylvania,"2,118","2,116","2,116","2,121","2,122","2,124","2,124","2,124"
Shrewsbury bo
