Czech","0.7%","0.1","0.8%","0.1",
"DP02",125.0,"Danish","0.5%","0.1","0.2%","0.1","*"
"DP02",126.0,"Dutch","2.7%","0.3","2.2%","0.2",
"DP02",127.0,"English","7.9%","0.4","8.1%","0.4",
"DP02",128.0,"French (except Basque)","2.0%","0.2","1.9%","0.2",
"DP02",129.0,"French Canadian","0.4%","0.1","0.5%","0.1",
"DP02",130.0,"German","15.5%","0.5","16.8%","0.6","*"
"DP02",131.0,"Greek","1.1%","0.2","0.9%","0.2",
"DP02",132.0,"Hungarian","1.5%","0.2","1.5%","0.2",
"DP02",133.0,"Irish","19.7%","0.7","21.2%","0.6",
"
