2","113","        10,040","         6,717","        13,363"
"50000US3911","2","114","         3,389","         1,950","         4,828"
"50000US3911","2","115","         4,592","         2,407","         6,777"
"50000US3911","2","116","         6,048","         2,632","         9,464"
"50000US3911","2","117","         8,023","         4,162","        11,884"
"50000US3911","2","118","         3,958","         1,256","         6,660"
"50000US3911","2","119","         1,018","           112","         1,9
