  2","      22","Divorced","        46,666","   9.3%","        48,394","   9.8%","   0.5%","+/-1.8%","no"
"        2","      23"," "," "," "," "," "," "," "," "
"        2","      23","     Females 15 years and over","       578,409","   100%","       568,020","   100%","       -10,389","+/-1,759","yes"
"        2","      24","Never married","       165,226","  28.6%","       172,341","  30.3%","   1.7%","+/-2.1%","no"
"        2","      25","Now married, except separated","       251,553","  43.5%","  
