 "",            "",            "",            "",            "",            "",            "",            "",
  "26",          -146,          -128,          -144,          -178,          -191,          -307,           -29,           -50,
  "27",          -371,          -344,          -380,          -404,          -402,    "/24/-352",          -964,         -1097,
  "28",           -23,           -28,           -30,           -35,           -56,           -48,           -82,          -117,
    "",       
