administration",,,"5.9","+/-0.6"
"001","Total population",210,"Private wage and salary workers",,,"75.1","+/-1.2"
"001","Total population",211,"Government workers",,,"18.4","+/-0.9"
"001","Total population",212,"Self-employed workers in own not incorporated business",,,"6.3","+/-0.8"
"001","Total population",213,"Unpaid family workers",,,"0.2","+/-0.1"
"001","Total population",214,"Households",,,"374,739","+/-4,285"
"001","Total population",215,"Median household income (dollars)",,,"43,546","+/-1,492"
"001"
