1","9,651","14,787","13,117","2,898","1,812","2,191","8,267","8,324"

Agriculture,190,154,37,164,157,21,7,30,81,79
Auto mechanics,"1,106","1,097",9,887,803,129,103,143,513,450
Aviation,204,173,31,158,140,27,21,17,88,99
"Business, office","2,401",358,"2,044","1,913","1,761",359,178,138,935,"1,329"
Computer,884,348,537,650,567,166,86,138,419,327
Construction trades,952,944,8,751,655,137,98,135,453,364
Cosmetology,"1,476",75,"1,401","1,226","1,105",188,142,168,637,671
Drafting,184,177,7,167,143,12,24,
