20,984","20,984"
.Ilwaco city,Washington,934,936,947,950,950
.Long Beach city,Washington,"1,338","1,339","1,354","1,357","1,283"
.Raymond city,Washington,"2,935","2,942","2,980","2,989","2,975"
.South Bend city,Washington,"1,781","1,783","1,803","1,807","1,807"
.Balance of Pacific County,Washington,"13,790","13,766","13,861","13,881","13,969"
Pend Oreille County,Washington,"12,008","11,861","11,745","11,732","11,732"
.Cusick town,Washington,212,211,212,212,212
.Ione town,Washington,481,477,478,479,479
.Meta
