000US4201","1"," 35","        13,186","         4,100","        22,272"
"50000US4201","1"," 36","         1,327","             0","         3,518"
"50000US4201","1"," 37","             N","             N","             N"
"50000US4201","1"," 38","             N","             N","             N"
"50000US4201","1"," 39","             N","             N","             N"
"50000US4201","1"," 40","             N","             N","             N"
"50000US4201","1"," 41","        82,199","        71,946","
