d hunting, and mining:","1,848","+/-1,037","811","2,885"
"B24050",3.000,"Agriculture, forestry, fishing and hunting","1,794","+/-1,037","757","2,831"
"B24050",4.000,"Mining","54","+/-92","0","146"
"B24050",5.000,"Construction","21,109","+/-2,700","18,409","23,809"
"B24050",6.000,"Manufacturing","26,704","+/-2,713","23,991","29,417"
"B24050",7.000,"Wholesale trade","11,400","+/-2,120","9,280","13,520"
"B24050",8.000,"Retail trade","42,458","+/-4,035","38,423","46,493"
"B24050",9.000,"Transportation and wareh
