a borough,Pennsylvania,624,627,634,638,644,650,652,652
Freeburg borough,Pennsylvania,593,592,593,594,593,585,584,584
Freedom borough,Pennsylvania,"1,665","1,686","1,704","1,717","1,736","1,758","1,763","1,763"
Freeland borough,Pennsylvania,"3,455","3,481","3,510","3,545","3,583","3,631","3,643","3,643"
Freemansburg borough,Pennsylvania,"1,973","1,885","1,886","1,884","1,886","1,894","1,897","1,897"
Freeport borough,Pennsylvania,"1,854","1,888","1,906","1,922","1,939","1,957","1,962","1,962"
Friendsvil
