0","42.2"
"B01002C",2.000,"Male","36.8","+/-4.6","32.2","41.4"
"B01002C",3.000,"Female","51.2","+/-8.8","42.4","60.0"
"B01002D",.,"MEDIAN AGE BY SEX (ASIAN ALONE)",,,,
"B01002D",.,"Universe:  Asian alone population",,,,
"B01002D",0.700,"Median age --",,,,
"B01002D",1.000,"Total:","40.4","+/-2.8","37.6","43.2"
"B01002D",2.000,"Male","37.5","+/-4.2","33.3","41.7"
"B01002D",3.000,"Female","42.8","+/-3.5","39.3","46.3"
"B01002E",.,"MEDIAN AGE BY SEX (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)",,,,
"B0100
