4","  4","         8,542","         5,430","        11,654"
"50000US4832","4","  5","        13,794","         9,871","        17,717"
"50000US4832","4","  6","        33,330","        26,991","        39,669"
"50000US4832","4","  7","        59,611","        50,600","        68,622"
"50000US4832","4","  8","        50,986","        44,799","        57,173"
"50000US4832","4","  9","           734","           148","         1,320"
"50000US4832","4"," 10","             0","             0","           5
