dian/1997/q2/,inq21997.tgz,1128186.nc,19970428,-3.6333,125.617,0.700000,998.600,5.22200,29.3450,,
woce-uot,./data/basins/sc/indian/1997/q2/,inq21997.tgz,1128187.nc,19970428,-4.6000,125.283,0.700000,998.600,5.30300,29.3550,,
woce-uot,./data/basins/sc/indian/1997/q2/,inq21997.tgz,1128188.nc,19970428,-5.4833,124.933,0.700000,998.600,5.22200,28.9380,,
woce-uot,./data/basins/sc/indian/1997/q2/,inq21997.tgz,1128189.nc,19970428,-6.4333,124.600,0.700000,998.600,5.28300,28.7250,,
woce-uot,./data/basins/sc/indian/199
