  1","      19","21 years and over","     1,588,043","  70.8%","     1,626,723","  71.2%","   0.4%","+/-0.3%","yes"
"        1","      20","62 years and over","       349,716","  15.6%","       370,316","  16.2%","   0.6%","+/-0.5%","yes"
"        1","      21","65 years and over","       292,940","  13.1%","       300,572","  13.1%","   0.0%","+/-0.2%","no"
"        1","      22","     Male","       121,071","  41.3%","       125,990","  41.9%","   0.6%","+/-0.3%","yes"
"        1","      23","     Fem
