P05",71.0,"Not Hispanic or Latino","90.5%","0.3","90.9%","0.2",
"DP05",72.0,"White alone","78.0%","0.3","78.4%","0.4",
"DP05",73.0,"Black or African American alone","2.9%","0.1","2.9%","0.1",
"DP05",74.0,"American Indian and Alaska Native alone","0.2%","0.1","0.0%","0.1","*"
"DP05",75.0,"Asian alone","8.5%","0.3","8.5%","0.3",
"DP05",76.0,"Native Hawaiian and Other Pacific Islander alone","0.0%","0.1","0.0%","0.1",
"DP05",77.0,"Some other race alone","0.1%","0.1","0.3%","0.1","*"
"DP05",78.0,"Two or more ra
