9,296","+/-2,439","(X)","(X)"
"DP03",95.3,,,,,
"DP03",96.0,"All families","3.8","+/-1.4","(X)","(X)"
"DP03",97.0,"With related children under 18 years","5.1","+/-2.0","(X)","(X)"
"DP03",98.0,"With related children under 5 years only","11.1","+/-11.6","(X)","(X)"
"DP03",99.0,"Married couple families","2.2","+/-1.3","(X)","(X)"
"DP03",100.0,"With related children under 18 years","2.2","+/-1.7","(X)","(X)"
"DP03",101.0,"With related children under 5 years only","3.3","+/-5.4","(X)","(X)"
"DP03",102.0,"Families
