en 15 to 50 years who had a birth in the past 12 months",,,"2,792","+/-1,024"
"001","Total population",104,"As a percent of all women with a birth in the past 12 months",,,"41.3","+/-10.5"
"001","Total population",105,"Population 30 years and over",,,"422,119","+/-3,123"
"001","Total population",106,"Living with grandchild(ren)",,,"3.4","+/-0.6"
"001","Total population",107,"Responsible for grandchild(ren)",,,"51.9","+/-6.9"
"001","Total population",108,"Civilian population 18 years and over",,,"523,096","+
