GA,33.31,-83.69,REPORTED COUPLE OF TREES DOWN LOCALLY AND A FENCE KNOCKED OVER. (FFC)
1900,UNK,6 NW FOUR OAKS,JOHNSTON,NC,35.51,-78.5,NUMEROUS TREES REPORTED NOW ON HIGHWAY 210 BLOCKING TRAFFIC... 6 MILES NORTHWEST OF FOUR OAKS. (RAH)
1902,60,POPE AFB,CUMBERLAND,NC,35.17,-79.01,POPE AIR FORCE -POB- BASE MEASURED 52 KNOTS AT 302PM. (RAH)
1915,UNK,BENSON,JOHNSTON,NC,35.38,-78.55,LARGE TREE LIMBS BLOCKING TRAFFIC AT THE INTERSECTION OF ELEVATION AND FEDERAL RD IN BENSON. (RAH)
1915,UNK,ALCOA,BLOUNT,TN,35.79,-8
